Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000097513	0.7077782732519147	0.9879278106435926	0.20433971130693243	25	34035541	34050402	1	transcribed_unprocessed_pseudogene	CT573383.1	annexin A2-A-like [Source:NCBI gene;Acc:100006250]	150	192	216	88	253	143	48	156	57	70	74	176	169.3821285256134	156.55566185837972	207.1293728485241	111.46478490140188	213.6264693432638	105.92214503448785	48.38400180651051	112.15542780768598	81.58619589273835	72.64502553241947	76.98347298140484	208.7706897732806	0.7383546524817147
ENSDARG00000056498	0.803350516779507	0.9907172060038703	0.18882541995209642	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	160	1030	131	590	1351	408	499	211	365	235	626	192	180.67427042732098	839.8558943444328	125.62012890350303	747.3207169525808	1140.7484588250966	302.2114347837136	502.99201878018215	151.69740556039577	522.4379210675351	243.87972857312252	651.2385687345869	227.74984338903337	0.7254852562299183
ENSDARG00000093405	0.5166849625979955	0.9726728312283448	1.2880047128815781	3	32961488	32965848	-1	protein_coding	casp6a	caspase 6, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-030825-4]	56	79	100	56	114	0	170	102	105	0	141	0	63.23599464956234	64.41613170214582	95.893228170613	70.93213584634665	96.25856721396077	0	171.36000639805806	73.33239510502544	150.29036085504433	0	146.68472554564977	0	0.715275602141514
ENSDARG00000098174	0.8041219307758036	0.9907172060038703	0.23586000891970355	KN150631.1	20777	25082	1	protein_coding	ACADSB	acyl-CoA dehydrogenase, short/branched chain-like [Source:NCBI gene;Acc:100037342]	135	166	142	10	156	24	13	15	9	14	15	10	152.4439156730521	135.35541598172412	136.16838400227047	12.66645282970476	131.72224987173578	17.77714322257139	13.104000489263262	10.784175750739037	12.882030930432371	14.529005106483895	15.604758036771251	11.861971009845488	0.698503338725769
ENSDARG00000103013	0.13006564934706577	0.7884805273636385	0.8018503639057478	10	21730585	21820133	1	protein_coding	pcdh1g22	protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695]	179	68	307	41	281	303	166	464	147	297	259	249	202.12934004056535	55.446796908176154	294.3922104837819	51.93245660178952	237.26892444844717	224.4364331849638	167.3280062475155	333.59050322286083	210.40650519706205	308.22246547326546	269.4421554349169	295.36307814515266	0.680961323067975
ENSDARG00000023587	0.010550040960790251	0.27947973805490706	-1.7315681078167795	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	654	981	55	302	500	646	66	959	345	863	850	664	738.5060803716746	799.9015848076589	52.74127549383715	382.52687545708375	422.18669830684547	478.5014384075465	66.52800248395195	689.4683029972491	493.8111856665742	895.6093862068286	884.2696220837042	787.6348750537404	0.680488302115854
ENSDARG00000097770	0.8455995620946676	0.9934174045082051	-0.23131075261914036	15	23799461	23801499	1	protein_coding	si:ch211-167j9.4	si:ch211-167j9.4 [Source:ZFIN;Acc:ZDB-GENE-131121-196]	106	349	110	104	359	140	0	193	77	234	259	197	119.69670415810015	284.5725311904923	105.4825509876743	131.7311094289295	303.13004938431504	103.70000213166644	0	138.75639465950894	110.21293129369917	242.84194249408796	269.4421554349169	233.68082889395612	0.6719918572486696
ENSDARG00000111240	0.5867308385678656	0.9810175590418267	-0.21062470935097008	10	36784756	36793412	-1	protein_coding	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040912-69]	292	1048	540	732	624	722	665	707	557	378	436	318	329.73054352986077	854.5329876436559	517.8234321213102	927.1843471343884	526.8889994869431	534.7957252790226	670.3200250276976	508.29415038483324	797.254580916759	392.28313787506517	453.5783002688177	377.2106781130865	0.669526349473971
ENSDARG00000025608	0.35779709978293595	0.9403803653807753	0.9025948505699977	3	32953075	32958574	-1	protein_coding	casp6b.1	caspase 6b.1, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-041010-48]	86	98	102	60	112	12	173	86	121	7	193	12	97.11242035468503	79.90861907354798	97.81109273402527	75.99871697822856	94.5698204207334	8.888571611285695	174.38400651096495	61.82927430423714	173.191749175813	7.264502553241948	200.78122007312342	14.234365211814586	0.6576312349354112
ENSDARG00000104773	0.7616269873943812	0.9899124702584762	-0.6021975641198041	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	684	2	222	332	385	271	519	282	517	0	310	0	557.7295453704777	1.9178645634122602	281.19525281944567	280.3319676757454	285.1750058620827	273.16801019925725	373.1324809755707	403.6369691535476	536.5354028608696	0	367.72110130521014	0.6475531946643541
ENSDARG00000039099	0.9368987268139808	0.9988177600190913	-0.028630455206762537	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	1007	1176	1065	1058	1013	1166	1274	2622	1630	1738	2491	697	1137.1186895019514	958.9034288825758	1021.2628800170285	1340.1107093827636	855.350250769669	863.6728748965933	1284.1920479477997	1885.0739212291835	2333.0789351783073	1803.672205362072	2591.4301513064793	826.7793793862305	0.6364579749726217
ENSDARG00000092578	0.21548537468635048	0.8764568552780768	-1.9828207660313513	10	28428222	28431809	1	protein_coding	si:ch211-222e20.4	si:ch211-222e20.4 [Source:ZFIN;Acc:ZDB-GENE-091118-60]	57	137	0	113	1	98	73	2	2	0	0	2	64.3652088397331	111.70898788853137	0	143.13091697566378	0.8443733966136909	72.59000149216651	73.5840027474014	1.4378901000985382	2.8626735400960825	0	0	2.372394201969098	0.6357042091022059
ENSDARG00000104436	0.43624176093378003	0.9584571213037232	0.6503843837197669	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	1693	2651	3571	1520	2535	641	2039	5238	2208	440	1862	310	1911.75962395909	2161.6096853466906	3424.3471779725905	1925.3008301151235	2140.4865604157067	474.7978669028442	2055.312076739061	3765.8341721580714	3160.391588266075	456.6258747752081	1937.070630964538	367.72110130521014	0.6267576232624182
ENSDARG00000041645	0.8570693538430872	0.9951482764480201	0.07439944941531876	15	21137046	21155657	-1	protein_coding	sb:cb37	sb:cb37 [Source:ZFIN;Acc:ZDB-GENE-030131-9800]	644	876	673	327	1005	642	344	522	459	718	595	1045	727.2139384699669	714.2852072288574	645.3614255882255	414.19300753134564	848.5952635967594	475.53858120378464	346.7520129466586	375.28931612571847	656.9835774520509	745.1304047468169	618.9887354585929	1239.5759705288535	0.6265491629992108
ENSDARG00000075600	0.7240779229136678	0.9891930664321701	0.21351295137241003	10	9105007	9115383	-1	protein_coding	si:dkeyp-41f9.3	si:dkeyp-41f9.3 [Source:ZFIN;Acc:ZDB-GENE-091118-56]	138	71	166	53	305	526	166	465	239	366	376	366	155.83155824356436	57.892979124713335	159.18275876321758	67.13219999743522	257.53388596717576	389.6157222946896	167.3280062475155	334.3094482729101	342.08948804148184	379.8297049266504	391.1592681217327	434.14813896034485	0.6245683671344917
ENSDARG00000099525	0.600642419821692	0.9810175590418267	-0.29949754239176396	12	3220285	3237561	-1	protein_coding	si:ch1073-13h15.3	si:ch1073-13h15.3 [Source:ZFIN;Acc:ZDB-GENE-121214-245]	909	1080	872	295	728	1465	596	1356	353	159	263	273	1026.4556988652173	880.6255979533859	836.1889496477454	373.6603584762904	614.703832734767	1085.1464508777951	600.7680224308389	974.8894878668088	505.26187982695853	165.00798656649565	273.6034242447226	323.8318085687818	0.6212901912924679
ENSDARG00000032820	0.011744139021811328	0.29970956163595297	1.1583665962627603	10	33744098	33867426	1	protein_coding	rxfp2a	relaxin family peptide receptor 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1225]	159	67	345	54	394	269	176	414	213	294	264	271	179.54505623715022	54.631402835997086	330.8316371886149	68.39884528040571	332.68311826579423	199.25214695298766	177.40800662387187	297.6432507203974	304.8747320202328	305.1091072361618	274.643741447174	321.4594143668127	0.6211505020837157
ENSDARG00000005713	0.536801331998269	0.9762595177568534	0.2722898420831331	16	54303491	54320489	1	protein_coding	ethe1	ETHE1 persulfide dioxygenase [Source:ZFIN;Acc:ZDB-GENE-040426-2503]	551	227	634	162	520	764	380	299	183	204	233	176	622.1970187840866	185.09445438464687	607.9630666016865	205.19653584121713	439.0741662391193	565.9057259185225	383.04001430154153	214.96456996473145	261.93462891879153	211.70836012305102	242.3939081711801	208.7706897732806	0.6050925921803387
ENSDARG00000105422	0.4456514150290419	0.9600374754815886	0.4457338859381836	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	64	67	69	43	50	95	148	225	214	246	90	57	72.2697081709284	54.631402835997086	66.16632743772297	54.46574716773047	42.21866983068455	70.36785858934508	149.18400557007408	161.76263626108553	306.3060687902808	255.29537544250272	93.62854822062751	67.61323475611928	0.5761052852620175
ENSDARG00000035602	0.8074054805498612	0.9907320907615966	0.2598349179536042	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	153	252	369	30	205	469	158	428	272	4	121	104	172.76977109612568	205.47930618912338	353.846011949562	37.99935848911428	173.09654630580664	347.39500714108254	159.26400594643042	307.7084814210872	389.3236014530672	4.1511443161382555	125.87838149662143	123.36449850239308	0.5673877855861489
ENSDARG00000103634	0.9402166952399931	0.9988177600190913	0.2863169622499772	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	178	257	0	203	723	0	0	0	0	0	0	0	201.0001258503946	209.55627655001868	0	257.1289924430066	610.4819657516986	0	0	0	0	0	0	0	0.5605261772463366
ENSDARG00000110366	0.31310831330210165	0.9274812429435209	-0.8000948402756348	23	42690904	42721150	1	protein_coding	FO904880.1	cytochrome P450 2J6-like [Source:NCBI gene;Acc:103909721]	119	62	76	6	30	142	30	20	6	6	7	11	134.37648863031998	50.554432475101784	72.87885340966588	7.599871697822856	25.33120189841073	105.18143073354739	30.240001129069068	14.378901000985381	8.588020620288248	6.226716474207383	7.282220417159917	13.048168110830037	0.5522883993617281
ENSDARG00000103659	0.8189505469517364	0.9917840722556099	-0.10720833361413462	7	65240227	65252938	1	protein_coding	bco1l	beta-carotene oxygenase 1, like [Source:ZFIN;Acc:ZDB-GENE-040426-1191]	422	653	538	137	571	847	261	197	286	162	203	147	476.5283882520591	532.4523291329268	515.9055675578979	173.5304037669552	482.1372094664175	627.3850128965819	263.0880098229009	141.632174859706	409.36231623373976	168.12134480359936	211.1843920976376	174.37097384472867	0.5342896377155043
ENSDARG00000043722	0.5236316502467229	0.9740280411798655	0.4690733852128211	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	1305	401	1186	1083	556	330	1924	1552	333	485	472	804	1473.6245181728368	326.97302294380347	1137.2936861034702	1371.7768414570255	469.4716085172122	244.4357193103566	1939.3920724109628	1115.8027176764656	476.63514442599774	503.3262483317635	491.0297195570687	953.7024691915773	0.5292382560229953
ENSDARG00000096888	0.6678184418789312	0.9827960549457185	-0.3467076690431565	16	51292624	51299061	-1	protein_coding	serpinb1l4	serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7169]	18	179	19	57	71	16	69	111	83	48	75	51	20.32585542307361	145.95553892005194	18.21971335241647	72.19878112931714	59.95051115957206	11.851428815047592	69.55200259685886	79.80290055546887	118.80095191398742	49.813731793659066	78.02379018385625	60.49605215021199	0.5280619552622433
ENSDARG00000089382	0.5325419914765063	0.9754123168461933	0.579671112592315	5	824709	825920	-1	protein_coding	zgc:158463	zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]	102	127	90	68	145	326	401	1340	209	133	1126	93	115.17984739741712	103.55504716674075	86.3039053535517	86.13187924199237	122.43414250898519	241.4728621065947	404.2080150918899	963.3863670660206	299.1493849400406	138.025548511597	1171.3971699602953	110.31633039156304	0.5052552123322961
ENSDARG00000098256	5.188731438961131e-14	2.4809182977645482e-11	1.7481154649684394	12	43730276	43819253	-1	protein_coding	si:ch73-329n5.6	si:ch73-329n5.6 [Source:ZFIN;Acc:ZDB-GENE-131121-171]	156	346	1064	238	614	336	996	278	721	328	917	868	176.15741366663795	282.12634897395515	1020.3039477353224	301.4615773469733	518.4452655208063	248.88000511599944	1003.9680374850931	199.8667239136968	1031.9938112046377	340.39383392333696	953.9708746479491	1029.6190836545884	0.5042122746338276
ENSDARG00000045414	0.8141810587341745	0.9907320907615966	-0.1316391789912774	24	8861272	8887825	-1	protein_coding	elovl2	ELOVL fatty acid elongase 2 [Source:ZFIN;Acc:ZDB-GENE-060421-5612]	1116	719	752	630	494	411	873	377	167	192	407	90	1260.2030362305638	586.2683378967449	721.1170758430098	797.9865282714	417.12045792716333	304.43357768653505	879.9840328559098	271.04228386857443	239.03324059802287	199.25492717463626	423.4091013977266	106.75773908860938	0.5039673323698892
ENSDARG00000103277	0.05204563308062509	0.5961251652130845	-1.5678795996283543	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	358	64	118	79	44	250	37	204	126	60	45	38	404.2586800811307	52.185220619459905	113.15400924132335	100.0649773546676	37.152429451002405	185.17857523511861	37.29600139251852	146.66479021005088	180.3484330260532	62.26716474207383	46.814274110313754	45.07548983741285	0.4966662747138568
ENSDARG00000007769	8.037550735393636e-8	1.6653518068352206e-5	2.9601909943748197	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	13	35	326	40	360	41	105	13	111	12	137	328	14.67978447221983	28.538792526267137	312.6119238361984	50.66581131881904	303.97442278092876	30.369286338559455	105.84000395174174	9.346285650640498	158.87838147533256	12.453432948414767	142.5234567358441	389.072649122932	0.49618956684392546
ENSDARG00000037894	0.47732558133520286	0.9630340323826044	-0.30758372619361607	3	36859701	36892651	1	protein_coding	ezh1	enhancer of zeste 1 polycomb repressive complex 2 subunit [Source:ZFIN;Acc:ZDB-GENE-050114-1]	344	427	326	245	447	906	349	497	205	544	242	654	388.4496814187401	348.17326882045904	312.6119238361984	310.3280943277666	377.43490828631985	671.0871566520699	351.79201313483685	357.31568987448674	293.42403785984845	564.5556269948028	251.75676299324286	775.7729040438949	0.4806379862598518
ENSDARG00000103973	0.8930330319650861	0.9951482764480201	0.29133763981543415	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	136	333	4	215	754	1	0	1	0	0	1	4	153.57312986322285	271.5262260356273	3.8357291268245204	272.32873583865234	636.6575410467229	0.7407143009404745	0	0.7189450500492691	0	0	1.0403172024514167	4.744788403938196	0.47581223909740156
ENSDARG00000037873	0.9993144068621069	0.9998629871517414	3.79826197356914e-4	3	40947961	40955780	-1	protein_coding	cyp3c3	cytochrome P450, family 3, subfamily c, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-041114-102]	339	381	371	209	454	618	321	284	77	405	108	292	382.8036104678863	310.66514150022226	355.76387651297426	264.7288641408295	383.3455220626157	457.76143798121325	323.568012081039	204.18039421399243	110.21293129369917	420.30336200899836	112.35425786475301	346.36955348748825	0.47379802473530425
ENSDARG00000098831	0.48076578516030805	0.9644082115172866	-0.40963947842791393	3	13937426	13955878	-1	protein_coding	gcdhb	glutaryl-CoA dehydrogenase b [Source:ZFIN;Acc:ZDB-GENE-041010-117]	96	571	139	291	347	450	292	195	200	421	122	226	108.4045622563926	465.59001521424386	133.29158715715207	368.5937773444085	292.99756862495076	333.32143542321353	294.3360109896056	140.19428475960748	286.26735400960825	436.9079392735514	126.91869869907285	268.08054482250805	0.4733171834280235
ENSDARG00000057035	2.549649851393845e-5	0.0028721929345361928	-0.907908158690504	10	24641229	24648231	-1	protein_coding	stoml3b	stomatin (EPB72)-like 3b [Source:ZFIN;Acc:ZDB-GENE-050417-366]	886	2046	489	1138	739	1293	926	930	355	575	465	363	1000.48377249129	1668.2962716783588	468.9178857542976	1441.4423320204016	623.9919400975176	957.7435911160336	933.4080348505986	668.6188965458202	508.1245533670546	596.7269954448742	483.74749913990877	430.5895476573912	0.4717594271714097
ENSDARG00000086950	0.4539639755375241	0.9601016470371992	-0.27304755577328255	16	53203370	53247374	1	protein_coding	si:ch211-269k10.2	si:ch211-269k10.2 [Source:ZFIN;Acc:ZDB-GENE-131120-171]	126	455	178	295	288	217	234	575	342	383	357	352	142.28098796151528	371.0043028414728	170.68994614369115	373.6603584762904	243.179538224743	160.73500330408297	235.87200880673873	413.39340377832974	489.5171753564301	397.47206827023797	371.3932412751558	417.5413795465612	0.4632095807822136
ENSDARG00000032816	0.04205730896335695	0.5459783905585728	-0.5037153838926458	10	26972755	26978376	1	protein_coding	tm7sf2	transmembrane 7 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-041212-19]	551	786	419	568	351	392	499	277	113	192	127	106	622.1970187840866	640.899740732742	401.7926260348685	719.4545207272304	296.3750622114055	290.36000596866603	502.99201878018215	199.14777886364755	161.74105501542866	199.25492717463626	132.12028471132993	125.73689270436218	0.46167143158669405
ENSDARG00000102241	0.14931200836659902	0.8189398407363028	0.7309365909695774	21	44505613	44512893	-1	protein_coding	zgc:136410	zgc:136410 [Source:ZFIN;Acc:ZDB-GENE-060421-6071]	249	235	340	39	434	365	293	489	255	207	386	189	281.17433335251826	191.61760696207935	326.0369757800842	49.399166035848566	366.45805413034185	270.3607198432732	295.3440110272412	351.56412947409257	364.9908763622505	214.82171836015473	401.56244014624684	224.19125208607971	0.451146056422017
ENSDARG00000079305	0.43115151852030953	0.9564972093562935	0.38556132864442755	3	55146418	55147788	-1	protein_coding	hbae3	hemoglobin alpha embryonic-3 [Source:ZFIN;Acc:ZDB-GENE-990706-3]	2573	11342	7462	7448	13562	4275	5601	7993	7039	9979	8129	7517	2905.4681113093557	9248.19956665491	7155.552686091142	9433.974067564106	11451.392004874877	3166.5536365205285	5645.808210797195	5746.527785043808	10075.179524368163	10356.067282685914	8456.738538727566	8916.643608100852	0.4497906458386448
ENSDARG00000076819	0.7731102010012163	0.9899124702584762	-0.8983493838655651	15	41422248	41438821	-1	protein_coding	nlrc8	NLR family CARD domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-070912-363]	38	105	0	0	81	56	0	134	0	0	133	1	42.91013922648873	85.6163775788014	0	0	68.39424512570896	41.48000085266657	0	96.33863670660206	0	0	138.36218792603842	1.186197100984549	0.443583806116188
ENSDARG00000097504	0.6060867055059223	0.9810175590418267	0.38472229358850124	15	21180094	21198286	1	unprocessed_pseudogene	CR626907.3	NA	259	91	277	181	80	340	493	366	216	82	83	135	292.4664752542258	74.20086056829456	265.62424203259803	229.26279621765616	67.54987172909527	251.84286231976134	496.94401855436837	263.13388831803246	309.1687423303769	85.09845848083424	86.34632780346759	160.1366086329141	0.44051055837209496
ENSDARG00000104572	0.561865008358398	0.9785417301541292	0.2782225269432018	14	13036560	13048355	-1	protein_coding	si:dkey-35h6.1	si:dkey-35h6.1 [Source:ZFIN;Acc:ZDB-GENE-141216-112]	847	335	951	345	987	1861	1017	1530	758	952	1351	912	956.4444190746304	273.1570141799854	911.9445999025297	436.9926226248142	833.3965424577129	1378.4693140502231	1025.1360382754415	1099.9859265753817	1084.9532716964152	987.9723472409048	1405.468540511864	1081.8117560979085	0.4328516680853738
ENSDARG00000075826	0.09888654576953303	0.7345586367246426	-1.9959228624380538	17	43889371	43920385	1	protein_coding	msh4	mutS homolog 4 [Source:ZFIN;Acc:ZDB-GENE-131121-643]	108	3	2	32	47	85	1	75	74	71	78	71	121.95513253844166	2.446182216537183	1.9178645634122602	40.53264905505523	39.685549640843476	62.960715579940334	1.0080000376356355	53.920878753695185	105.91892098355505	73.68281161145404	81.1447417912105	84.21999416990296	0.4319775838540346
ENSDARG00000053526	0.9852938915043774	0.9998629871517414	0.010836076349979738	12	32413524	32421046	-1	protein_coding	enpp7.1	ectonucleotide pyrophosphatase/phosphodiesterase 7, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040724-13]	728	1566	1088	934	1138	1147	1109	122	308	871	354	395	822.0679304443105	1276.9071170324096	1043.3183224962695	1183.0466942944247	960.8969253463803	849.5993031787243	1117.87204173792	87.71129610601083	440.8517251747967	903.9116748391051	368.27228966780154	468.5478548888968	0.43185151578586856
