Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000005629	0.6665176330320915	0.9827960549457185	0.20236557123003232	20	572037	592746	1	protein_coding	smyd2b	SET and MYND domain containing 2b [Source:NCBI gene;Acc:568616]	675	767	1030	461	358	1101	1107	789	179	463	699	531	762.2195783652604	625.4072533613398	987.7002501573139	583.9234754493895	302.2856759877014	815.5264453354624	1115.8560416626485	567.2476444888733	256.2092818385994	480.49495459300306	727.1817245135403	629.8706606227954	0.6098890715503489
ENSDARG00000094104	0.056919662732558426	0.6177647268801305	2.5814434834407805	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	79	55	235	1	342	6	112	4	196	0	63	8	89.20792102348973	44.846673969848354	225.34908620094058	1.266645282970476	288.7757016418823	4.444285805642847	112.89600421519118	2.8757802001970765	280.54200692941606	0	65.53998375443925	9.489576807876391	0.6044236312225686
ENSDARG00000115161	0.8470941531948724	0.9936584436886651	0.18179342149821048	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	507	443	530	253	703	660	378	563	345	460	482	4	572.5115944165733	361.219573975324	508.23410930424893	320.46125659153046	593.5944978194248	488.8714386207132	381.02401422627025	404.7660631777385	493.8111856665742	477.3815963558994	501.43289158158285	4.744788403938196	0.5828755178694206
ENSDARG00000069878	0.1548906427370841	0.827002244605288	-1.2902335979122435	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	186	234	36	182	50	381	202	48	26	354	170	254	210.03383937176065	190.8022128899003	34.52156214142068	230.52944150062663	42.21866983068455	282.2121486583208	203.61600760239838	34.509362402364914	37.21475602124907	367.3762719782356	176.85392441674085	301.2940636500754	0.5815538157004156
ENSDARG00000089245	0.059447582161427856	0.6273490639554774	2.8240596145234824	17	6276559	6282608	1	protein_coding	dusp23b	dual specificity phosphatase 23b [Source:ZFIN;Acc:ZDB-GENE-040718-163]	0	0	1	0	1	0	2	1	2	0	90	97	0	0	0.9589322817061301	0	0.8443733966136909	0	2.016000075271271	0.7189450500492691	2.8626735400960825	0	93.62854822062751	115.06111879550123	0.576469062442963
ENSDARG00000104172	0.17322674800637888	0.8464145349207624	-0.9081756412986076	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	1858	435	706	477	378	1295	604	1186	1023	551	500	307	2098.079965337265	354.6964213978915	677.0061908845278	604.189799976917	319.1731439199752	959.2250197179145	608.8320227319239	852.6688293584332	1464.2575157591461	571.8201295480447	520.1586012257084	364.16251000225645	0.5718702703710856
ENSDARG00000117485	0.16375665052937274	0.8386573656812306	0.7796182937286381	1	40693323	40705186	1	lincRNA	FO681323.1	NA	94	302	224	71	316	152	232	182	441	150	121	160	106.14613387605108	246.24900979807643	214.80083110217313	89.9318150909038	266.82199332992633	112.58857374295212	233.85600873146745	130.84799910896697	631.2195155911861	155.66791185518457	125.87838149662143	189.79153615752782	0.5664303485809109
ENSDARG00000092578	0.21548537468635048	0.8764568552780768	-1.9828207660313513	10	28428222	28431809	1	protein_coding	si:ch211-222e20.4	si:ch211-222e20.4 [Source:ZFIN;Acc:ZDB-GENE-091118-60]	57	137	0	113	1	98	73	2	2	0	0	2	64.3652088397331	111.70898788853137	0	143.13091697566378	0.8443733966136909	72.59000149216651	73.5840027474014	1.4378901000985382	2.8626735400960825	0	0	2.372394201969098	0.5652421435374271
ENSDARG00000013721	0.19151530481673504	0.8582441430124989	-0.4208637003686928	12	6041575	6048286	1	protein_coding	g6pca.2	glucose-6-phosphatase a, catalytic subunit, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050309-17]	4811	4049	3802	2452	4029	5851	1997	3286	3222	3712	2277	2426	5432.649468911508	3301.530598253018	3645.8605350467064	3105.8142338436073	3401.9804149565607	4333.919374802716	2012.9760751583642	2362.4534344618983	4611.767073094788	3852.261925376301	2368.8022699818757	2877.7141669885154	0.5198087664526012
ENSDARG00000101026	0.004938152712453745	0.17575885252331533	-1.8931893695566016	KN150709.1	28312	30914	-1	protein_coding	CABZ01038709.1	NA	36	201	32	161	37	39	26	37	85	17	162	247	40.65171084614722	163.89420850799127	30.685833014596163	203.92989055824663	31.241815674706565	28.887857736678505	26.208000978526524	26.600966851822957	121.6636254540835	17.642363343587586	168.5313867971295	292.99068394318357	0.51601641621316
ENSDARG00000096655	0.4872924292620721	0.9660053725736201	0.3463900621044451	20	14657141	14661432	1	antisense	BX901920.1	NA	409	577	887	376	737	605	295	815	332	404	463	93	461.84860377983927	470.4823796473182	850.5729338733373	476.258626396899	622.3031933042903	448.13215206898707	297.3600111025125	585.9402157901543	475.2038076559497	419.2655759299638	481.66686473500596	110.31633039156304	0.5118488108839708
ENSDARG00000092788	0.5439643158293739	0.9767148871846201	-0.47583736249774095	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	216	371	38	248	502	327	133	16	228	73	170	361	243.91026507688332	302.51120077843166	36.43942670483294	314.12803017667807	423.87544510007285	242.21357640753516	134.06400500553954	11.503120800788306	326.3447835709534	75.75838376952316	176.85392441674085	428.21715345542214	0.5117812560777162
ENSDARG00000115988	0.5133716421124144	0.9725583271672917	0.564386971916441	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	31	41	30	38	64	122	146	518	76	46	337	50	35.00563989529344	33.4311569593415	28.7679684511839	48.13252075287809	54.03989738327622	90.36714471473789	147.1680054948028	372.4135359255214	108.78159452365114	47.73815963558994	350.58689722612746	59.30985504922744	0.5110943850230204
ENSDARG00000056498	0.803350516779507	0.9907172060038703	0.18882541995209642	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	160	1030	131	590	1351	408	499	211	365	235	626	192	180.67427042732098	839.8558943444328	125.62012890350303	747.3207169525808	1140.7484588250966	302.2114347837136	502.99201878018215	151.69740556039577	522.4379210675351	243.87972857312252	651.2385687345869	227.74984338903337	0.5040838684633077
ENSDARG00000101816	0.9785303670047525	0.9998629871517414	-0.014534436872197364	1	59252435	59287507	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]	2818	3613	1133	1329	3491	1678	2667	3991	1162	1297	3325	978	3182.1255879011906	2946.0187827829477	1086.4702751730454	1683.3715810677627	2947.707527578395	1242.9185969781163	2688.3361003742402	2869.309694746633	1663.2133267958238	1346.0085445078294	3459.0546981509606	1160.1007647628887	0.4997692064951301
ENSDARG00000103285	0.6965216113604717	0.9863091659570168	0.655217014103065	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	1	184	1	4	191	140	144	207	1	87	6	87	1.1292141901707562	150.03250928094724	0.9589322817061301	5.066581131881904	161.27531875321498	103.70000213166644	145.15200541953152	148.8216253601987	1.4313367700480413	90.28738887600706	6.2419032147085005	103.19914778565574	0.49511779674210676
ENSDARG00000092379	0.10371170509766814	0.7453662622714017	2.3736892922172683	8	2478862	2481965	1	protein_coding	si:dkeyp-51b9.3	si:dkeyp-51b9.3 [Source:ZFIN;Acc:ZDB-GENE-081104-469]	62	2	98	3	247	4	1	2	138	6	70	86	70.01127979058688	1.630788144358122	93.97536360720075	3.799935848911428	208.56022896358166	2.962857203761898	1.0080000376356355	1.4378901000985382	197.52447426662968	6.226716474207383	72.82220417159917	102.0129506846712	0.49464610652662433
ENSDARG00000076819	0.7731102010012163	0.9899124702584762	-0.8983493838655651	15	41422248	41438821	-1	protein_coding	nlrc8	NLR family CARD domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-070912-363]	38	105	0	0	81	56	0	134	0	0	133	1	42.91013922648873	85.6163775788014	0	0	68.39424512570896	41.48000085266657	0	96.33863670660206	0	0	138.36218792603842	1.186197100984549	0.49220813728847673
ENSDARG00000114910	0.5967139796351706	0.9810175590418267	0.35287688190397704	7	7653	7987	1	pseudogene	FO704772.2	NA	1030	1447	1115	803	1866	3278	2877	9651	2040	1464	6604	1487	1163.0906158758787	1179.8752224431014	1069.209494102335	1017.1161622252922	1575.6007580811472	2428.0614784828754	2900.0161082777236	6938.538678025496	2919.927010898004	1519.3188197066015	6870.254804989157	1763.875089164024	0.4908399749203599
ENSDARG00000006588	3.685823306343863e-6	5.493234698964878e-4	2.4107203437430735	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1158	646	6021	914	6402	476	2135	1131	1617	994	1292	2135	1307.6300322177356	526.7445706276734	5773.731268152609	1157.7137886350151	5405.6784851208495	352.5800072476659	2152.080080352082	813.1268516057233	2314.4715571676825	1031.5593625603565	1344.0898255672305	2532.5308106020116	0.4900981315405638
ENSDARG00000092044	0.05581172270048219	0.6129506875520733	0.9308233450530268	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	403	687	845	427	1073	565	1098	247	158	586	805	368	455.0733186388147	560.1757275870149	810.2977780416799	540.8575358283932	906.0126545664904	418.5035800313681	1106.7840413239278	177.57942736216947	226.1512096675905	608.1426423142544	837.4553479733905	436.52053316231394	0.4897912201221555
ENSDARG00000096979	0.02345702799871217	0.4327057168029528	2.006625286422981	17	43021662	43022468	-1	protein_coding	NPC2	zgc:193725 [Source:ZFIN;Acc:ZDB-GENE-080723-11]	5	7	23	7	25	3	23	8	89	5	7	2	5.6460709508537805	5.707758505253428	22.05544247924099	8.866516980793332	21.109334915342274	2.2221429028214237	23.18400086561962	5.751560400394153	127.38897253427567	5.18893039517282	7.282220417159917	2.372394201969098	0.4851885192880244
ENSDARG00000117011	0.5615670250561324	0.9785417301541292	-0.28250694683988425	13	159504	178764	1	protein_coding	ewsr1b	EWS RNA-binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-1600]	175	242	129	135	213	151	113	151	81	24	110	206	197.61248327988233	197.32536546733277	123.70226434009078	170.99711320101426	179.85153347871616	111.84785944201165	113.90400425282682	108.56070255743963	115.93827837389134	24.906865896829533	114.43489226965585	244.35660280281704	0.4729621216711855
ENSDARG00000069471	0.4853502597149774	0.9654385628781009	0.529593529313762	1	47140788	47151790	-1	protein_coding	mhc1zca	major histocompatibility complex class I ZCA [Source:ZFIN;Acc:ZDB-GENE-070424-4]	76	27	108	76	147	29	15	144	31	70	20	26	85.82027845297746	22.015639948834647	103.56468642426205	96.26504150575617	124.12288930221257	21.48071472727376	15.120000564534534	103.52808720709474	44.37143987148928	72.64502553241947	20.806344049028336	30.84112462559827	0.4642780648480711
ENSDARG00000043663	0.007025060413260016	0.21823768668020338	1.0539029065556427	10	26990095	26992003	1	protein_coding	faub	FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]	192	99	353	66	410	264	212	440	245	290	281	188	216.8091245127852	80.72401314572704	338.5030954422639	83.59858867605142	346.1930926116133	195.54857544828528	213.69600797875475	316.3358220216784	350.6775086617701	300.95796292002353	292.3291338888481	223.00505498509517	0.45829781979737233
ENSDARG00000104593	7.852587726864109e-4	0.0469657605127857	-1.004216134838927	3	12710350	12715432	1	protein_coding	cyp2k18	cytochrome P450, family 2, subfamily K, polypeptide 18 [Source:ZFIN;Acc:ZDB-GENE-040426-1584]	152	188	101	228	107	250	110	518	203	245	121	96	171.64055690595492	153.29408556966348	96.85216045231914	288.79512451726856	90.34795343766493	185.17857523511861	110.88000413991992	372.4135359255214	290.5613643197524	254.25758936346816	125.87838149662143	113.87492169451669	0.45495270094665113
ENSDARG00000103277	0.05204563308062509	0.5961251652130845	-1.5678795996283543	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	358	64	118	79	44	250	37	204	126	60	45	38	404.2586800811307	52.185220619459905	113.15400924132335	100.0649773546676	37.152429451002405	185.17857523511861	37.29600139251852	146.66479021005088	180.3484330260532	62.26716474207383	46.814274110313754	45.07548983741285	0.4530722883140893
ENSDARG00000058225	NA	NA	2.245857905017867	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	0	4	8	0	4	0	1	618	2	1	1	316	0	3.261576288716244	7.671458253649041	0	3.3774935864547637	0	1.0080000376356355	444.30804093044827	2.8626735400960825	1.0377860790345639	1.0403172024514167	374.8382839111174	0.45246657435731186
ENSDARG00000029718	0.9301330421848495	0.9983195678711262	0.03704957906493607	1	44746154	44758388	1	protein_coding	p2rx3b	purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]	116	51	136	121	130	64	44	201	26	140	28	32	130.9888460598077	41.58509768113211	130.4147903120337	153.2640792394276	109.76854155977982	47.40571526019037	44.35200165596797	144.50795505990308	37.21475602124907	145.29005106483893	29.128881668639668	37.958307231505565	0.4513719481112381
ENSDARG00000095082	0.4710310366851201	0.9616350379686637	-0.2190482032997373	7	33172066	33176106	1	protein_coding	ITLN1	si:ch211-194p6.12 [Source:ZFIN;Acc:ZDB-GENE-160728-9]	30	25	33	32	28	34	20	286	21	169	42	40	33.876425705122685	20.384851804476526	31.644765296302293	40.53264905505523	23.64245510518335	25.184286231976134	20.160000752712712	205.61828431409097	30.058072171008863	175.3858473568413	43.693322502959504	47.447884039381954	0.445321467318051
ENSDARG00000079463	0.834518422478815	0.9929008011539245	0.14951505822224714	7	19509888	19526721	-1	protein_coding	man2b2	mannosidase, alpha, class 2B, member 2 [Source:ZFIN;Acc:ZDB-GENE-140106-166]	17	153	166	99	167	161	23	323	22	145	33	19	19.196641232902856	124.75529304339634	159.18275876321758	125.39788301407712	141.01035723448638	119.2550024514164	23.18400086561962	232.2192511659139	31.489408941056904	150.47898146001177	34.33046768089675	22.537744918706426	0.44423437608664684
ENSDARG00000040738	0.4070623094728062	0.9490511594830039	-0.7774680899861137	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	234	267	166	51	37	480	203	32	177	424	194	78	264.23612049995694	217.71021727180928	159.18275876321758	64.59890943149428	31.241815674706565	355.54286445142776	204.62400764003402	23.006241601576612	253.3466082985033	440.0212975106551	201.82153727557485	92.5233738767948	0.4392796139282221
ENSDARG00000008403	0.9025096606482801	0.9960216545964202	-0.07171886227583381	3	15805917	15811037	1	protein_coding	phospho1	phosphoethanolamine/phosphocholine phosphatase 1 [Source:NCBI gene;Acc:100002812]	87	355	280	230	349	330	95	122	107	381	125	137	98.24163454485578	289.4648956235667	268.50103887771644	291.3284150832095	294.68631541817814	244.4357193103566	95.76000357538538	87.71129610601083	153.1530343951404	395.39649611216885	130.0396503064271	162.50900283488318	0.4336732228476181
ENSDARG00000039682	0.23316382862188909	0.8894202892953471	1.5878605801363546	20	7070634	7080470	-1	protein_coding	si:ch211-121a2.2	si:ch211-121a2.2 [Source:ZFIN;Acc:ZDB-GENE-070705-21]	26	19	173	12	1	38	32	27	22	32	18	0	29.35956894443966	15.49248737140216	165.8952847351605	15.199743395645712	0.8443733966136909	28.14714343573803	32.256001204340336	19.411516351330267	31.489408941056904	33.209154529106044	18.7257096441255	0	0.432108168722604
ENSDARG00000093584	0.7951364398954023	0.9907172060038703	0.08628139318042498	13	22675802	22678102	1	protein_coding	zgc:193505	zgc:193505 [Source:ZFIN;Acc:ZDB-GENE-030131-7103]	429	1095	811	456	897	817	500	1170	1073	596	752	598	484.4328875832544	892.8565090360719	777.6940804636715	577.5902490345371	757.4029367624807	605.1635838683677	504.0000188178178	841.1657085576448	1535.8243542615483	618.5205031046	782.3185362434654	709.3458663887602	0.4296734189308883
ENSDARG00000036767	4.2086474635615926e-16	2.88047013357338e-13	3.4897731136502386	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]	71	72	650	76	850	24	764	42	383	25	518	485	80.17420750212368	58.708373196892396	623.3059831089845	96.26504150575617	717.7173871216373	17.77714322257139	770.1120287536256	30.1956921020693	548.2019829283997	25.944651975864097	538.8843108698338	575.3055939775062	0.42816026738671586
ENSDARG00000070157	0.945423798361632	0.9991582719428048	0.04725879496032243	23	43255328	43272125	1	protein_coding	tgm2a	transglutaminase 2, C polypeptide A [Source:ZFIN;Acc:ZDB-GENE-040912-78]	156	71	117	109	55	96	183	37	19	83	107	102	176.15741366663795	57.892979124713335	112.19507695961721	138.0643358437819	46.440536813753	71.10857289028556	184.46400688732132	26.600966851822957	27.195398630912784	86.1362445598688	111.31394066230159	120.99210430042397	0.427041767936431
ENSDARG00000103950	5.655746266243826e-6	7.85911663799127e-4	-2.025081534964872	10	21793670	21820057	1	protein_coding	pcdh1gc6	protocadherin 1 gamma c 6 [Source:ZFIN;Acc:ZDB-GENE-041118-17]	101	194	17	119	18	121	63	33	9	20	26	7	114.05063320724636	158.18645000273784	16.30184878900421	150.73078867348664	15.198721139046437	89.62643041379742	63.50400237104504	23.72518665162588	12.882030930432371	20.75572158069128	27.048247263736837	8.30337970689184	0.4248027310890492
ENSDARG00000021720	0.597394155263729	0.9810175590418267	-0.2357895363134385	6	40184235	40312091	-1	protein_coding	col7a1	collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]	720	741	269	348	668	474	580	1051	289	340	731	325	813.0342169229444	604.2070074846843	257.95278377894897	440.79255847372565	564.0414289379455	351.0985786457849	584.6400218286686	755.6112476017818	413.6563265438839	352.84726687175174	760.4718749919856	385.51405781997835	0.4245534337354599
ENSDARG00000061196	0.8034258844726436	0.9907172060038703	-0.14710681982117774	2	30986996	31018096	-1	protein_coding	emilin2a	elastin microfibril interfacer 2a [Source:ZFIN;Acc:ZDB-GENE-060503-247]	193	160	92	96	111	198	234	22	60	17	68	10	217.93833870295595	130.46305154864976	88.22176991696396	121.59794716516569	93.7254470241197	146.66143158621395	235.87200880673873	15.81679110108392	85.88020620288248	17.642363343587586	70.74156976669634	11.861971009845488	0.4214819579535211
ENSDARG00000091211	0.9823634257356618	0.9998629871517414	-0.01794594355570894	13	12653975	12660318	-1	protein_coding	adh8a	alcohol dehydrogenase 8a [Source:ZFIN;Acc:ZDB-GENE-030529-3]	24	72	49	113	120	27	35	32	96	109	39	89	27.10114056409815	58.708373196892396	46.987681803600374	143.13091697566378	101.32480759364292	19.99928612539281	35.28000131724725	23.006241601576612	137.40832992461196	113.11868261476747	40.57237089560525	105.57154198762484	0.42102952117172404
ENSDARG00000095464	0.6935826682338875	0.9860516888936699	-0.2010648317692185	5	10046643	10056341	1	protein_coding	gstt2	glutathione S-transferase theta 2 [Source:NCBI gene;Acc:393493]	494	495	556	343	462	602	276	340	174	36	242	150	557.8318099443535	403.6200657286352	533.1663486286083	434.45933205887326	390.10050923552524	445.91000916616565	278.2080103874354	244.4413170167515	249.05259798835917	37.3602988452443	251.75676299324286	177.92956514768233	0.41937489419769475
