Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000089475	0.5656065538143188	0.9794686506028475	1.0291901904927243	3	55120330	55121125	-1	protein_coding	hbae1.1	hemoglobin, alpha embryonic 1.1 [Source:ZFIN;Acc:ZDB-GENE-980526-80]	28	97	141	74	141	0	58	153	131	0	108	2	31.61799732478117	79.09322500136892	135.20945172056435	93.73175093981523	119.05664892253043	0	58.464002182866864	109.99859265753817	187.50511687629339	0	112.35425786475301	2.372394201969098	0.5638358079802994
ENSDARG00000088330	0.24319958028906932	0.8961830054781952	1.0116194550004205	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	58	156	196	93	247	11	84	196	147	41	160	31	65.49442302990386	127.20147525993352	187.9507272144015	117.79801131625428	208.56022896358166	8.14785731034522	84.67200316139339	140.91322980965674	210.40650519706205	42.54922924041712	166.4507523922267	36.772110130521014	0.5546725927649366
ENSDARG00000098223	0.34156667077322383	0.9361819391596977	1.884890222939684	16	35821321	35824708	-1	processed_transcript	AL773558.1	NA	0	1	97	4	2	113	153	2	1	71	4	62	0	0.815394072179061	93.01643132549461	5.066581131881904	1.6887467932273819	83.70071600627362	154.22400575825225	1.4378901000985382	1.4313367700480413	73.68281161145404	4.161268809805667	73.54422026104203	0.5474600610022219
ENSDARG00000115405	0.39606645035759475	0.9470118756758772	1.1336403592582271	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	23	104	158	60	137	2	42	124	107	5	118	2	25.971926373927392	84.80098350662234	151.51130050956854	75.99871697822856	115.67915533607567	1.481428601880949	42.336001580696696	89.14918620610936	153.1530343951404	5.18893039517282	122.75742988926717	2.372394201969098	0.5287424451938865
ENSDARG00000097728	0.612169510491051	0.9814140807136631	1.8897776799407264	4	29139757	29142639	-1	lincRNA	CR388132.1	NA	0	0	39	0	1	87	140	0	0	78	0	54	0	0	37.39835898653907	0	0.8443733966136909	64.44214418182128	141.120005268989	0	0	80.94731416469598	0	64.05464345316564	0.524041682884585
ENSDARG00000071644	0.7384212356446602	0.9895548493025851	-0.5537346460190539	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	219	326	152	225	215	155	138	412	138	0	0	132	247.2979076473956	265.8184675303739	145.75770681933176	284.9951886683571	181.54028027194354	114.81071664577355	139.1040051937177	296.20536062029885	197.52447426662968	0	0	156.57801732996043	0.5192395137052597
ENSDARG00000117109	0.1313203748594426	0.792162065563239	-1.788705672175815	15	4018362	4027367	-1	protein_coding	CR626884.6	si:dkey-83h2.2 [Source:NCBI gene;Acc:101885518]	40	8	15	43	2	175	35	5	7	100	21	19	45.168567606830244	6.523152577432488	14.38398422559195	54.46574716773047	1.6887467932273819	129.62500266458304	35.28000131724725	3.5947252502463454	10.019357390336289	103.77860790345639	21.846661251479752	22.537744918706426	0.5175391457903633
ENSDARG00000058225	NA	NA	2.245857905017867	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	0	4	8	0	4	0	1	618	2	1	1	316	0	3.261576288716244	7.671458253649041	0	3.3774935864547637	0	1.0080000376356355	444.30804093044827	2.8626735400960825	1.0377860790345639	1.0403172024514167	374.8382839111174	0.5144837040330691
ENSDARG00000071024	0.7676519233483738	0.9899124702584762	0.14519799753349796	22	30502555	30545975	1	protein_coding	zgc:171679	zgc:171679 [Source:ZFIN;Acc:ZDB-GENE-071004-95]	308	202	350	112	218	568	370	190	114	297	281	139	347.7979705725929	164.70960258017033	335.62629859714554	141.8642716926933	184.07340046178462	420.72572293418955	372.9600139251852	136.59955950936111	163.1723917854767	308.22246547326546	292.3291338888481	164.8813970368523	0.5065669584940388
ENSDARG00000019294	0.2863914901715177	0.9198420752016669	0.7861523698054691	7	73453486	73455918	1	protein_coding	cbln8	cerebellin 8 [Source:ZFIN;Acc:ZDB-GENE-080204-13]	155	105	247	41	150	308	334	16	173	61	75	55	175.0281994764672	85.6163775788014	236.85627358141411	51.93245660178952	126.65600949205364	228.14000468966614	336.6720125703023	11.503120800788306	247.62126121831113	63.3049508211084	78.02379018385625	65.24084055415018	0.5030852570739462
ENSDARG00000056498	0.803350516779507	0.9907172060038703	0.18882541995209642	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	160	1030	131	590	1351	408	499	211	365	235	626	192	180.67427042732098	839.8558943444328	125.62012890350303	747.3207169525808	1140.7484588250966	302.2114347837136	502.99201878018215	151.69740556039577	522.4379210675351	243.87972857312252	651.2385687345869	227.74984338903337	0.49714429366879154
ENSDARG00000086569	0.8697962305846029	0.9951482764480201	0.0799646938087836	3	1005059	1012673	1	protein_coding	zgc:172051	zgc:172051 [Source:ZFIN;Acc:ZDB-GENE-080219-23]	1040	475	968	324	585	874	649	255	512	412	760	336	1174.3827577775864	387.312184285054	928.2464486915339	410.39307168243425	493.9584370190092	647.3842990219747	654.1920244255275	183.3309877625636	732.8444262645971	427.56786456224035	790.6410738630767	398.5622259308084	0.49698808265607713
ENSDARG00000032010	0.09918815502152413	0.7361982142430078	-0.9138015297734589	9	37320222	37339656	1	protein_coding	slc15a2	solute carrier family 15 member 2 [Source:NCBI gene;Acc:556684]	299	373	304	250	49	691	251	335	160	440	187	186	337.6350428610561	304.1419889227898	291.5154136386635	316.661320742619	41.37429643407086	511.8335819498679	253.00800944654455	240.84659176650516	229.01388320768658	456.6258747752081	194.53931685841494	220.63266078312608	0.4955521314099683
ENSDARG00000094331	0.3295124238729469	0.9316755854070771	1.8813505866435356	2	11337040	11337983	-1	sense_intronic	BX901918.2	NA	1	3	64	1	0	90	136	3	3	68	2	48	1.1292141901707562	2.446182216537183	61.371666029192326	1.266645282970476	0	66.66428708464271	137.08800511844643	2.156835150147807	4.294010310144124	70.56945337435035	2.0806344049028334	56.93746084725834	0.49445563129398634
ENSDARG00000103766	0.7946114969916763	0.9907172060038703	-0.22459187949558504	23	42336084	42341795	1	protein_coding	cyp2aa7	cytochrome P450, family 2, subfamily AA, polypeptide 7 [Source:ZFIN;Acc:ZDB-GENE-071004-48]	134	16	74	68	22	109	122	29	18	78	87	58	151.31470148288133	13.046305154864976	70.96098884625363	86.13187924199237	18.576214725501202	80.73785880251172	122.97600459154754	20.849406451428802	25.764061860864743	80.94731416469598	90.50759661327325	68.79943185710383	0.49364764649966075
ENSDARG00000102440	0.10200336454337228	0.7431064418081529	1.3418254347824448	KN150605.1	65045	76149	1	protein_coding	CABZ01070852.1	NA	48	38	171	19	62	179	243	53	32	125	50	164	54.2022811281963	30.98497474280432	163.97742017174824	24.066260376439043	52.35115059004884	132.58785986834494	244.94400914545946	38.10408765261126	45.80277664153732	129.7232598793205	52.015860122570835	194.536324561466	0.48801488932418635
ENSDARG00000043997	0.4871840320820834	0.9660053725736201	0.4533657554112266	25	17386763	17395315	-1	protein_coding	cyp2x8	cytochrome P450, family 2, subfamily X, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-040704-28]	160	83	199	36	85	243	223	29	50	63	41	23	180.67427042732098	67.67770799086206	190.82752405951987	45.599230186937135	71.77173871216372	179.9935751285353	224.78400839274673	20.849406451428802	71.56683850240206	65.38052297917753	42.653005300508084	27.28253332264462	0.48273089618305315
ENSDARG00000079946	0.8860114781632493	0.9951482764480201	-0.10156599846142729	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	1005	809	933	609	675	94	374	272	46	142	68	37	1134.86026112161	659.6538043928604	894.6838188318193	771.3869773290199	569.9520427142414	69.62714428840461	376.9920140757277	195.5530536134012	65.8414914222099	147.36562322290808	70.74156976669634	43.8892927364283	0.4771632946085502
ENSDARG00000045142	0.23733105772433058	0.8916147847742942	0.8991375677893102	12	20342451	20353541	1	protein_coding	hbae5	hemoglobin, alpha embryonic 5 [Source:ZFIN;Acc:ZDB-GENE-101028-1]	25	103	58	145	352	35	95	60	60	57	64	48	28.2303547542689	83.98558943444328	55.61807233895554	183.663566030719	297.21943560801924	25.92500053291661	95.76000357538538	43.136703002956146	85.88020620288248	59.15380650497014	66.58030095689067	56.93746084725834	0.4700362895499838
ENSDARG00000103306	0.2574286288211094	0.9040979522007137	1.8993533050905769	4	71689470	71692940	-1	processed_transcript	BX927130.4	NA	8	6	77	0	7	80	125	2	4	74	2	50	9.03371352136605	4.892364433074366	73.83778569137202	0	5.910613776295837	59.25714407523796	126.00000470445445	1.4378901000985382	5.725347080192165	76.79616984855772	2.0806344049028334	59.30985504922744	0.46767835300995114
ENSDARG00000079305	0.43115151852030953	0.9564972093562935	0.38556132864442755	3	55146418	55147788	-1	protein_coding	hbae3	hemoglobin alpha embryonic-3 [Source:ZFIN;Acc:ZDB-GENE-990706-3]	2573	11342	7462	7448	13562	4275	5601	7993	7039	9979	8129	7517	2905.4681113093557	9248.19956665491	7155.552686091142	9433.974067564106	11451.392004874877	3166.5536365205285	5645.808210797195	5746.527785043808	10075.179524368163	10356.067282685914	8456.738538727566	8916.643608100852	0.46697346597679285
ENSDARG00000116164	0.0755897739205726	0.6801614166734423	-0.5322927795551906	9	22134731	22135576	-1	protein_coding	crygm2d8	crystallin, gamma M2d8 [Source:ZFIN;Acc:ZDB-GENE-040718-321]	5457	5330	4309	2935	3095	9787	4358	5560	5360	6671	5852	5111	6162.121835761816	4346.050404714395	4132.039201871715	3717.6039055183473	2613.3356625193737	7249.370863304424	4392.8641640160995	3997.334478273936	7671.965087457501	6923.070933239575	6087.9362687456905	6062.6533831320285	0.46671999185588847
ENSDARG00000102722	0.514413408761343	0.9725583271672917	0.29921863135250754	11	37178271	37200200	1	protein_coding	itih3b	inter-alpha-trypsin inhibitor heavy chain 3b [Source:ZFIN;Acc:ZDB-GENE-040426-2716]	1239	1300	2299	840	1144	1794	1297	462	1261	1370	1277	1172	1399.096381621567	1060.0122938327793	2204.585315642393	1063.9820376951998	965.9631657260625	1328.8414558872112	1307.3760488134194	332.1526131227623	1804.91566703058	1421.7669282773525	1328.4850675304592	1390.2230023538912	0.4658657210433359
ENSDARG00000089124	0.17660883620172335	0.8466055795202526	0.7354930936701767	3	55138413	55139127	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	192	745	566	460	1157	198	416	553	464	679	909	509	216.8091245127852	607.4685837734005	542.7556714456696	582.656830166419	976.9400198820405	146.66143158621395	419.3280156564244	397.5766126772458	664.1402613022912	704.6567476644689	945.6483370283378	603.7743244011353	0.46422277896292785
ENSDARG00000104172	0.17322674800637888	0.8464145349207624	-0.9081756412986076	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	1858	435	706	477	378	1295	604	1186	1023	551	500	307	2098.079965337265	354.6964213978915	677.0061908845278	604.189799976917	319.1731439199752	959.2250197179145	608.8320227319239	852.6688293584332	1464.2575157591461	571.8201295480447	520.1586012257084	364.16251000225645	0.4639006020883884
ENSDARG00000090600	NA	NA	1.712162825284252	22	8979955	8996337	1	protein_coding	si:ch211-213a13.1	si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]	14	9	155	12	201	192	126	17	94	241	274	125	15.808998662390586	7.3385466496115495	148.63450366445016	15.199743395645712	169.71905271935188	142.21714578057112	127.00800474209008	12.222065850837575	134.54565638451587	250.10644504732988	285.0469134716882	148.2746376230686	0.4500602146823851
ENSDARG00000076321	0.3235554131251964	0.9296658879885922	-0.6590266156106103	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	78	463	79	357	507	472	97	1051	294	653	462	304	88.07870683331898	377.5274554189053	75.75565025478427	452.19236602045993	428.09731208314133	349.61715004390396	97.77600365065665	755.6112476017818	420.8130103941241	677.6743096095702	480.6265475325545	360.6039186993028	0.4499554939239129
ENSDARG00000095147	0.9713430800692842	0.9996423125955867	-0.02104375561048312	22	11775269	11779560	1	protein_coding	krt96	keratin 96 [Source:ZFIN;Acc:ZDB-GENE-030131-221]	217	503	365	355	453	366	282	611	309	59	174	352	245.03947926705408	410.1432183060677	350.01028282273745	449.659075454519	382.501148666002	271.10143414421367	284.25601061324926	439.2754255801034	442.28306194484475	61.22937866303927	181.0151932265465	417.5413795465612	0.44846011540041286
ENSDARG00000044685	0.18540797184383456	0.854813121136558	-0.7219347632474896	16	54875530	54880550	1	protein_coding	nr0b2a	nuclear receptor subfamily 0, group B, member 2a [Source:ZFIN;Acc:ZDB-GENE-080403-1]	550	122	226	134	172	403	177	475	467	333	582	385	621.0678045939159	99.47807680584545	216.7186956655854	169.7304679180438	145.23222421755486	298.50786327901125	178.4160066615075	341.4988987734028	668.4342716124353	345.58276431850976	605.4646118267245	456.6858838790513	0.44833760053975535
ENSDARG00000062132	0.3219226183677091	0.9296342579663959	-0.34936218069718855	1	17900306	17912645	1	protein_coding	cyp4v8	cytochrome P450, family 4, subfamily V, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-061103-601]	867	716	672	673	697	1365	778	565	760	1221	1031	867	979.0287028780456	583.8221556802077	644.4024933065194	852.4522754391304	588.5282574397426	1011.0750207837477	784.2240292805245	406.20395327783706	1087.8159452365112	1267.1368025012025	1072.5670357274107	1028.4328865536038	0.44423450971370915
ENSDARG00000078683	0.7593680453413741	0.9899124702584762	-0.1529033856489816	15	3766101	3804420	1	protein_coding	RNF14	zmp:0000000524 [Source:ZFIN;Acc:ZDB-GENE-130530-527]	115	104	143	88	101	420	207	167	108	206	235	178	129.85963186963696	84.80098350662234	137.1273162839766	111.46478490140188	85.28171305798278	311.1000063949993	208.65600779057658	120.06382335822794	154.58437116518846	213.78393228112017	244.47454257608294	211.14308397524968	0.442079341571866
ENSDARG00000115701	0.2777644525751441	0.9128793486681703	0.5119510113416569	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	834	891	798	547	1570	366	717	1098	782	267	889	824	941.7646346024106	726.5161183115434	765.2279608014918	692.8549697848504	1325.6662326834949	271.10143414421367	722.7360269847508	789.4016649540974	1119.3053541775682	277.0888831022286	924.8419929793095	977.4264112112681	0.43540725272338526
ENSDARG00000087143	0.1685929581084937	0.8418819939879172	0.7192449802671281	5	28830388	28832950	1	protein_coding	serpina7	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 7 [Source:ZFIN;Acc:ZDB-GENE-041010-47]	180	101	211	68	192	287	355	91	206	124	376	115	203.2585542307361	82.35480129008516	202.33471143999344	86.13187924199237	162.11969214982867	212.5850043699162	357.84001336065063	65.42399955448349	294.85537462989646	128.68547380028593	391.1592681217327	136.4126666132231	0.43532543777408145
ENSDARG00000104773	0.7616269873943812	0.9899124702584762	-0.6021975641198041	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	684	2	222	332	385	271	519	282	517	0	310	0	557.7295453704777	1.9178645634122602	281.19525281944567	280.3319676757454	285.1750058620827	273.16801019925725	373.1324809755707	403.6369691535476	536.5354028608696	0	367.72110130521014	0.4345550841810725
ENSDARG00000105212	0.19943935442888266	0.8639713351231059	0.6811245095581828	22	23693195	23706771	-1	protein_coding	cfhl1	complement factor H like 1 [Source:ZFIN;Acc:ZDB-GENE-050208-342]	129	96	157	49	135	231	284	101	94	197	243	109	145.66863053202755	78.27783092918986	150.55236822786242	62.065618865553326	113.99040854284827	171.1050035172496	286.2720106885205	72.61345005497618	134.54565638451587	204.4438575698091	252.79708019569426	129.29548400731582	0.4300573471066213
ENSDARG00000042641	0.8559154233419431	0.994929370663088	-0.10579200603593805	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	2513	2089	2334	1748	1773	427	1183	985	176	538	309	257	2837.71525989911	1703.3582167820584	2238.1479455021076	2214.095954632392	1497.074032196074	316.28500650158264	1192.464044522957	708.1608742985301	251.91527152845524	558.3289105205954	321.4580155574878	304.85265495302906	0.4289150572085775
ENSDARG00000042613	0.15831559731934775	0.835288126666758	0.901113816617331	24	38092608	38097305	-1	protein_coding	crp3	C-reactive protein 3 [Source:ZFIN;Acc:ZDB-GENE-060503-220]	175	169	310	112	278	714	872	524	365	293	873	289	197.61248327988233	137.8015981982613	297.26900732890033	141.8642716926933	234.7358042586061	528.8700108714988	878.9760328182742	376.727206225817	522.4379210675351	304.0713211571272	908.1969177400869	342.8109621845346	0.4277410464023485
ENSDARG00000044875	0.3408817072696623	0.9359306797004606	-0.6413789545656685	9	22080122	22080989	1	protein_coding	crygm2e	crystallin, gamma M2e [Source:ZFIN;Acc:ZDB-GENE-081105-116]	83	80	60	17	20	142	63	58	82	169	86	58	93.72477778417276	65.23152577432488	57.5359369023678	21.53296981049809	16.887467932273818	105.18143073354739	63.50400237104504	41.698812902857604	117.36961514393937	175.3858473568413	89.46727941082185	68.79943185710383	0.42665245690263737
ENSDARG00000036833	0.9158819519299148	0.9972658661667693	0.07665676840303874	9	16097812	16109001	-1	protein_coding	upp2	uridine phosphorylase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-830]	231	254	308	144	255	456	269	16	121	199	89	57	260.84847792944464	207.1100943334815	295.3511427654881	182.39692074774854	215.3152161364912	337.76572122885636	271.152010123986	11.503120800788306	173.191749175813	206.51942972787822	92.58823101817609	67.61323475611928	0.4255185135596971
ENSDARG00000029230	0.8733355988970174	0.9951482764480201	-0.07553302607597032	16	36807924	36834633	-1	protein_coding	pnp4b	purine nucleoside phosphorylase 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1887]	1757	2026	1743	1243	1742	2228	1727	375	746	1606	1200	807	1984.0293321300185	1651.9883902347776	1671.4189670137846	1574.4400867323018	1470.8984569010497	1650.3114624953773	1740.8160649967426	269.6043937684759	1067.7772304558387	1666.6844429295097	1248.3806429417	957.2610604945309	0.4247202786708628
ENSDARG00000055518	0.5153821321736853	0.9726728312283448	0.26802072340334276	21	28445052	28472239	1	protein_coding	pygma	phosphorylase, glycogen, muscle A [Source:ZFIN;Acc:ZDB-GENE-050522-482]	823	2009	1023	786	2449	1215	974	2772	1926	942	1498	1802	929.3432785105323	1638.1266910077336	980.987724185371	995.5831924147941	2067.870448306929	899.9678756426765	981.7920366571091	1992.915678736574	2756.7546191125275	977.5944864505592	1558.3951692722223	2137.5271759741568	0.4234252149555117
