Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000094077	0.3696580159460224	0.9431074222559299	-0.6357432706622906	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	189	336	41	175	354	249	92	15	191	55	116	239	213.42148194227292	273.9724082521645	39.31622354995133	221.6629245198333	298.9081824012466	184.43786093417816	92.73600346247848	10.784175750739037	273.38532307917586	57.07823434690101	120.67679548436435	283.50110713530717	0.6294121627049889
ENSDARG00000058225	NA	NA	2.245857905017867	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	0	4	8	0	4	0	1	618	2	1	1	316	0	3.261576288716244	7.671458253649041	0	3.3774935864547637	0	1.0080000376356355	444.30804093044827	2.8626735400960825	1.0377860790345639	1.0403172024514167	374.8382839111174	0.6030061968806408
ENSDARG00000012903	0.5396583989954988	0.9765047815189899	0.32175206546444424	1	14432434	14442902	1	protein_coding	slc34a2a	solute carrier family 34 member 2a [Source:ZFIN;Acc:ZDB-GENE-000524-1]	524	1614	1160	738	1838	1458	1005	288	966	1015	630	1030	591.7082356494763	1316.0460324970045	1112.3614467791108	934.7842188322113	1551.958302975964	1079.9614507712117	1013.0400378238138	207.05617441418948	1382.6713198664079	1053.3528702200824	655.3998375443925	1221.7830140140852	0.5944239357800337
ENSDARG00000115978	0.5133519794411914	0.9725583271672917	0.6998414608515405	4	77561226	77561679	-1	protein_coding	AL935186.10	NA	48	52	28	35	88	176	228	927	71	45	553	41	54.2022811281963	42.40049175331117	26.850103887771642	44.33258490396666	74.30485890200481	130.36571696552352	229.82400858092493	666.4620613956724	101.62491067341092	46.70037355655538	575.2954129556334	48.6340811403665	0.5838128162017112
ENSDARG00000013856	0.36391551371460373	0.9430994474748732	0.685157024817109	2	15612755	15626972	1	protein_coding	amy2a	amylase alpha 2A [Source:ZFIN;Acc:ZDB-GENE-040426-2393]	3271	734	2697	1114	1539	545	3450	1034	767	1070	608	1303	3693.6596160485433	598.4992489794308	2586.240363761433	1411.0428452291103	1299.4906573884705	403.6892940125586	3477.600129842943	743.3891817509442	1097.8353026268476	1110.4311045669833	632.5128590904613	1545.614822582867	0.5695326097491488
ENSDARG00000103634	0.9402166952399931	0.9988177600190913	0.2863169622499772	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	178	257	0	203	723	0	0	0	0	0	0	0	201.0001258503946	209.55627655001868	0	257.1289924430066	610.4819657516986	0	0	0	0	0	0	0	0.5645994354460343
ENSDARG00000007080	0.9254964872188637	0.9977777160175979	0.06816184689135535	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	815	897	890	847	1236	1099	878	35	315	588	456	540	920.3095649891662	731.4084827446178	853.4497307184557	1072.8485546759932	1043.645518214522	814.0450167335815	885.024033044088	25.163076751724418	450.87108256513295	610.2182144723236	474.38464431784604	640.5464345316564	0.5617961439219477
ENSDARG00000097504	0.6060867055059223	0.9810175590418267	0.38472229358850124	15	21180094	21198286	1	unprocessed_pseudogene	CR626907.3	NA	259	91	277	181	80	340	493	366	216	82	83	135	292.4664752542258	74.20086056829456	265.62424203259803	229.26279621765616	67.54987172909527	251.84286231976134	496.94401855436837	263.13388831803246	309.1687423303769	85.09845848083424	86.34632780346759	160.1366086329141	0.5486442368794117
ENSDARG00000045442	0.4967116382970442	0.968806223431338	0.42085147063085354	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	6907	1877	5264	3343	3970	1302	6137	3352	2904	1919	2068	2704	7799.4824115094125	1530.4946734800976	5047.819530901069	4234.395180970301	3352.162384556353	964.4100198244978	6186.096230969895	2409.90380776515	4156.6019802195115	1991.511485667328	2151.37597466953	3207.4769610622197	0.5459121022273478
ENSDARG00000104773	0.7616269873943812	0.9899124702584762	-0.6021975641198041	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	684	2	222	332	385	271	519	282	517	0	310	0	557.7295453704777	1.9178645634122602	281.19525281944567	280.3319676757454	285.1750058620827	273.16801019925725	373.1324809755707	403.6369691535476	536.5354028608696	0	367.72110130521014	0.5399026796154394
ENSDARG00000060350	0.6211013661710505	0.9814140807136631	0.2847004633850925	2	37207461	37215989	1	protein_coding	apoda.2	apolipoprotein Da, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070912-551]	2771	833	2148	1276	1415	909	2297	1654	679	809	753	1212	3129.052520963165	679.2232621251578	2059.7865411047674	1616.2393810703275	1194.7883562083728	673.3092995548914	2315.376086449055	1189.135112781491	971.87766686262	839.5689379389622	783.3588534459168	1437.6708863932731	0.5361958308463242
ENSDARG00000089382	0.5325419914765063	0.9754123168461933	0.579671112592315	5	824709	825920	-1	protein_coding	zgc:158463	zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]	102	127	90	68	145	326	401	1340	209	133	1126	93	115.17984739741712	103.55504716674075	86.3039053535517	86.13187924199237	122.43414250898519	241.4728621065947	404.2080150918899	963.3863670660206	299.1493849400406	138.025548511597	1171.3971699602953	110.31633039156304	0.5228284407259265
ENSDARG00000073742	0.2534964860148352	0.9018605278074799	0.630500858921027	16	26017360	26018694	1	protein_coding	prss59.2	serine protease 59, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110408-10]	26675	7393	25568	11300	18708	7509	24537	15207	11054	11208	8091	15151	30121.78852280492	6028.208375619798	24517.980578662333	14313.091697566379	15796.537503848931	5562.023685762023	24733.29692346559	10932.997376099234	15821.996656111047	11631.506373819391	8417.206485034412	17972.072277016898	0.505861446283421
ENSDARG00000039730	0.2287540448287703	0.8871655676390909	0.6365197590841528	7	35062132	35066457	-1	protein_coding	zgc:112160	zgc:112160 [Source:ZFIN;Acc:ZDB-GENE-050417-229]	9012	2961	8323	4848	6726	2453	10214	6042	4044	3923	3255	5616	10176.478281818854	2414.3818477222	7981.19338064012	6140.696331840868	5679.255465623685	1816.972180206984	10295.712384410383	4343.865992397684	5788.3258980742785	4071.234788052594	3386.2324939793616	6661.682919129226	0.5036035604845627
ENSDARG00000096445	0.7152358348725774	0.9891930664321701	0.2076818468747875	17	25649939	25737452	-1	protein_coding	si:ch211-214p16.3	si:ch211-214p16.3 [Source:ZFIN;Acc:ZDB-GENE-120709-93]	606	1648	1228	801	1309	1053	1020	132	362	759	325	402	684.3037992434782	1343.7694309510925	1177.5688419351277	1014.5828716593513	1105.2847761673215	779.9721588903196	1028.1600383883483	94.90074660650352	518.1439107573909	787.679633987234	338.10309079671043	476.85123459578864	0.5021971569657896
ENSDARG00000021339	0.23800838900692164	0.8921374051517725	0.6460658649893399	25	18459924	18470695	-1	protein_coding	cpa5	carboxypeptidase A5 [Source:ZFIN;Acc:ZDB-GENE-020514-1]	17104	5270	16788	7439	12326	4831	16332	9964	6244	7432	5658	9091	19314.079508680614	4297.126760383651	16098.555145282511	9422.57426001737	10407.746486660355	3578.3907878434325	16462.6566146652	7163.568478690917	8937.26679217997	7712.826139384879	5886.114731470116	10783.717845050533	0.4967299872723698
ENSDARG00000053526	0.9852938915043774	0.9998629871517414	0.010836076349979738	12	32413524	32421046	-1	protein_coding	enpp7.1	ectonucleotide pyrophosphatase/phosphodiesterase 7, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040724-13]	728	1566	1088	934	1138	1147	1109	122	308	871	354	395	822.0679304443105	1276.9071170324096	1043.3183224962695	1183.0466942944247	960.8969253463803	849.5993031787243	1117.87204173792	87.71129610601083	440.8517251747967	903.9116748391051	368.27228966780154	468.5478548888968	0.4947301629656524
ENSDARG00000023656	0.16302142812517506	0.838076043658133	-1.968358611833877	22	14093306	14094746	1	protein_coding	he1.1	hatching enzyme 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-021211-3]	27	25	0	49	0	81	33	490	8	52	20	6	30.488783134610415	20.384851804476526	0	62.065618865553326	0	59.997858376178435	33.264001241975976	352.28307452414185	11.45069416038433	53.96487610979732	20.806344049028336	7.117182605907293	0.4934947457767705
ENSDARG00000079274	0.2538448056086322	0.9018605278074799	0.6298266556850582	16	26012569	26013851	1	protein_coding	prss59.1	serine protease 59, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1173]	22789	7630	22575	10487	16610	6506	22241	13020	8795	9225	6869	12247	25733.662179801362	6221.456770726236	21647.896259515885	13283.309082511381	14025.042117753406	4819.087241918727	22418.928837054173	9360.664551641483	12588.606892572523	9573.576579093851	7145.938863638781	14527.35589575777	0.4837175253927054
ENSDARG00000099101	0.7351332761850016	0.9895548493025851	-0.19066373726443434	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	529	2119	722	1418	2061	750	635	1893	1261	2917	2299	1913	597.35430660033	1727.8200389474302	692.3491073918259	1796.103011252135	1740.2535704208171	555.5357257053558	640.0800238986286	1360.9629797432665	1804.91566703058	3027.221992543823	2391.6892484358073	2269.1950541834417	0.4799272215281104
ENSDARG00000098831	0.48076578516030805	0.9644082115172866	-0.40963947842791393	3	13937426	13955878	-1	protein_coding	gcdhb	glutaryl-CoA dehydrogenase b [Source:ZFIN;Acc:ZDB-GENE-041010-117]	96	571	139	291	347	450	292	195	200	421	122	226	108.4045622563926	465.59001521424386	133.29158715715207	368.5937773444085	292.99756862495076	333.32143542321353	294.3360109896056	140.19428475960748	286.26735400960825	436.9079392735514	126.91869869907285	268.08054482250805	0.4793749544161181
ENSDARG00000056744	0.4962584150291628	0.9687937304734345	0.4159016667463704	8	21376290	21381734	1	protein_coding	ela2	elastase 2 [Source:ZFIN;Acc:ZDB-GENE-041117-1]	11475	3907	11190	6386	6644	2634	9779	5545	3077	4907	2417	6140	12957.732832209427	3185.7446400035915	10730.452232291595	8088.79677704946	5610.016847101363	1951.0414686772099	9857.23236803888	3986.550302523197	4404.223241437823	5092.416289822605	2514.446678325074	7283.2502000451295	0.4710653171336815
ENSDARG00000117625	0.5545275212676165	0.9777650374999095	1.2351750294507693	3	58210305	58212028	-1	lincRNA	CABZ01038493.1	NA	81	100	209	83	227	0	98	298	136	0	89	0	91.46634940383125	81.5394072179061	200.4168468765812	105.13155848654951	191.67276103130786	0	98.78400368829229	214.2456249146822	194.6618007265336	0	92.58823101817609	0	0.46625720200074405
ENSDARG00000059914	0.08992155335250043	0.7103571270630306	1.3246318237872814	3	58379450	58416968	1	protein_coding	sdr42e2	short chain dehydrogenase/reductase family 42E, member 2 [Source:ZFIN;Acc:ZDB-GENE-101203-3]	28	27	58	17	86	47	78	458	185	32	107	29	31.61799732478117	22.015639948834647	55.61807233895554	21.53296981049809	72.61611210877743	34.813572144202304	78.62400293557958	329.27683292256523	264.7973024588876	33.209154529106044	111.31394066230159	34.39971592855191	0.4640090328745572
ENSDARG00000061858	0.7321629111867529	0.9895548493025851	0.15813711331226613	3	21225750	21230668	1	protein_coding	zgc:153968	zgc:153968 [Source:ZFIN;Acc:ZDB-GENE-061027-211]	871	1770	1338	871	1919	1138	750	282	595	802	662	451	983.5455596387286	1443.247507756938	1283.051392922802	1103.2480414672846	1620.352548101673	842.93287447026	756.0000282267267	202.7425041138939	851.6453781785845	832.3044353857202	688.6899880228378	534.9748925440315	0.4638736668958734
ENSDARG00000097770	0.8455995620946676	0.9934174045082051	-0.23131075261914036	15	23799461	23801499	1	protein_coding	si:ch211-167j9.4	si:ch211-167j9.4 [Source:ZFIN;Acc:ZDB-GENE-131121-196]	106	349	110	104	359	140	0	193	77	234	259	197	119.69670415810015	284.5725311904923	105.4825509876743	131.7311094289295	303.13004938431504	103.70000213166644	0	138.75639465950894	110.21293129369917	242.84194249408796	269.4421554349169	233.68082889395612	0.4623669573312623
ENSDARG00000023587	0.010550040960790251	0.27947973805490706	-1.7315681078167795	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	654	981	55	302	500	646	66	959	345	863	850	664	738.5060803716746	799.9015848076589	52.74127549383715	382.52687545708375	422.18669830684547	478.5014384075465	66.52800248395195	689.4683029972491	493.8111856665742	895.6093862068286	884.2696220837042	787.6348750537404	0.4620883218612441
ENSDARG00000090428	0.27956408075020334	0.9148196924098906	0.5782313142996076	7	35075847	35079299	1	protein_coding	ctrb1	chymotrypsinogen B1 [Source:ZFIN;Acc:ZDB-GENE-030131-1171]	27944	9366	27416	11751	19113	8786	25208	15772	11675	11523	8779	14800	31554.76133013161	7636.980880029086	26290.08743525526	14884.348720186064	16138.508729477475	6507.915848063009	25409.664948719103	11339.201329377072	16710.85679031088	11958.40898871528	9132.944720320987	17555.717094571322	0.46149258436890167
ENSDARG00000007906	0.07574808252177813	0.6806763238746409	-0.8199175846666247	12	16132612	16229402	1	protein_coding	lrp2b	low density lipoprotein receptor-related protein 2b [Source:ZFIN;Acc:ZDB-GENE-111115-1]	121	361	149	325	199	173	100	74	188	83	225	376	136.6349170106615	294.35726005664105	142.88090997421338	411.6597169654047	168.0303059261245	128.1435740627021	100.80000376356357	53.20193370364591	269.09131276903173	86.1362445598688	234.07137055156878	446.01010997019034	0.4536250956751727
ENSDARG00000094557	0.3887440873094409	0.9468646183653648	-0.4046353719579593	3	15505275	15506158	1	protein_coding	nupr1b	nuclear protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4653]	1210	448	666	782	535	511	660	1447	411	550	542	542	1366.349170106615	365.29654433621937	638.6488996162826	990.5166112829122	451.73976718832466	378.5050077805825	665.2800248395195	1040.3134874212924	588.2794124897449	570.7823434690101	563.8519237286679	642.9188287336254	0.4534221566949175
ENSDARG00000008403	0.9025096606482801	0.9960216545964202	-0.07171886227583381	3	15805917	15811037	1	protein_coding	phospho1	phosphoethanolamine/phosphocholine phosphatase 1 [Source:NCBI gene;Acc:100002812]	87	355	280	230	349	330	95	122	107	381	125	137	98.24163454485578	289.4648956235667	268.50103887771644	291.3284150832095	294.68631541817814	244.4357193103566	95.76000357538538	87.71129610601083	153.1530343951404	395.39649611216885	130.0396503064271	162.50900283488318	0.4496392711064766
ENSDARG00000099185	0.6460427840779589	0.9814140807136631	-0.18618926971518163	11	24001993	24008739	1	protein_coding	chia.2	chitinase, acidic.2 [Source:ZFIN;Acc:ZDB-GENE-040426-2014]	14087	19551	14117	10103	15793	18500	11499	3893	8264	12070	10018	7554	15907.24029693544	15941.769505172822	13537.247020845438	12796.91729385072	13335.189052720021	13703.214567398778	11590.992432772173	2798.8530798418046	11828.567067677011	12526.077973947185	10421.897734158292	8960.532900837281	0.44450128083891227
ENSDARG00000026764	0.6578694892323513	0.9817937244916795	0.3266524631684233	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	686	723	832	340	926	672	572	36	304	585	329	253	774.6409344571387	589.5299141854612	797.8316583795003	430.65939620996187	781.8897652642778	497.7600102319989	576.5760215275835	25.882021801773686	435.12637809460455	607.1048562352199	342.2643596065161	300.10786654909083	0.441537190412772
ENSDARG00000061274	0.7696953819654497	0.9899124702584762	-0.19005638081165238	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	594	421	466	356	317	85	287	300	42	85	66	38	670.7532289614292	343.2809043873847	446.8624432750566	450.9257207374895	267.66636672654005	62.960715579940334	289.29601080142743	215.68351501478074	60.116144342017726	88.21181671793794	68.6609353617935	45.07548983741285	0.43874395169072355
ENSDARG00000042010	0.40339901576169046	0.94827463224477	-0.37831296306186485	16	54450407	54455573	-1	protein_coding	pklr	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	4867	4331	3400	5043	6953	7716	3036	2816	2803	7414	5656	5336	5495.8854635610705	3531.471726607513	3260.3697578008423	6387.692162020111	5870.9282266549935	5715.351546056701	3060.28811426179	2024.5492609387418	4012.0369664446594	7694.145989962257	5884.034097065213	6329.547730853552	0.43847580908852196
ENSDARG00000056909	0.6737737884868302	0.9833358804308964	0.3383404329619144	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	522	114	507	55	112	576	533	358	350	343	447	224	589.4498072691347	92.95492422841296	486.17866682500795	69.66549056337618	94.5698204207334	426.65143734171335	537.2640200597938	257.38232791763835	500.9678695168144	355.9606251088554	465.0217894957833	265.7081506205389	0.4314974153461999
ENSDARG00000094929	0.43410426651646816	0.9582450447927731	0.5973263448772497	16	23921610	23922868	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	360	1119	976	230	996	356	347	55	155	318	311	72	406.5171084614722	912.4259667683693	935.917906945183	291.3284150832095	840.9959030272362	263.6942911348089	349.77601305956557	39.5419777527098	221.85719935744638	330.0159731329913	323.5386499623906	85.40619127088752	0.4301895922359004
ENSDARG00000104172	0.17322674800637888	0.8464145349207624	-0.9081756412986076	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	1858	435	706	477	378	1295	604	1186	1023	551	500	307	2098.079965337265	354.6964213978915	677.0061908845278	604.189799976917	319.1731439199752	959.2250197179145	608.8320227319239	852.6688293584332	1464.2575157591461	571.8201295480447	520.1586012257084	364.16251000225645	0.42271045794488915
ENSDARG00000069878	0.1548906427370841	0.827002244605288	-1.2902335979122435	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	186	234	36	182	50	381	202	48	26	354	170	254	210.03383937176065	190.8022128899003	34.52156214142068	230.52944150062663	42.21866983068455	282.2121486583208	203.61600760239838	34.509362402364914	37.21475602124907	367.3762719782356	176.85392441674085	301.2940636500754	0.4162847924958481
ENSDARG00000101026	0.004938152712453745	0.17575885252331533	-1.8931893695566016	KN150709.1	28312	30914	-1	protein_coding	CABZ01038709.1	NA	36	201	32	161	37	39	26	37	85	17	162	247	40.65171084614722	163.89420850799127	30.685833014596163	203.92989055824663	31.241815674706565	28.887857736678505	26.208000978526524	26.600966851822957	121.6636254540835	17.642363343587586	168.5313867971295	292.99068394318357	0.410214391979735
ENSDARG00000068006	0.9038651642101967	0.9960216545964202	-0.164215732029279	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	779	13	74	65	342	19	298	75	14	44	293	302	879.657854143019	10.600122938327793	70.96098884625363	82.33194339308095	288.7757016418823	14.073571717869015	300.38401121541943	53.920878753695185	20.038714780672578	45.66258747752081	304.81294031826513	358.23152449733374	0.406992007417588
ENSDARG00000009443	0.834220912832187	0.9929008011539245	-0.14869746579858048	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	6329	2027	3264	1267	1767	1628	3207	2684	805	2538	2043	3356	7146.796609590716	1652.8037843069567	3129.9549674888085	1604.8395735235931	1492.007791816392	1205.8828819310925	3232.6561206974834	1929.6485143322382	1152.2260998886732	2633.9010685897233	2125.3680446082444	3980.877470904146	0.40570738239846804
ENSDARG00000115988	0.5133716421124144	0.9725583271672917	0.564386971916441	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	31	41	30	38	64	122	146	518	76	46	337	50	35.00563989529344	33.4311569593415	28.7679684511839	48.13252075287809	54.03989738327622	90.36714471473789	147.1680054948028	372.4135359255214	108.78159452365114	47.73815963558994	350.58689722612746	59.30985504922744	0.40230485384055625
ENSDARG00000092532	0.2901780544048162	0.921312345124937	-0.6131248016736058	22	19188809	19268278	1	protein_coding	si:dkey-21e2.8	si:dkey-21e2.8 [Source:ZFIN;Acc:ZDB-GENE-050208-459]	75	134	23	87	159	113	33	14	82	12	62	130	84.6910642628067	109.26280567199417	22.05544247924099	110.19813961843141	134.25537006157685	83.70071600627362	33.264001241975976	10.065230700689767	117.36961514393937	12.453432948414767	64.49966655198784	154.20562312799134	0.4011505727802741
