Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000069381	0.5549252149993407	0.9779324263682688	0.4934322417633665	9	33061564	33063083	-1	protein_coding	si:ch211-125e6.5	si:ch211-125e6.5 [Source:ZFIN;Acc:ZDB-GENE-070912-39]	325	161	296	37	188	38	161	29	181	51	97	67	366.99461180549577	131.27844562082882	283.8439553850145	46.865875469907614	158.7421985633739	28.14714343573803	162.28800605933733	20.849406451428802	259.07195537869546	52.927090030762756	100.91076863778743	79.47520576596477	0.6603807780479112
ENSDARG00000105265	0.993336986795985	0.9998629871517414	0.02207268320075449	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	0	342	336	222	279	899	373	328	0	0	0	175	0	278.86477268523885	322.2012466532597	281.19525281944567	235.58017765521979	665.9021565454866	375.9840140380921	235.81397641616027	0	0	0	207.58449267229605	0.657078358620933
ENSDARG00000101816	0.9785303670047525	0.9998629871517414	-0.014534436872197364	1	59252435	59287507	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]	2818	3613	1133	1329	3491	1678	2667	3991	1162	1297	3325	978	3182.1255879011906	2946.0187827829477	1086.4702751730454	1683.3715810677627	2947.707527578395	1242.9185969781163	2688.3361003742402	2869.309694746633	1663.2133267958238	1346.0085445078294	3459.0546981509606	1160.1007647628887	0.6545094627494035
ENSDARG00000117485	0.16375665052937274	0.8386573656812306	0.7796182937286381	1	40693323	40705186	1	lincRNA	FO681323.1	NA	94	302	224	71	316	152	232	182	441	150	121	160	106.14613387605108	246.24900979807643	214.80083110217313	89.9318150909038	266.82199332992633	112.58857374295212	233.85600873146745	130.84799910896697	631.2195155911861	155.66791185518457	125.87838149662143	189.79153615752782	0.6392242216135006
ENSDARG00000027279	0.04342255193263671	0.5524954870236658	0.43392723947358985	17	51821906	51893123	-1	protein_coding	numb	NUMB endocytic adaptor protein [Source:ZFIN;Acc:ZDB-GENE-060422-1]	211	345	557	411	556	564	468	376	202	266	199	197	238.26419412602954	281.31095490177603	534.1252809103145	520.5912113008657	469.4716085172122	417.7628657304276	471.74401761347747	270.3233388185252	289.1300275497043	276.051097023194	207.02312328783194	233.68082889395612	0.6209448110048293
ENSDARG00000041433	0.10931868338567981	0.7519788275070121	1.3723811137529867	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	584	764	1202	171	1738	164	522	44	1409	276	678	397	659.4610870597215	622.9610711448026	1152.6366026107683	216.5963433879514	1467.5209633145948	121.47714535423782	526.1760196458018	31.63358220216784	2016.75350899769	286.4289578135396	705.3350632620605	470.92024909086587	0.6172652885430989
ENSDARG00000040738	0.4070623094728062	0.9490511594830039	-0.7774680899861137	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	234	267	166	51	37	480	203	32	177	424	194	78	264.23612049995694	217.71021727180928	159.18275876321758	64.59890943149428	31.241815674706565	355.54286445142776	204.62400764003402	23.006241601576612	253.3466082985033	440.0212975106551	201.82153727557485	92.5233738767948	0.6169301538526787
ENSDARG00000023587	0.010550040960790251	0.27947973805490706	-1.7315681078167795	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	654	981	55	302	500	646	66	959	345	863	850	664	738.5060803716746	799.9015848076589	52.74127549383715	382.52687545708375	422.18669830684547	478.5014384075465	66.52800248395195	689.4683029972491	493.8111856665742	895.6093862068286	884.2696220837042	787.6348750537404	0.6119692309840129
ENSDARG00000039752	0.6115606073204454	0.9814140807136631	-0.24727200822419498	3	431208	454166	1	protein_coding	si:dkey-167k11.5	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	281	146	261	218	177	168	127	199	169	110	232	75	317.3091874379825	119.04753453814291	250.28132552529993	276.1286716875638	149.4540912006233	124.44000255799972	128.01600477972573	143.07006495980454	241.89591413811897	114.15646869380203	241.3535909687287	88.96478257384116	0.5960392174346226
ENSDARG00000098063	0.5734612979674617	0.9794686506028475	0.41370938261185863	15	44618623	44637492	-1	protein_coding	alp3	alkaline phosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-120919-1]	29	193	64	25	178	58	53	39	31	124	70	61	32.74721151495193	157.37105593055878	61.371666029192326	31.6661320742619	150.298464597237	42.96142945454752	53.42400199468869	28.038856951921495	44.37143987148928	128.68547380028593	72.82220417159917	72.35802316005747	0.5925934216339487
ENSDARG00000098174	0.8041219307758036	0.9907172060038703	0.23586000891970355	KN150631.1	20777	25082	1	protein_coding	ACADSB	acyl-CoA dehydrogenase, short/branched chain-like [Source:NCBI gene;Acc:100037342]	135	166	142	10	156	24	13	15	9	14	15	10	152.4439156730521	135.35541598172412	136.16838400227047	12.66645282970476	131.72224987173578	17.77714322257139	13.104000489263262	10.784175750739037	12.882030930432371	14.529005106483895	15.604758036771251	11.861971009845488	0.590150667195551
ENSDARG00000042010	0.40339901576169046	0.94827463224477	-0.37831296306186485	16	54450407	54455573	-1	protein_coding	pklr	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	4867	4331	3400	5043	6953	7716	3036	2816	2803	7414	5656	5336	5495.8854635610705	3531.471726607513	3260.3697578008423	6387.692162020111	5870.9282266549935	5715.351546056701	3060.28811426179	2024.5492609387418	4012.0369664446594	7694.145989962257	5884.034097065213	6329.547730853552	0.5869677598187504
ENSDARG00000058225	NA	NA	2.245857905017867	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	0	4	8	0	4	0	1	618	2	1	1	316	0	3.261576288716244	7.671458253649041	0	3.3774935864547637	0	1.0080000376356355	444.30804093044827	2.8626735400960825	1.0377860790345639	1.0403172024514167	374.8382839111174	0.5828260946798206
ENSDARG00000058944	2.8899052131204256e-5	0.003148504242989324	-1.4035463702483952	8	10033326	10048059	-1	protein_coding	si:dkey-8e10.3	si:dkey-8e10.3 [Source:ZFIN;Acc:ZDB-GENE-081104-442]	67	120	43	157	80	285	56	261	48	129	99	60	75.65735074144067	97.84728866148733	41.23408811336359	198.86330942636474	67.54987172909527	211.10357576803523	56.44800210759559	187.64465806285924	68.70416496230598	133.87440419545874	102.99140304269025	71.17182605907293	0.575746423677947
ENSDARG00000052779	4.183714180080563e-7	7.766981701035964e-5	3.587967007739384	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	214	213	1741	98	1845	35	1852	39	979	152	966	1624	241.6518366965418	173.67893737414	1669.5011024503724	124.13123773110665	1557.8689167522598	25.92500053291661	1866.8160697011972	28.038856951921495	1401.2786978770323	157.74348401325372	1004.9464175680686	1926.3840919989073	0.5741510256835329
ENSDARG00000088711	0.1155724512254592	0.7670327675473533	-0.554886006967063	3	28939759	28946756	1	protein_coding	lgals1l1	lectin, galactoside-binding, soluble, 1 (galectin 1)-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4905]	4863	3132	2177	1739	2394	2601	2089	3823	1431	3351	1379	1707	5491.368606800387	2553.814234064819	2087.595577274245	2202.6961470856577	2021.4299114931762	1926.5978967461742	2105.712078620843	2748.5269263383557	2048.242917938747	3477.6211508448237	1434.5974221805036	2024.8384513806247	0.5592371083362969
ENSDARG00000096888	0.6678184418789312	0.9827960549457185	-0.3467076690431565	16	51292624	51299061	-1	protein_coding	serpinb1l4	serpin peptidase inhibitor, clade B (ovalbumin), member 1, like 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7169]	18	179	19	57	71	16	69	111	83	48	75	51	20.32585542307361	145.95553892005194	18.21971335241647	72.19878112931714	59.95051115957206	11.851428815047592	69.55200259685886	79.80290055546887	118.80095191398742	49.813731793659066	78.02379018385625	60.49605215021199	0.5517534861053041
ENSDARG00000093054	NA	NA	0.4488823176945314	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	0	0	0	53	83	2	0	1	0	149	79	73	0	0	0	67.13219999743522	70.08299191893634	1.481428601880949	0	0.7189450500492691	0	154.63012577615	82.18505899366193	86.59238837187206	0.5249744658508417
ENSDARG00000095464	0.6935826682338875	0.9860516888936699	-0.2010648317692185	5	10046643	10056341	1	protein_coding	gstt2	glutathione S-transferase theta 2 [Source:NCBI gene;Acc:393493]	494	495	556	343	462	602	276	340	174	36	242	150	557.8318099443535	403.6200657286352	533.1663486286083	434.45933205887326	390.10050923552524	445.91000916616565	278.2080103874354	244.4413170167515	249.05259798835917	37.3602988452443	251.75676299324286	177.92956514768233	0.520595835007315
ENSDARG00000091187	0.6039075961565832	0.9810175590418267	0.20486800130668678	21	37049427	37075542	-1	protein_coding	BX649250.2	ubiquitin interaction motif containing 1 [Source:NCBI gene;Acc:100535018]	266	677	341	240	676	357	328	798	433	269	311	481	300.37097458542115	552.0217868652243	326.9959080617904	303.99486791291423	570.796416110855	264.4350054357494	330.62401234448845	573.7181499393167	619.7688214308018	279.1644552602977	323.5386499623906	570.560805573568	0.5050158731393483
ENSDARG00000069471	0.4853502597149774	0.9654385628781009	0.529593529313762	1	47140788	47151790	-1	protein_coding	mhc1zca	major histocompatibility complex class I ZCA [Source:ZFIN;Acc:ZDB-GENE-070424-4]	76	27	108	76	147	29	15	144	31	70	20	26	85.82027845297746	22.015639948834647	103.56468642426205	96.26504150575617	124.12288930221257	21.48071472727376	15.120000564534534	103.52808720709474	44.37143987148928	72.64502553241947	20.806344049028336	30.84112462559827	0.4992802568511634
ENSDARG00000007769	8.037550735393636e-8	1.6653518068352206e-5	2.9601909943748197	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	13	35	326	40	360	41	105	13	111	12	137	328	14.67978447221983	28.538792526267137	312.6119238361984	50.66581131881904	303.97442278092876	30.369286338559455	105.84000395174174	9.346285650640498	158.87838147533256	12.453432948414767	142.5234567358441	389.072649122932	0.49507431943598385
ENSDARG00000076573	0.9032912660008581	0.9960216545964202	0.23238247193916564	3	2013324	2033105	-1	protein_coding	si:dkey-88j15.3	si:dkey-88j15.3 [Source:ZFIN;Acc:ZDB-GENE-100922-28]	2	68	1	0	79	115	58	49	2	59	0	48	2.2584283803415124	55.446796908176154	0.9589322817061301	0	66.70549833248158	85.18214460815457	58.464002182866864	35.228307452414185	2.8626735400960825	61.22937866303927	0	56.93746084725834	0.48908366688983756
ENSDARG00000117109	0.1313203748594426	0.792162065563239	-1.788705672175815	15	4018362	4027367	-1	protein_coding	CR626884.6	si:dkey-83h2.2 [Source:NCBI gene;Acc:101885518]	40	8	15	43	2	175	35	5	7	100	21	19	45.168567606830244	6.523152577432488	14.38398422559195	54.46574716773047	1.6887467932273819	129.62500266458304	35.28000131724725	3.5947252502463454	10.019357390336289	103.77860790345639	21.846661251479752	22.537744918706426	0.487651995909485
ENSDARG00000096655	0.4872924292620721	0.9660053725736201	0.3463900621044451	20	14657141	14661432	1	antisense	BX901920.1	NA	409	577	887	376	737	605	295	815	332	404	463	93	461.84860377983927	470.4823796473182	850.5729338733373	476.258626396899	622.3031933042903	448.13215206898707	297.3600111025125	585.9402157901543	475.2038076559497	419.2655759299638	481.66686473500596	110.31633039156304	0.48344217270384965
ENSDARG00000040277	0.2625068924310727	0.9073098455245885	-0.5259184428178247	16	25259313	25272633	1	protein_coding	fbxo32	F-box protein 32 [Source:ZFIN;Acc:ZDB-GENE-040426-1040]	50	128	87	107	156	329	66	231	287	124	263	222	56.4607095085378	104.37044123891981	83.42710850843332	135.53104527784095	131.72224987173578	243.69500500941612	66.52800248395195	166.07630656138116	410.7936530037878	128.68547380028593	273.6034242447226	263.3357564185698	0.479006885981371
ENSDARG00000090600	NA	NA	1.712162825284252	22	8979955	8996337	1	protein_coding	si:ch211-213a13.1	si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]	14	9	155	12	201	192	126	17	94	241	274	125	15.808998662390586	7.3385466496115495	148.63450366445016	15.199743395645712	169.71905271935188	142.21714578057112	127.00800474209008	12.222065850837575	134.54565638451587	250.10644504732988	285.0469134716882	148.2746376230686	0.473698755231272
ENSDARG00000104540	0.6842714314265806	0.9845337187207551	0.20938741637461736	23	42336142	42409339	1	protein_coding	cyp2aa8	cytochrome P450, family 2, subfamily AA, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-041010-183]	291	268	223	97	320	685	534	1234	551	480	749	403	328.60132933969004	218.52561134398834	213.841898820467	122.86459244813618	270.1994869163811	507.38929614422506	538.2720200974294	887.1781917607981	788.6665602964707	498.13731793659065	779.1975846361112	478.0374316967732	0.4736251593549339
ENSDARG00000007080	0.9254964872188637	0.9977777160175979	0.06816184689135535	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	815	897	890	847	1236	1099	878	35	315	588	456	540	920.3095649891662	731.4084827446178	853.4497307184557	1072.8485546759932	1043.645518214522	814.0450167335815	885.024033044088	25.163076751724418	450.87108256513295	610.2182144723236	474.38464431784604	640.5464345316564	0.47086011021466573
ENSDARG00000029718	0.9301330421848495	0.9983195678711262	0.03704957906493607	1	44746154	44758388	1	protein_coding	p2rx3b	purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]	116	51	136	121	130	64	44	201	26	140	28	32	130.9888460598077	41.58509768113211	130.4147903120337	153.2640792394276	109.76854155977982	47.40571526019037	44.35200165596797	144.50795505990308	37.21475602124907	145.29005106483893	29.128881668639668	37.958307231505565	0.4694693536269599
ENSDARG00000021720	0.597394155263729	0.9810175590418267	-0.2357895363134385	6	40184235	40312091	-1	protein_coding	col7a1	collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]	720	741	269	348	668	474	580	1051	289	340	731	325	813.0342169229444	604.2070074846843	257.95278377894897	440.79255847372565	564.0414289379455	351.0985786457849	584.6400218286686	755.6112476017818	413.6563265438839	352.84726687175174	760.4718749919856	385.51405781997835	0.46317558353833005
ENSDARG00000092404	0.26513841748236816	0.9073098455245885	-0.4200886286555278	9	46387419	46399611	-1	protein_coding	LCT	si:dkey-79p17.3 [Source:ZFIN;Acc:ZDB-GENE-081105-132]	231	302	143	77	188	173	114	25	23	70	30	24	260.84847792944464	246.24900979807643	137.1273162839766	97.53168678872666	158.7421985633739	128.1435740627021	114.91200429046246	17.973626251231728	32.92074571110495	72.64502553241947	31.209516073542503	28.46873042362917	0.4615623737480543
ENSDARG00000098761	0.004973779350057936	0.176416490806175	0.9484159757378295	22	24246213	24248420	-1	protein_coding	rgs2	regulator of G protein signaling 2 [Source:ZFIN;Acc:ZDB-GENE-040718-410]	59	162	138	48	200	62	141	94	205	93	120	132	66.62363722007461	132.09383969300788	132.33265487544594	60.798973582582846	168.8746793227382	45.92428665830942	142.12800530662463	67.5808347046313	293.42403785984845	96.51410535021444	124.83806429417001	156.57801732996043	0.4573993199658959
ENSDARG00000020084	0.03744678483249541	0.5216026943714817	-0.9696537704625934	16	31530762	31598771	-1	protein_coding	tg	thyroglobulin [Source:ZFIN;Acc:ZDB-GENE-030519-1]	103	217	105	177	154	290	49	197	185	51	111	164	116.30906158758788	176.94051366285623	100.68788957914366	224.19621508577427	130.0335030785084	214.8071472727376	49.392001844146144	141.632174859706	264.7973024588876	52.927090030762756	115.47520947210725	194.536324561466	0.45663674810155963
ENSDARG00000056587	0.1004848889984532	0.7382367023847077	0.9594888333321242	7	27455321	27697234	1	protein_coding	cyp2r1	cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-110114-1]	39	185	103	57	279	139	205	56	204	137	105	198	44.03935341665949	150.8479033531263	98.77002501573139	72.19878112931714	235.58017765521979	102.95928783072596	206.6400077153053	40.26092280275907	291.9927010898004	142.17669282773525	109.23330625739875	234.86702599494066	0.45411852372208
ENSDARG00000093323	0.6124591379979047	0.9814140807136631	-1.598824785359133	1	58091659	58102982	1	protein_coding	si:ch211-114l13.1	si:ch211-114l13.1 [Source:ZFIN;Acc:ZDB-GENE-070424-109]	59	1	0	46	0	94	48	0	45	0	0	0	66.62363722007461	0.815394072179061	0	58.265683016641894	0	69.62714428840461	48.38400180651051	0	64.41015465216185	0	0	0	0.45405974257162907
ENSDARG00000101557	0.6477158189948446	0.9814140807136631	-0.2793610490994153	10	44699734	44748270	1	protein_coding	scarb1	scavenger receptor class B, member 1 [Source:ZFIN;Acc:ZDB-GENE-031126-1]	634	776	767	130	544	1242	307	627	241	166	125	189	715.9217965682594	632.7458000109514	735.5010600686018	164.6638867861619	459.3391277578479	919.9671617680693	309.4560115541401	450.7785463808917	344.9521615815779	172.2724891197376	130.0396503064271	224.19125208607971	0.45385675695621236
ENSDARG00000045015	0.25476538478782895	0.9026419598653808	0.6585528510684256	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	131	400	352	134	352	271	363	57	191	304	161	251	147.92705891236906	326.1576288716244	337.5441631605578	169.7304679180438	297.21943560801924	200.7335755548686	365.90401366173575	40.97986785280834	273.38532307917586	315.48696802650744	167.4910695946781	297.73547234712174	0.45215842838755665
ENSDARG00000045142	0.23733105772433058	0.8916147847742942	0.8991375677893102	12	20342451	20353541	1	protein_coding	hbae5	hemoglobin, alpha embryonic 5 [Source:ZFIN;Acc:ZDB-GENE-101028-1]	25	103	58	145	352	35	95	60	60	57	64	48	28.2303547542689	83.98558943444328	55.61807233895554	183.663566030719	297.21943560801924	25.92500053291661	95.76000357538538	43.136703002956146	85.88020620288248	59.15380650497014	66.58030095689067	56.93746084725834	0.451061297077194
ENSDARG00000102241	0.14931200836659902	0.8189398407363028	0.7309365909695774	21	44505613	44512893	-1	protein_coding	zgc:136410	zgc:136410 [Source:ZFIN;Acc:ZDB-GENE-060421-6071]	249	235	340	39	434	365	293	489	255	207	386	189	281.17433335251826	191.61760696207935	326.0369757800842	49.399166035848566	366.45805413034185	270.3607198432732	295.3440110272412	351.56412947409257	364.9908763622505	214.82171836015473	401.56244014624684	224.19125208607971	0.4505377926110712
ENSDARG00000006588	3.685823306343863e-6	5.493234698964878e-4	2.4107203437430735	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1158	646	6021	914	6402	476	2135	1131	1617	994	1292	2135	1307.6300322177356	526.7445706276734	5773.731268152609	1157.7137886350151	5405.6784851208495	352.5800072476659	2152.080080352082	813.1268516057233	2314.4715571676825	1031.5593625603565	1344.0898255672305	2532.5308106020116	0.44049210547885437
ENSDARG00000103826	0.6329065417943975	0.9814140807136631	0.21037394300766016	18	402048	423921	1	protein_coding	gpib	glucose-6-phosphate isomerase b [Source:ZFIN;Acc:ZDB-GENE-020513-3]	584	749	663	993	1850	1989	1264	1908	1307	1302	798	1314	659.4610870597215	610.7301600621167	635.7721027711642	1257.7787659896826	1562.0907837353282	1473.2807445706037	1274.1120475714433	1371.7471554940055	1870.7571584527898	1351.197474903002	830.1731275562306	1558.662990693697	0.43756300339473214
ENSDARG00000010423	0.8712079898467306	0.9951482764480201	0.06724601242211818	7	38653481	38659477	-1	protein_coding	npsn	nephrosin [Source:ZFIN;Acc:ZDB-GENE-040420-2]	269	491	236	269	447	172	314	261	225	193	145	287	303.7586171559334	400.35848943991897	226.3080184826467	340.7275811190581	377.43490828631985	127.40285976176162	316.51201181758955	187.64465806285924	322.05077326080925	200.29271325367083	150.84599435545542	340.4385679825655	0.43755691895180315
ENSDARG00000090526	2.312220570588419e-6	3.675163737059921e-4	1.2989004225920835	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]	118	58	277	107	264	107	231	98	134	65	203	236	133.24727444014923	47.29285618638554	265.62424203259803	135.53104527784095	222.9145767060144	79.25643020063077	232.84800869383182	70.45661490482837	191.79912718643752	67.45609513724665	211.1843920976376	279.94251583235354	0.4234219928241272
