Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000109626	9.559879687361993e-17	7.649881656031808e-14	2.6663064852894216	12	46283843	46315898	-1	protein_coding	si:ch211-226h7.3	si:ch211-226h7.3 [Source:ZFIN;Acc:ZDB-GENE-130531-9]	26	62	179	29	199	22	289	17	172	25	230	287	29.35956894443966	50.554432475101784	171.64887842539727	36.732713206143806	168.0303059261245	16.29571462069044	291.3120108766987	12.222065850837575	246.18992444826307	25.944651975864097	239.27295656382586	340.4385679825655	0.6254408866616666
ENSDARG00000030722	1.9572116472061122e-111	4.541905348506504e-107	2.2393482805370155	2	23749614	23768832	-1	protein_coding	xirp1	xin actin binding repeat containing 1 [Source:NCBI gene;Acc:497637]	255	316	1420	226	1586	367	1186	380	542	238	875	654	287.9496184935428	257.6645268085833	1361.6838400227048	286.26183395132756	1339.176207029314	271.8421484451541	1195.4880446358638	273.19911901872223	775.7845293660383	246.9930868102262	910.2775521449896	775.7729040438949	0.6187776432852062
ENSDARG00000073820	5.54069387999812e-22	7.563373069366845e-19	3.349683605727362	14	11504504	11507426	-1	protein_coding	zgc:174917	zgc:174917 [Source:ZFIN;Acc:ZDB-GENE-070928-42]	36	9	149	10	299	23	184	36	144	24	210	210	40.65171084614722	7.3385466496115495	142.88090997421338	12.66645282970476	252.4676455874936	17.036428921630915	185.47200692495696	25.882021801773686	206.11249488691794	24.906865896829533	218.4666125147975	249.10139120675524	0.6103650942310219
ENSDARG00000068951	4.1485741263427157e-19	4.1857309206916983e-16	4.1624235807454495	18	15758375	15768336	1	protein_coding	si:ch211-219a15.4	si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308]	8	14	187	9	242	7	105	7	143	13	46	123	9.03371352136605	11.415517010506855	179.3203366790463	11.399807546734284	204.3383619805132	5.185000106583321	105.84000395174174	5.032615350344884	204.68115811686988	13.49121902744933	47.85459131276517	145.9022434210995	0.5800875472707092
ENSDARG00000077169	8.999952905260911e-30	2.088529071194847e-26	2.2737391828277893	14	11450498	11456724	-1	protein_coding	si:ch211-153b23.4	si:ch211-153b23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-7332]	72	99	327	78	582	89	366	145	284	81	300	394	81.30342169229444	80.72401314572704	313.57085611790455	98.79833207169713	491.42531682916814	65.92357278370223	368.92801377464264	104.24703225714401	406.4996426936437	84.06067240179968	312.095160735425	467.36165778791224	0.575601684246345
ENSDARG00000098256	5.188731438961131e-14	2.4809182977645482e-11	1.7481154649684394	12	43730276	43819253	-1	protein_coding	si:ch73-329n5.6	si:ch73-329n5.6 [Source:ZFIN;Acc:ZDB-GENE-131121-171]	156	346	1064	238	614	336	996	278	721	328	917	868	176.15741366663795	282.12634897395515	1020.3039477353224	301.4615773469733	518.4452655208063	248.88000511599944	1003.9680374850931	199.8667239136968	1031.9938112046377	340.39383392333696	953.9708746479491	1029.6190836545884	0.5650899229570199
ENSDARG00000089086	2.870608305400218e-28	5.551278027926454e-25	2.1216682951797354	11	18249809	18253111	-1	protein_coding	mustn1b	musculoskeletal, embryonic nuclear protein 1b [Source:ZFIN;Acc:ZDB-GENE-111129-2]	128	179	571	122	890	166	544	244	432	146	325	441	144.5394163418568	145.95553892005194	547.5503328542003	154.5307245223981	751.492322986185	122.95857395611877	548.3520204737857	175.42259221202167	618.3374846607538	151.51676753904633	338.10309079671043	523.1129215341861	0.5551529171943306
ENSDARG00000077982	5.176323228228943e-18	4.448953956825217e-15	1.5609894183837434	22	661505	665371	1	protein_coding	elf3	E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:ZFIN;Acc:ZDB-GENE-030131-8760]	343	280	975	269	1141	375	815	263	519	250	709	882	387.3204672285693	228.3103402101371	934.9589746634769	340.7275811190581	963.4300455362214	277.7678628526779	821.520030673043	189.08254816295778	742.8637836549334	259.446519758641	737.5848965380545	1046.2258430683721	0.5466370673769431
ENSDARG00000004748	1.0053647225318236e-13	4.574606617857548e-11	1.5044883855986322	3	39472342	39488639	-1	protein_coding	zgc:100868	zgc:100868 [Source:ZFIN;Acc:ZDB-GENE-040801-33]	1017	1621	3150	836	3888	1184	3047	1319	2360	1447	2195	3890	1148.410831403659	1321.753791002258	3020.6366873743095	1058.915456563318	3282.9237660340305	877.0057323135218	3071.3761146757815	948.2885210149859	3377.9547773133772	1501.676456363014	2283.4962593808596	4614.306722829895	0.5443595227880615
ENSDARG00000094104	0.056919662732558426	0.6177647268801305	2.5814434834407805	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	79	55	235	1	342	6	112	4	196	0	63	8	89.20792102348973	44.846673969848354	225.34908620094058	1.266645282970476	288.7757016418823	4.444285805642847	112.89600421519118	2.8757802001970765	280.54200692941606	0	65.53998375443925	9.489576807876391	0.5414957035560114
ENSDARG00000093494	5.147021390609747e-5	0.005170639757164061	1.6364755588041615	1	52398205	52400660	1	protein_coding	si:ch211-217k17.9	si:ch211-217k17.9 [Source:ZFIN;Acc:ZDB-GENE-061207-21]	198	348	706	128	992	252	479	240	791	164	348	419	223.5844096538097	283.75713711831327	677.0061908845278	162.13059622022092	837.6184094407814	186.66000383699958	482.8320180274695	172.54681201182458	1132.1873851080006	170.19691696166848	362.030386453093	497.01658531252593	0.530189268690666
ENSDARG00000043701	9.7553782225215e-12	3.5372391723724048e-9	1.6532240821350364	8	7033049	7052493	1	protein_coding	gpd1a	glycerol-3-phosphate dehydrogenase 1a [Source:ZFIN;Acc:ZDB-GENE-050417-209]	117	85	347	57	440	232	350	104	301	73	449	332	132.11806024997847	69.30849613522018	332.74950175202713	72.19878112931714	371.524294510024	171.84571781819008	352.80001317247246	74.77028520512398	430.8323677844604	75.75838376952316	467.1024239006861	393.8174375268702	0.5283951069790601
ENSDARG00000018566	5.238515754135261e-14	2.4809182977645482e-11	2.101631643258392	25	35019693	35041057	1	protein_coding	flnca	filamin C, gamma a (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-070503-1]	613	833	2844	458	4638	921	1821	1408	1396	650	1193	1125	692.2082985746736	679.2232621251578	2727.203409172234	580.123539600478	3916.2038134942986	682.197871166177	1835.5680685344923	1012.2746304693709	1998.1461309870656	674.5609513724665	1241.0984225245402	1334.4717386076175	0.5241208628845461
ENSDARG00000058206	1.0769996151050193e-24	1.785203790580506e-21	1.4967207802519957	14	11457500	11461002	1	protein_coding	si:ch211-153b23.5	si:ch211-153b23.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9744]	417	532	1183	338	1622	622	1282	676	1203	438	1013	1371	470.8823173012053	433.78964639926045	1134.4168892583518	428.12610564402087	1369.5736493074066	460.7242951849752	1292.2560482488848	486.0068538333059	1721.8981343677935	454.550302617139	1053.8413260832851	1626.2762254498164	0.5200249810543779
ENSDARG00000041294	4.0889189890956243e-41	1.1860931757619132e-37	2.232556784044361	3	62161184	62169060	1	protein_coding	noxo1a	NADPH oxidase organizer 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9700]	67	93	321	42	393	79	288	82	190	59	202	230	75.65735074144067	75.83164871265268	307.81726242766774	53.19910188475999	331.8387448691806	58.516429774297485	290.30401083906304	58.95349410404007	271.9539863091278	61.22937866303927	210.14407489518618	272.8253332264462	0.5185627555251243
ENSDARG00000055618	9.550405900584687e-27	1.7048209179151403e-23	-1.3918955866230946	13	24279021	24284442	1	protein_coding	acta1b	actin alpha 1, skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-030131-55]	14933	17816	5819	16337	8048	19557	6594	23423	4007	16724	6657	4583	16862.5555018199	14527.060789942152	5580.02694724797	20693.183987888668	6795.517095946985	14486.149583492861	6646.752248169381	16839.84990730403	5735.366437582501	17355.934385774046	6925.391616719081	5436.341313812187	0.5063705587974487
ENSDARG00000036371	1.2470178138631445e-19	1.315377063114006e-16	-1.2953365990169596	1	53945934	53953532	1	protein_coding	acta1a	actin alpha 1, skeletal muscle a [Source:ZFIN;Acc:ZDB-GENE-050417-267]	3033	3234	1193	2419	1310	3480	1315	4777	743	2343	762	785	3424.9066387879034	2636.9844294270833	1144.0062120754133	3064.0149395055814	1106.1291495639352	2577.6857672728515	1325.5200494908609	3434.4005040853585	1063.4832201456945	2431.532783177983	792.7217082679796	931.1647242728708	0.49096677545454465
ENSDARG00000038321	3.444538388185548e-7	6.599298413604519e-5	3.461881801739739	9	33080438	33081978	-1	protein_coding	zgc:172053	zgc:172053 [Source:ZFIN;Acc:ZDB-GENE-080219-25]	22	12	162	4	115	3	88	3	90	1	55	118	24.842712183756635	9.784728866148733	155.34702963639307	5.066581131881904	97.10294061057446	2.2221429028214237	88.70400331193594	2.156835150147807	128.8203093043237	1.0377860790345639	57.217446134827924	139.97125791617677	0.48792423224540227
ENSDARG00000117818	6.460927578841845e-16	4.283779582702968e-13	1.7748365821539502	7	936128	964628	1	lincRNA	CR926130.2	NA	87	90	338	69	246	88	292	71	162	57	241	317	98.24163454485578	73.3854664961155	324.11911121667197	87.39852452496285	207.71585556696797	65.18285848276176	294.3360109896056	51.04509855349811	231.87655674778267	59.15380650497014	250.71644579079143	376.02448101210194	0.48208629855000196
ENSDARG00000087359	2.920130594691352e-4	0.021440630150804642	1.7512612288230207	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	1262	1028	3163	258	3485	1819	3937	2472	2727	1627	1501	2173	1425.0683079954943	838.2251062000747	3033.102807036489	326.7944830063828	2942.641287198713	1347.3593134107232	3968.496148171497	1777.232163721793	3903.255371921008	1688.4779505892354	1561.5161208795766	2577.6063004394246	0.47978852008743483
ENSDARG00000035178	2.284339748754095e-12	8.83506470159792e-10	1.6031985139318419	5	55543580	55560937	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]	164	168	477	92	521	148	346	177	336	115	251	443	185.191127188004	136.98620412608224	457.41069837382406	116.53136603328379	439.918539635733	109.62571653919022	348.7680130219299	127.25327385872063	480.9291547361418	119.34539908897484	261.1196178153056	525.4853157361551	0.47932451481424815
ENSDARG00000074390	1.8789088739018367e-20	2.1800979663883012e-17	1.2676205312960365	16	46649469	46664465	-1	protein_coding	tmem176l.4	transmembrane protein 176l.4 [Source:ZFIN;Acc:ZDB-GENE-030131-3532]	963	1203	2465	788	2886	1118	2207	1093	1768	1064	1915	2324	1087.4332651344382	980.9190688314104	2363.7680744056106	998.1164829807351	2436.861622627112	828.1185884514505	2224.6560830618478	785.8069397038511	2530.603409444937	1104.204388092776	1992.207442694463	2756.7220626880912	0.46792948990617267
ENSDARG00000100872	5.994112267105169e-9	1.4609162986607682e-6	1.8210207942071623	24	9298198	9299478	1	protein_coding	otud1	OTU deubiquitinase 1 [Source:ZFIN;Acc:ZDB-GENE-170421-2]	33	81	215	47	267	68	133	69	293	56	138	204	37.264068275634955	66.04691984650394	206.17044056681797	59.532328299612374	225.44769689585547	50.36857246395227	134.06400500553954	49.607208453399565	419.3816736240761	58.11602042593558	143.5637739382955	241.98420860084795	0.46024328107312434
ENSDARG00000092379	0.10371170509766814	0.7453662622714017	2.3736892922172683	8	2478862	2481965	1	protein_coding	si:dkeyp-51b9.3	si:dkeyp-51b9.3 [Source:ZFIN;Acc:ZDB-GENE-081104-469]	62	2	98	3	247	4	1	2	138	6	70	86	70.01127979058688	1.630788144358122	93.97536360720075	3.799935848911428	208.56022896358166	2.962857203761898	1.0080000376356355	1.4378901000985382	197.52447426662968	6.226716474207383	72.82220417159917	102.0129506846712	0.45980059081795477
ENSDARG00000117266	2.5849966136004408e-21	3.1572332323795702e-18	3.7542757169626326	12	46071521	46083500	-1	lincRNA	FO904966.1	NA	10	27	190	4	182	6	105	4	55	3	53	55	11.292141901707561	22.015639948834647	182.1971335241647	5.066581131881904	153.67595818369176	4.444285805642847	105.84000395174174	2.8757802001970765	78.72352235264226	3.1133582371036916	55.136811729925086	65.24084055415018	0.4580590439638201
ENSDARG00000058656	5.519332455036164e-12	2.0330417293899873e-9	1.2626744559239773	9	7515864	7539326	-1	protein_coding	desma	desmin a [Source:ZFIN;Acc:ZDB-GENE-980526-221]	3078	3706	6930	2622	11636	4309	6884	4692	8126	3757	6147	5647	3475.721277345587	3021.8504314956003	6645.400712223482	3321.143931948588	9825.128842996908	3191.737922752505	6939.072259083716	3373.2901748311706	11631.042593410382	3898.9622989328564	6394.829843468859	6698.455029259747	0.44448342824953124
ENSDARG00000056210	1.5439033044341842e-21	1.990434449038871e-18	2.9725372242713965	8	24968098	24970790	-1	protein_coding	hspa1b	heat shock protein family A (Hsp70) member 1B [Source:ZFIN;Acc:ZDB-GENE-060503-867]	17	34	180	14	189	22	146	36	121	16	78	69	19.196641232902856	27.723398454088077	172.6078107071034	17.733033961586663	159.5865719599876	16.29571462069044	147.1680054948028	25.882021801773686	173.191749175813	16.604577264553022	81.1447417912105	81.84759996793386	0.4437810411413034
ENSDARG00000077058	0.0026505037499198847	0.11496745798250625	4.039722405632181	22	7742211	7754391	1	protein_coding	cela1.5	chymotrypsin like elastase family member 1, tandem duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-040801-186]	5	1	202	0	107	43	193	4	65	110	104	85	5.6460709508537805	0.815394072179061	193.70432090463828	0	90.34795343766493	31.850714940440405	194.54400726367766	2.8757802001970765	93.03689005312268	114.15646869380203	108.19298905494735	100.82675358368665	0.4309144578695497
ENSDARG00000054160	2.898045003530599e-16	2.241734411731036e-13	3.821890212716725	10	40786196	40819136	-1	protein_coding	zgc:113625	zgc:113625 [Source:ZFIN;Acc:ZDB-GENE-050320-47]	8	3	127	11	118	7	83	2	54	5	41	107	9.03371352136605	2.446182216537183	121.78439977667851	13.933098112675236	99.63606080041554	5.185000106583321	83.66400312375775	1.4378901000985382	77.29218558259423	5.18893039517282	42.653005300508084	126.92308980534672	0.4287422177806511
ENSDARG00000090352	0.0012632827876471646	0.06632520445733055	1.414157478567053	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	115	124	186	103	647	241	352	276	317	221	460	924	129.85963186963696	101.10886495020357	178.36140439734018	130.46446414595903	546.3095876090581	178.51214652665436	354.81601324774374	198.42883381359826	453.7337561052291	229.3507234666386	478.5459131276517	1096.046121309723	0.4279426684301947
ENSDARG00000102758	3.7235544370146285e-16	2.700275133292546e-13	2.332815828736221	8	52479026	52490474	1	protein_coding	FO704661.1	gamma-glutamyl hydrolase [Source:NCBI gene;Acc:553228]	34	39	162	24	192	33	150	29	121	44	85	141	38.39328246580571	31.80036881498338	155.34702963639307	30.399486791291423	162.11969214982867	24.44357193103566	151.20000564534533	20.849406451428802	173.191749175813	45.66258747752081	88.42696220837043	167.25379123882138	0.42783447770243815
ENSDARG00000043249	4.721833566207001e-10	1.4417746018078905e-7	2.072662861264926	21	45626136	45633317	1	protein_coding	irf1b	interferon regulatory factor 1b [Source:ZFIN;Acc:ZDB-GENE-041114-13]	56	42	173	79	487	95	259	80	99	41	131	192	63.23599464956234	34.24655103152056	165.8952847351605	100.0649773546676	411.20984415086747	70.36785858934508	261.07200974762964	57.515604003941526	141.70234023475606	42.54922924041712	136.2815535211356	227.74984338903337	0.4275866305369742
