Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	% variance explained
ENSDARG00000111110	0.5330193275823862	0.9619393075052429	0.26484153182271397	8	53794022	53803429	-1	protein_coding	BSN	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]	518	427	664	270	462	537	446	452	265	68	554	541	571.5809769438399	334.89450846780323	642.2163719848917	359.9338482259321	411.3336154764296	503.41703328742045	468.45455649891795	528.0493226128206	383.79034257103973	55.19476737196262	523.6750463009868	391.4706837930286	0.5111552937143917
ENSDARG00000033285	0.3657339102302338	0.9246406189168066	-0.2998977798363322	13	25396896	25402772	1	protein_coding	gsto2	glutathione S-transferase omega 2 [Source:ZFIN;Acc:ZDB-GENE-041114-67]	674	1163	540	811	685	956	520	540	688	2565	856	1105	743.7173329346488	912.1365652179277	522.2843989033757	1081.134633004559	609.8777632063945	896.2135639157801	546.1802004023258	630.8553854223962	996.4066252410389	2081.979092780649	809.1441148621744	799.5842986900122	0.47872994459901574
ENSDARG00000052779	0.15235133989139107	0.8288139673201276	0.5522623641295702	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1624	1845	966	979	1741	1852	1378	599	1160	286	1006	1339	1791.983603391498	1447.026623239103	934.3087580382611	1305.0934719006943	1550.0688842953764	1736.1794146150887	1447.3775310661636	699.7821775333617	1679.987914650589	232.14269806443102	950.9333873263405	968.9080325302501	0.4748218858672894
ENSDARG00000023151	0.9247134360084469	0.994192692150104	-0.029672124926171346	1	53374454	53388914	1	protein_coding	ucp1	uncoupling protein 1 [Source:ZFIN;Acc:ZDB-GENE-010503-1]	3407	7303	3162	2425	7774	3640	5519	4305	3150	2331	3430	8477	3759.41387731209	5727.715679954021	3058.265313578656	3232.739192399575	6921.444863016804	3412.361268465941	5796.862550039301	5029.319322672992	4562.036147542547	1892.04415800066	3242.2480303472644	6134.005520357678	0.4731166414070207
ENSDARG00000103634	0.6402131057181485	0.9695377108480284	-1.3490372623103322	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	723	0	0	0	0	0	0	427	452	0	635	0	567.0462052042664	0	0	0	0	0	0	618.4093444446564	366.8828654724574	0	459.4896196091925	0.47243554260558773
ENSDARG00000103973	0.5734496713366223	0.9670117737267873	-1.0990320410857695	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	754	1	0	4	0	1	2	428	427	2	435	4.4137527177130496	591.3593896597743	0.9671933313025477	0	3.5613300041249314	0	1.050346539235242	2.336501427490356	619.8576098883208	346.59067158570645	1.8905236328555477	314.7684795748012	0.4591076626626044
ENSDARG00000026764	0.45722541753612916	0.9477742197198394	0.29893540279610975	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	253	926	329	304	832	572	397	552	359	159	236	707	279.1698593953504	726.2583485742056	318.2066059985382	405.2588513358642	740.7566408579858	536.2281993303621	416.98757607639106	644.8743939873383	519.927294275484	129.05835311973613	223.08178867695463	511.5892300215734	0.45113469545677837
ENSDARG00000091801	0.27543050529518326	0.8989265589376855	0.6620202480345496	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	357	236	319	412	39	172	152	185	20	377	172	217	393.92743005588966	185.09392037096384	308.5346726855127	549.232390626237	34.72296754021808	161.24344455388513	159.6526739637568	216.12638204285795	28.965308873286016	306.0062838122045	162.5850324255771	157.0224369373146	0.45008325394324533
ENSDARG00000096445	0.7446163832082509	0.9813904706060057	0.1297282745756885	17	25649939	25737452	-1	protein_coding	si:ch211-214p16.3	si:ch211-214p16.3 [Source:ZFIN;Acc:ZDB-GENE-120709-93]	402	1309	325	362	1228	1020	976	431	618	363	463	1094	443.58214813016144	1026.6438210406427	314.337832673328	482.57797428810153	1093.328311266354	956.2111246800165	1025.1382222935963	503.51605762417176	895.0280441845379	294.642655235624	437.6562210060593	791.6246359881206	0.44798557302990916
ENSDARG00000005578	0.5901527264487421	0.9692516360940507	0.1703280549130844	1	50997156	51015627	1	protein_coding	ugp2a	UDP-glucose pyrophosphorylase 2a [Source:ZFIN;Acc:ZDB-GENE-090311-46]	855	919	1102	460	893	906	785	851	566	249	942	972	943.4396434111643	720.7682746648973	1065.8470510954076	613.2206303108472	795.0669234208909	849.3404695687206	824.5220332996649	994.1813573971466	819.7182411139943	202.1102511120396	890.436631074963	703.344740567142	0.44793558646339726
ENSDARG00000052578	0.503014312278635	0.9571817183872898	-0.2855092655595253	7	38635538	38638809	-1	protein_coding	c6ast4	six-cysteine containing astacin protease 4 [Source:ZFIN;Acc:ZDB-GENE-050626-100]	2034	2967	1299	977	4813	4134	3755	2009	4212	2040	2017	3713	2244.3932569570857	2327.007041273939	1256.3841373620094	1302.427295247169	4285.170327463324	3875.46744061489	3944.0512548283336	2347.0156839140627	6100.094048714035	1655.8430211588786	1906.5930837348199	2686.7479647384753	0.4393708183402248
ENSDARG00000090901	0.4628301722315201	0.9482465462865	0.4813655022092419	3	58197025	58205045	-1	protein_coding	si:ch211-256e16.11	si:ch211-256e16.11 [Source:ZFIN;Acc:ZDB-GENE-131127-41]	17	380	166	235	289	124	232	132	107	16	144	183	18.758449050280458	298.03258364816213	160.55409299622292	313.27575678923716	257.30609279802627	116.24527398070789	243.68039710257614	154.20909421436352	154.9644024720802	12.987004087520617	136.11770156559945	132.4198431314681	0.43739728882517487
ENSDARG00000058771	0.4283523684055932	0.940588735494373	0.2783956007295263	6	54888493	55022544	1	protein_coding	nav1b	neuron navigator 1b [Source:ZFIN;Acc:ZDB-GENE-120215-84]	489	533	556	250	493	543	368	414	290	98	495	626	539.5812697404202	418.0299133801853	537.7594922042165	333.27208169067785	438.9339230083978	509.0418046090676	386.52752643856905	483.65579549050375	419.9969786626472	79.54540003606378	467.90459913174806	452.97716830764494	0.4358467794442387
ENSDARG00000110040	0.241290585415872	0.8858524057477505	0.3680427178281571	20	1996202	2035120	1	protein_coding	CABZ01092781.1	NA	765	1056	904	524	906	1042	676	728	515	202	848	866	844.1302072626207	828.2168640327874	874.3427714975031	698.5382832236608	806.641245934297	976.8352861927227	710.0342605230236	850.4865196064897	745.8567034871149	163.9609266049478	801.5820203307522	626.6425363489145	0.4304018541329449
ENSDARG00000042829	0.46841362836325967	0.9486585232807095	0.286941691415487	20	35576739	35706379	-1	protein_coding	si:dkey-30j22.1	si:dkey-30j22.1 [Source:ZFIN;Acc:ZDB-GENE-041001-184]	347	276	266	144	259	275	271	237	150	44	264	272	382.893048261607	216.4657712812967	257.2734261264777	191.96471905383044	230.5961177670893	257.80201890882796	284.6439121327506	276.8754191576072	217.23981654964513	35.714261240681694	249.5491195369323	196.82075044677225	0.42909695374647633
ENSDARG00000045835	0.8343724695578032	0.9870340921111218	0.21291427904695112	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	653	897	649	651	0	1038	806	631	711	77	581	185	720.5451311666553	703.5137566642143	627.7084720153534	867.8405007225251	0	973.085438644958	846.579310623605	737.1662003732074	1029.7167304453178	62.49995717119297	549.1971153445367	133.867054531812	0.42780385548052463
ENSDARG00000088885	0.542280902850736	0.9628138917433751	0.43361921379575996	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	333	398	29	774	698	582	33	247	434	465	319	720	367.4449137496114	312.1499165578119	28.048606607773884	1031.8103649143386	621.4520857198005	545.6028181997741	34.66143579476299	288.557926295059	628.5472025503066	377.43480629356793	301.5385194404599	520.9961041238089	0.4271485092219643
ENSDARG00000098129	0.5723277506220283	0.9665053541237315	0.2737054170113356	16	50969248	50980728	1	protein_coding	si:dkeyp-97a10.2	si:dkeyp-97a10.2 [Source:ZFIN;Acc:ZDB-GENE-090429-4]	69	76	70	116	34	74	31	30	25	195	46	97	76.1372343805501	59.606516729632425	67.70353319117834	154.6382459044745	30.271305035061918	69.37217963364826	32.5607427162925	35.047521412355344	36.20663609160752	158.27911231665752	43.4820435556776	70.18975291667981	0.42198624101245347
ENSDARG00000043663	0.11533384781020269	0.7766776232171878	0.7073456514656846	10	26990095	26992003	1	protein_coding	faub	FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]	188	410	281	245	353	212	75	52	44	369	345	240	207.44637773251333	321.5614718309117	271.7813260960159	326.60664005686425	314.2873728640252	198.74192003153283	78.77599044264315	60.749037114749264	63.723679521229236	299.51278176844426	326.115326667582	173.66536804126963	0.42122240291195745
ENSDARG00000056909	0.4758412654768734	0.9502996108190519	0.4254327428375406	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	224	112	447	350	507	533	271	279	316	59	64	623	247.17015219193075	87.84118254893198	432.3354190922388	466.58091436694895	451.39857802283507	499.6671857396557	284.6439121327506	325.9419491349047	457.65188019791907	47.88957757273228	60.496756251377526	450.80635120712907	0.4197800322451883
ENSDARG00000099390	0.32349780242031445	0.9144452149722397	0.3870033749513677	20	1903481	1979652	1	protein_coding	lama2	laminin, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-060119-1]	304	350	313	183	328	436	237	276	190	46	318	328	335.44520654619174	274.5036954654125	302.73151269769744	243.95516379757618	292.0290603382444	408.73338270636	248.93212979875236	322.43719699366915	275.17043429621714	37.33763675162177	300.5932576240321	237.34266965640182	0.4174712267419847
ENSDARG00000033227	0.11601059068259911	0.7783669578062443	0.6595537418540435	14	36885524	36887063	1	protein_coding	lect2l	leukocyte cell-derived chemotaxin 2 like [Source:ZFIN;Acc:ZDB-GENE-070127-4]	395	340	606	355	125	241	131	219	143	454	272	141	435.8580808741636	266.6607327378293	586.1191587693439	473.24635600076255	111.2915626289041	225.92831475282742	137.5953966398167	255.84690631019402	207.10195844399502	368.5062409833975	257.1112140683545	102.0284037242459	0.40701055050406926
ENSDARG00000036767	0.15222510802504266	0.8287974541074165	0.7727215716022797	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]	485	850	518	383	650	764	586	51	380	90	229	745	535.1675170227072	666.6518318445732	501.0061456147197	510.5728291501184	578.7161256703014	716.2208816230711	615.5030719918518	59.58078640100408	550.3408685924343	73.05189799230347	216.46495596196021	539.0862466281078	0.40175949420085216
ENSDARG00000015025	0.629098350418027	0.9695377108480284	0.14872415553235974	23	597082	637347	-1	protein_coding	l1camb	L1 cell adhesion molecule, paralog b [Source:NCBI gene;Acc:30656]	541	554	630	296	483	559	471	475	329	152	561	716	596.9600550706899	434.50013510811004	609.3317987206051	394.5941447217626	430.03059799808545	524.0411948001267	494.71321997979896	554.9190890289597	476.47933096555494	123.37653883144586	530.2918790159812	518.101681323121	0.39596654389787234
ENSDARG00000003197	0.10721301945543493	0.7600944457892513	-1.9725832256476816	16	3185541	3189799	1	protein_coding	wdr21	WD repeat domain 21 [Source:ZFIN;Acc:ZDB-GENE-040109-2]	55	1	2	2	3	2	108	74	2	2	7	90	60.68909986855443	0.7842962727583214	1.9343866626050954	2.6661766535254228	2.6709975030936985	1.8749237738823852	113.43742623740614	86.45055281714319	2.8965308873286015	1.6233755109400771	6.616832714994417	65.12451301547611	0.39484075317012046
ENSDARG00000117625	0.5896221497027976	0.9692516360940507	0.593022562249681	3	58210305	58212028	-1	lincRNA	CABZ01038493.1	NA	0	227	89	136	209	98	128	93	52	0	88	108	0	178.03525391613894	86.08020648592675	181.30001243972873	186.07949271552766	91.87126492023688	134.44435702211098	108.64731637830157	75.30980307054364	0	83.1830398456441	78.14941561857133	0.3943684962723375
ENSDARG00000036985	0.33088403307346226	0.9150362655257385	-0.41114901352226285	25	5604512	5681121	1	protein_coding	plxnb2b	plexin b2b [Source:ZFIN;Acc:ZDB-GENE-080902-1]	220	121	267	57	112	162	276	262	122	80	254	209	242.75639947421772	94.89984900375688	258.2406194577802	75.98603462547455	99.71724011549809	151.8688256844732	289.8956448289268	306.0816870012367	176.68838412704469	64.93502043760309	240.09650137265456	151.23359133593897	0.39284316963239774
ENSDARG00000099558	0.6751870646424778	0.9739472279297153	0.21270181066190968	8	40532304	40555340	-1	protein_coding	NPC1L1	NPC1-like 1 [Source:NCBI gene;Acc:100616532]	240	1405	194	278	1317	943	763	256	590	382	421	1070	264.82516306278296	1101.9362632254415	187.63550627269424	370.5985548400337	1172.5679038581336	884.0265593855446	801.4144094364897	299.0721827187656	854.4766117619374	310.0647225895547	397.9552247160928	774.2580991839937	0.3886276716620112
ENSDARG00000043646	0.39443167117984956	0.9332054825749803	0.2838594614434322	8	9052123	9118958	-1	protein_coding	slc6a8	solute carrier family 6 member 8 [Source:ZFIN;Acc:ZDB-GENE-071024-2]	395	375	504	191	407	438	367	308	214	104	462	372	435.8580808741636	294.1111022843705	487.46543897648405	254.61987041167785	362.3653279197118	410.6083064802424	385.4771798993338	359.8212198335149	309.9288049441604	84.415526568884	436.7109591896315	269.1813204639679	0.3877040183303804
ENSDARG00000093054	0.6131454072428084	0.9692516360940507	-0.8846448749696152	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	73	83	79	0	0	0	118	65	2	0	145	97	80.55098709826315	65.09659063894067	76.40827317290127	0	0	0	123.94089162975855	75.93629639343658	2.8965308873286015	0	137.06296338202722	70.18975291667981	0.38663858706338217
ENSDARG00000099099	0.30571445158432264	0.9104978041212307	0.6266369195265992	4	76838989	76891899	1	lincRNA	CABZ01015815.1	NA	230	325	211	26	286	263	177	114	121	46	273	28	253.79078126850033	254.89628864645442	204.07779290483757	34.660296495830494	254.6350952949326	246.55247626553367	185.91133744463784	133.18058136695032	175.2401186833804	37.33763675162177	258.0564758847823	20.26095960481479	0.38538973202486815
ENSDARG00000093844	0.22842582410992351	0.8792766651133643	-0.39086899593354385	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	3154	5349	1854	1441	7422	5705	6419	3713	4847	4264	4039	7236	3480.2440179167393	4195.200762984261	1793.1764362349234	1920.980278865067	6608.04782265381	5348.220064999504	6742.1744353510185	4337.714900135847	7019.742605440866	3461.0365893242442	3817.9124765517786	5236.010846444279	0.384592337036396
ENSDARG00000007080	0.35356232922553765	0.9237587877444637	-0.2806695284682287	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	540	1236	456	315	890	878	712	997	776	454	818	1018	595.8566168912616	969.3901931292852	441.0401590739618	419.9228229302541	792.3959259177973	823.0915367343671	747.8467359354923	1164.7459616039425	1123.8539842834973	368.5062409833975	773.224165837919	736.630602775052	0.38282304529905364
ENSDARG00000101557	0.7877162802919596	0.9845530402379334	-0.15189138407880898	10	44699734	44748270	1	protein_coding	scarb1	scavenger receptor class B, member 1 [Source:ZFIN;Acc:ZDB-GENE-031126-1]	189	544	125	241	767	307	112	123	514	897	175	521	208.54981591194158	426.6571723805268	120.89916641281846	321.2742867498134	682.8850282909556	287.80079929094614	117.63881239434711	143.69483779065692	744.4084380434506	728.0839166566246	165.42081787486043	376.99856978958945	0.38240091472213306
ENSDARG00000043722	0.23890195567907854	0.8858524057477505	-0.4867190972501573	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	804	556	472	333	1186	1924	1558	691	1121	836	911	2097	887.1642962603229	436.06872765362664	456.5152523748025	443.9184128119829	1055.9343462230422	1803.6766704748547	1636.4399081285071	807.2612431979181	1623.5055623476812	678.5709635729522	861.133514765702	1517.4011532605932	0.3809617301427213
ENSDARG00000005485	0.5714013210847547	0.9664472066893561	0.16485062796534614	25	7982979	7988936	1	protein_coding	ucmab	upper zone of growth plate and cartilage matrix associated b [Source:NCBI gene;Acc:405870]	661	1812	1097	1229	1487	1018	672	709	718	2518	855	1286	729.3726366020813	1421.1448462380783	1061.0110844388948	1638.3655535913722	1323.9244290334432	954.3362009061341	705.8328743660826	828.2897560453313	1039.854588550968	2043.8297682735572	808.1988530457467	930.5569304211364	0.3783766065215455
ENSDARG00000103285	0.20782079498161254	0.8705544310269426	1.8474299782944752	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	87	191	6	1	1	144	2	0	1	121	4	3	95.99912161025883	149.80058809683936	5.803159987815286	1.3330883267627114	0.8903325010312328	134.99451171953174	2.100693078470484	0	1.4482654436643008	98.21421841187467	3.7810472657110954	2.1708171005158703	0.3768049960065224
ENSDARG00000098063	0.6871202669375949	0.9746839779965522	-0.23651744947180622	15	44618623	44637492	-1	protein_coding	alp3	alkaline phosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-120919-1]	61	178	70	31	64	53	257	65	37	39	46	34	67.30972894512401	139.6047365509812	67.70353319117834	41.32573812964405	56.9812800659989	49.68548000788321	269.9390605834572	75.93629639343658	53.585821415579126	31.655822463331504	43.4820435556776	24.60259380584653	0.3750752771576047
ENSDARG00000097973	0.9129249220193023	0.9931937438044443	0.13323656008833001	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	179	252	0	411	448	374	0	208	288	311	194	618	197.51543411765897	197.64266073509697	0	547.8993022994744	398.86896046199234	350.610745716006	0	242.99614845899706	417.1004477753186	252.43489195118198	183.38079238698813	447.1883227062693	0.3743151285086929
ENSDARG00000025311	0.6151539275898601	0.9692516360940507	0.26910941370752145	17	21833719	21859164	-1	protein_coding	cuzd1.2	CUB and zona pellucida-like domains 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-131119-30]	117	230	201	108	100	57	199	134	89	18	103	70	129.1022669931067	180.38814273441392	194.4058595918121	143.97353929037283	89.03325010312328	53.43532755564798	209.01896130781316	156.54559564185388	128.89562448612276	14.610379598460694	97.36196709206071	50.65239901203697	0.37286956099691526
ENSDARG00000097959	0.6755165318851228	0.9739472279297153	0.11767912901702669	17	2549503	2555215	1	protein_coding	si:dkey-248g15.3	si:dkey-248g15.3 [Source:ZFIN;Acc:ZDB-GENE-131127-95]	556	1059	492	879	700	556	438	470	422	1417	583	801	613.5116277621139	830.5697528510623	475.85911900085347	1171.7846392244232	623.232750721863	521.228809139303	460.051784185036	549.0778354602337	611.1680172263349	1150.1615495010446	551.0876389773922	579.6081658377374	0.37147928885356374
ENSDARG00000114910	0.37074703198976566	0.9268603821567755	0.39651457992932854	7	7653	7987	1	pseudogene	FO704772.2	NA	1487	1866	6604	2040	1115	2877	1181	1458	1967	3821	1923	1891	1640.8125728098262	1463.4968449670275	6387.344759922025	2719.500186595931	992.7207386498246	2697.077848729811	1240.459262836821	1703.3095406404698	2848.7381276876795	3101.458913651017	1817.7384729906091	1368.3383790251703	0.3688101570467961
