Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	% variance explained
ENSDARG00000104436	0.41661623493383887	0.937169817389875	-0.34848230079442527	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	310	2535	1862	2208	3571	2039	2940	1503	1129	2917	3589	4490	342.0658356227613	1988.1910514423446	1800.9139828853438	2943.4590254920668	3179.3773611825327	1911.4847874730917	3088.0188253516117	1755.8808227590027	1635.0916858969956	2367.6931827061026	3392.5446591592804	3248.9895937720858	0.7446268263457394
ENSDARG00000096655	0.8235801509315231	0.9863047050926672	0.13968583411609756	20	14657141	14661432	1	antisense	BX901920.1	NA	93	737	463	332	887	295	141	131	721	697	413	130	102.6197506868284	578.0263530228829	447.8105123930796	442.58532448522016	789.7249284147035	276.5512566476518	148.09886203216914	153.04084350061834	1044.199384881961	565.7463655626169	390.3931301846706	94.06874102235437	0.7408386485218325
ENSDARG00000114910	0.37074703198976566	0.9268603821567755	0.39651457992932854	7	7653	7987	1	pseudogene	FO704772.2	NA	1487	1866	6604	2040	1115	2877	1181	1458	1967	3821	1923	1891	1640.8125728098262	1463.4968449670275	6387.344759922025	2719.500186595931	992.7207386498246	2697.077848729811	1240.459262836821	1703.3095406404698	2848.7381276876795	3101.458913651017	1817.7384729906091	1368.3383790251703	0.6916039186619009
ENSDARG00000115988	0.399090396442063	0.9342370559320533	0.5111440757055221	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	50	64	337	76	30	146	31	50	101	161	86	55	55.17190897141312	50.19496145653257	325.94415264895855	101.31471283396606	26.709975030936985	136.86943549341413	32.5607427162925	58.41253568725891	146.27480981009438	130.68172863067622	81.29251621278856	39.79831350945762	0.6836107434722067
ENSDARG00000104773	0.7302748348292392	0.9801310474101005	0.6751332396329979	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	310	332	0	282	2	271	0	0	0	336	274	333	342.0658356227613	260.3863625557627	0	375.9309081470846	1.7806650020624657	254.05217136106322	0	0	0	272.727085837933	259.00173770121006	240.9606981572616	0.6808684377328579
ENSDARG00000023587	0.2713179922720696	0.8989265589376855	-0.6687663667078857	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	664	500	850	345	55	66	687	669	496	476	707	1003	732.6829511403662	392.1481363791607	822.1143316071656	459.9154727331354	48.968287556717804	61.87248453811871	721.5880724546113	781.5597274955242	718.3396600574932	386.36337160373836	668.3001042144361	725.7765172724727	0.6672775713319079
ENSDARG00000041433	0.06616415118383996	0.6656893767565081	0.7613888181319217	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	397	1738	678	1409	1202	522	830	437	291	308	657	1108	438.06495723302015	1363.1069220539625	655.7570786231273	1878.3214524086602	1070.1796662395418	489.35510498330257	871.7876275652509	510.52556190664285	421.4452441063115	249.99982868477187	621.0370133930475	801.7551157905281	0.6621480961127643
ENSDARG00000100311	0.5165341939245532	0.9594023909454243	1.1029632490773096	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	123	4	0	2	160	248	1	0	0	85	82	128	135.72289606967627	3.1371850910332855	0	2.6661766535254228	142.45320016499727	232.49054796141579	1.050346539235242	0	0	68.99345921495328	77.51146894707746	92.62152962201047	0.6412579614657635
ENSDARG00000115405	0.3157436529586279	0.9144452149722397	-0.7310505519705289	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	2	137	118	107	158	42	305	85	23	128	243	166	2.2068763588565248	107.44858936789002	114.12881309370063	142.6404509636101	140.6725351629348	39.37339925153009	320.35569446674884	99.30131066834015	33.31010520427892	103.89603270016494	229.69862139194905	120.11854622854482	0.6370574165068401
ENSDARG00000056498	0.0029374322001044662	0.14978523248314185	1.526151381055611	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	192	1351	626	365	131	499	73	226	82	237	287	139	211.86013045022636	1059.584264496492	605.4630253953949	486.57723926838963	116.6335576350915	467.79348158365514	76.67529736417266	264.0246613064103	118.75776638047266	192.36999804639913	271.2901413147711	100.58119232390199	0.6212782880931699
ENSDARG00000075016	0.2402191703212599	0.8858524057477505	0.8705550483509754	20	53439665	53470252	1	protein_coding	apobb.2	apolipoprotein Bb, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070705-554]	456	266	744	157	92	197	101	534	38	42	171	87	503.16780981928764	208.62280855371347	719.5918384890955	209.29486730174568	81.91059009487343	184.67999172741494	106.08500046275944	623.8458811399252	55.03408685924343	34.09088572974162	161.63977060914934	62.953695914960235	0.6012973954911097
ENSDARG00000088885	0.542280902850736	0.9628138917433751	0.43361921379575996	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	333	398	29	774	698	582	33	247	434	465	319	720	367.4449137496114	312.1499165578119	28.048606607773884	1031.8103649143386	621.4520857198005	545.6028181997741	34.66143579476299	288.557926295059	628.5472025503066	377.43480629356793	301.5385194404599	520.9961041238089	0.6006949295769844
ENSDARG00000096508	0.9473687295802178	0.9959409562638903	-0.055782236838290165	20	12203762	12208117	1	lincRNA	BX322618.1	NA	327	2013	34	31	693	595	132	417	568	496	193	1771	360.8242846730418	1578.7883970625007	32.88457326428662	41.32573812964405	617.0004232146443	557.7898227300096	138.64574317905195	487.1605476317393	822.6147720013229	402.5971267131391	182.43553057056036	1281.5056950045355	0.5917646965755979
ENSDARG00000099099	0.30571445158432264	0.9104978041212307	0.6266369195265992	4	76838989	76891899	1	lincRNA	CABZ01015815.1	NA	230	325	211	26	286	263	177	114	121	46	273	28	253.79078126850033	254.89628864645442	204.07779290483757	34.660296495830494	254.6350952949326	246.55247626553367	185.91133744463784	133.18058136695032	175.2401186833804	37.33763675162177	258.0564758847823	20.26095960481479	0.591070954474932
ENSDARG00000089475	0.5574908426299672	0.963350989884724	-0.39989794500597253	3	55120330	55121125	-1	protein_coding	hbae1.1	hemoglobin, alpha embryonic 1.1 [Source:ZFIN;Acc:ZDB-GENE-980526-80]	2	141	108	131	141	58	209	67	29	120	217	154	2.2068763588565248	110.58577445892331	104.45687978067515	174.6345708059152	125.53688264540384	54.37278944258917	219.52242670016557	78.27279782092694	41.999697866264725	97.40253065640462	205.12181416482693	111.43527782648134	0.579133436632234
ENSDARG00000096242	0.8980136947173012	0.9912499239125471	-0.08871827829945063	3	28822065	28828569	-1	protein_coding	si:ch211-76l23.4	si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]	145	209	32	34	207	68	33	35	170	351	44	58	159.99853601709805	163.91792100648917	30.950186601681526	45.32500310993218	184.2988277134652	63.7474083120011	34.66143579476299	40.888774981081234	246.20512542293113	284.90240216998353	41.59151992282205	41.96913060997349	0.5736341813028443
ENSDARG00000092044	0.23518115055675018	0.8839021714329399	0.45630613125341385	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	368	1073	805	158	845	1098	303	778	352	481	408	578	406.0652500296005	841.5499006696788	778.5906316985509	210.6279556285084	752.3309633713918	1029.3331518614295	318.25500138827834	908.8990552937486	509.7894361698339	390.42181038108856	385.66682110253174	418.244094699391	0.5705242162854441
ENSDARG00000077058	0.699092234676719	0.9764687933229645	0.24026519792498274	22	7742211	7754391	1	protein_coding	cela1.5	chymotrypsin like elastase family member 1, tandem duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-040801-186]	85	107	104	65	202	193	121	147	1	118	105	164	93.79224525140229	83.91970118514038	100.58810645546497	86.65074123957623	179.84716520830904	180.93014417965017	127.09193124746429	171.7328549205412	1.4482654436643008	95.77915514546456	99.25249072491626	118.67133482820091	0.5581380822844366
ENSDARG00000090352	0.010053271093246838	0.3034395074901712	0.9313190528138031	16	31623975	31628687	-1	processed_transcript	CR855311.1	uncharacterized LOC101883708 [Source:NCBI gene;Acc:101883708]	924	647	460	317	186	352	188	212	251	302	265	293	1019.5768777917144	507.4396884746339	444.90893239917193	422.58899958377947	165.6018451918093	329.9865842032998	197.4651493762255	247.66915131397778	363.5146263597395	245.12970215195165	250.49438135336007	212.01647015038333	0.54168301406567
ENSDARG00000097973	0.9129249220193023	0.9931937438044443	0.13323656008833001	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	179	252	0	411	448	374	0	208	288	311	194	618	197.51543411765897	197.64266073509697	0	547.8993022994744	398.86896046199234	350.610745716006	0	242.99614845899706	417.1004477753186	252.43489195118198	183.38079238698813	447.1883227062693	0.5387958423403274
ENSDARG00000012609	0.9867888795124157	0.9988757182040141	-0.01143568247834997	9	32840114	32847642	-1	protein_coding	hpxa	hemopexin a [Source:NCBI gene;Acc:327588]	65	168	38	9	130	76	33	52	143	11	43	128	71.72348166283705	131.761773823398	36.753346589496815	11.997794940864402	115.74322513406027	71.24710340753064	34.66143579476299	60.749037114749264	207.10195844399502	8.928565310170423	40.64625810639428	92.62152962201047	0.529919276858106
ENSDARG00000031776	0.7122876545365004	0.9768775969807534	0.17124948913477667	3	32099507	32100999	1	protein_coding	fthl27	ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]	1374	1835	478	474	1381	483	492	457	944	2122	464	708	1516.1240585344324	1439.1836605115197	462.3184123626178	631.8838668855252	1229.5491839241326	452.79409139259604	516.770497303739	533.8905761815464	1367.1625788191	1722.4014171074218	438.60148282248707	512.3128357217454	0.5259331743513307
ENSDARG00000104172	0.3230151142751955	0.9144452149722397	-0.3857586787995127	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	307	378	500	1023	706	604	844	444	775	1075	475	1317	338.7555210844765	296.4639911026455	483.59666565127384	1363.7493582782538	628.5747457280504	566.2269797124803	886.4924791145443	518.7033169028591	1122.405718839833	872.5643371302915	448.9993628031926	952.988707126467	0.5112016060774225
ENSDARG00000041960	0.6008691719550953	0.9692516360940507	0.226828878772084	17	52581012	52587598	-1	protein_coding	si:ch211-173a9.6	si:ch211-173a9.6 [Source:ZFIN;Acc:ZDB-GENE-030131-4623]	543	664	786	319	304	209	599	377	324	173	544	244	599.1669314295465	520.7727251115253	760.2139584038025	425.2551762373049	270.6610803134948	195.92953437070926	629.15757700191	440.4305190819322	469.23800374723345	140.42198169631666	514.222428136709	176.55979084195744	0.505230654379532
ENSDARG00000069878	0.45607630788010617	0.947546593165598	-0.4616030969842946	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	254	50	170	26	36	202	41	156	102	375	177	240	280.2732975747786	39.214813637916066	164.4228663214331	34.660296495830494	32.051970037124384	189.36730116212092	43.06420810864492	182.2471113442478	147.72307525375868	304.3829083012645	167.31134150771598	173.66536804126963	0.49757851376637785
ENSDARG00000089245	0.5368723998447396	0.9628138917433751	1.1323858105813345	17	6276559	6282608	1	protein_coding	dusp23b	dual specificity phosphatase 23b [Source:ZFIN;Acc:ZDB-GENE-040718-163]	97	1	90	2	1	2	0	75	0	3	0	2	107.03350340454145	0.7842962727583214	87.04739981722929	2.6661766535254228	0.8903325010312328	1.8749237738823852	0	87.61880353088836	0	2.4350632664101157	0	1.4472114003439136	0.48895734281295444
ENSDARG00000098223	0.6966860921439876	0.9759135660342734	0.5159528683511865	16	35821321	35824708	-1	processed_transcript	AL773558.1	NA	62	2	4	1	97	153	5	1	0	87	71	95	68.41316712455226	1.5685925455166427	3.868773325210191	1.3330883267627114	86.36225260002959	143.43166870200247	5.2517326961762105	1.168250713745178	0	70.61683472589336	67.11358896637195	68.74254151633589	0.4854322420574349
ENSDARG00000088330	0.21898909920748463	0.8730713206509354	-0.6024241787507206	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	31	247	160	147	196	84	326	165	42	192	378	212	34.20658356227613	193.72117937130537	154.75093300840763	195.96398403411857	174.50517020212163	78.74679850306018	342.4129717906889	192.7613677679544	60.827148633900634	155.8440490502474	357.30896660969853	153.40440843645484	0.48211679954834996
ENSDARG00000078069	0.5724866173771241	0.9665053541237315	0.4576988634189626	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	205	868	819	490	766	741	12	19	416	1122	809	556	226.2048267827938	680.769164754223	792.1313383367866	653.2132801137285	681.9946957899243	694.6592582234238	12.604158470822904	22.196763561158384	602.4784245643491	910.7136616373832	764.7168094900691	402.32476929560795	0.47363162547413556
ENSDARG00000035438	0.28306776916007736	0.9022273118739327	0.8350192700727912	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	681	1027	710	1188	1026	1127	19	574	756	1219	32	615	751.4414001906466	805.472272122796	686.7072652248089	1583.7089321941012	913.4811460580449	1056.5195465827242	19.9565842454696	670.5759096897323	1094.8886754102114	989.447373917977	30.248378125688763	445.0175056057534	0.47109629649759943
ENSDARG00000096979	9.92414433013178e-5	0.013666272899493665	2.721064720262121	17	43021662	43022468	-1	protein_coding	NPC2	zgc:193725 [Source:ZFIN;Acc:ZDB-GENE-080723-11]	2	25	7	89	23	23	5	3	1	9	4	9	2.2068763588565248	19.607406818958033	6.770353319117834	118.6448610818813	20.477647523718357	21.56162339964743	5.2517326961762105	3.5047521412355347	1.4482654436643008	7.305189799230347	3.7810472657110954	6.51245130154761	0.4682743581583815
ENSDARG00000005629	0.2474180516423209	0.8891190076905854	0.4912731283190042	20	572037	592746	1	protein_coding	smyd2b	SET and MYND domain containing 2b [Source:NCBI gene;Acc:568616]	531	358	699	179	1030	1107	218	423	575	346	530	446	585.9256732764073	280.778065647479	676.0681385804809	238.62281049052532	917.0424760621698	1037.7703088439002	228.97554555328276	494.1700519142104	832.7526301069729	280.8439633926333	500.98876270672014	322.7281422766927	0.4672091152726825
ENSDARG00000033227	0.11601059068259911	0.7783669578062443	0.6595537418540435	14	36885524	36887063	1	protein_coding	lect2l	leukocyte cell-derived chemotaxin 2 like [Source:ZFIN;Acc:ZDB-GENE-070127-4]	395	340	606	355	125	241	131	219	143	454	272	141	435.8580808741636	266.6607327378293	586.1191587693439	473.24635600076255	111.2915626289041	225.92831475282742	137.5953966398167	255.84690631019402	207.10195844399502	368.5062409833975	257.1112140683545	102.0284037242459	0.44457388766829303
ENSDARG00000023176	0.40902787825064335	0.9352445572019912	-0.281604024402521	11	34084532	34097437	-1	protein_coding	tdo2b	tryptophan 2,3-dioxygenase b [Source:NCBI gene;Acc:334082]	128	265	121	207	379	217	277	189	190	283	114	600	141.24008696681759	207.83851228095514	117.03039308760827	275.94928363988123	337.43601789083726	203.4292294662388	290.945991368162	220.79938489783868	275.17043429621714	229.7076347980209	107.75984707276622	434.1634201031741	0.44324780359306715
ENSDARG00000076819	0.9942171057548943	0.9993785870643954	-0.018063883521602424	15	41422248	41438821	-1	protein_coding	nlrc8	NLR family CARD domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-070912-363]	1	81	133	0	0	0	94	41	0	0	52	0	1.1034381794282624	63.52799809342403	128.63671306323886	0	0	0	98.73257468811275	47.898279263552304	0	0	49.15361445424424	0	0.4431259829652394
ENSDARG00000087625	0.5202154630812361	0.9602956205675376	0.2733549965321836	17	52589913	52595932	-1	protein_coding	si:ch211-173a9.6	si:ch211-173a9.6 [Source:ZFIN;Acc:ZDB-GENE-030131-4623]	400	528	552	222	231	171	444	285	202	131	403	165	441.37527177130494	414.1084320163937	533.8907188790064	295.9456085413219	205.6668077382148	160.30598266694395	466.35386342044745	332.9514534173758	292.54961962018876	106.33109596657505	380.9405120203929	119.39494052837287	0.440930317142699
ENSDARG00000094854	0.9409865460973047	0.9959409562638903	-0.029120718961301424	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	302	439	336	102	354	381	314	295	225	185	626	149	333.23833018733524	344.3060637409031	324.97695931765605	135.97500932979656	315.17770536505645	357.1729789245944	329.808813319866	344.6339605548276	325.85972482446766	150.16223476195714	591.7338970837865	107.81724932562156	0.43790950789736477
ENSDARG00000094809	0.9596897877786146	0.9971883205043852	0.019232483974054235	4	76575585	76588333	1	protein_coding	ms4a17a.11	membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]	555	858	701	206	760	682	622	553	424	305	1163	344	612.4081895826856	672.9262020266397	678.002525243086	274.6161953131185	676.6527007837369	639.3490068938934	653.3155474043206	646.0426447010835	614.0645481136635	247.56476541836176	1099.339492505501	248.92036085915313	0.43559198208256267
ENSDARG00000103285	0.20782079498161254	0.8705544310269426	1.8474299782944752	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	87	191	6	1	1	144	2	0	1	121	4	3	95.99912161025883	149.80058809683936	5.803159987815286	1.3330883267627114	0.8903325010312328	134.99451171953174	2.100693078470484	0	1.4482654436643008	98.21421841187467	3.7810472657110954	2.1708171005158703	0.4336312458490421
ENSDARG00000117485	0.01990509241507731	0.4162026378865505	1.032667101329873	1	40693323	40705186	1	lincRNA	FO681323.1	NA	160	316	121	441	224	232	92	195	72	72	200	110	176.55010870852198	247.83762219162955	117.03039308760827	587.8919521023557	199.43448023099617	217.4911577703567	96.63188160964226	227.80888918030973	104.27511194382966	58.44151839384278	189.05236328555478	79.59662701891524	0.43317487604150423
ENSDARG00000092788	0.7283236002749983	0.9800184447140099	0.32733642239950406	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	361	502	170	228	38	133	290	272	98	26	365	1	398.3411827736027	393.7167289246773	164.4228663214331	303.9441385018982	33.83263503918685	124.68243096317862	304.60049637822016	317.7641941386885	141.93001347910146	21.103881642221	345.02056299613747	0.7236057001719568	0.42181172729067296
ENSDARG00000089296	0.4054953310176248	0.934807497137146	0.42448124102012946	4	76926059	76964360	1	protein_coding	si:dkey-240n22.6	si:dkey-240n22.6 [Source:ZFIN;Acc:ZDB-GENE-070705-411]	128	196	164	26	151	130	122	72	71	32	197	40	141.24008696681759	153.722069460631	158.6197063336178	34.660296495830494	134.44020765571616	121.87004530235504	128.14227778669954	84.11405138965283	102.82684650016536	25.974008175041234	186.21657783627145	28.94422800687827	0.42084317903154894
ENSDARG00000094331	0.6007929309584552	0.9692516360940507	0.9059188678108334	2	11337040	11337983	-1	sense_intronic	BX901918.2	NA	48	0	2	3	64	136	0	0	0	39	47	74	52.96503261255659	0	1.9343866626050954	3.999264980288134	56.9812800659989	127.4948166240022	0	0	0	31.655822463331504	44.42730537210537	53.5468218127248	0.4187406582092007
ENSDARG00000086746	0.38866453742904067	0.9317111421387738	0.2709240928355776	21	5888641	5920826	1	protein_coding	prodha	proline dehydrogenase (oxidase) 1a [Source:ZFIN;Acc:ZDB-GENE-041008-73]	978	875	1159	455	600	665	657	836	514	321	759	646	1079.1625394808405	686.2592386635312	1120.9770709796528	606.5551886770337	534.1995006187398	623.4121548158931	690.077676277554	976.657596690969	744.4084380434506	260.55176950588236	717.4537186686804	467.44928231108406	0.41579139798848297
