Gene	pval	FDR	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000089225	1.08200685078e-08	3.40870801098e-05	2	11923615	11945936	1	protein_coding	ro60	Ro60, Y RNA binding protein [Source:ZFIN;Acc:ZDB-GENE-051113-300]
ENSDARG00000063332	1.76749512804e-08	5.02551622072e-05	18	7663802	8030073	-1	protein_coding	shank3a	SH3 and multiple ankyrin repeat domains 3a [Source:ZFIN;Acc:ZDB-GENE-060503-369]
ENSDARG00000069334	1.82310984087e-08	5.02551622072e-05	7	20109968	20142734	1	protein_coding	zgc:114045	zgc:114045 [Source:ZFIN;Acc:ZDB-GENE-050913-119]
ENSDARG00000058100	3.50313065223e-08	9.08856337745e-05	8	13630492	13641022	-1	protein_coding	b3gnt3.4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-030131-8875]
ENSDARG00000068457	4.021996447e-08	9.85500851639e-05	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000005916	5.00610821685e-08	0.000114836709994	8	8291492	8339372	1	protein_coding	srpk3	SRSF protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-101025-2]
ENSDARG00000055075	5.20742364785e-08	0.000114836709994	12	23812530	23935333	1	protein_coding	svila	supervillin a [Source:ZFIN;Acc:ZDB-GENE-990706-5]
ENSDARG00000043313	5.80660645122e-08	0.000121952560729	7	57886148	58130703	-1	protein_coding	ank2b	ankyrin 2b, neuronal [Source:ZFIN;Acc:ZDB-GENE-041010-165]
ENSDARG00000018898	6.43944422229e-08	0.000129096221556	5	25680842	25694362	1	protein_coding	zfand5a	zinc finger, AN1-type domain 5a [Source:ZFIN;Acc:ZDB-GENE-040426-1979]
ENSDARG00000052894	8.53826274128e-08	0.000163730468784	21	10773513	10816565	1	protein_coding	znf532	zinc finger protein 532 [Source:ZFIN;Acc:ZDB-GENE-060531-40]
ENSDARG00000069334	1.12444497713e-07	0.000206640190485	7	20109968	20142734	1	protein_coding	zgc:114045	zgc:114045 [Source:ZFIN;Acc:ZDB-GENE-050913-119]
ENSDARG00000009026	1.19114229813e-07	0.000210141324236	1	14073891	14158563	1	protein_coding	ank2a	ankyrin 2a, neuronal [Source:ZFIN;Acc:ZDB-GENE-111215-3]
ENSDARG00000037101	1.48390439159e-07	0.000251721550735	14	30398546	30412141	1	protein_coding	mtmr7a	myotubularin related protein 7a [Source:ZFIN;Acc:ZDB-GENE-060421-7754]
ENSDARG00000021163	1.62931103942e-07	0.000264826661635	19	17514631	17658253	-1	protein_coding	thrb	thyroid hormone receptor beta [Source:NCBI gene;Acc:30607]
ENSDARG00000068457	1.68124850375e-07	0.000264826661635	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000056722	1.80668759509e-07	0.000274772263384	7	25878553	25895472	-1	protein_coding	cd99l2	CD99 molecule-like 2 [Source:NCBI gene;Acc:323266]
ENSDARG00000052765	2.0420873359e-07	0.000300220873166	14	35748206	35813662	1	protein_coding	gria2b	glutamate receptor, ionotropic, AMPA 2b [Source:ZFIN;Acc:ZDB-GENE-020125-4]
ENSDARG00000068457	2.75055129451e-07	0.00039133246724	7	39444843	39460363	1	protein_coding	tnnt3b	troponin T type 3b (skeletal, fast) [Source:ZFIN;Acc:ZDB-GENE-030520-2]
ENSDARG00000076416	2.87796374843e-07	0.000396664347264	6	30430591	30456075	1	protein_coding	shroom2a	shroom family member 2a [Source:ZFIN;Acc:ZDB-GENE-050208-128]
ENSDARG00000057984	3.01198346153e-07	0.000399744758578	3	16513219	16537441	-1	protein_coding	eps8l1a	eps8 like 1a [Source:ZFIN;Acc:ZDB-GENE-050306-14]
ENSDARG00000014248	3.08158299323e-07	0.000399744758578	14	29782508	29800107	-1	protein_coding	pdlim3b	PDZ and LIM domain 3b [Source:ZFIN;Acc:ZDB-GENE-060130-104]
ENSDARG00000006399	3.50488169043e-07	0.000441665162733	15	24746444	24754895	1	protein_coding	ywhae1	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-779]
ENSDARG00000000567	3.94321843733e-07	0.000472296835619	3	38762891	38783951	-1	protein_coding	znf281a	zinc finger protein 281a [Source:ZFIN;Acc:ZDB-GENE-131126-34]
ENSDARG00000014248	3.96213193921e-07	0.000472296835619	14	29782508	29800107	-1	protein_coding	pdlim3b	PDZ and LIM domain 3b [Source:ZFIN;Acc:ZDB-GENE-060130-104]
ENSDARG00000063292	5.11829014171e-07	0.000594058386053	8	7311478	7352278	1	protein_coding	ssuh2rs1	ssu-2 homolog, related sequence 1 [Source:NCBI gene;Acc:767720]
ENSDARG00000063197	5.35561606285e-07	0.000605665247313	5	1432074	1487262	-1	protein_coding	golga2	golgin A2 [Source:NCBI gene;Acc:565431]
ENSDARG00000041304	6.01397389e-07	0.000663115796046	16	5786770	5873866	-1	protein_coding	trak1a	trafficking protein, kinesin binding 1a [Source:ZFIN;Acc:ZDB-GENE-100922-182]
ENSDARG00000021177	6.64582179399e-07	0.000714912122497	22	866681	881725	-1	protein_coding	cept1b	choline/ethanolamine phosphotransferase 1b [Source:ZFIN;Acc:ZDB-GENE-071004-33]
ENSDARG00000063197	6.85974340886e-07	0.000720354721542	5	1432074	1487262	-1	protein_coding	golga2	golgin A2 [Source:NCBI gene;Acc:565431]
ENSDARG00000079895	7.27934592715e-07	0.00072858262637	10	26871486	26925511	1	protein_coding	ehbp1l1b	EH domain binding protein 1-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-238]
ENSDARG00000068993	7.4676100692e-07	0.00072858262637	8	22355909	22369796	1	protein_coding	zgc:153631	zgc:153631 [Source:ZFIN;Acc:ZDB-GENE-060825-208]
ENSDARG00000078087	7.55316648893e-07	0.00072858262637	13	40462366	40499296	-1	protein_coding	CNNM1	cyclin and CBS domain divalent metal cation transport mediator 1 [Source:NCBI gene;Acc:562504]
ENSDARG00000010681	7.59886652602e-07	0.00072858262637	13	3979341	4134141	-1	protein_coding	tjap1	tight junction associated protein 1 (peripheral) [Source:ZFIN;Acc:ZDB-GENE-081107-47]
ENSDARG00000063197	8.64436501602e-07	0.000811190891557	5	1432074	1487262	-1	protein_coding	golga2	golgin A2 [Source:NCBI gene;Acc:565431]
ENSDARG00000037905	9.55434035776e-07	0.000877904544748	3	33773156	33901483	-1	protein_coding	cacna1aa	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit, a [Source:ZFIN;Acc:ZDB-GENE-040724-26]
ENSDARG00000012019	1.18940875615e-06	0.00107058924878	14	25816874	25911567	1	protein_coding	glra1	glycine receptor, alpha 1 [Source:NCBI gene;Acc:30676]
ENSDARG00000068965	1.28190194604e-06	0.0011307657066	15	29662401	29713359	1	protein_coding	nrip1a	nuclear receptor interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-040723-8]
ENSDARG00000057303	1.44921737111e-06	0.00125328886574	1	38142354	38170906	1	protein_coding	galnt7	UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7 [Source:ZFIN;Acc:ZDB-GENE-050522-284]
ENSDARG00000009748	1.52638831374e-06	0.00129464147264	8	22277198	22283112	1	protein_coding	dffb	DNA fragmentation factor, beta polypeptide (caspase-activated DNase) [Source:ZFIN;Acc:ZDB-GENE-030826-4]
ENSDARG00000104221	2.11706078235e-06	0.0017617540718	5	53824959	53865456	1	protein_coding	sat2b	spermidine/spermine N1-acetyltransferase family member 2b [Source:ZFIN;Acc:ZDB-GENE-040718-292]
ENSDARG00000063040	2.19168853899e-06	0.00179008190763	18	14956165	15104858	-1	protein_coding	btbd11b	BTB (POZ) domain containing 11b [Source:NCBI gene;Acc:100034519]
ENSDARG00000093199	2.28994655982e-06	0.00183632896402	15	20991821	21014270	-1	protein_coding	si:ch211-212c13.10	si:ch211-212c13.10 [Source:ZFIN;Acc:ZDB-GENE-131118-12]
ENSDARG00000093199	2.53286824958e-06	0.0019948598955	15	20991821	21014270	-1	protein_coding	si:ch211-212c13.10	si:ch211-212c13.10 [Source:ZFIN;Acc:ZDB-GENE-131118-12]
ENSDARG00000071065	3.05946446899e-06	0.00234062192659	23	13842982	13877898	-1	protein_coding	g6pd	glucose-6-phosphate dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070508-4]
ENSDARG00000036541	3.07801999189e-06	0.00234062192659	3	54896331	54993027	-1	protein_coding	rhbdf1a	rhomboid 5 homolog 1a (Drosophila) [Source:NCBI gene;Acc:798402]
ENSDARG00000054619	3.28234794167e-06	0.00243497016924	5	38837429	39086768	1	protein_coding	fras1	Fraser extracellular matrix complex subunit 1 [Source:ZFIN;Acc:ZDB-GENE-060526-68]
ENSDARG00000028507	3.31250901608e-06	0.00243497016924	8	13106760	13159587	1	protein_coding	itgb4	integrin, beta 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7209]
ENSDARG00000099799	3.79579586474e-06	0.00274448486253	9	458751	470097	-1	protein_coding	si:dkey-11f4.16	si:dkey-11f4.16 [Source:ZFIN;Acc:ZDB-GENE-070912-357]
ENSDARG00000086851	3.91871427663e-06	0.0027783899678	11	40148181	40168378	1	protein_coding	si:dkey-264d12.5	si:dkey-264d12.5 [Source:ZFIN;Acc:ZDB-GENE-141215-20]
ENSDARG00000042467	3.9708152294e-06	0.0027783899678	9	3548529	3609216	1	protein_coding	tlk1a	tousled-like kinase 1a [Source:ZFIN;Acc:ZDB-GENE-071008-2]
ENSDARG00000104840	4.06710294187e-06	0.0027783899678	7	17782436	17803641	1	protein_coding	si:dkey-28a3.2	si:dkey-28a3.2 [Source:ZFIN;Acc:ZDB-GENE-141216-60]
ENSDARG00000031658	4.09466835749e-06	0.0027783899678	2	29795833	29896572	1	protein_coding	si:ch211-207d6.2	si:ch211-207d6.2 [Source:ZFIN;Acc:ZDB-GENE-070912-185]
ENSDARG00000053535	4.22839311898e-06	0.00282565573504	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]
ENSDARG00000102070	4.36683692906e-06	0.00287461705606	8	40426766	40442992	-1	protein_coding	tbc1d10aa	TBC1 domain family, member 10Aa [Source:ZFIN;Acc:ZDB-GENE-030131-4497]
ENSDARG00000070939	4.7243657415e-06	0.00306423751513	11	2252983	2297832	-1	protein_coding	znf740a	zinc finger protein 740a [Source:ZFIN;Acc:ZDB-GENE-030131-5064]
ENSDARG00000051768	5.15796645084e-06	0.003296987106	7	34549198	34618314	1	protein_coding	fhod1	formin homology 2 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-110623-4]
ENSDARG00000006526	6.00055670186e-06	0.00378077933336	1	5504128	5543065	-1	protein_coding	fn1b	fibronectin 1b [Source:ZFIN;Acc:ZDB-GENE-030131-6545]
ENSDARG00000089314	6.97652082016e-06	0.00433379508131	12	4733892	4781821	-1	protein_coding	mapta	microtubule-associated protein tau a [Source:ZFIN;Acc:ZDB-GENE-081027-1]
ENSDARG00000057468	7.44798164198e-06	0.00445194483839	4	2060524	2196928	-1	protein_coding	kcnc2	potassium voltage-gated channel, Shaw-related subfamily, member 2 [Source:ZFIN;Acc:ZDB-GENE-070410-118]
ENSDARG00000113941	7.44944878039e-06	0.00445194483839	KN147637.2	117568	131208	-1	protein_coding	CU182823.3	
ENSDARG00000002339	7.4695367428e-06	0.00445194483839	3	15489725	15496610	-1	protein_coding	sgf29	SAGA complex associated factor 29 [Source:ZFIN;Acc:ZDB-GENE-041010-62]
ENSDARG00000059473	7.73574818957e-06	0.00454913565201	6	32410848	32507298	1	protein_coding	kank4	KN motif and ankyrin repeat domains 4 [Source:ZFIN;Acc:ZDB-GENE-120423-1]
ENSDARG00000038288	8.38106698597e-06	0.00486377578179	25	3809733	3830272	-1	protein_coding	cd151	CD151 molecule [Source:ZFIN;Acc:ZDB-GENE-041010-137]
ENSDARG00000109276	9.9075689074e-06	0.00565239826029	12	45339637	45349849	-1	protein_coding	CABZ01068367.1	uncharacterized LOC100332446 [Source:NCBI gene;Acc:100332446]
ENSDARG00000069954	9.99630573184e-06	0.00565239826029	13	27378857	27621246	-1	protein_coding	kcnq5a	potassium voltage-gated channel, KQT-like subfamily, member 5a [Source:ZFIN;Acc:ZDB-GENE-090312-185]
ENSDARG00000020284	1.089249393e-05	0.00608118284535	20	19373428	19422496	-1	protein_coding	si:ch211-278j3.3	si:ch211-278j3.3 [Source:ZFIN;Acc:ZDB-GENE-041014-147]
ENSDARG00000011801	1.10304733665e-05	0.00608123784787	9	21072359	21098413	-1	protein_coding	wars2	tryptophanyl tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-050306-26]
ENSDARG00000074843	1.12058678459e-05	0.00610166421412	24	25092316	25166720	-1	protein_coding	phldb2b	pleckstrin homology-like domain, family B, member 2b [Source:ZFIN;Acc:ZDB-GENE-030131-3235]
ENSDARG00000053535	1.19084514588e-05	0.00640514940964	1	34365845	34450784	-1	protein_coding	lmo7b	LIM domain 7b [Source:ZFIN;Acc:ZDB-GENE-060825-242]
ENSDARG00000011801	1.28707131264e-05	0.00683931087277	9	21072359	21098413	-1	protein_coding	wars2	tryptophanyl tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-050306-26]
ENSDARG00000030215	1.41196533153e-05	0.00741365844609	19	43314700	43338280	1	protein_coding	matn1	matrilin 1 [Source:ZFIN;Acc:ZDB-GENE-050307-3]
ENSDARG00000054849	1.46684952901e-05	0.00756992501795	3	29949984	29968055	-1	protein_coding	bcat2	branched chain amino-acid transaminase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-040718-425]
ENSDARG00000004227	1.47605385227e-05	0.00756992501795	4	2752852	2868112	-1	protein_coding	pde3a	phosphodiesterase 3A, cGMP-inhibited [Source:ZFIN;Acc:ZDB-GENE-041210-23]
ENSDARG00000105088	1.62503690064e-05	0.00823818994284	15	10000553	10455569	-1	protein_coding	tenm4	teneurin transmembrane protein 4 [Source:NCBI gene;Acc:30156]
ENSDARG00000021979	1.66374354807e-05	0.00833856922587	18	10884996	10921940	1	protein_coding	mical3a	
ENSDARG00000058248	1.71386202599e-05	0.00842431173491	16	10346277	10369298	1	protein_coding	si:dkeyp-77h1.4	si:dkeyp-77h1.4 [Source:ZFIN;Acc:ZDB-GENE-050208-18]
ENSDARG00000010710	1.71905238894e-05	0.00842431173491	8	39607466	39647216	1	protein_coding	msi1	musashi RNA-binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050320-86]
ENSDARG00000070801	1.79128582636e-05	0.00868183091996	6	36717985	36795219	-1	protein_coding	opa1	OPA1 mitochondrial dynamin like GTPase [Source:NCBI gene;Acc:492332]
ENSDARG00000071065	1.94859088073e-05	0.00924113987039	23	13842982	13877898	-1	protein_coding	g6pd	glucose-6-phosphate dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070508-4]
ENSDARG00000071065	1.94859088073e-05	0.00924113987039	23	13842982	13877898	-1	protein_coding	g6pd	glucose-6-phosphate dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-070508-4]
ENSDARG00000054978	2.14709880018e-05	0.00998896263638	18	45526483	45594749	1	protein_coding	kifc3	kinesin family member C3 [Source:ZFIN;Acc:ZDB-GENE-030131-3724]
ENSDARG00000098224	2.15157340541e-05	0.00998896263638	3	14388010	14452325	1	protein_coding	tlcd4b	TLC domain containing 4b [Source:NCBI gene;Acc:449652]
ENSDARG00000077301	2.2095190509e-05	0.0101511289312	15	1148074	1162658	1	protein_coding	mlf1	myeloid leukemia factor 1 [Source:ZFIN;Acc:ZDB-GENE-080917-7]
ENSDARG00000063385	2.27618762e-05	0.0103496139155	1	260039	296057	1	protein_coding	cenpe	centromere protein E [Source:ZFIN;Acc:ZDB-GENE-060929-860]
ENSDARG00000038473	2.68874914404e-05	0.012100742959	13	11746412	11763191	-1	protein_coding	ube2d3	ubiquitin-conjugating enzyme E2D 3 [Source:ZFIN;Acc:ZDB-GENE-030131-551]
ENSDARG00000008184	2.73209733404e-05	0.0121716316079	20	51758426	51831816	-1	protein_coding	mia3	MIA SH3 domain ER export factor 3 [Source:ZFIN;Acc:ZDB-GENE-041014-270]
ENSDARG00000099798	2.92705714821e-05	0.0128375420481	25	1631828	1687481	-1	protein_coding	mon2	MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:ZFIN;Acc:ZDB-GENE-030131-2712]
ENSDARG00000009733	2.93978403096e-05	0.0128375420481	11	2855430	2974067	1	protein_coding	kif21b	kinesin family member 21B [Source:ZFIN;Acc:ZDB-GENE-130530-537]
ENSDARG00000098317	3.02466464919e-05	0.0129812655357	19	18989911	19026028	-1	protein_coding	dync1li1	dynein, cytoplasmic 1, light intermediate chain 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4108]
ENSDARG00000013500	3.04501857855e-05	0.0129812655357	5	25088622	25236340	-1	protein_coding	abca2	ATP-binding cassette, sub-family A (ABC1), member 2 [Source:ZFIN;Acc:ZDB-GENE-050517-1]
ENSDARG00000086336	3.13632119283e-05	0.0129812655357	6	40707162	40713204	-1	protein_coding	si:ch211-157b11.12	si:ch211-157b11.12 [Source:ZFIN;Acc:ZDB-GENE-041111-80]
ENSDARG00000015947	3.16473315953e-05	0.0129812655357	6	52790049	52846194	1	protein_coding	matn4	matrilin 4 [Source:ZFIN;Acc:ZDB-GENE-050208-64]
ENSDARG00000035468	3.16782505702e-05	0.0129812655357	5	31779911	31806613	1	protein_coding	slc25a25b	solute carrier family 25 member 25b [Source:NCBI gene;Acc:569227]
ENSDARG00000063197	3.17132154827e-05	0.0129812655357	5	1432074	1487262	-1	protein_coding	golga2	golgin A2 [Source:NCBI gene;Acc:565431]
ENSDARG00000029472	3.17872503764e-05	0.0129812655357	20	43120132	43353097	-1	protein_coding	afdna	afadin, adherens junction formation factor a [Source:ZFIN;Acc:ZDB-GENE-050419-52]
ENSDARG00000018820	3.40787930754e-05	0.0137894052164	4	10066840	10130349	1	protein_coding	flncb	filamin C, gamma b (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-041008-175]
ENSDARG00000069672	3.57880797511e-05	0.0141728303696	9	24116275	24120855	-1	protein_coding	tyw5	tRNA-yW synthesizing protein 5 [Source:NCBI gene;Acc:557725]
ENSDARG00000088750	3.58421019943e-05	0.0141728303696	18	6155258	6265533	1	protein_coding	otogl	otogelin-like [Source:ZFIN;Acc:ZDB-GENE-050419-93]
ENSDARG00000042670	3.59904092823e-05	0.0141728303696	22	15912253	15957079	-1	protein_coding	eps15l1a	epidermal growth factor receptor pathway substrate 15-like 1a [Source:ZFIN;Acc:ZDB-GENE-060503-274]
ENSDARG00000101145	3.64530287114e-05	0.0142279719586	16	26081481	26132122	-1	protein_coding	lipeb	lipase, hormone-sensitive b [Source:ZFIN;Acc:ZDB-GENE-100921-71]
ENSDARG00000007370	3.71269734428e-05	0.0143639049447	7	25558275	25697285	-1	protein_coding	dysf	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) [Source:ZFIN;Acc:ZDB-GENE-070501-1]
ENSDARG00000015947	3.80676538785e-05	0.0145997728201	6	52790049	52846194	1	protein_coding	matn4	matrilin 4 [Source:ZFIN;Acc:ZDB-GENE-050208-64]
ENSDARG00000062430	3.9749888575e-05	0.015055636495	6	12379666	12459449	-1	protein_coding	gpd2	glycerol-3-phosphate dehydrogenase 2 (mitochondrial) [Source:ZFIN;Acc:ZDB-GENE-030131-4869]
ENSDARG00000036189	3.99389971639e-05	0.015055636495	14	36393854	36397876	-1	protein_coding	spata4	spermatogenesis associated 4 [Source:ZFIN;Acc:ZDB-GENE-050417-153]
ENSDARG00000056019	4.06931876789e-05	0.0152099410388	11	30663300	30728241	1	protein_coding	ttbk1a	tau tubulin kinase 1a [Source:ZFIN;Acc:ZDB-GENE-100609-4]
ENSDARG00000078850	4.21868091356e-05	0.0154453820675	23	24202559	24226533	-1	protein_coding	plekhm2	pleckstrin homology domain containing, family M (with RUN domain) member 2 [Source:ZFIN;Acc:ZDB-GENE-081022-169]
ENSDARG00000103109	4.22015386699e-05	0.0154453820675	6	44812444	44977428	1	protein_coding	chl1b	cell adhesion molecule L1-like b [Source:ZFIN;Acc:ZDB-GENE-091105-1]
ENSDARG00000006396	4.28350898859e-05	0.0154453820675	4	13696537	13728375	1	protein_coding	nrcama	neuronal cell adhesion molecule a [Source:ZFIN;Acc:ZDB-GENE-041210-235]
ENSDARG00000094965	4.28627841087e-05	0.0154453820675	6	8172227	8180042	1	protein_coding	nfil3-5	nuclear factor, interleukin 3 regulated, member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-7677]
ENSDARG00000034700	4.30740731052e-05	0.0154453820675	4	5568688	5597802	-1	protein_coding	vegfab	vascular endothelial growth factor Ab [Source:ZFIN;Acc:ZDB-GENE-030131-4605]
ENSDARG00000006396	4.39350625147e-05	0.0156270639694	4	13696537	13728375	1	protein_coding	nrcama	neuronal cell adhesion molecule a [Source:ZFIN;Acc:ZDB-GENE-041210-235]
ENSDARG00000073870	4.43438481093e-05	0.0156462833669	14	33219370	33265068	-1	protein_coding	gdpd2	glycerophosphodiester phosphodiesterase domain containing 2 [Source:ZFIN;Acc:ZDB-GENE-081107-62]
ENSDARG00000097652	4.59432547077e-05	0.0159353844504	25	37193052	37205061	-1	protein_coding	si:dkey-234i14.2	si:dkey-234i14.2 [Source:ZFIN;Acc:ZDB-GENE-131127-595]
ENSDARG00000117719	4.59797881734e-05	0.0159353844504	12	49033723	49038796	1	lincRNA	CABZ01075114.1	
ENSDARG00000051816	4.6247119593e-05	0.0159353844504	25	28279577	28336106	1	protein_coding	aass	aminoadipate-semialdehyde synthase [Source:ZFIN;Acc:ZDB-GENE-061220-8]
ENSDARG00000060102	4.79375101698e-05	0.0163897975662	5	44846280	44942760	1	protein_coding	kank1a	KN motif and ankyrin repeat domains 1a [Source:ZFIN;Acc:ZDB-GENE-060526-215]
ENSDARG00000075487	4.96824097305e-05	0.016855712932	2	20555394	20599315	-1	protein_coding	si:ch211-267e7.3	si:ch211-267e7.3 [Source:ZFIN;Acc:ZDB-GENE-070912-265]
ENSDARG00000073720	5.26363915238e-05	0.0177215881539	8	31923858	31938364	-1	protein_coding	RNF180	si:dkey-250l23.4 [Source:ZFIN;Acc:ZDB-GENE-081104-393]
ENSDARG00000061419	5.32395523898e-05	0.0177888671072	10	20270831	20339138	-1	protein_coding	zmat4b	zinc finger, matrin-type 4b [Source:ZFIN;Acc:ZDB-GENE-091118-68]
ENSDARG00000098257	5.7788511414e-05	0.0189100998629	13	41125358	41546779	-1	protein_coding	pcdh15a	protocadherin-related 15a [Source:ZFIN;Acc:ZDB-GENE-030616-3]
ENSDARG00000021455	5.80251768449e-05	0.0189100998629	10	9834896	10018794	-1	protein_coding	strbp	spermatid perinuclear RNA binding protein [Source:ZFIN;Acc:ZDB-GENE-030729-18]
ENSDARG00000088736	5.85188774532e-05	0.0189100998629	12	36413886	36427482	1	protein_coding	si:ch211-250n8.1	si:ch211-250n8.1 [Source:ZFIN;Acc:ZDB-GENE-130603-2]
ENSDARG00000036189	5.89543209336e-05	0.0189100998629	14	36393854	36397876	-1	protein_coding	spata4	spermatogenesis associated 4 [Source:ZFIN;Acc:ZDB-GENE-050417-153]
ENSDARG00000079013	5.90546024642e-05	0.0189100998629	7	47287307	47417260	1	protein_coding	dpy19l3	dpy-19 like C-mannosyltransferase 3 [Source:ZFIN;Acc:ZDB-GENE-100319-1]
ENSDARG00000101592	5.9167753794e-05	0.0189100998629	KN150214.1	31556	144310	-1	protein_coding	col22a1	collagen, type XXII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-090827-2]
ENSDARG00000062220	5.96401716759e-05	0.0189239551926	7	27059330	27231592	1	protein_coding	plekha7b	pleckstrin homology domain containing, family A member 7b [Source:ZFIN;Acc:ZDB-GENE-091014-2]
ENSDARG00000060102	6.01424421969e-05	0.0189470172364	5	44846280	44942760	1	protein_coding	kank1a	KN motif and ankyrin repeat domains 1a [Source:ZFIN;Acc:ZDB-GENE-060526-215]
ENSDARG00000039392	6.1490800101e-05	0.0192344094926	4	8045564	8155571	-1	protein_coding	wnk1b	WNK lysine deficient protein kinase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-2656]
ENSDARG00000061603	6.19319138784e-05	0.0192359652226	14	29807097	29906209	-1	protein_coding	sorbs2b	sorbin and SH3 domain containing 2b [Source:ZFIN;Acc:ZDB-GENE-070308-3]
ENSDARG00000058100	6.40469387143e-05	0.0197537778461	8	13630492	13641022	-1	protein_coding	b3gnt3.4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-030131-8875]
ENSDARG00000003046	6.61737154106e-05	0.0202679980429	1	17747656	17803614	-1	protein_coding	sorbs2a	sorbin and SH3 domain containing 2a [Source:ZFIN;Acc:ZDB-GENE-070308-2]
