ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1896	"ENSDARG00000078992"	"wnk1a"	chr25	-	21142512	21142987	21142512	21142733	21142823	21142987
1897	"ENSDARG00000037353"	"frs2b"	chr25	-	34733568	34733953	34733568	34733597	34733766	34733953
1898	"ENSDARG00000018559"	"kdm7ab"	chr25	+	17305001	17305296	17305001	17305159	17305237	17305296
1899	"ENSDARG00000030621"	"th"	chr25	-	24072955	24073335	24072955	24073159	24073263	24073335
1900	"ENSDARG00000006600"	"lsm14aa"	chr25	+	35903245	35903580	35903245	35903280	35903357	35903580
1901	"ENSDARG00000102889"	"sept15"	chr25	-	12864618	12865088	12864618	12864630	12864991	12865088
1902	"ENSDARG00000101332"	"uba2"	chr25	-	12816333	12816746	12816333	12816430	12816532	12816746
1903	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819241	12819031	12819045	12819141	12819241
1904	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819241	12819031	12819048	12819141	12819241
1905	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819456	12819031	12819241	12819304	12819456
1906	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819456	12819031	12819241	12819334	12819456
1907	"ENSDARG00000101332"	"uba2"	chr25	-	12822628	12822869	12822628	12822729	12822809	12822869
1908	"ENSDARG00000101332"	"uba2"	chr25	-	12822809	12823036	12822809	12822874	12822974	12823036
1909	"ENSDARG00000025189"	"cpne8"	chr25	+	35840628	35840974	35840628	35840682	35840800	35840974
1910	"ENSDARG00000025189"	"cpne8"	chr25	+	35840628	35840974	35840628	35840682	35840811	35840974
1911	"ENSDARG00000025189"	"cpne8"	chr25	+	35840800	35841116	35840800	35840974	35841054	35841116
1912	"ENSDARG00000025189"	"cpne8"	chr25	+	35845059	35845386	35845059	35845106	35845204	35845386
1913	"ENSDARG00000051749"	"tigara"	chr25	-	16967128	16967407	16967128	16967239	16967310	16967407
1914	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16986613	16987020	16986613	16986734	16986905	16987020
1915	"ENSDARG00000045808"	"rlbp1b"	chr25	+	19105803	19106126	19105803	19105972	19106107	19106126
1916	"ENSDARG00000100206"	"klhdc4"	chr25	-	12719782	12720249	12719782	12719991	12720139	12720249
1917	"ENSDARG00000100206"	"klhdc4"	chr25	-	12729719	12729966	12729719	12729798	12729877	12729966
1918	"ENSDARG00000051936"	"ergic2"	chr25	+	20718435	20718928	20718435	20718479	20718826	20718928
1919	"ENSDARG00000051936"	"ergic2"	chr25	+	20722685	20723048	20722685	20722748	20722949	20723048
1920	"ENSDARG00000074626"	"pidd1"	chr25	-	4514143	4514367	4514143	4514251	4514317	4514367
1921	"ENSDARG00000074626"	"pidd1"	chr25	-	4514317	4514710	4514317	4514367	4514594	4514710
1922	"ENSDARG00000074626"	"pidd1"	chr25	-	4514317	4514710	4514317	4514504	4514594	4514710
1923	"ENSDARG00000074626"	"pidd1"	chr25	-	4514594	4514927	4514594	4514710	4514787	4514927
1924	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237865	30238113	30237865	30237903	30238020	30238113
1925	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237865	30238113	30237865	30237950	30238020	30238113
1926	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30238113	30237874	30237954	30238037	30238113
1927	"ENSDARG00000020718"	"slc25a22a"	chr25	-	4479428	4479696	4479428	4479484	4479571	4479696
1928	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429803	14430049	14429803	14429908	14429985	14430049
1929	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429985	14430322	14429985	14430111	14430209	14430322
1930	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14431678	14432058	14431678	14431898	14431984	14432058
1931	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14431822	14432160	14431822	14431894	14431984	14432160
1932	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14433255	14433503	14433255	14433303	14433378	14433503
1933	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220326	30220517	30220326	30220391	30220473	30220517
1934	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220473	30220944	30220473	30220518	30220914	30220944
1935	"ENSDARG00000015709"	"hsd17b12a"	chr25	+	30220510	30220949	30220510	30220517	30220914	30220949
1936	"ENSDARG00000020735"	"efcab6"	chr25	-	18999971	19000460	18999971	19000076	19000146	19000460
1937	"ENSDARG00000020735"	"efcab6"	chr25	-	19000146	19000460	19000146	19000304	19000397	19000460
1938	"ENSDARG00000075177"	"ribc2"	chr25	-	16754953	16755340	16754953	16755044	16755125	16755340
1939	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16773194	16773512	16773194	16773325	16773417	16773512
1940	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16773194	16773675	16773194	16773325	16773605	16773675
1941	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16773417	16773675	16773417	16773513	16773605	16773675
1942	"ENSDARG00000051746"	"ada2a"	chr25	+	16698908	16699393	16698908	16699066	16699346	16699393
1943	"ENSDARG00000067796"	"clpxb"	chr25	-	35577921	35578163	35577921	35578028	35578102	35578163
1944	"ENSDARG00000023583"	"coq9"	chr25	-	14383817	14384105	14383817	14383871	14383950	14384105
1945	"ENSDARG00000023583"	"coq9"	chr25	-	14383817	14384105	14383817	14383871	14383980	14384105
1946	"ENSDARG00000023583"	"coq9"	chr25	-	14383817	14384105	14383817	14383871	14384011	14384105
1947	"ENSDARG00000033596"	"polr2c"	chr25	-	14373649	14373956	14373649	14373778	14373888	14373956
1948	"ENSDARG00000033596"	"polr2c"	chr25	-	14373888	14374095	14373888	14373956	14374026	14374095
1949	"ENSDARG00000033596"	"polr2c"	chr25	-	14373888	14374095	14373888	14373941	14374030	14374095
1950	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173370	30173653	30173671
1951	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173413	30173653	30173671
1952	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173414	30173653	30173671
1953	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34043083	34043293	34043083	34043117	34043215	34043293
1954	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34043083	34043445	34043083	34043293	34043365	34043445
1955	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34046358	34046614	34046358	34046443	34046536	34046614
1956	"ENSDARG00000079716"	"sin3aa"	chr25	-	6354201	6354524	6354201	6354336	6354429	6354524
1957	"ENSDARG00000079716"	"sin3aa"	chr25	-	6357112	6357530	6357112	6357286	6357363	6357530
1958	"ENSDARG00000079716"	"sin3aa"	chr25	-	6369937	6370222	6369937	6370056	6370138	6370222
1959	"ENSDARG00000079716"	"sin3aa"	chr25	-	6369937	6370222	6369937	6370056	6370139	6370222
1960	"ENSDARG00000079716"	"sin3aa"	chr25	-	6369937	6370222	6369937	6370056	6370140	6370222
1961	"ENSDARG00000060951"	"polg"	chr25	-	8492102	8492386	8492102	8492245	8492332	8492386
1962	"ENSDARG00000060951"	"polg"	chr25	-	8495126	8495479	8495126	8495287	8495364	8495479
1963	"ENSDARG00000019532"	"fads2"	chr25	-	4135896	4136150	4135896	4136022	4136097	4136150
1964	"ENSDARG00000086450"	"tdg.2"	chr25	+	18957554	18957959	18957554	18957652	18957876	18957959
1965	"ENSDARG00000012535"	"epx"	chr25	-	3139433	3139805	3139433	3139518	3139714	3139805
1966	"ENSDARG00000045797"	NA	chr25	-	18952141	18952517	18952141	18952290	18952504	18952517
1967	"ENSDARG00000003216"	"anxa2a"	chr25	+	34020276	34020493	34020276	34020367	34020440	34020493
1968	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025583	34025241	34025295	34025460	34025583
1969	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025583	34025241	34025368	34025460	34025583
1970	"ENSDARG00000007755"	"wdr61"	chr25	-	6291543	6291778	6291543	6291649	6291755	6291778
1971	"ENSDARG00000061282"	"glg1a"	chr25	-	37223532	37223777	37223532	37223601	37223740	37223777
1972	"ENSDARG00000061282"	"glg1a"	chr25	-	37228237	37228587	37228237	37228351	37228449	37228587
1973	"ENSDARG00000061282"	"glg1a"	chr25	-	37231035	37231359	37231035	37231137	37231243	37231359
1974	"ENSDARG00000070717"	"slc25a18"	chr25	-	16639595	16639965	16639595	16639718	16639822	16639965
1975	"ENSDARG00000070717"	"slc25a18"	chr25	-	16654965	16655221	16654965	16655007	16655086	16655221
1976	"ENSDARG00000070717"	"slc25a18"	chr25	-	16654965	16655221	16654965	16655007	16655185	16655221
1977	"ENSDARG00000005004"	"slc5a12"	chr25	-	35494446	35494641	35494446	35494498	35494577	35494641
1978	"ENSDARG00000007975"	"fth1b"	chr25	+	3061719	3062057	3061719	3061734	3061910	3062057
1979	"ENSDARG00000007975"	"fth1b"	chr25	+	3061719	3062057	3061719	3061824	3061910	3062057
1980	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37193051	37193462	37193051	37193312	37193415	37193462
1981	"ENSDARG00000086670"	"ice2"	chr25	+	33974777	33975239	33974777	33974897	33975149	33975239
1982	"ENSDARG00000079111"	"actc1c"	chr25	+	14117080	14117355	14117080	14117117	14117193	14117355
1983	"ENSDARG00000062960"	"armc10"	chr25	+	18879769	18880096	18879769	18879844	18879961	18880096
1984	"ENSDARG00000058015"	"ano3"	chr25	+	35441783	35442000	35441783	35441866	35441973	35442000
1985	"ENSDARG00000060711"	"sv2bb"	chr25	-	11042365	11042680	11042365	11042454	11042536	11042680
1986	"ENSDARG00000102060"	NA	chr25	+	13793272	13793567	13793272	13793364	13793482	13793567
1987	"ENSDARG00000102060"	NA	chr25	+	13793520	13793791	13793520	13793567	13793705	13793791
1988	"ENSDARG00000102060"	NA	chr25	+	13796372	13796675	13796372	13796482	13796584	13796675
1989	"ENSDARG00000045928"	"psma4"	chr25	-	6222531	6222824	6222531	6222694	6222783	6222824
1990	"ENSDARG00000045928"	"psma4"	chr25	-	6222783	6222920	6222783	6222826	6222911	6222920
1991	"ENSDARG00000055129"	"pim3"	chr25	+	29663038	29663299	29663038	29663155	29663248	29663299
1992	"ENSDARG00000078676"	"myrf"	chr25	-	3906802	3907079	3906802	3906916	3906999	3907079
1993	"ENSDARG00000078785"	"tmem258"	chr25	-	3887269	3887627	3887269	3887439	3887536	3887627
1994	"ENSDARG00000078785"	"tmem258"	chr25	-	3887269	3887627	3887269	3887439	3887540	3887627
1995	"ENSDARG00000001127"	"slc17a6a"	chr25	+	35256060	35256281	35256060	35256078	35256166	35256281
1996	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131868	6131627	6131669	6131790	6131868
1997	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131995	6131627	6131868	6131956	6131995
1998	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131995	6131627	6131877	6131956	6131995
1999	"ENSDARG00000102674"	"ckap5"	chr25	-	13749188	13749498	13749188	13749272	13749362	13749498
2000	"ENSDARG00000102674"	"ckap5"	chr25	-	13763496	13763873	13763496	13763646	13763748	13763873
2001	"ENSDARG00000102674"	"ckap5"	chr25	-	13765644	13766090	13765644	13765731	13765998	13766090
2002	"ENSDARG00000102674"	"ckap5"	chr25	-	13782073	13782548	13782073	13782245	13782346	13782548
2003	"ENSDARG00000015731"	"ano5a"	chr25	+	35228676	35229029	35228676	35228757	35228954	35229029
2004	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20035532	20035816	20035532	20035670	20035744	20035816
2005	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20037753	20038064	20037753	20037878	20037969	20038064
2006	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20037969	20038192	20037969	20038064	20038137	20038192
2007	"ENSDARG00000100231"	"ccdc135"	chr25	+	13735847	13736262	13735847	13735970	13736067	13736262
2008	"ENSDARG00000097285"	NA	chr25	+	10832314	10832709	10832314	10832447	10832582	10832709
2009	"ENSDARG00000097285"	NA	chr25	+	10832314	10832709	10832314	10832476	10832582	10832709
2010	"ENSDARG00000097285"	NA	chr25	+	10835869	10836198	10835869	10835991	10836106	10836198
2011	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463456	18463167	18463261	18463345	18463456
2012	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463641	18463167	18463456	18463542	18463641
2013	"ENSDARG00000103878"	"anpepb"	chr25	+	10815607	10815982	10815607	10815742	10815855	10815982
2014	"ENSDARG00000103878"	"anpepb"	chr25	+	10815855	10816259	10815855	10815982	10816178	10816259
2015	"ENSDARG00000103878"	"anpepb"	chr25	+	10818327	10818653	10818327	10818441	10818514	10818653
2016	"ENSDARG00000103878"	"anpepb"	chr25	+	10818724	10818951	10818724	10818803	10818885	10818951
2017	"ENSDARG00000103878"	"anpepb"	chr25	+	10822625	10822911	10822625	10822679	10822763	10822911
2018	"ENSDARG00000103878"	"anpepb"	chr25	+	10822625	10823097	10822625	10822911	10823008	10823097
2019	"ENSDARG00000103878"	"anpepb"	chr25	+	10823054	10823284	10823054	10823097	10823173	10823284
2020	"ENSDARG00000061946"	"commd4"	chr25	-	26840382	26840727	26840382	26840541	26840646	26840727
2021	"ENSDARG00000038288"	"cd151"	chr25	-	3813021	3813471	3813021	3813126	3813450	3813471
2022	"ENSDARG00000038288"	"cd151"	chr25	-	3813303	3813841	3813303	3813471	3813766	3813841
2023	"ENSDARG00000021110"	"poc1b"	chr25	-	18434399	18434750	18434399	18434567	18434665	18434750
2024	"ENSDARG00000053609"	"gatd1"	chr25	-	3804357	3804815	3804357	3804451	3804531	3804815
2025	"ENSDARG00000053609"	"gatd1"	chr25	-	3805844	3807609	3805844	3805971	3807503	3807609
2026	"ENSDARG00000092798"	"ppib"	chr25	+	5984164	5984455	5984164	5984275	5984361	5984455
2027	"ENSDARG00000092798"	"ppib"	chr25	+	5984164	5984455	5984164	5984276	5984361	5984455
2028	"ENSDARG00000003841"	"usb1"	chr25	+	13685287	13685538	13685287	13685393	13685475	13685538
2029	"ENSDARG00000079835"	"man2c1"	chr25	+	26812352	26812628	26812352	26812428	26812504	26812628
2030	"ENSDARG00000079835"	"man2c1"	chr25	+	26812504	26812721	26812504	26812628	26812705	26812721
2031	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817057	26817118
2032	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817097	26817118
2033	"ENSDARG00000079835"	"man2c1"	chr25	+	26817097	26817384	26817097	26817118	26817238	26817384
2034	"ENSDARG00000079835"	"man2c1"	chr25	+	26817097	26817384	26817097	26817153	26817238	26817384
2035	"ENSDARG00000070917"	"kitlga"	chr25	-	18127577	18127869	18127577	18127733	18127818	18127869
2036	"ENSDARG00000045644"	"ca12"	chr25	+	26804775	26805166	26804775	26804901	26805136	26805166
2037	"ENSDARG00000045644"	"ca12"	chr25	+	26808515	26808742	26808515	26808597	26808688	26808742
2038	"ENSDARG00000088383"	"cox5aa"	chr25	-	29075144	29075527	29075144	29075302	29075395	29075527
2039	"ENSDARG00000088383"	"cox5aa"	chr25	-	29075395	29075794	29075395	29075524	29075673	29075794
2040	"ENSDARG00000104034"	"arid3b"	chr25	-	28995302	28995775	28995302	28995392	28995478	28995775
