Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	% variance explained
ENSDARG00000021633	0.5110116844118433	0.9998677203547853	0.2822425511221869	15	5923851	5958803	1	protein_coding	sh3bgr	SH3 domain binding glutamate-rich protein [Source:ZFIN;Acc:ZDB-GENE-040801-27]	386	294	462	374	313	585	404	235	249	322	255	428.40933650282074	236.256029311302	709.1922187199779	466.16092477005157	240.26729457396027	426.3194418616983	285.7156443965665	240.06903660058614	307.68005779494575	321.3837159817898	283.31849554554594	0.4897626113680953
ENSDARG00000052779	1.3661624879789209e-4	0.05742105133565221	3.3367398130582293	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	214	213	1160	98	1339	35	39	152	599	1006	1378	237.5119119471597	171.165082460229	1780.655787262282	122.14911932477287	1027.852739407453	25.50629139343494	27.58146072145073	155.27869601399615	740.1620667436646	1004.0745909244738	1531.0309288696562	0.47084554543616025
ENSDARG00000035602	0.8354118842645379	0.9998677203547853	0.30891981570643	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	153	252	218	30	171	469	428	4	84	8	6	169.809918354745	202.505167981116	334.6404841579116	37.39258754839986	131.26424080558212	341.7843046720282	302.68885099438234	4.08628147405253	103.79568214769253	7.984688595820865	6.66631754224814	0.46422697494898685
ENSDARG00000068006	NA	NA	-3.6890053568256183	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	779	13	13	65	23	19	75	44	789	13	24	864.5877542375579	10.446695173629	19.9556252020773	81.01727302153303	17.655424201920404	13.846272470721825	53.04127061817447	44.94909621457783	974.9380144586835	12.975118968208905	26.66527016899256	0.46292425232938983
ENSDARG00000104540	0.2966792698073003	0.9998677203547853	-0.59422008614563	23	42336142	42409339	1	protein_coding	cyp2aa8	cytochrome P450, family 2, subfamily AA, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-041010-183]	291	268	140	97	221	685	1234	480	525	443	253	322.9718054982405	215.36263896404398	214.90673294544783	120.9026997398262	169.64559776627866	499.1945601286552	872.7057059043641	490.3537768863036	648.7230134230783	442.1521309935804	281.09638969812994	0.45469926209290884
ENSDARG00000095863	0.6931651260832391	0.9998677203547853	-0.12166243127305304	16	45912647	45917683	-1	protein_coding	afp4	antifreeze protein type IV [Source:ZFIN;Acc:ZDB-GENE-030131-5217]	3879	6791	2355	2530	4861	4212	2792	3592	2627	3576	2666	4305.180871229123	5457.192840316503	3615.038257760926	3153.4415499150546	3731.4355237189166	3069.4999814042276	1974.5497008792418	3669.4807636991723	3246.086392880813	3569.1558023319267	2962.0670946055902	0.4518220577331618
ENSDARG00000024278	0.8152939862169696	0.9998677203547853	0.10769643153856705	13	12633223	12646752	-1	protein_coding	adh8b	alcohol dehydrogenase 8b [Source:ZFIN;Acc:ZDB-GENE-030529-2]	2790	2112	1133	750	3615	3639	2564	1695	2103	1718	1707	3096.533805292409	1697.186169746496	1739.20948876566	934.8146887099964	2774.972108258359	2651.925553734564	1813.3042381999915	1731.5617746297596	2598.599042340445	1714.7118759525308	1896.5673407695958	0.44270560389514035
ENSDARG00000087625	0.23607016220628219	0.9998677203547853	-0.6502338944803264	17	52589913	52595932	-1	protein_coding	si:ch211-173a9.6	si:ch211-173a9.6 [Source:ZFIN;Acc:ZDB-GENE-030131-4623]	429	501	202	262	165	221	250	411	285	403	444	476.133692641736	402.599560152933	310.07971467843186	326.56193125602545	126.65847797029855	161.05401136997492	176.80423539391492	419.86542145889746	352.16392157252824	402.22868801447606	493.30749812636236	0.4388083517520373
ENSDARG00000037533	0.5056998067495742	0.9998677203547853	-0.8422918223954285	20	6493648	6516539	1	protein_coding	mep1b	meprin A, beta [Source:ZFIN;Acc:ZDB-GENE-041014-209]	84	89	19	14	38	37	2	37	40	5	90	93.22897478299726	71.519682342537	29.165913756882205	17.44987418925327	29.169831290129363	26.963793758774077	1.4144338831513195	37.79810363498591	49.42651530842502	4.99043037238804	99.9947631337221	0.43815044942342635
ENSDARG00000117109	0.8020070595953973	0.9998677203547853	-0.3423026075890526	15	4018362	4027367	-1	protein_coding	CR626884.6	si:dkey-83h2.2 [Source:NCBI gene;Acc:101885518]	40	8	56	43	8	175	5	100	58	53	31	44.39474989666536	6.428735491464	85.96269317817914	53.59604215270647	6.141017113711444	127.53145696717469	3.5360847078782984	102.15703685131325	71.66844719721627	52.89856194731323	34.442640634948724	0.43674946892495525
ENSDARG00000012881	0.6394824209707489	0.9998677203547853	-0.21241129625617886	3	20065861	20092124	-1	protein_coding	slc4a1a	solute carrier family 4 member 1a (Diego blood group) [Source:ZFIN;Acc:ZDB-GENE-010525-1]	650	1415	378	757	994	430	940	961	1283	1751	1518	721.4146858208121	1137.082590052695	580.2481789527092	943.5396258046231	763.021376378647	313.36300854791494	664.7839250811201	981.7291241411203	1585.3554785177323	1747.6487164102919	1686.5783381887795	0.42439708968030804
ENSDARG00000092404	0.43647430152262356	0.9998677203547853	-0.4665700910623992	9	46387419	46399611	-1	protein_coding	LCT	si:dkey-79p17.3 [Source:ZFIN;Acc:ZDB-GENE-081105-132]	231	302	84	77	172	173	25	70	60	43	68	256.3796806532425	242.68476480276598	128.9440397672687	95.97430804089296	132.03186794479606	126.07395460183555	17.68042353939149	71.50992579591927	74.13977296263752	42.91770120253715	75.55159881214558	0.42370518450551625
ENSDARG00000055036	0.5162715830403457	0.9998677203547853	0.2817984009915311	11	3614326	3629216	-1	protein_coding	itih3a	inter-alpha-trypsin inhibitor heavy chain 3a [Source:ZFIN;Acc:ZDB-GENE-050522-262]	751	620	562	279	818	1057	758	959	613	421	569	833.5114293098922	498.22700058846	862.6970279667263	347.75106420011866	627.9189998769953	770.2900000817351	536.0704417143501	979.6859834040941	757.4613471016133	420.194237355073	632.1891135898653	0.4224612261714813
ENSDARG00000020084	0.5926982442982691	0.9998677203547853	-0.27455401004380436	16	31530762	31598771	-1	protein_coding	tg	thyroglobulin [Source:ZFIN;Acc:ZDB-GENE-030519-1]	103	217	61	177	264	290	197	51	107	74	130	114.31648098391331	174.379450205961	93.63793364051655	220.61626653555916	202.65356475247768	211.3378429741752	139.32173749040496	52.10008879416976	132.21592845003693	73.858369511343	144.43688008204305	0.42192257468966954
ENSDARG00000115161	0.9599059920955957	0.9998677203547853	0.06227730590928508	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	507	443	432	253	303	660	563	460	472	3	488	562.7034549402334	355.991227839819	663.1407759459534	315.3441549915055	232.591023181821	480.975780561916	398.1631381070964	469.922369516041	583.2328806394152	2.9942582234328246	542.1938267695155	0.41758299604820903
ENSDARG00000113274	0.819952613455504	0.9998677203547853	-0.21166416175441982	13	835390	840787	1	protein_coding	AL929536.3	NA	168	159	120	106	27	36	234	191	93	276	87	186.4579495659945	127.771117892847	184.20577109609815	132.12047600434616	20.725932758776125	26.235042576104508	165.48876432870438	195.11994038600832	114.91664809208817	275.47175655581987	96.66160436259803	0.41714790395115653
ENSDARG00000100582	0.9311662020160442	0.9998677203547853	-0.03370876395288797	14	38786258	38791884	1	protein_coding	si:ch211-195b11.3	si:ch211-195b11.3 [Source:ZFIN;Acc:ZDB-GENE-141222-6]	4282	4303	3317	2243	2519	4624	4891	3886	3616	3143	4188	4752.457976438027	3457.856102471199	5091.754522714647	2795.7191290353626	1933.6527636798912	3369.7454686640904	3458.9980612465515	3969.822452042033	4468.156983881621	3136.9845320831223	4653.089644489201	0.4167738162609948
