Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	% variance explained
ENSDARG00000043722	0.20630468461633647	0.9998677203547853	0.9874212638581749	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	1305	401	1121	1083	2097	330	1552	485	691	911	1558	1448.3787153787073	322.24036650963296	1720.7889116560502	1349.8724104972348	1609.7141109316124	240.487890280958	1097.600693325424	495.4616287288693	853.8430519530422	909.256413849101	1731.0204551371005	0.5547271524185254
ENSDARG00000017490	0.262482606288588	0.9998677203547853	0.9994539439403772	21	11401247	11411365	1	protein_coding	cel.1	carboxyl ester lipase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1201]	2497	367	2101	629	1304	518	1037	704	807	949	1279	2771.3422622993353	294.91824067091096	3225.136042274185	783.9979189314504	1000.9857895349655	377.4931126228371	733.3839684139591	719.1855394332453	997.1799463474747	947.1836846792501	1421.036689422562	0.5503664051869535
ENSDARG00000097504	0.24184255435456575	0.9998677203547853	0.8191071324360714	15	21180094	21198286	1	unprocessed_pseudogene	CR626907.3	NA	259	91	317	181	325	340	366	82	82	34	45	287.4560055809082	73.126866215403	486.6102453121926	225.60194487534582	249.47882024452744	247.7754021076537	258.84140061669143	83.76877021807687	101.32435638227129	33.93492653223868	49.99738156686105	0.5495168780329783
ENSDARG00000026764	0.961877406115982	0.9998677203547853	-0.04435296674598822	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	686	723	359	340	707	672	36	585	552	236	397	761.369960727811	580.996970041059	551.082265195827	423.7826588818651	542.712387424249	489.7207947539508	25.459809896723748	597.6186655801826	682.0859112562653	235.54831357671551	441.0880107120853	0.547723817866575
ENSDARG00000018263	0.27013406508034427	0.9998677203547853	0.8729735521787496	1	9954489	9966195	1	protein_coding	pdia2	protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]	2144	557	1921	1213	1721	445	1659	831	889	1148	1740	2379.5585944612635	447.60070859318097	2948.827385630038	1511.9069565403008	1321.0863065871745	324.2942762879585	1173.2729060740194	848.9249762344132	1098.504302729746	1145.8028135002942	1933.2320872519606	0.539379645896843
ENSDARG00000096508	0.2153111440855449	0.9998677203547853	1.5192328038570906	20	12203762	12208117	1	lincRNA	BX322618.1	NA	36	834	568	644	1771	61	1345	221	417	193	132	39.955274906998824	670.195674985122	871.9073165215312	802.6942127056503	1359.467663547871	44.45382214284375	951.2067864192622	225.7670514414023	515.2714220903308	192.63061237417838	146.65898592945908	0.5386788478808991
ENSDARG00000035602	0.8354118842645379	0.9998677203547853	0.30891981570643	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	153	252	218	30	171	469	428	4	84	8	6	169.809918354745	202.505167981116	334.6404841579116	37.39258754839986	131.26424080558212	341.7843046720282	302.68885099438234	4.08628147405253	103.79568214769253	7.984688595820865	6.66631754224814	0.5381581660684676
ENSDARG00000115988	0.2760934564695785	0.9998677203547853	0.9447216627521591	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	31	41	101	38	55	122	518	46	50	86	31	34.405931169915654	32.947269393753	155.03985733921593	47.36394422797316	42.219492656766185	88.9076442856875	366.3383757361917	46.9922369516041	61.78314413553127	85.8354024050743	34.442640634948724	0.5348138355781654
ENSDARG00000071644	0.9713870946552837	0.9998677203547853	-0.07178583839814287	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	219	326	204	225	149	155	412	0	0	132	120	243.06125568424284	261.970971277158	313.14981086336684	280.44440661299893	114.37644374287567	112.95643331378331	291.3733799291718	0	0	131.7473618310443	133.3263508449628	0.5338378606562414
ENSDARG00000092788	0.13843893023672463	0.9998677203547853	-1.8507310999035804	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	216	371	98	248	1	327	16	73	272	365	290	239.73164944199294	298.132608416643	150.43471306181348	309.11205706677214	0.7676271392139306	238.30163673294928	11.315471065210556	74.57463690145867	336.1003040972901	364.30141718432697	322.20534787532677	0.5276045721207431
ENSDARG00000090600	0.6297341865854527	0.9998677203547853	0.7317245469270511	22	8979955	8996337	1	protein_coding	si:ch211-213a13.1	si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]	14	9	3	12	186	192	17	241	214	117	122	15.538162463832876	7.232327427896999	4.605144277402454	14.957035019359944	142.7786478937911	139.92022707255737	12.022688006786215	246.19845881166495	264.43185690007385	116.77607071388015	135.54845669237886	0.5260747286560641
ENSDARG00000104436	0.40550795367029063	0.9998677203547853	0.7015935405674055	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	1693	2651	1129	1520	4490	641	5238	440	1503	3589	2940	1879.0077893763614	2130.322223483883	1733.06929639579	1894.5577691189262	3446.6458550705484	467.12950809119417	3704.4023399733055	449.4909621457783	1857.20131271407	3582.1309213001355	3266.4955957015886	0.5245532657028505
ENSDARG00000099525	0.8019395214210305	0.9998677203547853	-0.17702682887861168	12	3220285	3237561	-1	protein_coding	si:ch1073-13h15.3	si:ch1073-13h15.3 [Source:ZFIN;Acc:ZDB-GENE-121214-245]	909	1080	519	295	871	1465	1356	159	238	258	113	1008.8706914017203	867.87929134764	796.6899599906245	367.6937775592653	668.6032382553335	1067.6204826109197	958.9861727765946	162.42968859358808	294.08776608512886	257.5062072152229	125.54898037900664	0.523842652851193
ENSDARG00000103277	0.435094500534866	0.9998677203547853	0.7112146245650922	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	358	64	337	79	105	250	204	60	57	52	76	397.33301157515496	51.429883931712	517.3112071615423	98.4671472107863	80.60084961746271	182.18779566739244	144.27225608143456	61.29422211078795	70.43278431450565	51.90047587283562	84.44002220180978	0.5179226294726248
ENSDARG00000099185	0.9193185584247434	0.9998677203547853	-0.050460047995353245	11	24001993	24008739	1	protein_coding	chia.2	chitinase, acidic.2 [Source:ZFIN;Acc:ZDB-GENE-040426-2014]	14087	19551	8882	10103	18354	18500	3893	12070	11743	10160	13539	15634.721044858123	15711.025949201583	13634.297157296198	12592.577066716125	14089.028513132482	13481.896879387039	2753.1955535540433	12330.35434795351	14510.389231670873	10140.554516692499	15042.545534082928	0.5101321943714526
ENSDARG00000058225	0.5033331935824278	0.9998677203547853	1.6718599808155687	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	0	4	2	0	3	0	618	1	307	442	2	0	3.214367745732	3.070096184934969	0	2.302881417641792	0	437.06006989375766	1.0215703685131325	379.348504992162	441.1540449191028	2.2221058474160467	0.5013236427283227
ENSDARG00000079361	0.3001280864467848	0.9998677203547853	-0.7785971205228057	1	8673061	8691969	-1	protein_coding	abcg2b	ATP-binding cassette, sub-family G (WHITE), member 2b [Source:ZFIN;Acc:ZDB-GENE-050517-36]	219	269	52	304	254	149	127	470	270	290	557	243.06125568424284	216.166230900477	79.8225008083092	378.91155382378525	194.97729336033836	108.58392621776588	89.81655158010878	480.1380732011723	333.62897833186884	289.4449615985064	618.8564785053691	0.4973350342278938
ENSDARG00000012903	0.8335582217849641	0.9998677203547853	0.12304638200636915	1	14432434	14442902	1	protein_coding	slc34a2a	solute carrier family 34 member 2a [Source:ZFIN;Acc:ZDB-GENE-000524-1]	524	1614	767	738	1206	1458	288	1015	665	738	962	581.5712236463162	1296.997385402862	1177.3818869225606	919.8576536906365	925.7583298920003	1062.5192243322326	203.67847917378998	1036.8939240408295	821.7158170025659	736.5875229644748	1068.8329126071185	0.49379169386416694
ENSDARG00000099101	0.8654187219375361	0.9998677203547853	-0.11132861046082124	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	529	2119	327	1418	2120	750	1893	2917	1863	3163	2276	587.1205673833994	1702.811313301527	501.96072623686746	1767.4229714543667	1627.369535133533	546.5633870021773	1338.7616704027237	2979.9207649528075	2302.039950489895	3156.9462535726743	2528.7564543594613	0.4821899657600893
ENSDARG00000029230	0.8220475337249395	0.9998677203547853	0.12840870928117967	16	36807924	36834633	-1	protein_coding	pnp4b	purine nucleoside phosphorylase 4b [Source:ZFIN;Acc:ZDB-GENE-040426-1887]	1757	2026	1205	1243	2397	2228	375	1606	1386	1330	1562	1950.039389211026	1628.077263213258	1849.7329514233188	1549.2995440887007	1840.0022526957916	1623.6576349878012	265.20635309087237	1640.642011832091	1712.628755436927	1327.4544790552188	1735.4646668319324	0.48140977433752336
ENSDARG00000042010	0.3942417012117527	0.9998677203547853	-0.49691729762151005	16	54450407	54455573	-1	protein_coding	pklr	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	4867	4331	2049	5043	5498	7716	2816	7414	6774	3224	3455	5401.731193676757	3480.3566766913227	3145.313541465876	6285.693966886016	4220.41401139819	5623.0441254784	1991.5229074770577	7573.9227121563645	8370.380367481777	3217.8295041158085	3838.687851411221	0.47084056623177484
ENSDARG00000043171	0.4261031969052797	0.9998677203547853	0.8927677832276141	22	7486867	7492548	1	protein_coding	cela1.4	chymotrypsin like elastase family member 1, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-050626-127]	377	35	259	80	169	30	115	44	64	117	185	418.420517776071	28.125717775155	397.5774559490785	99.71356679573296	129.72898652715426	21.86253548008709	81.32994828120086	44.94909621457783	79.08242449348002	116.77607071388015	205.54479088598433	0.46695162509461563
ENSDARG00000060350	0.3678601600354901	0.9998677203547853	0.6370421502901664	2	37207461	37215989	1	protein_coding	apoda.2	apolipoprotein Da, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070912-551]	2771	833	2133	1276	1810	909	1654	809	961	1233	1665	3075.4462990914926	669.392083048689	3274.2575812331447	1590.4313903919406	1389.4051219772143	662.4348250466388	1169.7368213661412	826.4504281271243	1187.472030284911	1230.6401298308908	1849.9031179738588	0.4666398240244788
ENSDARG00000058794	0.7949414338631344	0.9998677203547853	-0.2769242645428003	22	6073628	6082447	-1	protein_coding	si:dkey-19a16.2	si:dkey-19a16.2 [Source:ZFIN;Acc:ZDB-GENE-050208-493]	293	377	209	236	181	262	438	13	18	172	132	325.19154299307377	302.954160035241	320.8250513257043	294.1550220474122	138.94051219772143	190.93280985942727	309.76102041013894	13.280414790670722	22.241931888791257	171.6708048101486	146.65898592945908	0.4639102522539046
ENSDARG00000045835	0.3596448369823574	0.9998677203547853	-1.1633565541640203	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	2321	932	711	660	185	1887	2	142	631	581	806	2576.0053627540074	748.947684755556	1091.4191937443816	822.6369260647969	142.01102075457717	1375.153481697478	1.4144338831513195	145.06299232886482	779.7032789904047	579.8880092714903	895.5086565086668	0.4636816747935643
ENSDARG00000006588	0.00459123896575747	0.6099751216748013	1.998876556431622	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1158	646	3376	914	1814	476	1131	994	659	2748	1528	1285.2280095084623	519.120390935718	5182.3223601702275	1139.227500641249	1392.4756305340702	346.88556295071515	799.862360922071	1015.4409463020537	814.3018397063022	2742.740532664467	1697.6888674258596	0.45614114515981263
ENSDARG00000045015	0.23936621664947327	0.9998677203547853	-0.9761999065203141	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	131	400	87	134	102	271	57	304	122	367	77	145.39280591157905	321.4367745732	133.54918404467116	167.0202243828527	78.29796819982093	197.49157050345337	40.3113656698126	310.5573920279923	150.7508716906963	366.2975893332822	85.5510751255178	0.4547372958715568
ENSDARG00000039730	0.21811268768257006	0.9998677203547853	0.8240562043076609	7	35062132	35066457	-1	protein_coding	zgc:112160	zgc:112160 [Source:ZFIN;Acc:ZDB-GENE-050417-229]	9012	2961	7962	4848	7385	2453	6042	3923	3823	5280	6889	10002.137151718705	2379.435723778113	12222.052912226112	6042.642147821417	5668.9264230948775	1787.6266510884545	4273.004761000136	4007.6205556770187	4723.939200602721	5269.894473241771	7654.043591424573	0.4442461219571028
ENSDARG00000103634	0.4933918894012777	0.9998677203547853	1.7985565251656397	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	178	257	427	203	635	0	0	0	0	0	0	197.55663704016087	206.523127663281	655.4655354836159	253.02317574417236	487.44323340084594	0	0	0	0	0	0	0.4417910426874089
ENSDARG00000073742	0.1946292752508914	0.9998677203547853	0.9299059861387922	16	26017360	26018694	1	protein_coding	prss59.2	serine protease 59, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110408-10]	26675	7393	23458	11300	21470	7509	15207	11208	11455	14734	19167	29605.748837338713	5940.955186049168	36009.15815310225	14084.54130989728	16480.95467892309	5472.192630665799	10754.648030541057	11449.76069029519	14154.518321450214	14705.800221353078	21295.551388711683	0.43680898516464206
ENSDARG00000056498	0.0029829655944302686	0.48905826699606036	-2.132508155587763	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	160	1030	82	590	139	408	211	235	226	287	73	177.57899958666144	827.6996945259899	125.87394358233374	735.3875551185306	106.70017235073635	297.33048252918445	149.2227746724642	240.06903660058614	279.25981149260133	286.45070337507354	81.1068634306857	0.4308284359467089
ENSDARG00000094077	0.050753994331815044	0.9998677203547853	-2.0061869395258887	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	189	336	70	175	4	249	15	55	155	261	181	209.76519326174383	270.006890641488	107.45336647272391	218.12342736566583	3.070508556855722	181.45904448472285	10.608254123634895	56.18637026822229	191.52774682014694	260.50046543865574	201.10057919115224	0.4304007709596753
ENSDARG00000094929	0.6828607420390124	0.9998677203547853	0.3316087933686952	16	23921610	23922868	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	360	1119	277	230	958	356	55	318	204	260	378	399.55274906998824	899.219376868527	425.20832161349324	286.6765045377322	735.3867993669455	259.4354210303668	38.896931786661284	324.85937718717616	252.07522807296758	259.5023793641781	419.97800516163284	0.4223209531020372
ENSDARG00000079274	0.17287729989279466	0.9998677203547853	0.9348341890782085	16	26012569	26013851	1	protein_coding	prss59.1	serine protease 59, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1173]	22789	7630	20870	10487	19574	6506	13020	9225	10567	12936	16939	25292.798884877673	6131.40647498379	32036.453689796403	13071.202187335644	15025.533622973478	4741.25519444822	9207.964579315088	9423.986649533648	13057.249681603178	12911.241459442339	18820.12547469021	0.4111404165079651
ENSDARG00000099511	0.6074446772980716	0.9998677203547853	0.773534248664825	22	7971101	8074212	-1	protein_coding	CABZ01034698.2	NA	4	8	3	7	105	110	8	145	136	82	89	4.439474989666536	6.428735491464	4.605144277402454	8.724937094626634	80.60084961746271	80.16263009365267	5.657735532605278	148.12770343440422	168.05015204864506	81.84305810716387	98.88371021001409	0.4107584439374081
ENSDARG00000061858	0.9518959410864869	0.9998677203547853	0.03213755939333162	3	21225750	21230668	1	protein_coding	zgc:153968	zgc:153968 [Source:ZFIN;Acc:ZDB-GENE-061027-211]	871	1770	612	871	1642	1138	282	802	504	597	950	966.6956789998882	1422.3577274864099	939.4494325901005	1085.6314584885426	1260.443762589274	829.3188458779703	199.43517752433604	819.2994355475323	622.7740928861552	595.857386463132	1055.5002775226221	0.40556579245148844
ENSDARG00000063330	0.839483228092415	0.9998677203547853	-0.07028901715820139	9	7091028	7213772	-1	protein_coding	mgat4a	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:ZFIN;Acc:ZDB-GENE-070912-27]	828	1062	582	751	1090	1268	1179	2351	1994	2411	2115	918.9713228609729	853.414636491846	893.397989816076	936.0611082949431	836.7135817431844	924.0564996250143	833.8087741177028	2401.7119363743745	2463.911788124987	2406.385525565513	2349.8769336424693	0.40387987330417024
ENSDARG00000079145	0.8256577142713225	0.9998677203547853	0.8225194535694735	22	8313513	8326972	1	protein_coding	CABZ01077217.1	uncharacterized LOC100007503 [Source:NCBI gene;Acc:100007503]	0	0	0	0	89	106	0	149	103	71	53	0	0	0	0	68.31881539003983	77.24762536297439	0	152.21398490845675	127.27327691919442	70.86411128791018	58.88580495652524	0.40209535477279906
ENSDARG00000021172	0.7780465807526606	0.9998677203547853	0.1547444221464335	20	25534669	25542183	-1	protein_coding	cyp2ad2	cytochrome P450, family 2, subfamily AD, polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-020812-2]	1660	1770	1030	894	2147	1952	378	1363	1199	1043	1039	1842.3821207116125	1422.3577274864099	1581.099535241509	1114.2991089423158	1648.095467892309	1422.522308571	267.32800391559937	1392.4004122833996	1481.55979637004	1041.0037756801453	1154.3839877326363	0.39958587597520967
ENSDARG00000002986	0.9428158269597406	0.9998677203547853	-0.03573165539958169	5	25708369	25723079	-1	protein_coding	gda	guanine deaminase [Source:ZFIN;Acc:ZDB-GENE-050522-434]	726	1132	535	595	997	1091	273	876	500	652	771	805.7647106244763	909.666072042156	821.2507294701043	741.6196530432638	765.3242577962889	795.0675402925006	193.0702250501551	894.895642817504	617.8314413553127	650.7521205594005	856.621804178886	0.39767211255243184
ENSDARG00000003902	0.7422089105394793	0.9998677203547853	-0.16334600563619542	17	27456804	27461321	1	protein_coding	ctsl.1	cathepsin L.1 [Source:ZFIN;Acc:ZDB-GENE-040718-61]	3166	2956	1755	1870	2166	2108	424	1008	2420	2105	2323	3513.844454321063	2375.417764095948	2694.0094022804356	2330.804623850258	1662.6803835373737	1536.207493067453	299.8599832280797	1029.7429314612375	2990.3041761597133	2100.971186775365	2580.975941773738	0.3968718579496771
ENSDARG00000059914	0.883536593610134	0.9998677203547853	-0.11575198247444159	3	58379450	58416968	1	protein_coding	sdr42e2	short chain dehydrogenase/reductase family 42E, member 2 [Source:ZFIN;Acc:ZDB-GENE-101203-3]	28	27	22	17	22	47	458	32	80	60	68	31.076324927665752	21.696982283691	33.77105803428466	21.189132944093252	16.887797062706472	34.25130558546977	323.90535924165215	32.69025179242024	98.85303061685003	59.88516446865649	75.55159881214558	0.39629774348268965
ENSDARG00000097770	0.12388942480897772	0.9998677203547853	-1.7839797096903387	15	23799461	23801499	1	protein_coding	si:ch211-167j9.4	si:ch211-167j9.4 [Source:ZFIN;Acc:ZDB-GENE-131121-196]	106	349	0	104	118	140	193	234	221	162	220	117.6460872261632	280.453585815117	0	129.62763683445283	90.58000242724381	102.02516557373976	136.49286972410232	239.04746623207302	273.08149707904823	161.68994406537252	244.43164321576515	0.39482318781920006
ENSDARG00000104172	0.8120346722978471	0.9998677203547853	0.15613278815902504	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	1858	435	775	477	1317	1295	1186	551	444	475	844	2062.136132700106	349.56249234835497	1189.6622716623006	594.5421420195578	1010.9649423447466	943.7327815570927	838.7592927087323	562.885273050736	548.6343199235176	474.09088537686387	937.7286676095717	0.39283462524324064
ENSDARG00000041433	0.43947547719192726	0.9998677203547853	0.7026571306031327	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	584	764	291	171	1108	164	44	276	437	657	830	648.1633484913143	613.944239434812	446.698994908038	213.1377490258792	850.5308702490352	119.51519395780943	31.117545429329027	281.9534217096246	539.9846797445433	655.7425509317885	922.1739266776594	0.39047761930388225
ENSDARG00000091783	0.6693752967481186	0.9998677203547853	0.4056660161711433	3	30998362	31019832	-1	protein_coding	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN;Acc:ZDB-GENE-131121-547]	197	100	244	140	72	239	458	32	328	177	241	218.6441432410769	80.3591936433	374.5517345620662	174.49874189253268	55.269154023403004	174.17153265802716	323.90535924165215	32.69025179242024	405.29742552908516	176.66123518253664	267.76375461363364	0.38627472441645305
ENSDARG00000021339	0.21027111935474296	0.9998677203547853	0.830215757958976	25	18459924	18470695	-1	protein_coding	cpa5	carboxypeptidase A5 [Source:ZFIN;Acc:ZDB-GENE-020514-1]	17104	5270	14006	7439	13695	4831	9964	7432	8196	9840	12925	18983.195055814107	4234.92950500191	21499.88358309959	9272.115292418219	10512.65367153478	3520.596963476691	7046.709605859873	7592.310978789601	10127.492986696287	9821.166972859664	14360.359038926203	0.38542409997224875
