Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000052734	0.23706390309316094	0.9998677203561913	-0.6916717720494185	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	393	317	395	492	1234	1232	881	609	1669	516	1566	436.6437990172532	391.70513381926827	606.3439965246564	491.0583486429832	947.2518897899904	1535.5889286542874	900.0034946600698	430.6951174195767	1852.3709394383623	376.035610257498	1258.424972454078	0.6439463476827886
ENSDARG00000035602	0.8354118842645369	0.9998677203561913	0.3089198157064319	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	6	84	218	8	171	30	4	428	153	469	252	6.66631754224814	103.79568214769253	334.6404841579116	7.984688595820865	131.26424080558212	37.39258754839986	4.08628147405253	302.68885099438234	169.809918354745	341.7843046720282	202.505167981116	0.6179762230912156
ENSDARG00000095147	0.5086677485004135	0.9998677203561913	-0.4404854885083346	22	11775269	11779560	1	protein_coding	krt96	keratin 96 [Source:ZFIN;Acc:ZDB-GENE-030131-221]	266	205	211	261	229	355	59	611	217	366	503	295.5400777063342	253.31089095567822	323.8951475106392	260.50046543865574	175.7866148799901	442.47895265606496	60.27265174227482	432.10955130272805	240.84151818940958	266.7229328570625	404.20674402579897	0.6130598689203118
ENSDARG00000099099	0.40428075335825425	0.9998677203561913	-0.6543036886530491	4	76838989	76891899	1	lincRNA	CABZ01015815.1	NA	177	114	121	273	28	131	31	178	153	212	199	196.65636749632014	140.8655686290113	185.74081918856564	272.47749833238703	21.493559897990057	163.28096562801272	31.66868142390711	125.88461560046743	169.809918354745	154.49525072594878	159.914795350167	0.6075466454314681
ENSDARG00000092578	0.9451536597569464	0.9998677203561913	-0.07942397124267495	10	28428222	28431809	1	protein_coding	si:ch211-222e20.4	si:ch211-222e20.4 [Source:ZFIN;Acc:ZDB-GENE-091118-60]	151	145	77	3	84	113	0	2	57	98	137	167.76899147991153	179.1711179930407	118.19870311999631	2.9942582234328246	64.48067969397017	140.8454130989728	0	1.4144338831513195	63.26251860274814	71.41761590161784	110.092095291321	0.594543398703684
ENSDARG00000094809	0.29125711422740275	0.9998677203561913	-0.4648553691869352	4	76575585	76588333	1	protein_coding	ms4a17a.11	membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]	622	553	424	1163	344	490	281	925	583	853	795	691.0749185463906	683.3215741389758	650.8603912062134	1160.7741046174583	264.0637358895921	610.7455966238643	287.06127355219024	654.1756709574852	647.0534797438976	621.624758817143	638.855589464235	0.5743711818853602
ENSDARG00000069630	0.31119753420982127	0.9998677203561913	-0.4727181123717469	18	13162728	13179510	1	protein_coding	tat	tyrosine aminotransferase [Source:ZFIN;Acc:ZDB-GENE-030131-1144]	659	637	473	270	807	457	349	344	828	1723	1229	732.1838767235874	787.1172562866684	726.0777477371201	269.4832401089542	619.475101345642	569.6137503206245	356.5280586110832	243.28262790202692	918.9713228609729	1255.6382877396686	987.614489876157	0.5672309878892814
ENSDARG00000058225	0.5033331935824293	0.9998677203561913	1.671859980815569	11	16139897	16152400	-1	protein_coding	arpc4l	actin related protein 2/3 complex, subunit 4, like [Source:ZFIN;Acc:ZDB-GENE-040808-18]	2	307	2	442	3	0	1	618	0	0	4	2.2221058474160467	379.348504992162	3.070096184934969	441.1540449191028	2.302881417641792	0	1.0215703685131325	437.06006989375766	0	0	3.214367745732	0.5554043794856245
ENSDARG00000032820	0.9737217119866964	0.9998677203561913	0.02476714254663484	10	33744098	33867426	1	protein_coding	rxfp2a	relaxin family peptide receptor 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1225]	57	47	42	190	242	54	294	414	159	269	67	63.33001665135733	58.0761554873994	64.47201988363435	189.63635415074555	185.7657676897712	67.30665758711974	300.34168834286095	292.7878138123231	176.4691308392448	196.03406813811424	53.840659741010995	0.5535587953888682
ENSDARG00000094854	0.34096648394917833	0.9998677203561913	-0.5013015804821122	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	314	295	225	626	149	279	130	513	296	443	369	348.8706180443193	364.5205503996345	345.38582080518404	624.8018826229827	114.37644374287567	347.75106420011866	132.80414790670721	362.8022910283134	328.52114923532366	322.8367739226194	296.525424543777	0.5439727394477768
ENSDARG00000089296	0.20111627289830988	0.9998677203561913	-0.9306788734290097	4	76926059	76964360	1	protein_coding	si:dkey-240n22.6	si:dkey-240n22.6 [Source:ZFIN;Acc:ZDB-GENE-070705-411]	122	72	71	197	40	95	17	162	117	198	168	135.54845669237886	88.96772755516503	108.9884145651914	196.6229566720888	30.705085568557223	118.40986056993289	17.366696264723252	114.56914453525687	129.85464344774618	144.2927341685748	135.003445320744	0.5321916175851604
ENSDARG00000105422	0.003457114834436855	0.5327874908511785	2.0902586271311523	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	157	24	212	299	264	43	246	225	64	95	67	174.43530902215966	29.65590918505501	325.4301956031067	298.42773626880484	202.65356475247768	53.59604215270647	251.3063106542306	159.12381185452344	71.03159983466458	69.23136235360911	53.840659741010995	0.5276018702009445
ENSDARG00000076819	0.003310989931275792	0.5223518809165713	-7.7121950626598315	15	41422248	41438821	-1	protein_coding	nlrc8	NLR family CARD domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-070912-363]	94	41	0	52	0	0	0	134	38	56	105	104.4389748285542	50.662178191135645	0	51.90047587283562	0	0	0	94.7670701711384	42.17501240183209	40.8100662294959	84.377153325465	0.5112817598191554
ENSDARG00000092532	5.192985082346576e-7	8.538197494882377e-4	-2.4212024299330857	22	19188809	19268278	1	protein_coding	si:dkey-21e2.8	si:dkey-21e2.8 [Source:ZFIN;Acc:ZDB-GENE-050208-459]	91	89	24	110	4	87	12	14	75	113	134	101.10581605743013	109.97399656124566	36.84115421921963	109.7894681925369	3.070508556855722	108.43850389035958	12.25884442215759	9.901037182059236	83.24015605624756	82.34888364166137	107.68131948202199	0.5070786289256305
ENSDARG00000079946	0.2095421676177472	0.9998677203561913	-1.0533310001413816	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	91	59	143	137	527	609	142	272	1005	94	809	101.10581605743013	72.9041100799269	219.5118772228503	136.73779220343232	404.53950236574144	759.0695272325171	145.06299232886482	192.36300810857944	1115.4180911537171	68.50261117093955	650.105876574297	0.5034173487616522
ENSDARG00000043663	0.8317525518944651	0.9998677203561913	-0.16728616156514392	10	26990095	26992003	1	protein_coding	faub	FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]	75	52	44	345	240	66	290	440	192	264	99	83.32896927810175	64.25446990095251	67.54211606856931	344.33969569477483	184.23051341134334	82.2636926064797	296.25540686880845	311.1754542932903	213.09479950399373	192.3903122247664	79.555601706867	0.5000461937476063
ENSDARG00000111240	0.3893274220314065	0.9998677203561913	0.38191058797894756	10	36784756	36793412	-1	protein_coding	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040912-69]	1049	767	708	772	797	732	378	707	292	722	1048	1165.4945169697164	947.7534310390497	1086.814049466979	770.5224494967135	611.7988299535027	912.3791361809565	386.1535992979641	500.0023776939914	324.08167424565715	526.1583538874294	842.164349381784	0.4988570894822217
ENSDARG00000039099	0.12386870110698985	0.9998677203561913	-0.616339723623066	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	573	621	389	1717	1018	1058	1738	2622	1007	1166	1176	636.6333252846974	767.3466501632984	597.1337079698515	1713.7137898780531	781.4444277197814	1318.7119208735683	1775.4893004758244	1854.3228208113796	1117.6378286485503	849.7238789927183	945.024117245208	0.49057776117961216
ENSDARG00000103013	0.794456808367385	0.9998677203561913	-0.22953869801753926	10	21730585	21820133	1	protein_coding	pcdh1g22	protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695]	57	60	37	300	217	41	297	464	179	303	68	63.33001665135733	74.13977296263752	56.796779421296925	299.42582234328245	166.57508920942294	51.10320298281314	303.40639944840035	328.1486608911061	198.66650578757748	220.81160834887962	54.644251677444	0.4903367108485618
ENSDARG00000091996	0.02346542290323732	0.9998677203561913	0.83651162360376	5	30614532	30615901	-1	protein_coding	tcnbb	transcobalamin beta b [Source:ZFIN;Acc:ZDB-GENE-030131-12]	1119	1042	1241	1018	1802	646	468	1738	661	1295	1490	1243.268221629278	1287.5607237844717	1904.9946827521483	1016.051623818205	1383.264104863503	805.1870518755436	478.09493246414604	1229.1430444584964	733.6232420423951	943.7327815570927	1197.35198528517	0.48476324858891934
ENSDARG00000012609	0.13606530435795527	0.9998677203561913	2.2348426664422365	9	32840114	32847642	-1	protein_coding	hpxa	hemopexin a [Source:NCBI gene;Acc:327588]	33	52	143	43	128	7	146	0	68	41	26	36.66474648236477	64.25446990095251	219.5118772228503	42.91770120253715	98.25627381938311	8.724937094626634	149.14927380291735	0	75.47107482433111	29.878798489452358	20.893390347258	0.48450654830876905
ENSDARG00000055876	0.14935564451857564	0.9998677203561913	-0.9980213170381967	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	290	179	332	310	1067	1292	363	448	2092	356	1393	322.20534787532677	221.18365600520195	509.63596669920486	309.4066830880585	819.058157541264	1610.3741037510872	370.8300437702671	316.83318982589554	2321.8454195955983	259.4354210303668	1119.403567451169	0.48243053576200007
ENSDARG00000078069	0.8873187356013238	0.9998677203561913	-0.18170610495144968	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	12	19	416	809	556	322	329	522	690	703	917	13.33263508449628	23.477594771501884	638.5800064664736	807.451634252385	426.8006894029454	401.34710635282516	336.0966512408206	369.16724350249433	765.8094357174774	512.3120814167075	736.893805709061	0.4800075869964392
ENSDARG00000103634	0.49339188940127826	0.9998677203561913	1.7985565251656388	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	0	635	203	0	0	178	0	257	0	0	655.4655354836159	0	487.44323340084594	253.02317574417236	0	0	197.55663704016087	0	206.523127663281	0.47933410522847375
ENSDARG00000020711	NA	NA	0.8146101897493203	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	681	584	2	15	540	361	395	491	11	14	4	756.6270410451639	721.6271235030052	3.070096184934969	14.971291117164123	414.51865517552255	449.95747016574495	403.52029556268735	347.2435183136489	12.208556221582974	10.202516557373976	3.214367745732	0.4696407376190409
ENSDARG00000057035	0.44379694496070254	0.9998677203561913	-0.3322367598268238	10	24641229	24648231	-1	protein_coding	stoml3b	stomatin (EPB72)-like 3b [Source:ZFIN;Acc:ZDB-GENE-050417-366]	1287	1111	654	490	1273	1138	575	930	886	1293	2046	1429.925112812226	1372.8214626915048	1003.9214524737349	489.062176494028	977.1893482193336	1418.4254876693012	587.4029618950512	657.7117556653635	983.3437102111377	942.2752791917536	1644.149101941918	0.46130980256547255
ENSDARG00000007276	0.2905872054088178	0.9998677203561913	0.76077403740274685	5	26111596	26118855	-1	protein_coding	ela3l	elastase 3 like [Source:ZFIN;Acc:ZDB-GENE-060710-2]	10740	5199	6987	6688	9883	5549	6299	3426	9062	2462	3543	11932.708400624171	6424.211327212542	10725.381022070314	6675.199666106243	7586.459016851276	6916.382276869027	6434.8717512642215	2422.9252418382102	10057.630589089536	1794.1854117324806	2847.126230782119	0.46043649824493066
ENSDARG00000042641	0.18081225907035267	0.9998677203561913	-0.9188886955675302	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	429	322	463	476	1470	1748	538	985	2513	427	2089	476.641704270742	397.88344823282137	710.7272668124454	475.0889714513415	1128.411894644478	2178.7414344867652	549.6048582600653	696.6086874520248	2789.100162258001	311.1767549999063	1678.703555208537	0.4551098683540207
ENSDARG00000093054	0.6162169535160383	0.9998677203561913	1.2090148690480995	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	118	65	2	145	97	53	149	1	0	2	0	131.10424499754674	80.31808737619065	3.070096184934969	144.7224807992532	74.45983250375127	66.06023800217308	152.21398490845675	0.7072169415756597	0	1.4575023653391395	0	0.4523050209408746
ENSDARG00000007906	0.026481939208666903	0.9998677203561913	-1.1343723982500138	12	16132612	16229402	1	protein_coding	lrp2b	low density lipoprotein receptor-related protein 2b [Source:ZFIN;Acc:ZDB-GENE-111115-1]	306	201	81	279	122	325	83	74	121	173	361	339.98219465465513	248.3682394248357	124.33889548986625	278.46601477925265	93.65051098409954	405.08636510766513	84.79034058659	52.33405367659881	134.29411843741272	126.07395460183555	290.09668905231297	0.4430983788708806
ENSDARG00000101026	0.02956184560123392	0.9998677203561913	-1.657053134644318	KN150709.1	28312	30914	-1	protein_coding	CABZ01038709.1	NA	135	121	24	136	41	161	17	37	36	39	201	149.99214470058317	149.5152088079857	36.84115421921963	135.7397061289547	31.472712707771155	200.67355317641258	17.366696264723252	26.167026838299407	39.955274906998824	28.42129612411322	161.521979223033	0.4422739839459797
ENSDARG00000095082	0.9172183657315565	0.9998677203561913	0.040467469806569144	7	33172066	33176106	1	protein_coding	ITLN1	si:ch211-194p6.12 [Source:ZFIN;Acc:ZDB-GENE-160728-9]	36	22	29	27	24	32	169	286	30	34	25	39.99790525348884	27.18458341963376	44.51639468155705	26.94832401089542	18.423051341134336	39.88542671829318	172.64539227871938	202.26404529063868	33.29606242249902	24.77754021076537	20.089798410825	0.4339795096173766
ENSDARG00000033539	0.24522300044882556	0.9998677203561913	-0.5510127724563691	20	25618114	25631256	-1	protein_coding	paics	phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase [Source:ZFIN;Acc:ZDB-GENE-030131-9762]	2906	2918	1574	2889	2471	1511	2461	9570	3040	6770	3041	3228.719796295516	3605.664291749605	2416.1656975438204	2883.47066916581	1896.8066609976224	1883.339992854406	2514.0846769108193	6768.066130879063	3374.0009921465676	4933.645506672987	2443.723078692753	0.42450463000060595
ENSDARG00000100311	NA	NA	1.7235380366925397	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	1	0	0	82	128	0	74	2	3	77	0	1.1110529237080233	0	0	81.84305810716387	98.25627381938311	0	75.59620726997181	1.4144338831513195	3.329606242249902	56.11384106555687	0	0.41629093263714345
ENSDARG00000095142	0.4833412840139016	0.9998677203561913	0.5624411573824543	5	32831561	32859700	1	protein_coding	si:ch211-208h16.4	si:ch211-208h16.4 [Source:ZFIN;Acc:ZDB-GENE-060526-98]	192	104	24	217	151	82	244	62	32	57	37	213.32216135194048	128.50893980190503	36.84115421921963	216.58467816164097	115.91169802130352	102.20640596562627	249.26316991720432	43.8474503776909	35.51579991733229	41.53881741216547	29.732901648021	0.41364772219584484
ENSDARG00000103950	0.6639510848013774	0.9998677203561913	-0.2973593772416581	10	21793670	21820057	1	protein_coding	pcdh1gc6	protocadherin 1 gamma c 6 [Source:ZFIN;Acc:ZDB-GENE-041118-17]	120	115	81	18	106	119	20	33	101	121	194	133.3263508449628	142.10123151172192	124.33889548986625	17.965549340596947	81.36847675667664	148.32393060865277	20.43140737026265	23.33815907199677	112.09674348908004	88.17889310301793	155.89683566800198	0.41255883249098346
ENSDARG00000029718	0.029038386709943374	0.9998677203561913	-1.6608037086118363	1	44746154	44758388	1	protein_coding	p2rx3b	purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]	25	36	16	135	43	121	140	201	116	64	51	27.776323092700583	44.48386377758251	24.560769479479752	134.7416200544771	33.007966986199015	150.8167697785461	143.01985159183855	142.1506052567076	128.74477470032954	46.64007569085246	40.983188758082996	0.41165698602776046
ENSDARG00000069878	0.632364291063416	0.9998677203561913	-0.398890762640468	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	41	156	102	177	240	182	354	48	186	381	234	45.55316987202896	192.76340970285756	156.57490543168342	176.66123518253664	184.23051341134334	226.8483644602925	361.63591045364893	33.94641319563166	206.43558701949394	277.65420059710607	188.04051312532198	0.40500938622962496
ENSDARG00000094840	0.02632022613543253	0.9998677203561913	-1.680465164381403	22	19277361	19279253	1	protein_coding	si:dkey-21e2.13	si:dkey-21e2.13 [Source:ZFIN;Acc:ZDB-GENE-050208-379]	74	78	37	104	5	64	23	18	104	127	111	82.21791635439372	96.38170485142878	56.796779421296925	103.80095174567124	3.838135696069653	79.77085343658636	23.49611847580205	12.729904948361874	115.42634973132994	92.55140019903536	89.198704944063	0.4002673113744282
ENSDARG00000104734	0.9297194436917603	0.9998677203561913	-0.054885555670759846	3	17653784	17680114	1	protein_coding	kat2a	K(lysine) acetyltransferase 2A [Source:NCBI gene;Acc:555517]	77	45	125	207	240	234	260	263	81	185	330	85.5510751255178	55.60482972197814	191.88101155843557	206.60381741686487	184.23051341134334	291.6621828775189	265.60829581341443	185.9980556343985	89.89936854074736	134.8189687938704	265.18533902289	0.3946378659603144
ENSDARG00000003902	0.7422089105394842	0.9998677203561913	-0.16334600563619162	17	27456804	27461321	1	protein_coding	ctsl.1	cathepsin L.1 [Source:ZFIN;Acc:ZDB-GENE-040718-61]	2323	2420	1755	2105	2166	1870	1008	424	3166	2108	2956	2580.975941773738	2990.3041761597133	2694.0094022804356	2100.971186775365	1662.6803835373737	2330.804623850258	1029.7429314612375	299.8599832280797	3513.844454321063	1536.207493067453	2375.417764095948	0.39131269003347713
ENSDARG00000099101	0.8654187219375324	0.9998677203561913	-0.11132861046082428	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	2276	1863	327	3163	2120	1418	2917	1893	529	750	2119	2528.7564543594613	2302.039950489895	501.96072623686746	3156.9462535726743	1627.369535133533	1767.4229714543667	2979.9207649528075	1338.7616704027237	587.1205673833994	546.5633870021773	1702.811313301527	0.38618273100826134
ENSDARG00000019763	0.7433645520924361	0.9998677203561913	-0.20251267333010942	6	8355122	8362516	-1	protein_coding	acp5a	acid phosphatase 5a, tartrate resistant [Source:ZFIN;Acc:ZDB-GENE-040426-2864]	54	141	93	120	52	98	46	86	46	171	147	59.996857880233264	174.22846646219818	142.75947259947606	119.77032893731298	39.91661123912439	122.14911932477287	46.9922369516041	60.82065697550673	51.053962381165164	124.61645223649641	118.128014655651	0.3847156819082102
ENSDARG00000055120	0.5325152361270449	0.9998677203561913	0.5055586646264763	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1342	307	247	435	1544	236	1282	1651	336	481	1477	1491.0330236161674	379.348504992162	379.1568788394687	434.16744239775954	1185.2163029463088	294.1550220474122	1309.653212433836	1167.615170541414	372.915899131989	350.52931886406304	1186.905290111541	0.38348907627880285
ENSDARG00000070057	0.7513500463981782	0.9998677203561913	-0.14623871430687624	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]	592	340	163	340	548	225	128	296	563	384	378	657.7433308351498	420.12538012161264	250.21283907219998	339.34926532238677	420.659672289234	280.44440661299893	130.76100716968097	209.33621470639525	624.856104795565	279.84045414511473	303.757751971674	0.3801322528979511
ENSDARG00000104436	0.40550795367029385	0.9998677203561913	0.7015935405673963	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	2940	1503	1129	3589	4490	1520	440	5238	1693	641	2651	3266.4955957015886	1857.20131271407	1733.06929639579	3582.1309213001355	3446.6458550705484	1894.5577691189262	449.4909621457783	3704.4023399733055	1879.0077893763614	467.12950809119417	2130.322223483883	0.37781783601257474
ENSDARG00000006588	0.004591238965757407	0.6099751216747931	1.9988765564316253	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	1528	659	3376	2748	1814	914	994	1131	1158	476	646	1697.6888674258596	814.3018397063022	5182.3223601702275	2742.740532664467	1392.4756305340702	1139.227500641249	1015.4409463020537	799.862360922071	1285.2280095084623	346.88556295071515	519.120390935718	0.37674017781455466
ENSDARG00000100552	0.7707605528800339	0.9998677203561913	-0.7175636586769246	KN150328.1	3117	12840	1	protein_coding	taco1	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:ZFIN;Acc:ZDB-GENE-070410-35]	0	4	48	4	0	49	0	116	1	137	99	0	4.942651530842501	73.68230843843926	3.9923442979104324	0	61.074559662386434	0	82.03716522277652	1.109868747416634	99.83891202573105	79.555601706867	0.3764784003762025
