Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000055876	0.14935564451857564	0.9998677203561913	-0.9980213170381967	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	290	179	332	310	1067	1292	363	448	2092	356	1393	322.20534787532677	221.18365600520195	509.63596669920486	309.4066830880585	819.058157541264	1610.3741037510872	370.8300437702671	316.83318982589554	2321.8454195955983	259.4354210303668	1119.403567451169	0.6817712961170415
ENSDARG00000103634	0.49339188940127826	0.9998677203561913	1.7985565251656388	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	0	635	203	0	0	178	0	257	0	0	655.4655354836159	0	487.44323340084594	253.02317574417236	0	0	197.55663704016087	0	206.523127663281	0.6653559468184628
ENSDARG00000019532	0.3245192602572088	0.9998677203561913	-0.5080141534267072	25	4133488	4148719	-1	protein_coding	fads2	fatty acid desaturase 2 [Source:NCBI gene;Acc:140615]	292	300	236	245	986	717	289	356	713	424	1486	324.4274537227428	370.69886481318764	362.27134982232633	244.531088247014	756.8803592649356	893.6828424067567	295.2338365002953	251.76923120093485	791.3364169080601	308.99050145189756	1194.137617539438	0.6238792111033901
ENSDARG00000095351	0.5962494107282372	0.9998677203561913	0.30749583280684417	8	44340504	44344742	-1	processed_transcript	CU914776.1	NA	179	182	241	219	770	490	242	292	202	190	724	198.87847334373618	224.89064465333382	369.9465902846638	218.5808503105962	591.0728971947266	610.7455966238643	247.22002918017807	206.50734694009262	224.19348697816008	138.46272470721823	581.800561977492	0.6173128317071523
ENSDARG00000061274	0.17689219971016518	0.9998677203561913	-1.0436683524389434	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	92	75	87	114	300	356	85	300	594	85	421	102.21686898113815	92.67471620329691	133.54918404467116	113.78181249044732	230.2881417641792	443.72537224101166	86.83348132361627	212.1650824726979	659.2620359654805	61.94385052691342	338.31220523829296	0.5890344795036416
ENSDARG00000091801	0.6554579085320482	0.9998677203561913	-0.5171979533871476	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	152	185	20	172	217	121	359	634	15	30	469	168.88004440361956	228.5976333014657	30.700961849349692	171.6708048101486	166.57508920942294	150.8167697785461	366.7437622962146	448.37554095896826	16.64803121124951	21.86253548008709	376.88461818707697	0.5868261334633552
ENSDARG00000087359	0.17176803028224635	0.9998677203561913	0.7189066922720225	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	676	643	1282	968	1592	258	1627	2472	1262	1819	1028	751.0717764266238	794.5312335829321	1967.9316545433153	966.1473200943246	1222.0624056285776	321.5762529162388	1662.0949895708666	1748.2402795750306	1400.654359239792	1325.5984012759473	826.092510653124	0.5555963359592333
ENSDARG00000075600	0.018824608385420907	0.9998677203561913	-1.8921999318653833	10	9105007	9115383	-1	protein_coding	si:dkeyp-41f9.3	si:dkeyp-41f9.3 [Source:ZFIN;Acc:ZDB-GENE-091118-56]	148	58	30	234	56	53	366	465	138	526	71	164.43583270878744	71.66844719721627	46.05144277402454	233.5521414277603	42.987119795980114	66.06023800217308	373.8947548758065	328.85587783268176	153.1618871434955	383.32312208419364	57.055027486743	0.550017910709342
ENSDARG00000104773	0.7364891367350954	0.9998677203561913	-1.1140474678601437	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	0	0	274	333	222	517	519	0	385	684	0	0	0	273.47558440686464	255.6198373582389	276.70514785815897	528.1518805212895	367.0455926777674	0	280.56920532778435	549.656884520172	0.5448304366293505
ENSDARG00000071024	0.43462301517586005	0.9998677203561913	0.4674477061876866	22	30502555	30545975	1	protein_coding	zgc:171679	zgc:171679 [Source:ZFIN;Acc:ZDB-GENE-071004-95]	125	298	278	208	398	112	297	190	308	568	202	138.88161546350292	368.22753904776636	426.7433697059607	207.60190349134248	305.5156014071444	139.59899351402615	303.40639944840035	134.37121889937535	341.8395742043233	413.9306717563156	162.325571159466	0.5118614965642697
ENSDARG00000089475	0.7194095576248286	0.9998677203561913	0.6956739801106573	3	55120330	55121125	-1	protein_coding	hbae1.1	hemoglobin, alpha embryonic 1.1 [Source:ZFIN;Acc:ZDB-GENE-980526-80]	209	67	29	217	154	74	0	153	28	0	97	232.21006105497688	82.7894131416119	44.51639468155705	216.58467816164097	118.21457943894531	92.23504928605298	0	108.20419206107593	31.076324927665752	0	77.94841783400099	0.5094320105739829
ENSDARG00000115405	0.5433828025050134	0.9998677203561913	0.8170037871012219	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	305	85	23	243	166	60	5	124	23	2	104	338.8711417309471	105.03134503040316	35.30610612675214	242.53491609805877	127.42610510951248	74.78517509679972	5.107851842565663	87.6949007553818	25.526981190582582	1.4575023653391395	83.573561389032	0.5004277533159945
ENSDARG00000056498	0.002982965594430244	0.4890582669960563	-2.132508155587764	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	73	226	82	287	139	590	235	211	160	408	1030	81.1068634306857	279.25981149260133	125.87394358233374	286.45070337507354	106.70017235073635	735.3875551185306	240.06903660058614	149.2227746724642	177.57899958666144	297.33048252918445	827.6996945259899	0.49524339018438984
ENSDARG00000068006	NA	NA	-3.6890053568256156	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	24	789	13	13	23	65	44	75	779	19	13	26.66527016899256	974.9380144586835	19.9556252020773	12.975118968208905	17.655424201920404	81.01727302153303	44.94909621457783	53.04127061817447	864.5877542375579	13.846272470721825	10.446695173629	0.49279561222369667
ENSDARG00000100131	0.42857534797427227	0.9998677203561913	0.6976147979062279	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	407	300	484	446	124	93	300	72	332	351	363	452.19853994916554	370.69886481318764	742.9632767542626	445.1463892170132	95.1857652625274	115.91702140003956	306.47111055393975	50.919619793447495	368.4764241423225	255.79166511701897	291.703872925179	0.4889950168024072
ENSDARG00000104540	0.2966792698072986	0.9998677203561913	-0.5942200861456282	23	42336142	42409339	1	protein_coding	cyp2aa8	cytochrome P450, family 2, subfamily AA, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-041010-183]	253	525	140	443	221	97	480	1234	291	685	268	281.09638969812994	648.7230134230783	214.90673294544783	442.1521309935804	169.64559776627866	120.9026997398262	490.3537768863036	872.7057059043641	322.9718054982405	499.1945601286552	215.36263896404398	0.48872409357584407
ENSDARG00000045835	0.3596448369823585	0.9998677203561913	-1.1633565541640198	4	5531583	5533803	1	protein_coding	si:dkey-14d8.6	si:dkey-14d8.6 [Source:ZFIN;Acc:ZDB-GENE-041210-124]	806	631	711	581	185	660	142	2	2321	1887	932	895.5086565086668	779.7032789904047	1091.4191937443816	579.8880092714903	142.01102075457717	822.6369260647969	145.06299232886482	1.4144338831513195	2576.0053627540074	1375.153481697478	748.947684755556	0.4865185617718167
ENSDARG00000099101	0.8654187219375324	0.9998677203561913	-0.11132861046082428	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	2276	1863	327	3163	2120	1418	2917	1893	529	750	2119	2528.7564543594613	2302.039950489895	501.96072623686746	3156.9462535726743	1627.369535133533	1767.4229714543667	2979.9207649528075	1338.7616704027237	587.1205673833994	546.5633870021773	1702.811313301527	0.48510113424722306
ENSDARG00000103277	0.4350945005348657	0.9998677203561913	0.7112146245650921	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	76	57	337	52	105	79	60	204	358	250	64	84.44002220180978	70.43278431450565	517.3112071615423	51.90047587283562	80.60084961746271	98.4671472107863	61.29422211078795	144.27225608143456	397.33301157515496	182.18779566739244	51.429883931712	0.48373711748807974
ENSDARG00000087390	0.8044226577725414	0.9998677203561913	0.17902910071492026	3	55131289	55132052	1	protein_coding	hbbe1.3	hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]	545	343	74	651	284	192	187	319	59	55	302	605.5238434208727	423.8323687697445	113.59355884259385	649.7540344849228	218.0061075367563	239.3125603097591	191.03365891195577	225.60220436263543	65.48225609758141	40.08131504682633	242.68476480276598	0.4774712731914873
ENSDARG00000090600	0.629734186585453	0.9998677203561913	0.7317245469270522	22	8979955	8996337	1	protein_coding	si:ch211-213a13.1	si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]	122	214	3	117	186	12	241	17	14	192	9	135.54845669237886	264.43185690007385	4.605144277402454	116.77607071388015	142.7786478937911	14.957035019359944	246.19845881166495	12.022688006786215	15.538162463832876	139.92022707255737	7.232327427896999	0.4761708234421412
ENSDARG00000088330	0.563168540942552	0.9998677203561913	0.5403848593196782	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	326	165	42	378	212	93	41	196	58	11	156	362.2032531288156	203.8843756472532	64.47201988363435	377.27653615253587	162.73695351335328	115.91702140003956	41.88438510903843	138.6145205488293	64.37238735016477	8.016263009365266	125.36034208354799	0.4744566602118899
ENSDARG00000117109	0.8020070595953969	0.9998677203561913	-0.3423026075890522	15	4018362	4027367	-1	protein_coding	CR626884.6	si:dkey-83h2.2 [Source:NCBI gene;Acc:101885518]	31	58	56	53	8	43	100	5	40	175	8	34.442640634948724	71.66844719721627	85.96269317817914	52.89856194731323	6.141017113711444	53.59604215270647	102.15703685131325	3.5360847078782984	44.39474989666536	127.53145696717469	6.428735491464	0.4741386720761664
ENSDARG00000095767	0.6908409057556089	0.9998677203561913	0.17162979128180111	20	53802521	53810638	1	processed_transcript	dio3b	iodothyronine deiodinase 3b [Source:NCBI gene;Acc:798872]	399	390	418	383	415	228	574	556	418	909	360	443.3101165595013	481.9085242571439	641.6501026514086	382.26696652492393	318.5652627737812	284.1836653678389	586.3813915265381	393.21261951606675	463.925136420153	662.4348250466388	289.29309711588	0.47392551086048484
ENSDARG00000105265	0.9838388203335579	0.9998677203561913	0.06949859020411597	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	246	234	0	0	825	222	0	328	0	899	342	273.31901923217373	289.14511455428635	0	0	633.2923898514928	276.70514785815897	0	231.96715683681637	0	655.1473132199432	274.828442260086	0.4732577346560426
ENSDARG00000042613	0.9391009585562518	0.9998677203561913	0.04516927384482887	24	38092608	38097305	-1	protein_coding	crp3	C-reactive protein 3 [Source:ZFIN;Acc:ZDB-GENE-060503-220]	197	295	189	439	289	112	293	524	175	714	169	218.8774259704806	364.5205503996345	290.1240894763546	438.15978669567	221.84424323282593	139.59899351402615	299.32011797434785	370.58167738564566	194.22703079791094	520.3283444260728	135.807037257177	0.47102452846770015
ENSDARG00000052734	0.23706390309316094	0.9998677203561913	-0.6916717720494185	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	393	317	395	492	1234	1232	881	609	1669	516	1566	436.6437990172532	391.70513381926827	606.3439965246564	491.0583486429832	947.2518897899904	1535.5889286542874	900.0034946600698	430.6951174195767	1852.3709394383623	376.035610257498	1258.424972454078	0.4699573605811265
ENSDARG00000005713	0.46163815633669986	0.9998677203561913	0.3911426331854863	16	54303491	54320489	1	protein_coding	ethe1	ETHE1 persulfide dioxygenase [Source:ZFIN;Acc:ZDB-GENE-040426-2503]	412	324	409	360	510	162	204	299	551	764	227	457.75380456770563	400.35477399824265	627.8346698192012	359.3109868119389	391.4898409991046	201.91997276135925	208.40035517667903	211.45786553112225	611.5376798265653	556.7659035595512	182.415369570291	0.4681982857603543
ENSDARG00000044685	0.9326728850915742	0.9998677203561913	-0.05483781319294114	16	54875530	54880550	1	protein_coding	nr0b2a	nuclear receptor subfamily 0, group B, member 2a [Source:ZFIN;Acc:ZDB-GENE-080403-1]	382	438	190	289	353	134	333	475	550	403	122	424.4222168564649	541.2203426272539	291.6591375688221	288.44687552402877	270.9723801425175	167.0202243828527	340.1829327148731	335.92804724843836	610.4278110791487	293.68672661583656	98.038216244826	0.4669549676729825
ENSDARG00000101026	0.02956184560123392	0.9998677203561913	-1.657053134644318	KN150709.1	28312	30914	-1	protein_coding	CABZ01038709.1	NA	135	121	24	136	41	161	17	37	36	39	201	149.99214470058317	149.5152088079857	36.84115421921963	135.7397061289547	31.472712707771155	200.67355317641258	17.366696264723252	26.167026838299407	39.955274906998824	28.42129612411322	161.521979223033	0.46433820707674445
ENSDARG00000078683	0.7988865676101724	0.9998677203561913	0.16299984696540634	15	3766101	3804420	1	protein_coding	RNF14	zmp:0000000524 [Source:ZFIN;Acc:ZDB-GENE-130530-527]	225	137	175	174	110	88	206	167	115	420	104	249.98690783430527	169.28581493135567	268.6334161818098	173.6669769591038	84.43898531353237	109.68492347530625	210.4434959137053	118.10522924313517	127.63490595291292	306.0754967212193	83.573561389032	0.46300303406369914
ENSDARG00000071644	0.9713870946552842	0.9998677203561913	-0.07178583839814162	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	120	0	204	132	149	225	0	412	219	155	326	133.3263508449628	0	313.14981086336684	131.7473618310443	114.37644374287567	280.44440661299893	0	291.3733799291718	243.06125568424284	112.95643331378331	261.970971277158	0.45895648693190744
ENSDARG00000079305	0.9797191254703208	0.9998677203561913	0.013910633385488464	3	55146418	55147788	-1	protein_coding	hbae3	hemoglobin alpha embryonic-3 [Source:ZFIN;Acc:ZDB-GENE-990706-3]	11791	6705	3803	13872	8421	7448	9979	7993	2573	4275	11342	13100.425023441303	8285.119628574743	5837.787895653843	13845.45002515338	6464.188139320509	9283.333068682738	10194.25070739255	5652.785014014248	2855.692287102999	3115.4113059124106	9114.339743023085	0.4572061828085661
ENSDARG00000115701	0.24904302948553564	0.9998677203561913	0.6896342725302114	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	1436	788	474	847	1771	547	267	1098	834	366	891	1595.4719984447215	973.7023515759728	727.6127958295876	845.3789050825341	1359.467663547871	681.791512965824	272.7592883930064	776.5242018500743	925.6305353454727	266.7229328570625	716.000415361803	0.45701376361889245
ENSDARG00000041595	0.30658531066795947	0.9998677203561913	0.3957172579873854	18	17418254	17426306	1	protein_coding	ces3	carboxylesterase 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9563]	1796	2045	1842	1911	2495	741	2277	3818	1918	3548	1951	1995.45105097961	2526.930595143229	2827.5585863251067	1907.3424883267091	1915.2297123387568	923.5969124454765	2326.115729104403	2700.1542829358687	2128.728257545104	2585.609196111633	1567.807867980783	0.4544114656691742
ENSDARG00000116164	0.08536061346757033	0.9998677203561913	-0.6252371947012374	9	22134731	22135576	-1	protein_coding	crygm2d8	crystallin, gamma M2d8 [Source:ZFIN;Acc:ZDB-GENE-040718-321]	5152	5156	2925	5739	3078	2935	6671	5560	5457	9787	5330	5724.144662943736	6371.077823255984	4490.015670467392	5728.015981426993	2362.7563345004783	3658.241481818453	6814.895928351107	3932.126195160668	6056.553754652572	7132.2878247870785	4283.14502118789	0.4532266537515525
ENSDARG00000016319	0.23067765693489545	0.9998677203561913	0.3713225666090258	5	32345187	32355289	1	protein_coding	c9	complement component 9 [Source:ZFIN;Acc:ZDB-GENE-050522-442]	3615	3825	3338	4047	4337	2220	5122	4353	3412	5878	2772	4016.4563192045043	4726.410526368142	5123.990532656463	4039.25434341088	3329.198902770817	2767.0514785815894	5232.483427524265	3078.5153466788465	3786.872166185555	4283.59945173173	2227.556847792276	0.4469920861395786
ENSDARG00000069583	0.7059303434658448	0.9998677203561913	0.1449869909465513	16	55003121	55028791	-1	protein_coding	zgc:114181	zgc:114181 [Source:ZFIN;Acc:ZDB-GENE-050913-105]	1530	1316	1289	1439	1548	721	1314	2068	1592	2866	1206	1699.9109732732757	1626.132353647183	1978.6769911905876	1436.2458611732782	1188.2868115031645	898.6685207465432	1342.3434642262562	1462.5246351784642	1766.9110458872813	2088.600889530987	969.1318753381979	0.4433658867921132
ENSDARG00000055036	0.5162715830403461	0.9998677203561913	0.28179840099152836	11	3614326	3629216	-1	protein_coding	itih3a	inter-alpha-trypsin inhibitor heavy chain 3a [Source:ZFIN;Acc:ZDB-GENE-050522-262]	569	613	562	421	818	279	959	758	751	1057	620	632.1891135898653	757.4613471016133	862.6970279667263	420.194237355073	627.9189998769953	347.75106420011866	979.6859834040941	536.0704417143501	833.5114293098922	770.2900000817351	498.22700058846	0.4387294010897892
ENSDARG00000032010	0.2389437675446454	0.9998677203561913	-1.0244149699841392	9	37320222	37339656	1	protein_coding	slc15a2	solute carrier family 15 member 2 [Source:NCBI gene;Acc:556684]	37	220	206	219	53	250	440	335	299	691	373	41.10895817719686	271.8458341963376	316.2199070483018	218.5808503105962	40.68423837833832	311.60489623666547	449.4909621457783	236.91767542784598	331.85075547757356	503.56706722467266	299.739792289509	0.43599436073517756
ENSDARG00000044642	0.41545798048054405	0.9998677203561913	-0.47382862189949165	21	24531679	24535510	-1	protein_coding	sc5d	sterol-C5-desaturase [Source:ZFIN;Acc:ZDB-GENE-040912-56]	91	58	92	92	276	247	75	174	332	96	296	101.10581605743013	71.66844719721627	141.22442450700856	91.82391885193995	211.86509042304485	307.8656374818255	76.61777763848494	123.05574783416479	368.4764241423225	69.96011353627868	237.863213184168	0.4349137461450825
ENSDARG00000052747	0.6016751948905876	0.9998677203561913	-0.2668438418771105	16	53590586	53601602	1	protein_coding	gpatch3	G patch domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-070112-902]	336	278	137	345	479	396	535	828	155	261	670	373.31378236589586	343.51428139355386	210.30158866804538	344.33969569477483	367.69339968347276	493.58215563887813	546.5401471545259	585.5756276246462	172.02965584957826	190.20405867675768	538.40659741011	0.42787073922971397
ENSDARG00000086569	0.511005330678366	0.9998677203561913	0.36305953835619437	3	1005059	1012673	1	protein_coding	zgc:172051	zgc:172051 [Source:ZFIN;Acc:ZDB-GENE-080219-23]	642	606	698	520	764	324	412	255	1040	874	475	713.295977020551	748.811706922639	1071.4635685423043	519.0047587283563	586.467134359443	403.8399455227185	420.8869918274106	180.34032010179322	1154.2634973132995	636.9285336532039	381.70616980567496	0.4185904976151892
ENSDARG00000041569	0.5966331040233179	0.9998677203561913	0.1760590880641089	18	17408470	17415609	-1	protein_coding	ces2a	carboxylesterase 2a [Source:ZFIN;Acc:ZDB-GENE-061013-99]	5439	5659	6675	6110	7557	3768	5952	9869	7931	13430	6365	6043.016852047939	6992.616253259429	10246.44601722046	6098.305915058186	5800.958291039674	4696.508996079022	6080.386833390165	6979.523996410186	8802.369035761325	9787.12838325232	5114.862675396045	0.41708813800013184
ENSDARG00000019294	0.3793425995756984	0.9998677203561913	0.6596304175106451	7	73453486	73455918	1	protein_coding	cbln8	cerebellin 8 [Source:ZFIN;Acc:ZDB-GENE-080204-13]	75	96	183	97	183	41	61	16	155	308	105	83.32896927810175	118.62363674022004	280.9138009215497	96.81434922432798	140.4757664761493	51.10320298281314	62.31579247930108	11.315471065210556	172.02965584957826	224.45536426222748	84.377153325465	0.4143269759635574
ENSDARG00000020711	NA	NA	0.8146101897493203	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	681	584	2	15	540	361	395	491	11	14	4	756.6270410451639	721.6271235030052	3.070096184934969	14.971291117164123	414.51865517552255	449.95747016574495	403.52029556268735	347.2435183136489	12.208556221582974	10.202516557373976	3.214367745732	0.4112348903380014
ENSDARG00000045142	0.27825547861225575	0.9998677203561913	0.877841622824583	12	20342451	20353541	1	protein_coding	hbae5	hemoglobin, alpha embryonic 5 [Source:ZFIN;Acc:ZDB-GENE-101028-1]	118	65	56	76	265	145	57	60	25	35	103	131.10424499754674	80.31808737619065	85.96269317817914	75.85454166029822	203.42119189169162	180.73083981726597	58.229511005248554	42.43301649453958	27.74671868541585	25.50629139343494	82.769969452599	0.41074037934503377
ENSDARG00000090901	0.6321333288657729	0.9998677203561913	0.45553959401096167	3	58197025	58205045	-1	protein_coding	si:ch211-256e16.11	si:ch211-256e16.11 [Source:ZFIN;Acc:ZDB-GENE-131127-41]	232	132	107	144	183	114	18	381	120	34	180	257.7642783002614	163.10750051780255	164.25014589402085	143.72439472477558	140.4757664761493	142.09183268391945	18.388266633236384	269.4496547403263	133.18424968999608	24.77754021076537	144.64654855794	0.400762229447048
