ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1874	"ENSDARG00000078992"	"wnk1a"	chr25	-	21129348	21129677	21129348	21129432	21129611	21129677
1875	"ENSDARG00000037353"	"frs2b"	chr25	-	34733568	34733953	34733568	34733597	34733766	34733953
1876	"ENSDARG00000078600"	"ldlrad3"	chr25	-	37328524	37328858	37328524	37328659	37328737	37328858
1877	"ENSDARG00000018559"	"kdm7ab"	chr25	+	17293177	17293511	17293177	17293310	17293419	17293511
1878	"ENSDARG00000102889"	"sept15"	chr25	-	12859218	12859492	12859218	12859343	12859440	12859492
1879	"ENSDARG00000102889"	"sept15"	chr25	-	12864618	12865088	12864618	12864630	12864991	12865088
1880	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819241	12819031	12819045	12819141	12819241
1881	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819241	12819031	12819048	12819141	12819241
1882	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819456	12819031	12819241	12819304	12819456
1883	"ENSDARG00000101332"	"uba2"	chr25	-	12819031	12819456	12819031	12819241	12819334	12819456
1884	"ENSDARG00000051749"	"tigara"	chr25	-	16967128	16967407	16967128	16967239	16967310	16967407
1885	"ENSDARG00000051748"	"ccnd2a"	chr25	-	16986613	16987020	16986613	16986734	16986905	16987020
1886	"ENSDARG00000045808"	"rlbp1b"	chr25	+	19107277	19107561	19107277	19107314	19107475	19107561
1887	"ENSDARG00000045808"	"rlbp1b"	chr25	+	19107475	19107799	19107475	19107561	19107670	19107799
1888	"ENSDARG00000100265"	"rhcgb"	chr25	-	8585132	8585550	8585132	8585206	8585450	8585550
1889	"ENSDARG00000045605"	"ticrr"	chr25	+	30328870	30329119	30328870	30328954	30329043	30329119
1890	"ENSDARG00000045605"	"ticrr"	chr25	+	30328870	30329355	30328870	30329119	30329217	30329355
1891	"ENSDARG00000034443"	"mpped2"	chr25	+	14734021	14734282	14734021	14734135	14734232	14734282
1892	"ENSDARG00000100206"	"klhdc4"	chr25	-	12729719	12729966	12729719	12729798	12729877	12729966
1893	"ENSDARG00000051936"	"ergic2"	chr25	+	20718462	20718928	20718462	20718479	20718826	20718928
1894	"ENSDARG00000051936"	"ergic2"	chr25	+	20722567	20722748	20722567	20722603	20722692	20722748
1895	"ENSDARG00000051936"	"ergic2"	chr25	+	20722567	20723048	20722567	20722748	20722949	20723048
1896	"ENSDARG00000051936"	"ergic2"	chr25	+	20724341	20724641	20724341	20724358	20724543	20724641
1897	"ENSDARG00000074626"	"pidd1"	chr25	-	4514143	4514367	4514143	4514251	4514317	4514367
1898	"ENSDARG00000074626"	"pidd1"	chr25	-	4514317	4514710	4514317	4514367	4514594	4514710
1899	"ENSDARG00000074626"	"pidd1"	chr25	-	4514594	4514927	4514594	4514710	4514787	4514927
1900	"ENSDARG00000045606"	"alkbh3"	chr25	+	30237874	30238113	30237874	30237903	30238020	30238113
1901	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429803	14430049	14429803	14429908	14429985	14430049
1902	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14429985	14430322	14429985	14430111	14430209	14430322
1903	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14431706	14432160	14431706	14431894	14431984	14432160
1904	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14431706	14432160	14431706	14431898	14431984	14432160
1905	"ENSDARG00000051899"	"exoc3l1"	chr25	-	14433255	14433503	14433255	14433303	14433378	14433503
1906	"ENSDARG00000020735"	"efcab6"	chr25	-	18999971	19000460	18999971	19000076	19000146	19000460
1907	"ENSDARG00000020735"	"efcab6"	chr25	-	19000146	19000460	19000146	19000304	19000397	19000460
1908	"ENSDARG00000020735"	"efcab6"	chr25	-	19006930	19007297	19006930	19007151	19007229	19007297
1909	"ENSDARG00000008395"	"snupn"	chr25	-	6440042	6440348	6440042	6440177	6440251	6440348
1910	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16773194	16773685	16773194	16773325	16773417	16773685
1911	"ENSDARG00000070723"	"ndufa9a"	chr25	-	16773417	16773685	16773417	16773513	16773605	16773685
1912	"ENSDARG00000077495"	"ptpn9a"	chr25	-	6407675	6408080	6407675	6407693	6407929	6408080
1913	"ENSDARG00000045733"	"ciapin1"	chr25	+	14401124	14401452	14401124	14401268	14401361	14401452
1914	"ENSDARG00000067796"	"clpxb"	chr25	-	35577921	35578193	35577921	35578028	35578102	35578193
1915	"ENSDARG00000033596"	"polr2c"	chr25	-	14373649	14373956	14373649	14373778	14373888	14373956
1916	"ENSDARG00000033596"	"polr2c"	chr25	-	14373888	14374095	14373888	14373956	14374026	14374095
1917	"ENSDARG00000033596"	"polr2c"	chr25	-	14373888	14374095	14373888	14373941	14374030	14374095
1918	"ENSDARG00000096922"	"CR376745.1"	chr25	+	30173115	30173671	30173115	30173414	30173653	30173671
1919	"ENSDARG00000097513"	"CT573383.1"	chr25	+	34046358	34046614	34046358	34046443	34046536	34046614
1920	"ENSDARG00000079716"	"sin3aa"	chr25	-	6357112	6357530	6357112	6357286	6357363	6357530
1921	"ENSDARG00000060951"	"polg"	chr25	-	8492102	8492386	8492102	8492238	8492332	8492386
1922	"ENSDARG00000060951"	"polg"	chr25	-	8492102	8492386	8492102	8492245	8492332	8492386
1923	"ENSDARG00000019532"	"fads2"	chr25	-	4135896	4136150	4135896	4136022	4136097	4136150
1924	"ENSDARG00000086450"	"tdg.2"	chr25	+	18957554	18957959	18957554	18957652	18957876	18957959
1925	"ENSDARG00000045797"	NA	chr25	-	18952141	18952517	18952141	18952290	18952504	18952517
1926	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025583	34025241	34025295	34025460	34025583
1927	"ENSDARG00000003216"	"anxa2a"	chr25	+	34025241	34025583	34025241	34025368	34025460	34025583
1928	"ENSDARG00000007711"	"rab3il1"	chr25	+	3114028	3114273	3114028	3114124	3114206	3114273
1929	"ENSDARG00000007755"	"wdr61"	chr25	-	6291543	6291778	6291543	6291649	6291755	6291778
1930	"ENSDARG00000061282"	"glg1a"	chr25	-	37223493	37223829	37223493	37223601	37223740	37223829
1931	"ENSDARG00000061282"	"glg1a"	chr25	-	37224164	37224549	37224164	37224307	37224436	37224549
1932	"ENSDARG00000061282"	"glg1a"	chr25	-	37227700	37228033	37227700	37227818	37227950	37228033
1933	"ENSDARG00000061282"	"glg1a"	chr25	-	37227950	37228347	37227950	37228039	37228237	37228347
1934	"ENSDARG00000061282"	"glg1a"	chr25	-	37231035	37231359	37231035	37231137	37231243	37231359
1935	"ENSDARG00000070717"	"slc25a18"	chr25	-	16639595	16639965	16639595	16639718	16639822	16639965
1936	"ENSDARG00000070717"	"slc25a18"	chr25	-	16654965	16655221	16654965	16655007	16655185	16655221
1937	"ENSDARG00000007975"	"fth1b"	chr25	+	3061719	3062057	3061719	3061734	3061910	3062057
1938	"ENSDARG00000007975"	"fth1b"	chr25	+	3061719	3062057	3061719	3061824	3061910	3062057
1939	"ENSDARG00000097652"	"si:dkey-234i14.2"	chr25	-	37193051	37193462	37193051	37193312	37193415	37193462
1940	"ENSDARG00000079111"	"actc1c"	chr25	+	14117014	14117355	14117014	14117117	14117193	14117355
1941	"ENSDARG00000058015"	"ano3"	chr25	+	35441783	35442000	35441783	35441866	35441973	35442000
1942	"ENSDARG00000075217"	"tdrd12"	chr25	-	37165842	37166330	37165842	37165901	37166178	37166330
1943	"ENSDARG00000019142"	"fam185a"	chr25	+	18715506	18715716	18715506	18715543	18715620	18715716
1944	"ENSDARG00000060711"	"sv2bb"	chr25	-	11040873	11041283	11040873	11041033	11041147	11041283
1945	"ENSDARG00000060711"	"sv2bb"	chr25	-	11042365	11042680	11042365	11042454	11042536	11042680
1946	"ENSDARG00000102060"	NA	chr25	+	13793520	13793791	13793520	13793567	13793705	13793791
1947	"ENSDARG00000102060"	NA	chr25	+	13796372	13796675	13796372	13796482	13796584	13796675
1948	"ENSDARG00000045928"	"psma4"	chr25	-	6216249	6216563	6216249	6216377	6216474	6216563
1949	"ENSDARG00000045928"	"psma4"	chr25	-	6222531	6222824	6222531	6222694	6222783	6222824
1950	"ENSDARG00000110973"	"tln2b"	chr25	+	33129838	33130242	33129838	33129946	33130045	33130242
1951	"ENSDARG00000078676"	"myrf"	chr25	-	3901337	3901602	3901337	3901412	3901497	3901602
1952	"ENSDARG00000078676"	"myrf"	chr25	-	3906802	3907079	3906802	3906916	3906999	3907079
1953	"ENSDARG00000089131"	"il17rel"	chr25	+	29489095	29489417	29489095	29489153	29489238	29489417
1954	"ENSDARG00000078785"	"tmem258"	chr25	-	3887269	3887627	3887269	3887439	3887540	3887627
1955	"ENSDARG00000001127"	"slc17a6a"	chr25	+	35256060	35256281	35256060	35256078	35256166	35256281
1956	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131868	6131627	6131669	6131790	6131868
1957	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131995	6131627	6131868	6131956	6131995
1958	"ENSDARG00000045930"	"rbpms2a"	chr25	+	6131627	6131995	6131627	6131877	6131956	6131995
1959	"ENSDARG00000102674"	"ckap5"	chr25	-	13749188	13749498	13749188	13749272	13749362	13749498
1960	"ENSDARG00000102674"	"ckap5"	chr25	-	13765644	13766090	13765644	13765731	13765998	13766090
1961	"ENSDARG00000102674"	"ckap5"	chr25	-	13782073	13782548	13782073	13782245	13782346	13782548
1962	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20035278	20035668	20035278	20035445	20035532	20035668
1963	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20035532	20035816	20035532	20035670	20035744	20035816
1964	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20037753	20038064	20037753	20037878	20037969	20038064
1965	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20037969	20038192	20037969	20038064	20038137	20038192
1966	"ENSDARG00000070830"	"zgc:136858"	chr25	-	20047987	20048480	20047987	20048162	20048369	20048480
1967	"ENSDARG00000097285"	NA	chr25	+	10832579	10832952	10832579	10832709	10832797	10832952
1968	"ENSDARG00000097285"	NA	chr25	+	10835869	10836198	10835869	10835991	10836106	10836198
1969	"ENSDARG00000021339"	"cpa5"	chr25	-	18460253	18460487	18460253	18460338	18460420	18460487
1970	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463456	18463167	18463260	18463345	18463456
1971	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463456	18463167	18463261	18463345	18463456
1972	"ENSDARG00000021339"	"cpa5"	chr25	-	18463170	18463474	18463170	18463261	18463346	18463474
1973	"ENSDARG00000021339"	"cpa5"	chr25	-	18463345	18463636	18463345	18463456	18463542	18463636
1974	"ENSDARG00000021339"	"cpa5"	chr25	-	18463167	18463641	18463167	18463474	18463542	18463641
1975	"ENSDARG00000021339"	"cpa5"	chr25	-	18465078	18465441	18465078	18465180	18465312	18465441
1976	"ENSDARG00000103878"	"anpepb"	chr25	+	10815855	10816259	10815855	10815982	10816178	10816259
1977	"ENSDARG00000103878"	"anpepb"	chr25	+	10815855	10816259	10815855	10815982	10816196	10816259
1978	"ENSDARG00000103878"	"anpepb"	chr25	+	10818327	10818653	10818327	10818441	10818514	10818653
1979	"ENSDARG00000103878"	"anpepb"	chr25	+	10818327	10818653	10818327	10818441	10818518	10818653
1980	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818803	10818518	10818653	10818737	10818803
1981	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818803	10818518	10818658	10818737	10818803
1982	"ENSDARG00000103878"	"anpepb"	chr25	+	10818518	10818951	10818518	10818803	10818885	10818951
1983	"ENSDARG00000103878"	"anpepb"	chr25	+	10822625	10822911	10822625	10822679	10822763	10822911
1984	"ENSDARG00000103878"	"anpepb"	chr25	+	10822625	10823097	10822625	10822911	10823008	10823097
1985	"ENSDARG00000103878"	"anpepb"	chr25	+	10823054	10823284	10823054	10823097	10823173	10823284
1986	"ENSDARG00000014866"	"hprt1l"	chr25	-	37077778	37077947	37077778	37077796	37077890	37077947
1987	"ENSDARG00000014866"	"hprt1l"	chr25	-	37081405	37081807	37081405	37081512	37081710	37081807
1988	"ENSDARG00000061946"	"commd4"	chr25	-	26840382	26840727	26840382	26840541	26840646	26840727
1989	"ENSDARG00000061946"	"commd4"	chr25	-	26842433	26842659	26842433	26842473	26842563	26842659
1990	"ENSDARG00000018681"	"saal1"	chr25	-	8180538	8180974	8180538	8180825	8180904	8180974
1991	"ENSDARG00000018681"	"saal1"	chr25	-	8188524	8188816	8188524	8188547	8188653	8188816
1992	"ENSDARG00000018681"	"saal1"	chr25	-	8195524	8195744	8195524	8195571	8195660	8195744
1993	"ENSDARG00000018681"	"saal1"	chr25	-	8195524	8195919	8195524	8195744	8195817	8195919
1994	"ENSDARG00000013990"	"ube2q2"	chr25	-	29437819	29438059	29437819	29437909	29437998	29438059
1995	"ENSDARG00000038500"	"cep41"	chr25	+	18442415	18442668	18442415	18442530	18442613	18442668
1996	"ENSDARG00000038288"	"cd151"	chr25	-	3813021	3813471	3813021	3813126	3813450	3813471
1997	"ENSDARG00000038288"	"cd151"	chr25	-	3813303	3813841	3813303	3813471	3813766	3813841
1998	"ENSDARG00000030915"	"cpa1"	chr25	-	18450861	18451145	18450861	18450972	18451051	18451145
1999	"ENSDARG00000018061"	"neil1"	chr25	-	26829622	26829975	26829622	26829743	26829881	26829975
2000	"ENSDARG00000021110"	"poc1b"	chr25	-	18434395	18434747	18434395	18434567	18434665	18434747
2001	"ENSDARG00000053609"	"gatd1"	chr25	-	3804357	3804815	3804357	3804451	3804531	3804815
2002	"ENSDARG00000053609"	"gatd1"	chr25	-	3805844	3807609	3805844	3805949	3807503	3807609
2003	"ENSDARG00000092798"	"ppib"	chr25	+	5984164	5984455	5984164	5984276	5984361	5984455
2004	"ENSDARG00000003841"	"usb1"	chr25	+	13685307	13685559	13685307	13685393	13685475	13685559
2005	"ENSDARG00000079835"	"man2c1"	chr25	+	26812352	26812628	26812352	26812428	26812504	26812628
2006	"ENSDARG00000079835"	"man2c1"	chr25	+	26812352	26812776	26812352	26812628	26812705	26812776
2007	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817057	26817118
2008	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817078	26817118
2009	"ENSDARG00000079835"	"man2c1"	chr25	+	26816867	26817118	26816867	26816984	26817097	26817118
2010	"ENSDARG00000079835"	"man2c1"	chr25	+	26817078	26817384	26817078	26817118	26817238	26817384
2011	"ENSDARG00000079835"	"man2c1"	chr25	+	26817078	26817384	26817078	26817153	26817238	26817384
2012	"ENSDARG00000079835"	"man2c1"	chr25	+	26821469	26821918	26821469	26821686	26821774	26821918
2013	"ENSDARG00000079835"	"man2c1"	chr25	+	26822793	26823282	26822793	26822903	26822980	26823282
2014	"ENSDARG00000079835"	"man2c1"	chr25	+	26822980	26823282	26822980	26823060	26823143	26823282
2015	"ENSDARG00000099860"	"pkmb"	chr25	+	29183916	29184299	29183916	29184067	29184147	29184299
2016	"ENSDARG00000045644"	"ca12"	chr25	+	26804775	26805166	26804775	26804901	26805136	26805166
2017	"ENSDARG00000069673"	"chid1"	chr25	+	3788073	3788556	3788073	3788183	3788451	3788556
2018	"ENSDARG00000069673"	"chid1"	chr25	+	3788093	3788556	3788093	3788183	3788455	3788556
2019	"ENSDARG00000104034"	"arid3b"	chr25	-	28995302	28995775	28995302	28995392	28995478	28995775
2020	"ENSDARG00000067711"	"parvg"	chr25	+	5076662	5077069	5076662	5076807	5076928	5077069
2021	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19734068	19734385	19734068	19734261	19734346	19734385
2022	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737035	19737273	19737035	19737150	19737250	19737273
2023	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737035	19737273	19737035	19737150	19737260	19737273
2024	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19737250	19737721	19737250	19737309	19737648	19737721
2025	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19739273	19739728	19739273	19739358	19739439	19739728
2026	"ENSDARG00000045824"	"zgc:101783"	chr25	+	19739439	19739728	19739439	19739566	19739664	19739728
2027	"ENSDARG00000089207"	"ankrd27"	chr25	+	36414341	36414697	36414341	36414452	36414543	36414697
2028	"ENSDARG00000089207"	"ankrd27"	chr25	+	36414341	36414697	36414341	36414452	36414583	36414697
2029	"ENSDARG00000089207"	"ankrd27"	chr25	+	36417721	36418152	36417721	36417775	36418091	36418152
2030	"ENSDARG00000089207"	"ankrd27"	chr25	+	36421531	36421831	36421531	36421613	36421694	36421831
2031	"ENSDARG00000004785"	"cops2"	chr25	-	32368833	32369067	32368833	32368892	32368986	32369067
2032	"ENSDARG00000004785"	"cops2"	chr25	-	32369188	32369525	32369188	32369286	32369460	32369525
2033	"ENSDARG00000023369"	"mxd"	chr25	+	19723602	19723987	19723602	19723757	19723852	19723987
2034	"ENSDARG00000023369"	"mxd"	chr25	+	19725801	19726233	19725801	19725843	19726100	19726233
2035	"ENSDARG00000017446"	"camk1db"	chr25	-	7993551	7993837	7993551	7993580	7993690	7993837
2036	"ENSDARG00000017446"	"camk1db"	chr25	-	7993690	7994007	7993690	7993841	7993924	7994007
2037	"ENSDARG00000075725"	"cep152"	chr25	-	32321212	32321392	32321212	32321218	32321328	32321392
2038	"ENSDARG00000017444"	"hal"	chr25	-	7965989	7966479	7965989	7966129	7966344	7966479
2039	"ENSDARG00000017444"	"hal"	chr25	-	7969351	7969526	7969351	7969389	7969480	7969526
2040	"ENSDARG00000017444"	"hal"	chr25	-	7971110	7971335	7971110	7971183	7971262	7971335
