Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000079946	0.031426302281290626	0.5878722471855918	-1.419342100329843	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	91	59	143	189	137	527	609	142	272	1005	94	809	102.16953273297739	73.59116785679271	221.63682781166207	162.36210950238112	138.18306301516904	408.4726393140568	767.841174354022	146.45972012331535	194.73008598303159	1127.4226644361147	69.3468884085286	655.9338067531396	0.6402389207656147
ENSDARG00000099099	0.8832195132803622	0.9843076992814822	0.08609699914189559	4	76838989	76891899	1	lincRNA	CABZ01015815.1	NA	177	114	121	46	273	28	131	31	178	153	212	199	198.72535487623074	142.19310399448082	187.5388543021756	39.51670390005043	275.357490533877	21.702531121050455	165.16780597763034	31.97360087199138	127.4336592094839	171.63748025743834	156.39936534689429	161.34836531999355	0.6323016033772072
ENSDARG00000094077	0.75573823403015306	0.9684480840488562	-0.2738605048276705	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	181	155	70	23	261	4	175	55	15	189	249	336	203.21632334800995	193.3327291153029	108.49355207563877	19.758351950025215	263.253864576344	3.1003615887214937	220.64401561897182	56.727356385791154	10.738791506417183	212.02276972977677	183.6954809970598	272.42739069104437	0.6114859533646436
ENSDARG00000055876	0.03174120770380368	0.5878722471855918	-1.2473919558218716	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	290	179	332	407	310	1067	1292	363	448	2092	356	1393	325.59521420399386	223.26811942993044	514.5694184158867	349.6369236374027	312.67700390293726	827.0214537914584	1628.983246741209	374.4005521462216	320.7319063249932	2346.8340437814445	262.6328965259168	1129.438557239955	0.5930980994794436
ENSDARG00000089296	0.7630343445732557	0.9693696323302459	-0.1692712279703739	4	76926059	76964360	1	protein_coding	si:dkey-240n22.6	si:dkey-240n22.6 [Source:ZFIN;Acc:ZDB-GENE-070705-411]	122	72	71	32	197	40	95	17	162	117	198	168	136.97453838926637	89.80617094388263	110.04345996243362	27.48988097394812	198.70119280283433	31.003615887214938	119.77817990744185	17.533910155608176	115.97894826930558	131.2521907850999	146.07110537115597	136.21369534552218	0.5779336939343973
ENSDARG00000095464	0.4368668565669224	0.8992176265822143	-0.4541544748008001	5	10046643	10056341	1	protein_coding	gstt2	glutathione S-transferase theta 2 [Source:NCBI gene;Acc:393493]	225	344	177	371	44	288	343	36	340	494	602	495	252.61697653758142	429.0739278429948	274.33369596268665	318.71080754171106	44.37996184428787	223.22603438794755	432.4622706131848	37.13063327069967	243.41260747878948	554.1759166481996	444.11517895674695	401.3439237859136	0.5752548842259847
ENSDARG00000042641	0.032010661288597204	0.5880239920710534	-1.1063294278276965	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	429	322	463	733	476	1470	1748	538	985	2513	427	2089	481.65636859832193	401.63315338791955	717.6073515860107	629.6900860594992	480.11049631547786	1139.382883855149	2203.91851029693	554.8966861010117	705.1806422547284	2819.1175678885133	315.0119292600182	1693.7524379571182	0.5732670637781179
ENSDARG00000095147	0.5607786260165367	0.9306641394492894	-0.22577824487188797	22	11775269	11779560	1	protein_coding	krt96	keratin 96 [Source:ZFIN;Acc:ZDB-GENE-030131-221]	266	205	211	321	261	229	355	59	611	217	366	503	298.6494033733185	255.69812560411026	327.0305641137112	275.7578685199171	263.253864576344	177.4957009543055	447.59214596991427	60.85298230475779	437.4267740280599	243.43355043048444	270.0102250800156	407.8302902309385	0.5702547853823584
ENSDARG00000076819	0.8612177278445217	0.9810895508666587	-0.3426797437790885	15	41422248	41438821	-1	protein_coding	nlrc8	NLR family CARD domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-070912-363]	94	41	0	0	52	0	0	0	134	38	56	105	105.5377590868118	51.13962512082205	0	0	52.449045815976575	0	0	0	95.9332041239935	42.62891666524612	41.31303990295321	85.13355959095136	0.5504741415591331
ENSDARG00000094809	0.7920730806897464	0.972689718610455	0.09861211540139159	4	76575585	76588333	1	protein_coding	ms4a17a.11	membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]	622	553	424	305	1163	344	490	281	925	583	853	795	698.3455973616695	689.7612851662096	657.160944001012	262.012928032943	1173.0430823842453	266.63109663004843	617.8032437331211	289.82522080740574	662.2254762290596	654.0173267325919	629.2861256646265	644.5826654743461	0.5344125898971495
ENSDARG00000092578	0.5322004230812983	0.9256863398281449	0.6871338256094025	10	28428222	28431809	1	protein_coding	si:ch211-222e20.4	si:ch211-222e20.4 [Source:ZFIN;Acc:ZDB-GENE-091118-60]	151	145	77	107	3	84	113	0	2	57	98	137	169.53405980966576	180.8596498175414	119.34290728320266	91.91928950663903	3.0259064893832637	65.10759336315137	142.47299294253608	0	1.431838867522291	63.943374997869185	72.29781983016811	111.07902537105083	0.527028865863395
ENSDARG00000094854	0.7547599056337425	0.9683026849359121	0.12384208100678329	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	314	295	225	185	626	149	279	130	513	296	443	369	352.5410250346692	367.95583928396354	348.7292745288389	158.9258743806376	631.405820784641	115.48846917987564	351.7696020439608	134.08284236641546	367.26666951946765	332.0568245503382	326.8156549465763	299.18365227677197	0.5133340337922154
ENSDARG00000032820	0.26059132575240207	0.83394632606459	-0.5720816526006246	10	33744098	33867426	1	protein_coding	rxfp2a	relaxin family peptide receptor 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1225]	57	47	42	199	190	242	54	294	414	159	269	67	63.99630072285397	58.62347269947894	65.09613124538326	170.95269730673988	191.6407443276067	187.57187611765036	68.08443910528274	303.23350504404726	296.39064557711424	178.36836183616143	198.45013810525737	54.323318977083254	0.5026550541574933
ENSDARG00000007276	0.0888087940035898	0.7209064754484529	0.6875222280680828	5	26111596	26118855	-1	protein_coding	ela3l	elastase 3 like [Source:ZFIN;Acc:ZDB-GENE-060710-2]	10740	5199	6987	6779	6688	9883	5549	6299	3426	9062	2462	3543	12058.25034672722	6484.753926906192	10829.206405035546	5823.559472574822	6745.754200331756	7660.218395333631	6996.306529540998	6496.8294158927	2452.7399800656844	10165.874811064747	1816.2982900191214	2872.6495393403875	0.5000134434876952
ENSDARG00000100552	0.6446381440627035	0.9497897114667554	-0.7411913819053618	KN150328.1	3117	12840	1	protein_coding	taco1	translational activator of mitochondrially encoded cytochrome c oxidase I [Source:ZFIN;Acc:ZDB-GENE-070410-35]	0	4	48	131	4	0	49	0	116	1	137	99	0	4.98923171910459	74.39557856615231	112.53670023710013	4.034541985844352	0	61.78032437331211	0	83.04665431629289	1.1218135964538454	101.06940119115337	80.26878475718271	0.4959967906284185
ENSDARG00000103025	0.011996520943108869	0.4362195349972974	-1.1662693017506842	10	6010570	6034397	1	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]	765	580	685	1135	1005	2256	3133	900	1697	4234	958	3423	858.8977202277769	723.4385992701656	1061.686902454465	975.0317157947225	1013.6786739433934	1748.6039360389225	3950.1582910527927	928.2658317674916	1214.915279092664	4749.758767385581	706.7480754826638	2775.3540426650147	0.49055030520497495
ENSDARG00000104773	0.47692811646122113	0.9092358825431905	-1.2971378295376939	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	0	0	336	274	333	222	517	519	0	385	684	0	0	0	288.64375022645527	276.3661260303381	258.10510226106436	279.9026940994957	533.2371500264369	371.5621861220345	0	284.0271493328033	554.584331049626	0.4894553268240177
ENSDARG00000075016	0.9545676597379906	0.9961921040992732	0.04184914907416259	20	53439665	53470252	1	protein_coding	apobb.2	apolipoprotein Bb, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070705-554]	101	534	38	42	171	87	147	408	121	205	144	66	113.39695391242545	666.0624345004628	58.89649969820391	36.08046877830691	172.47666989484603	67.43286455469249	185.34097311993634	420.8138437345962	86.6262514850986	229.9717872730383	106.23353117902253	53.51252317145514	0.4874826202248145
ENSDARG00000093054	0.5729441955878511	0.9344586061416061	0.9777099462916379	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	118	65	2	0	145	97	53	149	1	0	2	0	132.48356991748716	81.0750154354496	3.0998157735896794	0	146.25214698685775	75.18376852649622	66.82361615888861	153.67956548150696	0.7159194337611455	0	1.4754657108197573	0	0.4844176391659484
ENSDARG00000111240	0.03011506731591513	0.5844727986868848	0.6111865979359971	10	36784756	36793412	-1	protein_coding	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040912-69]	1049	767	708	889	772	797	732	378	707	292	722	1048	1177.7564817241018	956.6851821383052	1097.3347838507466	763.7032558074962	778.6666032679599	617.7470465527576	922.9223967604993	389.8716493423465	506.1550396691299	327.5695701645229	532.6431216059324	849.7140042982575	0.4836966893851992
ENSDARG00000092532	0.927370216988977	0.9923705443261795	-0.071995076597726207	22	19188809	19268278	1	protein_coding	si:dkey-21e2.8	si:dkey-21e2.8 [Source:ZFIN;Acc:ZDB-GENE-050208-459]	91	89	24	28	110	4	87	12	14	75	113	134	102.16953273297739	111.01040575007714	37.197789283076155	24.053645852204607	110.94990461071967	3.1003615887214937	109.69159633628885	12.376877756899889	10.022872072656037	84.1360197340384	83.36381266131629	108.64663795416651	0.48280302202164027
ENSDARG00000029718	0.0293972155782962	0.5804612048839255	-1.0953083083434534	1	44746154	44758388	1	protein_coding	p2rx3b	purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]	25	36	16	47	135	43	121	140	201	116	64	51	28.06855294862016	44.90308547194132	24.798526188717435	40.375762680486304	136.16579202224688	33.328887078756054	152.55957651368908	144.39690716383203	143.89980618599026	130.13037718864607	47.214902746232234	41.35058608703352	0.47737640175115076
ENSDARG00000039099	0.4197450052497457	0.8950157873513163	-0.28651888005432824	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	573	621	389	2295	1717	1018	1058	1738	2622	1007	1166	1176	643.331233582374	774.5782243909877	602.9141679631927	1971.539901100342	1731.827147423688	789.0420243296202	1333.950677284984	1792.5844617910004	1877.1407553217236	1129.6662916290222	860.1965094079185	953.4958674186553	0.47568668832969785
ENSDARG00000069630	0.5816515006524916	0.9370128338756099	-0.22431607823740043	18	13162728	13179510	1	protein_coding	tat	tyrosine aminotransferase [Source:ZFIN;Acc:ZDB-GENE-030131-1144]	659	637	473	680	270	807	457	349	344	828	1723	1229	739.8870557256274	794.535151267406	733.1064304539592	584.1599706963976	272.33158404449375	625.4979505245614	576.196086502115	359.9608614298384	246.27628521383406	928.861657863784	1271.1137098712209	996.4680451169451	0.47563858562021544
ENSDARG00000052207	0.6989548635350085	0.9605768718752269	0.20897068322157672	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	1943	2062	103	1626	2196	1530	1107	2767	1284	1131	1674	900	2181.4879351667587	2571.9489511984166	159.64051233986848	1396.829576988739	2214.963550228549	1185.8883076859713	1395.731001658296	2853.901729445166	919.2405529493109	1268.7711775892992	1234.9647999561369	729.7162250652974	0.4693417948013089
ENSDARG00000043663	0.7780561856890121	0.9711016269579178	-0.15130738919003345	10	26990095	26992003	1	protein_coding	faub	FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]	75	52	44	369	345	240	66	290	440	192	264	99	84.20565884586048	64.86001234835967	68.19594701897294	316.9926899808393	347.9792462790753	186.0216953232896	83.21431446201223	299.1078791250806	315.00455085490404	215.3882105191383	194.76147382820798	80.26878475718271	0.4683537804418049
ENSDARG00000007769	1.4911522915605305e-6	0.0010876201670120469	2.6100618822919	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	244	50	190	83	99	107	40	12	13	13	41	35	273.94907677853274	62.365396488807384	294.48249849101956	71.30187877617794	99.85491414964771	82.93467249829996	50.43291785576499	12.376877756899889	9.306952638894892	14.58357675389999	30.247047071805024	28.37785319698379	0.4585277005720494
ENSDARG00000103634	0.652838408317407	0.9501585953845896	1.2159550821941674	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	0	427	452	0	635	203	0	0	178	0	257	0	0	661.8106676613966	388.29456875701726	0	492.1824022095371	255.94705811800733	0	0	199.68282016878447	0	208.37452204642383	0.4570157879588515
ENSDARG00000091996	0.004769167049248106	0.2884648137909848	0.7911734754761552	5	30614532	30615901	-1	protein_coding	tcnbb	transcobalamin beta b [Source:ZFIN;Acc:ZDB-GENE-030131-12]	1119	1042	1241	2940	1018	1802	646	468	1738	661	1295	1490	1256.3484299802383	1299.6948628267457	1923.435687512396	2525.632814481484	1026.7909353973876	1396.712895719033	814.4916233706045	482.69823251909565	1244.2679758768709	741.5187872559918	955.3640477557929	1208.0857503858813	0.4468122281070044
ENSDARG00000058794	0.31211792960951124	0.8518833960363493	-0.6704489327007774	22	6073628	6082447	-1	protein_coding	si:dkey-19a16.2	si:dkey-19a16.2 [Source:ZFIN;Acc:ZDB-GENE-050208-493]	132	18	209	122	172	181	236	13	438	293	262	377	148.20195956871444	22.45154273597066	323.9307483401215	104.80517121317722	173.48530539130712	140.2913618896476	297.5542153490134	13.408284236641546	313.57271198738175	328.6913837609767	193.2860081173882	305.6700187217968	0.4370750505495684
ENSDARG00000068006	NA	NA	0.009025095299766606	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	24	789	13	28	13	23	65	44	75	779	19	13	26.945810830675352	984.1259565933805	20.148802528332915	24.053645852204607	13.112261453994144	17.827079135148587	81.95349151561811	45.38188510863292	53.69395753208592	873.8927916375455	14.016924252787694	10.540345473165408	0.4327716347139037
ENSDARG00000103013	0.3352635937279211	0.8634506615106048	-0.5480538900914848	10	21730585	21820133	1	protein_coding	pcdh1g22	protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695]	57	60	37	154	300	217	41	297	464	179	303	68	63.99630072285397	74.83847578656886	57.34659181140907	132.29505218712535	302.59064893832635	168.19461618814103	51.69374080215911	306.3277244832722	332.18661726517155	200.80463376523832	223.53305518919325	55.134114782711364	0.4307515108432994
ENSDARG00000095082	0.039700399291525405	0.6210453656178734	-1.2670873589126548	7	33172066	33176106	1	protein_coding	ITLN1	si:ch211-194p6.12 [Source:ZFIN;Acc:ZDB-GENE-160728-9]	36	22	29	57	27	24	32	169	286	30	34	25	40.41871624601303	27.44077445507525	44.947328717050354	48.966350484845094	27.233158404449373	18.60216953232896	40.34633428461199	174.3076950763401	204.75295805568763	33.654407893615364	25.082917083935875	20.269895140702708	0.42918925285285486
ENSDARG00000062788	8.690295925504965e-9	1.657774220435366e-5	2.5182231681225313	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	970	109	780	552	437	659	110	104	175	70	180	112	1089.0598544064621	135.9565643456001	1208.928151699975	474.2004468006051	440.7737119534954	510.7845717418661	138.6905241033537	107.26627389313236	125.28590090820047	78.52695175176918	132.79191397377815	90.80913023034813	0.425250084194661
ENSDARG00000056744	0.10467488778449516	0.7390786584229585	0.6554629304270986	8	21376290	21381734	1	protein_coding	ela2	elastase 2 [Source:ZFIN;Acc:ZDB-GENE-041117-1]	8537	5692	9080	9524	7719	10974	6386	4907	5545	11475	2634	3907	9584.849460894811	7099.676736285833	14073.163612097145	8181.67582487131	7785.657397183138	8505.842018657419	8051.615335672881	5061.1115960923125	3969.773260205552	12872.811019307876	1943.1883411496203	3167.779212589019	0.4213937667476112
ENSDARG00000104919	1.5120021473678518e-8	2.6285701358334975e-5	2.8918022544220037	14	11430796	11438060	1	protein_coding	si:ch211-153b23.3	si:ch211-153b23.3 [Source:ZFIN;Acc:ZDB-GENE-141216-408]	617	42	495	261	268	384	35	55	70	39	98	53	692.7318867719455	52.3869330505982	767.2044039634457	224.21434169376437	270.31431305157156	297.6347125172634	44.12880312379436	56.727356385791154	50.114360363280184	43.75073026169997	72.29781983016811	42.97217769828974	0.4150181150168052
ENSDARG00000012609	0.47529909825205724	0.9088090708623012	0.7280070038365913	9	32840114	32847642	-1	protein_coding	hpxa	hemopexin a [Source:NCBI gene;Acc:327588]	33	52	143	11	43	128	7	146	0	68	41	26	37.05048989217861	64.86001234835967	221.63682781166207	9.449646584794667	43.37132634782678	99.2115708390878	8.825760624758873	150.58534604228197	0	76.28332455886148	30.247047071805024	21.080690946330815	0.4106499908345429
ENSDARG00000095142	0.3552315977089513	0.8732434936023108	0.5881961481602577	5	32831561	32859700	1	protein_coding	si:ch211-208h16.4	si:ch211-208h16.4 [Source:ZFIN;Acc:ZDB-GENE-060526-98]	192	104	24	50	217	151	82	244	62	32	57	37	215.56648664540282	129.72002469671935	37.197789283076155	42.952939021793945	218.87390273205608	117.03864997423638	103.38748160431822	251.6631810569644	44.387004893191026	35.89803508652305	42.05077275836308	29.999444808240007	0.40207988835438735
ENSDARG00000029822	0.16080356137959229	0.7895005976346285	0.7456758935960124	21	11385031	11393979	1	protein_coding	cel.2	carboxyl ester lipase, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-061110-10]	1659	848	2004	2033	1263	1645	867	698	1359	2475	381	386	1862.6291736704338	1057.7171244501733	3106.0154051368586	1746.4665006261416	1273.906632030354	1275.0237033617143	1093.133494523706	719.9217228596768	972.9345104813967	2776.4886512232674	281.0762179111638	312.9671809724498	0.3999150878114404
ENSDARG00000019763	0.3192343287757237	0.8550731332853875	0.33745097032457166	6	8355122	8362516	-1	protein_coding	acp5a	acid phosphatase 5a, tartrate resistant [Source:ZFIN;Acc:ZDB-GENE-040426-2864]	54	141	93	151	120	52	98	46	86	46	171	147	60.628074369019544	175.87041809843683	144.1414334719201	129.7178758458177	121.03625957533055	40.30470065337942	123.56064874662422	47.44469806811624	61.569071303458514	51.60342543687689	126.15231827508926	119.18698342733191	0.39894165484738503
ENSDARG00000069878	0.6013146293334387	0.940141519448593	-0.2680502858650872	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	41	156	102	375	177	240	182	354	48	186	381	234	46.03242683573706	194.58003704507902	158.09060445307364	322.14704266345456	178.52848287361257	186.0216953232896	229.4697762437307	365.1178938285467	34.364132820534984	208.65732894041525	281.0762179111638	189.72621851697733	0.3961215873573526
ENSDARG00000061274	0.03567645001275007	0.600930810525038	-1.1133251766635588	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	92	75	87	188	114	300	356	85	300	594	85	421	103.29227485092218	93.54809473321107	134.84198615115105	161.50305072194521	114.98444659656403	232.52711915411203	448.8529689163084	87.66955077804087	214.77583012834367	666.3572762935842	62.707292709839685	341.3450341694336	0.394875174807706
ENSDARG00000099101	0.40270544654434887	0.8891397533366436	0.4104267312212599	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	2276	1863	327	2052	3163	2120	1418	2917	1893	529	750	2119	2555.3610604423793	2323.734673172963	506.8198789819126	1762.7886174544235	3190.3140753064213	1643.1916420223915	1787.8469379868689	3008.6127014064145	1355.2354881098486	593.4393925240842	553.299641557409	1718.0763121259615	0.3945254855242107
ENSDARG00000068431	0.6345670094775454	0.948018079021641	0.2453899279200862	2	43920461	43955410	1	protein_coding	si:ch211-195h23.3	si:ch211-195h23.3 [Source:ZFIN;Acc:ZDB-GENE-070912-174]	368	74	172	261	198	98	176	211	101	42	376	291	413.16909940368873	92.30078680343493	266.5841565287124	224.21434169376437	199.70982829929542	75.95885892367659	221.90483856536596	217.62676722548971	72.3078628098757	47.11617105106151	277.3875536341144	235.9415794377795	0.39438214944680333
