Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000100311	0.6317967115722802	0.9475993678935115	0.8935878926821661	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	1	0	0	85	82	128	0	74	2	3	77	0	1.1227421179448063	0	0	73.0199963370497	82.7081107098092	99.2115708390878	0	76.32407950088265	1.431838867522291	3.365440789361536	56.80542986656066	0	0.6640550576093956
ENSDARG00000101816	0.8373947905543608	0.9779074493822137	-0.06358803122106417	1	59252435	59287507	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]	1210	1615	1195	1605	2550	4455	1329	1297	3991	2818	1678	3613	1358.5179627132156	2014.4023065884785	1852.1399247198335	1378.7893425995856	2572.0205159757743	3453.0277194385635	1675.6336957577917	1337.7342042249297	2857.2344601407317	3161.270714806936	1237.9157313777764	2929.405245734355	0.6600085960504469
ENSDARG00000088885	0.9542169110440004	0.9961921040992732	-0.029466366657716302	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	33	247	434	465	319	720	319	253	390	531	716	343	37.05048989217861	308.08505865470846	672.6600228689605	399.46233290268367	321.75472337108704	558.0650859698688	402.2025198997258	260.9458393746393	279.20857916684673	595.6830197169919	528.2167244734732	278.10296133044113	0.6596577035152457
ENSDARG00000097973	0.7835446241394435	0.9716953398084731	-0.22556333483868884	15	46313082	46315233	1	protein_coding	si:ch1073-190k2.1	si:ch1073-190k2.1 [Source:ZFIN;Acc:ZDB-GENE-131127-449]	0	208	288	311	194	618	305	201	305	379	594	312	0	259.4400493934387	446.37347139691383	267.1672807155583	195.67528631345107	479.00586545747075	384.55099865020804	207.31270242807312	218.3554272971494	425.1673530560074	438.21331611346795	252.96829135596977	0.6575253150959687
ENSDARG00000096242	0.16309178984275707	0.7896189300639924	-0.8318836540600049	3	28822065	28828569	-1	protein_coding	si:ch211-76l23.4	si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]	33	35	170	351	44	58	119	266	215	202	439	220	37.05048989217861	43.65577754216517	263.48434075512273	301.5296319329935	44.37996184428787	44.95524303646166	150.03793062090085	274.35412361128084	153.9226782586463	226.60634648367676	323.8647235249367	178.37507723818382	0.6372975247549048
ENSDARG00000094104	0.33202176689571894	0.8617194448841232	1.1634858334220555	20	45989179	45996430	1	lincRNA	AL929237.1	si:ch211-213i16.3 [Source:NCBI gene;Acc:100536429]	81	5	8	11	77	155	1	0	4	79	6	55	90.94211155352932	6.236539648880738	12.399263094358718	9.449646584794667	77.66493322750377	120.13901156295788	1.2608229463941247	0	2.863677735044582	88.62327411985379	4.426397132459272	44.593769309545955	0.6322328020986365
ENSDARG00000003523	0.20383973786611015	0.80636522969255775	0.6883391048430361	14	16345003	16352209	1	protein_coding	itln3	intelectin 3 [Source:ZFIN;Acc:ZDB-GENE-090527-4]	11	60	117	264	210	264	78	107	112	45	206	92	12.35016329739287	74.83847578656886	181.33922275499626	226.79151803507202	211.81345425682846	204.6238648556186	98.34418981874173	110.36049333235734	80.1829765812483	50.48161184042304	151.972968214435	74.59321411778596	0.6187748095467035
ENSDARG00000003244	0.5718378508938489	0.9340841758541285	0.30009733689547574	2	43894368	43918874	1	protein_coding	gbp3	guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]	204	29	78	148	107	38	92	118	44	35	165	121	229.0393920607405	36.17192996350828	120.89281516999749	127.14069950451007	107.92399812133641	29.45343509285419	115.99571106825948	121.70596460951558	31.500455085490405	39.26347587588459	121.72592114262999	98.1062924810011	0.5963027134687253
ENSDARG00000068621	0.5468268734476731	0.9278023833216233	-0.4886996967464216	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	0	134	199	161	154	450	254	194	214	340	501	178	0	167.1392625900038	308.4316694721731	138.3084636501765	155.32986645500753	348.79067873116804	320.2490283841077	200.09285706988155	153.20675882488516	381.41662279430744	369.6041605603492	144.32165340180327	0.5939024073622041
ENSDARG00000101890	0.9622574829352171	0.9967029007560437	-0.029061687896744143	2	51613453	51634431	-1	protein_coding	pigr	polymeric immunoglobulin receptor [Source:ZFIN;Acc:ZDB-GENE-060503-327]	24	151	86	11	119	174	84	27	163	95	191	156	26.945810830675352	188.3434973961983	133.2920782643562	9.449646584794667	120.02762407886947	134.86572910938497	105.90912749710648	27.84797495302475	116.69486770306672	106.57229166311531	140.90697538328683	126.48414567798488	0.5877691931940295
ENSDARG00000095082	0.039700399291525405	0.6210453656178734	-1.2670873589126548	7	33172066	33176106	1	protein_coding	ITLN1	si:ch211-194p6.12 [Source:ZFIN;Acc:ZDB-GENE-160728-9]	36	22	29	57	27	24	32	169	286	30	34	25	40.41871624601303	27.44077445507525	44.947328717050354	48.966350484845094	27.233158404449373	18.60216953232896	40.34633428461199	174.3076950763401	204.75295805568763	33.654407893615364	25.082917083935875	20.269895140702708	0.5876554334942153
ENSDARG00000057881	0.989276475079247	0.9991974121345826	-0.003828847834130675	13	9313777	9318891	-1	protein_coding	si:dkey-33c12.3	si:dkey-33c12.3 [Source:ZFIN;Acc:ZDB-GENE-030131-7320]	1540	841	1889	2394	1618	1457	2104	1814	2364	1020	1596	2482	1729.0228616350018	1048.98596894174	2927.7759981554523	2056.586720363494	1631.9722332740403	1129.306708691804	2652.7714792132383	1870.9713542513664	1692.433541411348	1144.2498683829224	1177.4216372341664	2012.3951895689647	0.5838706684667022
ENSDARG00000041433	0.11862220615087632	0.7499061921703268	0.9468581332108428	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	830	437	291	308	657	1108	171	276	44	584	164	764	931.8759578941892	545.0735653121765	451.0231950572983	264.5901043742507	662.6735211749348	858.8001600758537	215.60072383339534	284.66818840869746	31.500455085490405	655.1391403290457	120.9881882872201	619.4479954998748	0.581249507794275
ENSDARG00000104436	0.19413870290392643	0.8010724947278655	0.6354827678298034	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	2940	1503	1129	2917	3589	4490	1520	440	5238	1693	641	2651	3300.861826757731	1874.70381845355	1749.846004191374	2505.8744625314584	3619.9927967988447	3480.1558833398767	1916.4508785190696	453.81885108632923	3749.98599404088	1899.2304187963603	472.88676031773224	2149.419680720115	0.5769309865185686
ENSDARG00000117609	0.6203497874143051	0.9436984503047183	0.1816453162633869	KN150127.1	27702	32057	-1	lincRNA	CABZ01079281.1	NA	430	262	169	250	236	166	185	258	481	148	132	430	482.77911071626676	326.79467760135066	261.9344328683279	214.7646951089697	238.03797716481674	128.66500593194198	233.25224508291308	266.1028717733476	344.357247639111	166.0284122751691	97.38073691410399	348.6421964200866	0.5737906124078661
ENSDARG00000103013	0.3352635937279211	0.8634506615106048	-0.5480538900914848	10	21730585	21820133	1	protein_coding	pcdh1g22	protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695]	57	60	37	154	300	217	41	297	464	179	303	68	63.99630072285397	74.83847578656886	57.34659181140907	132.29505218712535	302.59064893832635	168.19461618814103	51.69374080215911	306.3277244832722	332.18661726517155	200.80463376523832	223.53305518919325	55.134114782711364	0.5678143645119871
ENSDARG00000091211	0.39035245918589645	0.8870189373311409	-0.4715773815159758	13	12653975	12660318	-1	protein_coding	adh8a	alcohol dehydrogenase 8a [Source:ZFIN;Acc:ZDB-GENE-030529-3]	53	44	50	33	32	31	113	109	32	24	27	72	59.50533225107474	54.8815489101505	77.49539433974198	28.348939754384002	32.276335886754815	24.027802312591575	142.47299294253608	112.42330629184066	22.909421880356657	26.92352631489229	19.918787096066723	58.37729800522379	0.544426588703091
ENSDARG00000036084	0.21609861487293916	0.8099648410235141	1.1693389581394216	7	33145529	33148307	1	protein_coding	itln2	intelectin 2 [Source:ZFIN;Acc:ZDB-GENE-050411-58]	179	100	3	53	18	22	3	41	120	9	5	45	200.97083911212033	124.73079297761477	4.649723660384519	45.53011536310158	18.155438936299582	17.051988737968216	3.782468839182374	42.28766566940795	85.91033205133746	10.096322368084609	3.6886642770493934	36.48581125326487	0.5434398705890734
ENSDARG00000014717	0.3078421638266286	0.8491745320399131	-0.33210820654102263	17	918005	945883	-1	protein_coding	dync1h1	dynein, cytoplasmic 1, heavy chain 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7050]	525	706	448	303	1026	1568	757	670	1605	1215	1090	1140	589.4396119210234	880.5993984219602	694.3587332840882	260.2948104720713	1034.8600193690763	1215.3417427788254	954.4429704203524	691.0423414269104	1149.0506911866387	1363.003519691422	804.1288123967678	924.3072184160434	0.5387333852773206
ENSDARG00000096655	0.7641831230990875	0.9693755804481887	-0.15724709051493835	20	14657141	14661432	1	antisense	BX901920.1	NA	141	131	721	697	413	130	376	404	815	409	605	577	158.3066386302177	163.39733880067533	1117.4835863790795	598.7639699638075	416.56646003842934	100.76175163344854	474.0694278441909	416.68821781562957	583.4743385153336	458.8217609496228	446.3283775229766	467.82917984741846	0.5288179383112428
ENSDARG00000091847	0.6759523588725034	0.9557072198017469	-0.34129996926765255	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	0	147	235	135	151	334	207	169	167	279	494	159	0	183.3542656770937	364.2283533967873	115.97293535884364	152.30395996562427	258.8801926582447	260.9903499035838	174.3076950763401	119.55854543811131	312.9859934106229	364.44003057248005	128.9165330948692	0.522646318833398
ENSDARG00000069018	0.22559515622738718	0.8142949304216821	-0.419490036476007	2	22150134	22152797	-1	protein_coding	cyp7a1	cytochrome P450, family 7, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1296]	856	285	579	1307	783	620	1013	818	926	458	1900	1803	961.0672529607542	355.4827599862021	897.3966664542122	1122.7898260296936	789.7615937290318	480.5560462518315	1277.2136446972484	843.6905004286757	662.9413956628208	513.7906271758612	1401.6924252787694	1461.8648375474793	0.522087881853346
ENSDARG00000097721	0.5348567091316233	0.9256863398281449	0.40727409417092014	25	37331128	37337143	1	lincRNA	CU207301.3	NA	44	44	69	126	12	26	13	94	79	14	89	16	49.40065318957148	54.8815489101505	106.94364418884393	108.24140633492074	12.103625957533055	20.15235032668971	16.39069830312362	96.95220909571579	56.5576352671305	15.705390350353836	65.6582241314792	12.972732890049732	0.5212926277951584
ENSDARG00000087188	0.8003981238186616	0.9741152026364926	0.08844753241655381	3	14099693	14103551	-1	protein_coding	nfil3-6	nuclear factor, interleukin 3 regulated, member 6 [Source:ZFIN;Acc:ZDB-GENE-040704-63]	902	1013	631	536	491	587	554	981	463	548	963	1256	1012.7133903862153	1263.5229328632377	977.9918765675438	460.4555063136311	495.24002876239416	454.9780631448792	698.4959123023451	1011.8097566265659	331.4706978314104	614.7538508567072	710.4367397597132	1018.359531868904	0.5180967018823434
ENSDARG00000003132	0.0028264663679289036	0.22322783266964613	-3.6442413313174002	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	1	1	1	4	8	19	5	190	241	2	2	5	1.1227421179448063	1.2473079297761476	1.5499078867948397	3.436235121743515	8.069083971688704	14.726717546427095	6.304114731970624	195.9672311509149	172.53658353643607	2.2436271929076907	1.4754657108197573	4.0539790281405415	0.5175300540163082
ENSDARG00000052779	2.2903609240508141e-7	2.3666108564806727e-4	3.098582186730081	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1378	599	1160	286	1006	1339	98	152	39	214	35	213	1547.1386385279432	747.1374499359124	1797.893148682014	245.69081120466134	1014.6873094398544	1037.84604182452	123.56064874662422	156.7737849207319	27.920857916684675	240.0681096411229	25.820649939345753	172.69950659878705	0.5116960813198529
ENSDARG00000098223	0.753167353324602	0.9679657397070414	0.4705040096899864	16	35821321	35824708	-1	processed_transcript	AL773558.1	NA	5	1	0	87	71	95	4	71	2	0	113	1	5.613710589724032	1.2473079297761476	0	74.73811389792147	71.61312024873725	73.63358773213547	5.043291785576499	73.22986006165767	1.431838867522291	0	83.36381266131629	0.8107958056281083	0.511565275339852
ENSDARG00000088589	0.5026938651624571	0.9167810805418781	0.2877210450384802	7	22675475	22677211	1	protein_coding	ponzr3	plac8 onzin related protein 3 [Source:ZFIN;Acc:ZDB-GENE-050506-38]	258	57	117	490	143	220	181	158	398	77	128	235	289.66746642976005	71.09655199724041	181.33922275499626	420.9388024135806	144.23487599393556	170.51988737968216	228.20895329733656	162.96222379918186	284.93593463693594	86.3796469269461	94.42980549246447	190.53701432260544	0.5105870077075905
ENSDARG00000037873	2.4392743943880948e-5	0.009229837312621409	-1.0612337186515883	3	40947961	40955780	-1	protein_coding	cyp3c3	cytochrome P450, family 3, subfamily c, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-041114-102]	126	169	124	279	74	149	209	405	284	339	618	381	141.4655068610456	210.79504013216896	192.18857796256012	239.6773997416102	74.6390267381205	115.48846917987564	263.51199579637205	417.71962429537126	203.32111918816534	380.29480919785357	455.91890464330504	308.91320194430926	0.5079197609565249
ENSDARG00000079166	0.5796086699418929	0.9366007252724421	-0.15515716020372736	12	5530247	5582060	1	protein_coding	ace	angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1826]	1653	829	1001	1224	994	1573	1385	1438	1300	820	1415	3041	1855.892720962765	1034.0182737844264	1551.4577946816346	1051.4879472535158	1002.5836834823214	1219.2171947647273	1746.2397807558627	1483.1625178685033	930.6952638894892	919.8871490921532	1043.8919904049783	2465.630044915077	0.5020527166924726
ENSDARG00000103457	0.21001736268573065	0.8099597710491009	-1.5812406176855593	15	32798333	32818871	1	protein_coding	spartb	spartin b [Source:ZFIN;Acc:ZDB-GENE-060825-146]	3	1	1	4	5	174	92	1	7	97	145	138	3.368226353834419	1.2473079297761476	1.5499078867948397	3.436235121743515	5.04317748230544	134.86572910938497	115.99571106825948	1.0314064797416573	5.011436036328019	108.815918856023	106.97126403443241	111.88982117667894	0.49752466947866136
ENSDARG00000043663	0.7780561856890121	0.9711016269579178	-0.15130738919003345	10	26990095	26992003	1	protein_coding	faub	FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]	75	52	44	369	345	240	66	290	440	192	264	99	84.20565884586048	64.86001234835967	68.19594701897294	316.9926899808393	347.9792462790753	186.0216953232896	83.21431446201223	299.1078791250806	315.00455085490404	215.3882105191383	194.76147382820798	80.26878475718271	0.4973404456509322
ENSDARG00000026403	0.5231779400422749	0.9238916148586731	0.4813513866321976	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	301	308	225	220	34	205	298	20	22	144	242	356	337.9453775013867	384.1708423710535	348.7292745288389	188.99293169589333	34.29360687967699	158.89353142197655	375.7252380254492	20.628129594833148	15.750227542745202	161.54115788935374	178.53135100919064	288.64330680360655	0.49701552130187066
ENSDARG00000097728	0.77167288740669	0.9703704832650042	0.7084836992295567	4	29139757	29142639	-1	lincRNA	CR388132.1	NA	1	0	0	115	76	77	0	78	0	0	87	0	1.1227421179448063	0	0	98.79175975012606	76.65629773104268	59.68196058288875	0	80.44970541984928	0	0	64.18275842065944	0	0.49139011878127387
ENSDARG00000021720	0.606869073852103	0.9413428877513668	-0.1198005763549755	6	40184235	40312091	-1	protein_coding	col7a1	collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]	337	342	303	425	656	947	348	340	1051	720	474	741	378.36409374739975	426.5793119834425	469.6220896988364	365.0999816852485	661.6648856784736	734.0106061298136	438.7663853451554	350.6782031121635	752.431324882964	807.7057894467687	349.68537346428246	600.7996919704283	0.49060495222378786
ENSDARG00000092379	NA	NA	0.08198457962198553	8	2478862	2481965	1	protein_coding	si:dkeyp-51b9.3	si:dkeyp-51b9.3 [Source:ZFIN;Acc:ZDB-GENE-081104-469]	5	1	1	5	75	2	3	6	2	62	4	2	5.613710589724032	1.2473079297761476	1.5499078867948397	4.295293902179394	75.64766223458159	1.5501807943607468	3.782468839182374	6.1884388784499444	1.431838867522291	69.55244298013841	2.9509314216395146	1.6215916112562165	0.48890951172457275
ENSDARG00000061196	0.31972883470281893	0.8550731332853875	0.5615723382639963	2	30986996	31018096	-1	protein_coding	emilin2a	elastin microfibril interfacer 2a [Source:ZFIN;Acc:ZDB-GENE-060503-247]	129	124	94	204	114	281	96	17	22	193	198	160	144.83373321488003	154.6661832922423	145.69134135871494	175.24799120891927	114.98444659656403	217.80040160768493	121.03900285383597	17.533910155608176	15.750227542745202	216.51002411559216	146.07110537115597	129.72732890049733	0.487980112235708
ENSDARG00000103285	0.11756934518339403	0.7489345469311555	-2.1164163267730842	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	2	0	1	121	4	3	4	87	207	1	140	184	2.2454842358896125	0	1.5499078867948397	103.94611243274134	4.034541985844352	2.32527119154112	5.043291785576499	89.7323637375242	148.19532278855712	1.1218135964538454	103.28259975738301	149.18642823557192	0.47743123336839816
ENSDARG00000102440	0.36586267895064745	0.8768798488179577	0.485300005194983	KN150605.1	65045	76149	1	protein_coding	CABZ01070852.1	NA	46	25	44	148	147	185	19	125	53	48	179	38	51.64613742546109	31.182698244403692	68.19594701897294	127.14069950451007	148.26941797977992	143.39172347836907	23.95563598148837	128.92580996770718	37.94372998934071	53.84705262978458	132.0541811183683	30.810240613868114	0.4767276938907921
ENSDARG00000103306	0.6157324283362768	0.942916748852283	0.6299999517641659	4	71689470	71692940	-1	processed_transcript	BX927130.4	NA	1	3	3	105	65	87	0	74	2	8	80	6	1.1227421179448063	3.741923789328443	4.649723660384519	90.20117194576729	65.56130726997071	67.43286455469249	0	76.32407950088265	1.431838867522291	8.974508771630763	59.018628432790294	4.864774833768649	0.47437415934612254
ENSDARG00000093405	0.15065692760850263	0.7802236097320082	1.4675443684138154	3	32961488	32965848	-1	protein_coding	casp6a	caspase 6, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-030825-4]	149	104	47	77	173	177	56	0	102	56	0	79	167.28857557377614	129.72002469671935	72.84567067935747	66.14752609356267	174.49394088776822	137.1910003009261	70.60608499807098	0	73.02378224363684	62.821561401415345	0	64.05286864462056	0.4645947682133048
ENSDARG00000055120	0.8083477891211163	0.9749477541500992	-0.12641500940144337	17	32622931	32631514	1	protein_coding	ctsba	cathepsin Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2650]	1342	307	247	496	435	1544	236	1282	1651	336	481	1477	1506.7199222819302	382.9235344412773	382.8272480383254	426.0931550961959	438.75644096057323	1196.7395732464965	297.5542153490134	1322.2631070288048	1181.9829851396512	376.92936840849205	354.8495034521516	1197.5454049127159	0.45792605599403247
ENSDARG00000101621	0.8044763565018942	0.9746158684489757	0.23150429001237433	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	3	89	129	5	80	82	55	2	119	125	73	53	3.368226353834419	111.01040575007714	199.93811739653432	4.295293902179394	80.69083971688704	63.55741256879062	69.34526205167685	2.0628129594833147	85.19441261757632	140.22669955673067	53.85449844492114	42.97217769828974	0.4534633301487973
ENSDARG00000031588	5.33718809266964e-8	6.850464688588199e-5	2.403097801508265	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	3940	1384	3392	1552	2880	4907	659	609	244	800	503	957	4423.603944702537	1726.2741748101882	5257.287552008096	1333.2592272364839	2904.8702298079334	3803.368578964092	830.8823216737281	628.1265461626693	174.6843418377195	897.4508771630763	371.079626271169	775.9315859860997	0.4449252128143577
ENSDARG00000069017	0.9261730113081901	0.9919030176686691	-0.034212113504467304	21	40839857	40880353	-1	protein_coding	elnb	elastin b [Source:ZFIN;Acc:ZDB-GENE-061212-2]	77	100	113	94	215	318	165	85	208	152	115	313	86.45114308175009	124.73079297761477	175.1395912078169	80.75152536097261	216.85663173913392	246.47874630335875	208.0357861550306	87.66955077804087	148.91124222231826	170.5156666609845	84.83927837213605	253.7790871615979	0.4413653379458195
ENSDARG00000067701	0.7841400899324802	0.9717714309280566	0.08883996110041935	14	923522	933630	1	protein_coding	myoz3a	myozenin 3a [Source:ZFIN;Acc:ZDB-GENE-111012-4]	125	145	144	475	351	434	152	159	487	184	294	515	140.3427647431008	180.8596498175414	223.18673569845691	408.05292070704246	354.0310592578419	336.38923237628205	191.64508785190696	163.99363027892352	348.65276424167786	206.41370174750756	216.89345949050434	417.5598398984758	0.43385534050663904
