Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	% variance explained
ENSDARG00000114910	0.10557474490797113	0.8950541528444125	0.7848421595921955	7	7653	7987	1	pseudogene	FO704772.2	NA	1030	1447	1679	803	1231	4662	3278	2857	9651	1464	1141	1416	1147.7641619667877	1164.494219956282	1898.366444456988	1004.6914831354862	1619.4149956043573	3491.4380233023885	2394.7222466993417	2832.229107936897	6853.751454806886	1498.6516820371703	1548.1263684694918	1473.1407924880405	0.657851034728003
ENSDARG00000052734	0.5811641484272213	0.9997058626494543	-0.28375115326400435	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	1669	1566	1244	1232	728	1746	516	470	609	881	353	434	1859.8236760413288	1260.2611945069368	1406.5323745708713	1541.4444672763625	957.7044003249165	1307.6042017773423	376.9605489008116	465.92498450484476	432.48726929617584	901.8525490947726	478.95583529336596	451.5134914829164	0.6279938807276464
ENSDARG00000100792	0.3976880964422536	0.9997058626494543	-0.3566619702087322	1	50794669	50838160	-1	protein_coding	zgc:154142	zgc:154142 [Source:ZFIN;Acc:ZDB-GENE-070615-2]	1055	1460	712	530	557	1131	1104	604	131	443	300	361	1175.6225154125837	1174.9561583525722	805.0249603653218	663.1214023185651	732.7491084903551	847.0219657561136	806.5202441598759	598.7631715764388	93.0309232804582	453.48544750168475	407.0446192294895	375.5676737910894	0.6251027467581951
ENSDARG00000115978	0.08784664428773109	0.8628818773181549	1.2824525142512613	4	77561226	77561679	-1	protein_coding	AL935186.10	NA	48	52	71	35	70	345	176	223	927	45	25	43	53.48803861592797	41.8477535851601	80.276365429688	43.791036002169385	92.0869615697035	258.37540069483566	128.57569109795125	221.06653520123487	658.3180601601889	46.06511317737204	33.92038493579079	44.735207681487104	0.6192985612455536
ENSDARG00000019532	0.6380152890458579	0.9997058626494543	-0.2242054687453785	25	4133488	4148719	-1	protein_coding	fads2	fatty acid desaturase 2 [Source:NCBI gene;Acc:140615]	713	1486	1049	717	526	712	424	329	356	289	225	190	794.52024027409675	1195.880035145152	1186.0550328977847	897.09065181587	691.9677397952006	533.2269138977479	309.75052855415527	326.14748915339135	252.81686021254288	295.8403935169004	305.2834644221171	197.66719673215235	0.6160598017412926
ENSDARG00000061274	0.35963354704696304	0.9997058626494543	-0.6476933503567925	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	594	421	280	356	128	540	85	73	300	85	43	62	661.9144778721087	338.8058511413924	316.5828495818682	445.4173947649229	168.38758687031498	404.41367065278627	62.09621445071509	72.36707206139079	213.04791590944623	87.01188044614719	58.34306208956016	64.50192735470235	0.6096525988718041
ENSDARG00000026403	0.07617516108814204	0.8256190893264044	-1.3565668752437001	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	144	356	164	298	12	221	242	22	22	20	97	318	160.46411584778392	286.49615915994224	185.42709761223705	372.8493922470422	15.786336269092029	165.51003928567735	176.79157525968296	21.809254593843796	15.623513833359391	20.473383634387574	131.61109355086828	330.8324661096023	0.6029842030643973
ENSDARG00000007080	0.7862154974800817	0.9997058626494543	-0.18146787219470023	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	815	897	646	847	628	955	1099	815	35	588	527	807	908.1823223329437	721.8737493440118	730.4018601067387	1059.7430712524992	826.1515980824829	715.2130656915017	802.867525662775	807.9337497264861	24.855590189435393	601.9174788509946	715.0417144464699	839.5654092781417	0.587192889948225
ENSDARG00000089382	0.11124339442216094	0.9081068878721484	0.9844962548509054	5	824709	825920	-1	protein_coding	zgc:158463	zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]	102	127	190	68	105	558	326	299	1340	133	58	142	113.66208205884693	102.20509048683333	214.82407650198195	85.0797270899291	138.13044235455527	417.8941263412125	238.15724601097784	296.40759652542255	951.6140243955265	136.14800116867735	78.69529305103464	147.7302207156086	0.5854012902403443
ENSDARG00000068006	0.012939800886061658	0.35839764065315083	-2.810455590810594	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	779	13	32	65	24	55	19	30	75	44	55	210	868.0662933709978	10.461938396290025	36.18089709507065	81.32620971831457	31.572672538184058	41.19028127019119	13.880330288983371	29.739892627968814	53.26197897736156	45.041443995652664	74.62484685873974	218.47427007237889	0.584727744037548
ENSDARG00000053526	0.3329642371640875	0.9997058626494543	-0.533698314468185	12	32413524	32421046	-1	protein_coding	enpp7.1	ectonucleotide pyrophosphatase/phosphodiesterase 7, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040724-13]	728	1566	774	934	427	973	1147	657	122	871	604	860	811.2352523415742	1260.2611945069368	875.1254484870212	1168.5950750293202	561.7304655751914	728.6935213799279	837.9336232349435	651.3036485525171	86.63948580317481	891.6158572775788	819.5165000487056	894.7041536297421	0.5559828198364646
ENSDARG00000008029	0.20712217675063546	0.9997058626494543	-0.45937298842942015	20	35484070	35496459	1	protein_coding	mep1a.2	meprin A, alpha (PABA peptide hydrolase), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-041001-208]	775	1080	505	468	411	667	890	553	142	371	170	369	863.6089568196704	869.1456513840944	570.9797822815837	585.5487099718649	540.682017216402	499.5257746766823	650.183892483958	548.2053541088918	100.84268019713788	379.78126641788947	230.6586175633774	383.89050312718007	0.5524735573806611
ENSDARG00000032816	0.1314079241480508	0.943850685164931	-0.634219505184053	10	26972755	26978376	1	protein_coding	tm7sf2	transmembrane 7 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-041212-19]	551	786	508	568	167	635	392	176	277	192	232	299	613.9981099453398	632.5448907295354	574.3717413842465	710.6659556923489	219.69317974486407	475.5605201194802	286.3731301727096	174.47403675075037	196.7142423563887	196.5444828901207	314.78117220413856	311.0657464363871	0.5463873680348765
ENSDARG00000093844	0.2689050724514184	0.9997058626494543	-0.5866248613465689	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	5742	2939	3436	4235	1197	2674	1782	2792	1601	3385	5431	8194	6398.506619430384	2365.202842053568	3884.9238255832106	5298.715356262496	1574.68704284193	2002.5965839362048	1301.8288723667563	2767.792673909631	1136.9657112367447	3465.120180120097	7368.864423451191	8524.657947490823	0.5297399337991765
ENSDARG00000041433	0.5771917833912454	0.9997058626494543	0.4678536700018396	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	584	764	399	171	743	783	164	199	44	276	170	1144	650.7711364937903	614.8400719050446	451.13056065416214	213.95049018202758	977.4373206612815	586.3998224465402	119.8091667049091	197.2746210988598	31.247027666718783	282.5326941545485	230.6586175633774	1190.1645950609593	0.5277609076703761
ENSDARG00000069029	0.2529383869644055	0.9997058626494543	-0.4624111248341265	2	54586647	54639964	-1	protein_coding	acss2l	acyl-CoA synthetase short chain family member 2 like [Source:ZFIN;Acc:ZDB-GENE-130530-723]	390	301	290	296	159	284	203	118	118	141	99	133	434.59031375441475	242.2341120987152	327.88937992407773	370.34704733263254	209.1689555654694	212.6916341951691	148.30037098229602	116.976911003344	83.79884692438219	144.3373546224324	134.32472434573154	138.36703771250663	0.5006352919566897
ENSDARG00000026764	0.9313185818127858	0.9997058626494543	-0.05982978663255491	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	686	723	517	340	529	444	672	563	36	585	422	576	764.4332185526373	581.8447277321299	584.5476186922351	425.3986354496455	695.9143238624737	332.51790698117986	490.92536601035926	558.1186516515481	25.565749909133547	598.8464713058365	572.5760977161485	599.2437121985249	0.49196696242533544
ENSDARG00000044642	0.7073631219348577	0.9997058626494543	-0.21816914105649535	21	24531679	24535510	-1	protein_coding	sc5d	sterol-C5-desaturase [Source:ZFIN;Acc:ZDB-GENE-040912-56]	332	296	305	247	133	348	96	68	174	75	64	57	369.95893376016846	238.21028963860365	344.8491754373921	309.0395969295954	174.96522698243666	260.6221433095734	70.13219514433703	67.41042329006265	123.56779122747882	76.7751886289534	86.83618543562443	59.3001590196457	0.4843955093351475
ENSDARG00000040683	0.27439668709666265	0.9997058626494543	-0.3923052325757798	2	283764	293793	-1	protein_coding	MEP1B	si:ch73-40a17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5797]	667	1205	722	534	427	656	977	494	191	472	348	521	743.2608699338324	969.7412128868831	816.3314907075314	668.1260921473844	561.7304655751914	491.2877184226441	713.7411943335134	489.71689860721983	135.64050646234745	483.1718537715467	472.17175830620783	542.024260512902	0.4783769052039573
ENSDARG00000092404	7.826590717727525e-4	0.05229963407925711	-1.2000278470376475	9	46387419	46399611	-1	protein_coding	LCT	si:dkey-79p17.3 [Source:ZFIN;Acc:ZDB-GENE-081105-132]	231	302	77	77	74	78	173	74	25	70	25	31	257.41118583915335	243.03887659073752	87.06028363501375	96.34027920477266	97.34907365940084	58.41530798318024	126.3840599996907	73.3584018156564	17.753992992453853	71.65684272035651	33.92038493579079	32.25096367735117	0.4746874535224178
ENSDARG00000078674	2.651959325849186e-62	1.5018708652115403e-58	5.150907121855744	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	39	96	1949	35	1316	2881	57	1277	104	37	570	1072	43.45903137544148	77.25739123414172	2203.6427636966464	43.791036002169385	1731.2348775104258	2157.621824353106	41.64099086695012	1265.9280961972058	73.85661084860803	37.87575972361701	773.38477653603	1115.2591310361438	0.47268135914756393
ENSDARG00000007344	1.7661662262419556e-187	4.000896352305902e-183	3.662553592125916	3	21240594	21242460	-1	protein_coding	tcap	titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]	153	319	2984	208	1886	3956	296	2652	386	270	1373	1893	170.4931230882704	256.7198729551168	3373.868654115338	260.24387109860663	2481.0858502922974	2962.704594634116	216.24093502837252	2629.006508312443	274.1216518034875	276.39067906423224	1862.9075406736301	1969.3894916524441	0.47207678842563483
ENSDARG00000029747	0.08788740254929898	0.8628818773181549	-0.44672530256916615	20	35473288	35481584	1	protein_coding	mep1a.1	meprin A, alpha (PABA peptide hydrolase), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-041001-209]	863	1162	657	607	434	706	881	584	284	488	351	493	961.6703609488717	935.1363397299239	742.8390434831692	759.4616815233377	570.9391617321618	528.7334286682725	643.6089991891763	578.9365764911263	201.68536039427576	499.5505606790568	476.2422044985027	512.8943578365847	0.471653707988859
ENSDARG00000003132	0.6586249399351127	0.9997058626494543	0.4529939777107194	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	2	5	8	5	2	3	2	5	241	190	150	5	2.2286682756636655	4.023822460111548	9.045224273767662	6.255862286024199	2.6310560448486715	2.2467426147377014	1.461087398840355	4.956648771328136	171.14849244725514	194.49714452668195	203.52230961474476	5.201768335056641	0.4708462242653193
ENSDARG00000096445	0.937320552465947	0.9997058626494543	-0.04233059746699968	17	25649939	25737452	-1	protein_coding	si:ch211-214p16.3	si:ch211-214p16.3 [Source:ZFIN;Acc:ZDB-GENE-120709-93]	606	1648	1114	801	510	1093	1053	923	132	759	690	899	675.2864875260907	1326.2518828527664	1259.547480122147	1002.1891382210765	670.9192914364113	818.563225969436	769.2625154894469	914.9973631871738	93.74108300015635	776.9649089250083	936.2026242278258	935.2779466431839	0.4680216282411738
ENSDARG00000099185	0.5943806128238261	0.9997058626494543	-0.19836259770181192	11	24001993	24008739	1	protein_coding	chia.2	chitinase, acidic.2 [Source:ZFIN;Acc:ZDB-GENE-040426-2014]	14087	19551	12705	10103	9320	16336	18500	11429	3893	12070	9404	10889	15697.624999637028	15733.950583528176	14364.946799777268	12640.595335140495	12260.721168994809	12234.262451451697	13515.058439273284	11329.907761501852	2764.651788784914	12355.6870233529	12759.491997447063	11328.411080086351	0.4679138809804852
ENSDARG00000104540	0.5006176450836064	0.9997058626494543	-0.40810170587553923	23	42336142	42409339	1	protein_coding	cyp2aa8	cytochrome P450, family 2, subfamily AA, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-041010-183]	291	268	39	97	194	333	685	330	1234	480	189	170	324.27123410906336	215.67688386197898	44.09546833461735	121.36372834886944	255.21243635032116	249.38843023588487	500.42243410282157	327.13881890765697	876.3370941075221	491.36120722530177	256.43811011457836	176.86012339192578	0.463202872279179
ENSDARG00000087359	0.00798058699071534	0.27558572728761366	1.1792732703098385	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	1262	1028	1315	258	1276	4214	1819	2500	2472	1627	1563	1380	1406.2896819437728	827.2978977989343	1486.8087400005593	322.80249395884863	1678.6137566134526	3155.924459501558	1328.8589892453028	2478.324385664068	1755.514827093837	1665.509758657429	2120.7024661856403	1435.6880604756327	0.46282100971699375
ENSDARG00000103457	0.9429286599748137	0.9997058626494543	0.07821273048833151	15	32798333	32818871	1	protein_coding	spartb	spartin b [Source:ZFIN;Acc:ZDB-GENE-060825-146]	97	138	218	92	84	144	145	0	7	1	2	5	108.09041136968777	111.05749989907873	246.48236146016876	115.10786606284525	110.50435388364421	107.84364550740968	105.92883641592573	0	4.971118037887079	1.0236691817193786	2.7136307948632634	5.201768335056641	0.4625276037615358
ENSDARG00000115988	0.11901795563251578	0.9212434574334858	0.9927200987645983	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	31	41	52	38	50	236	122	106	518	46	31	38	34.544358272786816	32.9953441729147	58.7939577794898	47.544553373783906	65.7764011212168	176.74375235936586	89.12633132926165	105.08095395215648	367.86273480364383	47.08878235909142	42.06127732038058	39.53343934643047	0.4552348226417003
ENSDARG00000020866	0.9740999436349803	0.9997058626494543	-0.01203324076080732	16	23947196	23948538	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	4045	6612	3732	2252	3199	5545	3472	2498	1435	3100	1876	2394	4507.481587529764	5321.102821251511	4219.597123712614	2817.6403736252987	4208.37414373545	4152.729266240185	2536.4477243868564	2476.341726155537	1019.0791977668512	3173.374463330074	2545.3856855817407	2490.6066788251196	0.45156095799341134
ENSDARG00000087178	0.9743797490348376	0.9997058626494543	-0.028535627107955257	1	43969797	43973068	-1	protein_coding	scpp9	secretory calcium-binding phosphoprotein 9 [Source:ZFIN;Acc:ZDB-GENE-090424-3]	348	332	262	198	113	477	459	415	1	125	185	242	387.7882799654778	267.1818113514068	296.2310949658909	247.73214652655824	148.65466653394995	357.23207574329456	335.3195580338615	411.40184802023526	0.7101597196981542	127.95864771492234	251.01084852485187	251.7655874167414	0.44461193301742624
ENSDARG00000075600	0.4348626995961901	0.9997058626494543	0.48295159783313396	10	9105007	9115383	-1	protein_coding	si:dkeyp-41f9.3	si:dkeyp-41f9.3 [Source:ZFIN;Acc:ZDB-GENE-091118-56]	138	71	127	53	233	372	526	199	465	366	137	68	153.77811102079292	57.13827893358398	143.59293534606164	66.3121402318565	306.51802922487025	278.596084227475	384.26598589501333	197.2746210988598	330.22426965964166	374.6629205092926	185.88370944813354	70.7440493567703	0.4440344004227944
ENSDARG00000061858	0.7596958926522428	0.9997058626494543	-0.11571896491484933	3	21225750	21230668	1	protein_coding	zgc:153968	zgc:153968 [Source:ZFIN;Acc:ZDB-GENE-061027-211]	871	1770	1030	871	762	1343	1138	818	282	802	694	857	970.5850340515263	1424.433150879488	1164.5726252475863	1089.7712102254154	1002.4323530873439	1005.7917771975777	831.358729940162	810.9077389892831	200.26504095487945	820.9826837389417	941.6298858175523	891.5830926287082	0.4361230844526066
ENSDARG00000103295	0.7769036264799511	0.9997058626494543	-0.08371692175630176	1	59338175	59348118	-1	protein_coding	cyp3a65	cytochrome P450, family 3, subfamily A, polypeptide 65 [Source:ZFIN;Acc:ZDB-GENE-050604-1]	6631	8666	7371	4194	4975	7020	10294	5515	2276	4452	3075	3797	7389.149667962883	6974.089087865335	8334.04351524268	5247.417285517097	6544.75191156107	5257.377718486222	7520.216841831307	5467.183594774934	1616.3235220329989	4557.375197014674	4172.207347102268	3950.222873642013	0.4315237696589428
ENSDARG00000045442	0.3122509184082918	0.9997058626494543	-0.6600708223241759	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	6907	1877	3662	3343	787	2473	1302	2065	3352	1919	5135	8414	7696.7058900044685	1510.5429515258752	4140.451411317147	4182.669524435779	1035.3205536479522	1852.0648287487786	951.1678966450711	2047.0959425585202	2380.4553804282127	1964.4211597194876	6967.247065811429	8753.535754233315	0.42637122849687936
ENSDARG00000094929	0.7175890161764787	0.9997058626494543	0.21659238815145815	16	23921610	23922868	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	360	1119	497	230	448	735	356	452	55	318	252	283	401.1602896194598	900.5314665729645	561.934558007816	287.76966515711314	589.3565540461025	550.4519406107369	260.07355699358317	448.08104892806347	39.05878458339848	325.5267997867624	341.9174801527712	294.42008776420585	0.42620064596857793
ENSDARG00000059914	0.3802715897800618	0.9997058626494543	0.6920006477934021	3	58379450	58416968	1	protein_coding	sdr42e2	short chain dehydrogenase/reductase family 42E, member 2 [Source:ZFIN;Acc:ZDB-GENE-101203-3]	28	27	5	17	64	71	47	33	458	32	30	33	31.20135585929132	21.72864128460236	5.653265171104788	21.269931772482273	84.19379343515749	53.17290854879227	34.33555387274834	32.7138818907657	325.25315162175457	32.757413815020115	40.70446192294895	34.33167101137383	0.4248387672835642
ENSDARG00000042613	0.1861333987890961	0.9914495311871182	0.6308520618611054	24	38092608	38097305	-1	protein_coding	crp3	C-reactive protein 3 [Source:ZFIN;Acc:ZDB-GENE-060503-220]	175	169	205	112	225	754	714	450	524	293	346	471	195.00847412057072	136.00519915177034	231.78387201529634	140.13131520694205	295.99380504547554	564.6813105040757	521.6082013860067	446.0983894195322	372.1236931218328	299.93507024377794	469.45812751134457	490.00657716233553	0.42151556220828235
ENSDARG00000030915	0.1982992144084954	0.9997058626494543	-0.8793208810633674	25	18448186	18454016	-1	protein_coding	cpa1	carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]	637	134	178	160	79	180	93	151	107	190	331	478	709.8308457988775	107.83844193098949	201.25624009133045	200.18759315277435	103.92671377152253	134.8045568842621	67.9405640460765	149.6907928941097	75.98709000770249	194.49714452668195	449.10589654987007	497.28905283141484	0.42121466655384115
ENSDARG00000101051	0.044424134394395076	0.6876731130257457	-0.6173373820143416	20	52886927	52902720	-1	protein_coding	ctsbb	cathepsin Bb [Source:ZFIN;Acc:ZDB-GENE-070323-1]	444	617	305	415	228	315	344	270	186	281	279	268	494.76435719733377	496.53969157776504	344.8491754373921	519.2365697400085	299.94038911274856	235.90797454745868	251.30703260054105	267.6590336517193	132.08970786385666	287.6510400631454	378.5514958834252	278.81478275903595	0.4196923583751107
ENSDARG00000070057	0.09389120956853426	0.8745950435198449	-0.8601348035824318	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]	563	378	279	225	207	143	384	130	296	128	71	302	627.3701195993218	304.20097798443305	315.4521965476472	281.5138028710889	272.3143006418375	107.09473130249711	280.52878057734813	128.87286805453152	210.20727703065361	131.02965526008046	96.33389321764585	314.18680743742107	0.4158956508739991
ENSDARG00000055539	0.05757010560516359	0.7466768763566944	-0.5108469754713325	21	28513057	28523548	-1	protein_coding	epdl2	ependymin-like 2 [Source:ZFIN;Acc:ZDB-GENE-091204-250]	1525	2304	1331	1431	883	1038	1500	1086	841	1140	1010	1285	1699.359560193545	1854.1773896194015	1504.8991885480946	1790.4277862601255	1161.6112438006885	777.3729446992447	1095.8155491302662	1076.5841131324712	597.2443242661476	1166.9828671600917	1370.3835514059479	1336.8544621095566	0.414705453763369
ENSDARG00000098174	0.9683279921997215	0.9997058626494543	0.03986836158112866	KN150631.1	20777	25082	1	protein_coding	ACADSB	acyl-CoA dehydrogenase, short/branched chain-like [Source:NCBI gene;Acc:100037342]	135	166	146	10	100	16	24	15	15	14	17	11	150.43510860729742	133.5909056757034	165.07534299625982	12.511724572048397	131.5528022424336	11.982627278601075	17.533048786084258	14.869946313984407	10.652395795472312	14.331368544071301	23.06586175633774	11.443890337124609	0.41114423273398
