Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	% variance explained
ENSDARG00000103973	0.6093647432516088	0.9997058626494543	0.900150816796191	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	136	333	618	215	442	3	1	4	1	0	0	4	151.54944274512926	267.98657584342914	698.7435751485518	269.00207829904053	581.4633859115564	2.2467426147377014	0.7305436994201775	3.9653190170625088	0.7101597196981542	0	0	4.161414668045312	0.7336029054632714
ENSDARG00000077058	0.07982150791862051	0.8366183377560966	2.4414532584366175	22	7742211	7754391	1	protein_coding	cela1.5	chymotrypsin like elastase family member 1, tandem duplicate 5 [Source:ZFIN;Acc:ZDB-GENE-040801-186]	5	1	73	0	21	123	43	5	4	110	328	472	5.571670689159164	0.8047644920223097	82.53767149812991	0	27.626088470911053	92.11644720424576	31.41337907506763	4.956648771328136	2.8406388787926167	112.60360998913166	445.0354503575752	491.0469308293469	0.7308149659467796
ENSDARG00000007276	0.623937250440982	0.9997058626494543	-0.26733554915701196	5	26111596	26118855	-1	protein_coding	ela3l	elastase 3 like [Source:ZFIN;Acc:ZDB-GENE-060710-2]	9062	3543	4592	5549	1608	6996	2462	5521	3426	6299	9191	13442	10098.095957032068	2851.280595235043	5191.958733142637	6942.755965029655	2115.369060058332	5239.40377756832	1798.598587972477	5473.131573300528	2433.007199685876	6448.092175650366	12470.490317794127	13984.433991966273	0.7307339554765632
ENSDARG00000056744	0.20915790344988805	0.9997058626494543	-0.6820674184021707	8	21376290	21381734	1	protein_coding	ela2	elastase 2 [Source:ZFIN;Acc:ZDB-GENE-041117-1]	11475	3907	5085	6386	1696	4641	2634	4692	5545	4907	7535	13204	12786.984231620281	3144.2148703311636	5749.37067901357	7989.987311710106	2231.1355260316736	3475.7108249992243	1924.2521042727474	4651.319207014322	3937.835645726265	5023.144674696991	10223.604019647344	13736.829819217575	0.6889083488850057
ENSDARG00000093844	0.2689050724514184	0.9997058626494543	-0.5866248613465689	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	5742	2939	3436	4235	1197	2674	1782	2792	1601	3385	5431	8194	6398.506619430384	2365.202842053568	3884.9238255832106	5298.715356262496	1574.68704284193	2002.5965839362048	1301.8288723667563	2767.792673909631	1136.9657112367447	3465.120180120097	7368.864423451191	8524.657947490823	0.6803852427732474
ENSDARG00000018263	0.6098415953484833	0.9997058626494543	-0.33605670036581997	1	9954489	9966195	1	protein_coding	pdia2	protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]	2144	557	1173	1213	231	1455	445	995	1659	831	1705	2829	2389.1323915114494	448.2538220564265	1326.2560091411833	1517.6721905894706	303.8869731800216	1089.6701681477853	325.091946241979	986.373105494299	1178.1549749792377	850.6690900088037	2313.3702526209318	2943.160523975047	0.6800302558513117
ENSDARG00000103634	0.8223054979453825	0.9997058626494543	0.7795908993050142	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	178	257	547	203	390	0	0	0	0	0	0	0	198.35147653406622	206.82447444973357	618.4672097188638	253.98800881258245	513.055928745491	0	0	0	0	0	0	0	0.6736943915923078
ENSDARG00000009443	0.418674810579243	0.9997058626494543	-0.4971085969714085	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	6329	2027	3375	1267	1111	2034	1628	1329	2684	2538	4507	7177	7052.62075833767	1631.2576253292216	3815.9539904957323	1585.235503278532	1461.551632913437	1523.2914927921618	1189.325142656049	1317.4772434190186	1906.0686876698458	2598.072383203783	6115.166996224364	7466.618268140302	0.6655209126017657
ENSDARG00000017314	0.7481784176188174	0.9997058626494543	-0.18059499496398512	22	7439186	7447391	1	protein_coding	cela1.6	chymotrypsin like elastase family member 1, tandem duplicate 6 [Source:ZFIN;Acc:ZDB-GENE-040808-55]	34556	10066	17995	13807	5490	24894	11140	17485	15205	16796	29279	44757	38506.93046691681	8100.759376696569	20346.101350806133	17274.93811662722	7222.2488431096035	18643.470217093447	8138.256811540777	17333.400753334492	10797.978538010433	17193.547576158682	39726.19802140074	46563.10907442601	0.657341763871869
ENSDARG00000068680	0.6156157108112366	0.9997058626494543	-0.2475262761384614	15	37820258	37829160	-1	protein_coding	ctrl	chymotrypsin-like [Source:ZFIN;Acc:ZDB-GENE-040912-147]	10383	3687	5171	5259	1964	8503	3603	5250	6361	6070	9456	14043	11570.13135310792	2967.1666820862556	5846.606839956572	6579.915952440252	2583.6970360413957	6368.017484371559	2632.1489490108993	5204.481209894543	4517.325976999959	6213.671933036629	12830.046398113509	14609.68654584008	0.6464776035447413
ENSDARG00000079274	0.5493123235036674	0.9997058626494543	-0.3155407138263924	16	26012569	26013851	1	protein_coding	prss59.1	serine protease 59, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1173]	22789	7630	10970	10487	3629	15616	6506	10923	13020	9225	19081	29217	25394.560667049638	6140.353074130223	12403.263785403906	13121.045558707154	4774.051193377914	11695.044223914649	4752.9173084276745	10828.294905843446	9246.279550469966	9443.348201361268	25889.394598392963	30396.013089069973	0.6438659024289388
ENSDARG00000073742	0.7348438599697987	0.9997058626494543	-0.19242518772052147	16	26017360	26018694	1	protein_coding	prss59.2	serine protease 59, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-110408-10]	26675	7393	13253	11300	3909	19392	7509	13862	15207	11208	20664	33262	29724.86312666414	5949.623889520935	14984.544662530352	14138.248766414688	5142.399039656729	14522.944261664503	5485.652638946112	13741.813053630123	10799.398857449829	11473.284188710795	28037.233372527236	34604.2436721308	0.6402284784360575
ENSDARG00000021339	0.5906758081383583	0.9997058626494543	-0.2938712683967075	25	18459924	18470695	-1	protein_coding	cpa5	carboxypeptidase A5 [Source:ZFIN;Acc:ZDB-GENE-020514-1]	17104	5270	8007	7439	2670	12063	4831	7945	9964	7432	12842	21017	19059.571093475668	4241.108872957572	9053.138845007208	9307.471909146801	3512.4598198729764	9034.152053860298	3529.2566118988775	7876.114897640408	7076.031447072408	7607.909358538422	17424.22333381701	21865.113019577082	0.6324221565216743
ENSDARG00000039730	0.643021324830187	0.9997058626494543	-0.2501422654491495	7	35062132	35066457	-1	protein_coding	zgc:112160	zgc:112160 [Source:ZFIN;Acc:ZDB-GENE-050417-229]	9012	2961	4986	4848	1308	6478	2453	4885	6042	3923	6756	11783	10042.379250140477	2382.907660878059	5637.436028625695	6065.684072529063	1720.7106533310312	4851.466219423611	1792.0236946776954	4842.645849587589	4290.785026416247	4015.8541998851224	9166.644825048103	12258.487258394478	0.624697515741084
ENSDARG00000043722	0.18995879069920996	0.9936207970467827	-0.7779345320563521	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	1305	401	450	1083	263	700	330	592	1552	485	937	1837	1454.2060498705418	322.71056130094615	508.79386539943096	1355.0197711528413	345.9838698976003	524.239943438797	241.07942080865857	586.8672145252513	1102.1678849715352	496.47955313389866	1271.3360273934388	1911.1296862998097	0.6114018868220702
ENSDARG00000104773	0.4289059746724364	0.9997058626494543	-1.7541270695103388	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	0	684	0	222	0	1	385	331	519	517	237	292	0	550.4589125432598	0	277.7602854994744	0	0.7489142049125672	281.2593242767683	328.1301486619226	368.572894523342	529.2369669489187	321.5652491912967	303.7832707673078	0.6075899701903581
ENSDARG00000035602	0.7553306001309887	0.9997058626494543	0.3341225276035533	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	153	252	187	30	232	329	469	189	428	4	93	7	170.4931230882704	202.80065198962203	211.43211739931908	37.53517371614519	305.2025012024459	246.3927734162346	342.6249950280632	187.36132355620353	303.94836003080997	4.094676726877514	126.18383196114175	7.282475669079297	0.6050189206148238
ENSDARG00000056765	0.3846925185147629	0.9997058626494543	-0.4019744233206275	8	21366771	21372485	-1	protein_coding	ela2l	elastase 2 like [Source:ZFIN;Acc:ZDB-GENE-040511-1]	11671	5611	7158	6950	2518	6303	3887	5914	6510	6333	10204	14731	13005.393722635321	4515.533564737179	8093.214418953615	8695.648577573636	3312.4995604644773	4720.406233563911	2839.62335964623	5862.724166726919	4623.139775234983	6482.896927828825	13844.94431539237	15325.449868743874	0.5975326969609116
ENSDARG00000092890	0.25278259324549673	0.9997058626494543	0.9473761860057646	22	7738966	7739549	1	protein_coding	si:ch73-44m9.5	si:ch73-44m9.5 [Source:ZFIN;Acc:ZDB-GENE-081031-86]	88	11	111	25	11	156	35	58	32	100	246	401	98.06140412920128	8.852409412245406	125.5024867985263	31.27931143012099	14.470808246667694	116.83061596636048	25.569029479706213	57.49712574740638	22.725111030340933	102.36691817193787	333.7765877681814	417.18182047154255	0.5830280329000225
ENSDARG00000063330	0.6692650832517305	0.9997058626494543	-0.11360515476951835	9	7091028	7213772	-1	protein_coding	mgat4a	alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase A [Source:ZFIN;Acc:ZDB-GENE-070912-27]	828	1062	703	751	631	1169	1268	874	1179	2351	1875	2411	922.6686661247575	854.6598905276928	794.8490830573332	939.6305153608346	830.0981821497559	875.480705542791	926.329410864785	866.4222052281582	837.2783095241238	2406.6462462222594	2544.028870184309	2508.292691164312	0.5771882229044233
ENSDARG00000090428	0.6535085747572718	0.9997058626494543	-0.23660430575290187	7	35075847	35079299	1	protein_coding	ctrb1	chymotrypsinogen B1 [Source:ZFIN;Acc:ZDB-GENE-030131-1171]	27944	9366	13331	11751	4714	21468	8786	13516	15772	11523	20920	33139	31138.953147572734	7537.424232280952	15072.735599199586	14702.527544614071	6201.399097708319	16077.690151062992	6418.556943105679	13398.812958654216	11200.639099079286	11795.7399809524	28384.578114269734	34476.2801710884	0.5751544956816209
ENSDARG00000104436	0.30188537201396254	0.9997058626494543	0.727834580058735	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	1693	2651	2964	1520	2697	2508	641	1821	5238	440	337	1594	1886.5676953492928	2133.4306683511427	3351.2555934309185	1901.7821349513563	3547.979076478434	1878.2768259207185	468.27851132833376	1805.211482517707	3719.8166117789315	450.4144399565266	457.24678893445986	1658.323745216057	0.5749150861336152
ENSDARG00000099101	0.770669417810371	0.9997058626494543	-0.15279686465315548	12	25085751	25092570	1	protein_coding	gch2	GTP cyclohydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-001205-3]	529	2119	1389	1418	1084	768	750	587	1893	2917	2188	2915	589.4827589130396	1705.2959585952742	1570.4770645329102	1774.1625443164626	1426.03237630798	575.1661093728516	547.9077745651331	581.9105657539232	1344.3323493886057	2986.0430030754274	2968.71208958041	3032.6309393380216	0.5577016124263776
ENSDARG00000071644	0.8093286038886457	0.9997058626494543	-0.29612479556263754	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	219	326	113	225	121	189	155	308	412	0	0	0	244.03917618517139	262.35322439927296	127.76379286696822	281.5138028710889	159.17889071334463	141.5447847284752	113.23427341012751	305.3295643138132	292.5858045156395	0	0	0	0.5557258629074507
ENSDARG00000078069	0.88954378898354	0.9997058626494543	-0.09606104751545538	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	690	917	367	322	521	858	703	529	522	329	7	252	768.8905551039646	737.969039184458	414.94966355909145	402.87753121995837	685.3900996830789	642.5683878149827	513.5722206923848	524.4134400065168	370.70337368243645	336.78716078567555	9.497707782021422	262.16912408685465	0.5537668384557825
ENSDARG00000078674	2.651959325849186e-62	1.5018708652115403e-58	5.150907121855744	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	39	96	1949	35	1316	2881	57	1277	104	37	570	1072	43.45903137544148	77.25739123414172	2203.6427636966464	43.791036002169385	1731.2348775104258	2157.621824353106	41.64099086695012	1265.9280961972058	73.85661084860803	37.87575972361701	773.38477653603	1115.2591310361438	0.5483886171664198
ENSDARG00000043171	0.3891171608757431	0.9997058626494543	-0.7591767827280188	22	7486867	7492548	1	protein_coding	cela1.4	chymotrypsin like elastase family member 1, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-050626-127]	377	35	103	80	19	133	30	96	115	44	214	444	420.10396996260096	28.166757220780838	116.45726252475865	100.09379657638718	24.99503242606238	99.60558925337143	21.916310982605324	95.16765640950021	81.66836776528773	45.041443995652664	290.3584950503692	461.91702815302966	0.5458941440175029
ENSDARG00000018566	1.7649141201206196e-21	1.4278785558247284e-18	2.3397351725703746	25	35019693	35041057	1	protein_coding	flnca	filamin C, gamma a (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-070503-1]	613	833	3198	458	2990	4915	921	1949	1408	650	1149	1033	683.0868264909135	670.368821854584	3615.828403438623	573.0369853998166	3933.428787048764	3680.9133171452677	672.8307471659834	1932.1016910637074	999.904885335001	665.3849681175961	1558.9808916489449	1074.685338022702	0.5358751216798607
ENSDARG00000030722	8.622478735837469e-20	5.58071459436932e-17	2.763251661783266	2	23749614	23768832	-1	protein_coding	xirp1	xin actin binding repeat containing 1 [Source:NCBI gene;Acc:497637]	255	316	1971	226	1273	3523	367	858	380	238	587	613	284.15520514711733	254.30557947904984	2228.5171304495075	282.76497532829376	1674.6671725461795	2638.424743906974	268.10953768720515	850.5609291599081	269.86069348529855	243.63326524921212	796.4506382923678	637.7367978779441	0.521910324370432
ENSDARG00000030915	0.1982992144084954	0.9997058626494543	-0.8793208810633674	25	18448186	18454016	-1	protein_coding	cpa1	carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]	637	134	178	160	79	180	93	151	107	190	331	478	709.8308457988775	107.83844193098949	201.25624009133045	200.18759315277435	103.92671377152253	134.8045568842621	67.9405640460765	149.6907928941097	75.98709000770249	194.49714452668195	449.10589654987007	497.28905283141484	0.5215494017222546
ENSDARG00000058794	0.5069825203337972	0.9997058626494543	-0.4732276678023983	22	6073628	6082447	-1	protein_coding	si:dkey-19a16.2	si:dkey-19a16.2 [Source:ZFIN;Acc:ZDB-GENE-050208-493]	293	377	140	236	131	210	262	319	438	13	16	10	326.499902384727	303.39621349241077	158.2914247909341	295.2766999003422	172.334170937588	157.2719830316391	191.4024492480865	316.2341916107351	311.0499572277915	13.307699362351922	21.709046358906107	10.403536670113281	0.5201917532371315
ENSDARG00000060350	0.2762324174224682	0.9997058626494543	-0.59455845335862	2	37207461	37215989	1	protein_coding	apoda.2	apolipoprotein Da, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-070912-551]	2771	833	1000	1276	302	1682	909	1207	1654	809	1546	2393	3087.8198959320084	670.368821854584	1130.6530342209576	1596.4960553933754	397.2894627721494	1259.673692662938	664.0642227729413	1196.535013398612	1174.6041763807468	828.1483680109773	2097.6366044293027	2489.566325158108	0.5160216947674213
ENSDARG00000042993	0.6459630296637502	0.9997058626494543	-0.1895694811391064	16	25080764	25085327	-1	protein_coding	prss1	serine protease 1 [Source:ZFIN;Acc:ZDB-GENE-010131-7]	26463	12853	16649	15731	6362	20721	10960	16637	19640	15021	22534	34895	29488.62428944379	10343.638015962746	18824.242366744726	19682.19392428933	8369.389278663624	15518.251239993306	8006.758945645145	16492.75312171724	13947.536894871748	15376.534778606787	30574.478165724388	36303.14121036029	0.5156165588142624
ENSDARG00000044204	0.6109413102400765	0.9997058626494543	-0.34063700898589394	6	39905021	39912440	1	protein_coding	endou	endonuclease, polyU-specific [Source:NCBI gene;Acc:791216]	408	84	138	122	43	273	80	162	158	184	278	458	454.64832823538774	67.60021732987401	156.03011872249215	152.64303977899044	56.56770496424644	204.45357794113085	58.443495953614196	160.5954201910316	112.20523571230835	188.35512943636567	377.1946804859936	476.48197949118827	0.5138070525914455
ENSDARG00000035438	0.9472826303095903	0.9997058626494543	0.046388041961338694	5	32221755	32233862	1	protein_coding	myhc4	myosin heavy chain 4 [Source:ZFIN;Acc:ZDB-GENE-030131-6206]	1023	1910	1117	573	908	1504	1761	1261	1374	35	607	794	1139.963823001965	1537.1001797626116	1262.9394392248098	716.9218179783732	1194.4994443612968	1126.366964188501	1286.4874546789326	1250.066820128956	975.7594548652638	35.828421360178254	823.5869462410004	826.0408116069945	0.5102557774406979
ENSDARG00000069878	NA	NA	-1.128050403511081	3	58158595	58165254	-1	protein_coding	snu13a	SNU13 homolog, small nuclear ribonucleoprotein a (U4/U6.U5) [Source:ZFIN;Acc:ZDB-GENE-040426-879]	186	234	35	182	13	46	381	324	48	354	253	194	207.26614963672088	188.31489113322047	39.57285619773352	227.71338721128083	17.101864291516364	34.45005342597809	278.3371494790876	321.1908403820632	34.0876665455114	362.37889032866	343.2742955502028	201.82861140019764	0.5050719915482875
ENSDARG00000093054	NA	NA	-3.856288482782445	5	42322847	42344441	1	processed_transcript	BX548073.3	NA	0	0	0	53	0	6	2	0	1	149	70	69	0	0	0	66.3121402318565	0	4.493485229475403	1.461087398840355	0	0.7101597196981542	152.52670807618742	94.97707782021422	71.78440302378164	0.49414684386494023
ENSDARG00000095464	0.5306274539863896	0.9997058626494543	-0.3764475659365655	5	10046643	10056341	1	protein_coding	gstt2	glutathione S-transferase theta 2 [Source:NCBI gene;Acc:393493]	494	495	330	343	370	382	602	257	340	36	198	50	550.4810640889253	398.3584235510433	373.115501292916	429.15215282126	486.74536829700423	286.0852262766007	439.7873070509468	254.77174684626618	241.4543046973724	36.85209054189763	268.6494486914631	52.0176833505664	0.4779897885809745
ENSDARG00000003132	0.6586249399351127	0.9997058626494543	0.4529939777107194	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	2	5	8	5	2	3	2	5	241	190	150	5	2.2286682756636655	4.023822460111548	9.045224273767662	6.255862286024199	2.6310560448486715	2.2467426147377014	1.461087398840355	4.956648771328136	171.14849244725514	194.49714452668195	203.52230961474476	5.201768335056641	0.4725362496050972
ENSDARG00000012366	0.3516401173234112	0.9997058626494543	-0.47207174343666275	5	44814064	44829719	-1	protein_coding	fbp2	fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]	956	436	375	624	129	617	456	773	863	445	654	987	1065.303435767232	350.87731852172703	423.99488783285915	780.7316132958199	169.7031148927393	462.080064431054	333.12792693560095	766.2979000473298	612.867838099507	455.5327858651235	887.3572699202871	1026.829069340181	0.46491531131724345
ENSDARG00000068006	0.012939800886061658	0.35839764065315083	-2.810455590810594	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	779	13	32	65	24	55	19	30	75	44	55	210	868.0662933709978	10.461938396290025	36.18089709507065	81.32620971831457	31.572672538184058	41.19028127019119	13.880330288983371	29.739892627968814	53.26197897736156	45.041443995652664	74.62484685873974	218.47427007237889	0.45516243646192467
ENSDARG00000103457	0.9429286599748137	0.9997058626494543	0.07821273048833151	15	32798333	32818871	1	protein_coding	spartb	spartin b [Source:ZFIN;Acc:ZDB-GENE-060825-146]	97	138	218	92	84	144	145	0	7	1	2	5	108.09041136968777	111.05749989907873	246.48236146016876	115.10786606284525	110.50435388364421	107.84364550740968	105.92883641592573	0	4.971118037887079	1.0236691817193786	2.7136307948632634	5.201768335056641	0.4489825940594926
ENSDARG00000056210	4.204806899360025e-81	3.1750496897067547e-77	4.407472458152897	8	24968098	24970790	-1	protein_coding	hspa1b	heat shock protein family A (Hsp70) member 1B [Source:ZFIN;Acc:ZDB-GENE-060503-867]	17	34	343	14	289	753	22	376	36	16	135	154	18.943680343141157	27.36199272875853	387.81399073778846	17.516414400867756	380.187598480633	563.9323962991631	16.071961387243906	372.7399876038758	25.565749909133547	16.378706907510058	183.17007865327028	160.2144647197445	0.447302334332098
ENSDARG00000103687	0.5534952454788422	0.9997058626494543	-0.27072938004619684	21	25226558	25227191	1	protein_coding	sycn.2	syncollin, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-141212-321]	1655	750	969	1082	392	1354	586	886	960	851	1209	1904	1844.2229981116832	603.5733690167323	1095.602790160108	1353.7685986956365	515.6869847903396	1014.029833451616	428.098607860224	878.3181622793456	681.753330910228	871.1424736431912	1640.3898154948427	1980.8333819895686	0.4410168181078524
