Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	% variance explained
ENSDARG00000088885	0.882206565134698	0.9997058626494543	-0.08235298494427695	15	46329149	46336399	1	protein_coding	si:ch1073-340i21.3	si:ch1073-340i21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-199]	531	343	480	319	202	768	716	309	390	253	219	36	591.7114271887032	276.03422076365223	542.7134564260597	399.12401384834385	265.73666052971583	575.1661093728516	523.0692887848471	306.3208940680788	276.9622906822801	258.9883029750028	297.1425720375273	37.45273201240781	0.8899067596978854
ENSDARG00000078069	0.88954378898354	0.9997058626494543	-0.09606104751545538	19	47564890	47571808	-1	protein_coding	rrm2	ribonucleotide reductase M2 polypeptide [Source:NCBI gene;Acc:30733]	690	917	367	322	521	858	703	529	522	329	7	252	768.8905551039646	737.969039184458	414.94966355909145	402.87753121995837	685.3900996830789	642.5683878149827	513.5722206923848	524.4134400065168	370.70337368243645	336.78716078567555	9.497707782021422	262.16912408685465	0.8162779016980777
ENSDARG00000094854	0.803669659616514	0.9997058626494543	-0.11841270855105569	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	296	369	315	279	80	545	443	329	513	130	242	124	329.8429047982225	296.95809755623225	356.15570577960165	349.0771155601503	105.24224179394686	408.1582416773491	323.63085884313864	326.14748915339135	364.3119362051531	133.07699362351923	328.3493261784549	129.0038547094047	0.8158412694681021
ENSDARG00000115701	0.6101452676098238	0.9997058626494543	-0.3335351003009746	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	834	891	677	547	632	267	366	268	1098	267	163	831	929.3546709517485	717.0451623918779	765.4521041675883	684.3913340910473	831.4137101721802	199.96009271165545	267.37899398778495	265.67637414318807	779.7553722285733	273.3196715190741	221.16090978135597	864.5338972864137	0.7883945723771842
ENSDARG00000039099	0.8479787370072444	0.9997058626494543	-0.0693128264342024	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	1007	1176	545	1058	992	1491	1166	1015	2622	1738	229	958	1122.1344767966557	946.4030426182362	616.205903650422	1323.7404597227203	1305.0037982449412	1116.6310795246377	851.8139535239269	1006.1997005796115	1862.0387850485602	1779.13703782828	310.71072601184363	996.6588129968522	0.7880037148507358
ENSDARG00000094809	0.8255452092899678	0.9997058626494543	-0.07978580459913057	4	76575585	76588333	1	protein_coding	ms4a17a.11	membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]	583	795	568	490	249	957	853	708	925	281	528	296	649.6568023559585	639.7877711577362	642.210923437504	613.0745040303715	327.5664775836596	716.7108941013269	623.1537756054114	701.8614660200641	656.8977407207926	287.6510400631454	716.3985298439015	307.9446854353531	0.7385157456522609
ENSDARG00000052917	0.9831727849521724	0.9997058626494543	0.012390242314811225	17	45577326	45599190	1	protein_coding	si:ch211-202f3.3	si:ch211-202f3.3 [Source:ZFIN;Acc:ZDB-GENE-080917-19]	667	392	228	289	219	1325	450	226	504	502	146	589	743.2608699338324	315.4676808727454	257.7888918023784	361.58884013219864	288.10063691092955	992.3113215091515	328.74466473907984	224.04052446403173	357.9204987278697	513.881929223128	198.09504802501823	612.7683098696723	0.7226212709153494
ENSDARG00000069381	0.5279580159454147	0.9997058626494543	0.47808170419410284	9	33061564	33063083	-1	protein_coding	si:ch211-125e6.5	si:ch211-125e6.5 [Source:ZFIN;Acc:ZDB-GENE-070912-39]	325	161	211	37	199	217	38	126	29	51	97	315	362.15859479534566	129.56708321559185	238.56779022062207	46.29338091657907	261.7900764624428	162.5143824660271	27.760660577966743	124.90754903746902	20.59463187124647	52.20712826768831	131.61109355086828	327.71140510856833	0.7127836081453016
ENSDARG00000068006	0.012939800886061658	0.35839764065315083	-2.810455590810594	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	779	13	32	65	24	55	19	30	75	44	55	210	868.0662933709978	10.461938396290025	36.18089709507065	81.32620971831457	31.572672538184058	41.19028127019119	13.880330288983371	29.739892627968814	53.26197897736156	45.041443995652664	74.62484685873974	218.47427007237889	0.7108108385583022
ENSDARG00000092044	0.41412667082777294	0.9997058626494543	0.40749488050138866	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	403	687	210	427	604	1342	565	552	247	586	342	875	449.0766575462286	552.8732060193267	237.43713718640112	534.2506392264665	794.5789255442988	1005.0428629926652	412.75719017240027	547.2140243546262	175.40945076544406	599.8701404875559	464.03086592161804	910.3094586349121	0.7013329499276529
ENSDARG00000089296	0.6929126305264023	0.9997058626494543	-0.2559618032591638	4	76926059	76964360	1	protein_coding	si:dkey-240n22.6	si:dkey-240n22.6 [Source:ZFIN;Acc:ZDB-GENE-070705-411]	117	168	144	95	23	156	198	134	162	17	93	35	130.37709412632444	135.20043465974803	162.8140369278179	118.86138343445977	30.257144515759723	116.83061596636048	144.64765248519515	132.83818707159404	115.04587459110097	17.40237608922944	126.18383196114175	36.41237834539648	0.6990302531585645
ENSDARG00000088711	0.6366217816295712	0.9997058626494543	-0.18008719648971133	3	28939759	28946756	1	protein_coding	lgals1l1	lectin, galactoside-binding, soluble, 1 (galectin 1)-like 1 [Source:ZFIN;Acc:ZDB-GENE-030131-4905]	4863	3132	1971	1739	1630	4707	2601	2729	3823	3351	1096	3495	5419.0069122762025	2520.5223890138736	2228.5171304495075	2175.788903079216	2144.3106765516673	3525.1391625234537	1900.1441621918816	2705.3388993908966	2714.9406084060433	3430.3154279416376	1487.0696755850684	3636.0360662045914	0.6988316779950013
ENSDARG00000025608	0.33390178180635094	0.9997058626494543	0.9158781811316046	3	32953075	32958574	-1	protein_coding	casp6b.1	caspase 6b.1, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-041010-48]	86	98	137	60	130	123	12	70	86	7	7	186	95.83273585353761	78.86692021818635	154.8994656882712	75.07034743229038	171.01864291516367	92.11644720424576	8.766524393042129	69.39308279859391	61.073735894041256	7.165684272035651	9.497707782021422	193.50578206410702	0.6525145497478259
ENSDARG00000095464	0.5306274539863896	0.9997058626494543	-0.3764475659365655	5	10046643	10056341	1	protein_coding	gstt2	glutathione S-transferase theta 2 [Source:NCBI gene;Acc:393493]	494	495	330	343	370	382	602	257	340	36	198	50	550.4810640889253	398.3584235510433	373.115501292916	429.15215282126	486.74536829700423	286.0852262766007	439.7873070509468	254.77174684626618	241.4543046973724	36.85209054189763	268.6494486914631	52.0176833505664	0.6469472523467537
ENSDARG00000103826	0.8391461071310755	0.9997058626494543	-0.08708323699940676	18	402048	423921	1	protein_coding	gpib	glucose-6-phosphate isomerase b [Source:ZFIN;Acc:ZDB-GENE-020513-3]	584	749	591	993	480	1007	1989	1678	1908	1302	1084	745	650.7711364937903	602.76860452471	668.215943224586	1242.4142500044059	631.4534507636812	754.1566043469552	1453.0514181467329	1663.4513276577225	1354.984745184078	1332.817274598631	1470.7878908158887	775.0634819234394	0.6224345501451315
ENSDARG00000094990	0.058570901787875405	0.7495642903101323	0.8766992347575119	6	21053548	21066911	1	protein_coding	si:dkey-91f15.1	si:dkey-91f15.1 [Source:ZFIN;Acc:ZDB-GENE-060601-4]	151	219	120	78	169	598	142	197	100	148	130	400	168.26445481260674	176.2434237528858	135.67836410651492	97.59145166197749	222.32423578971276	447.8506945377152	103.7372053176652	195.29196159032855	71.01597196981541	151.50303889446803	176.38600166611212	416.1414668045312	0.6118283010450186
ENSDARG00000076321	0.9071919077387285	0.9997058626494543	-0.07603285633524247	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	78	463	526	357	44	394	472	241	1051	653	283	333	86.91806275088295	372.6059598063294	594.7234960002237	446.66856722212776	57.88323298667078	295.0721967355515	344.81662612632374	238.91047077801616	746.37786540276	668.4559756627542	383.97875747315175	346.43777111477226	0.608199417414007
ENSDARG00000096990	0.5052646462384744	0.9997058626494543	0.37353661984708614	15	46344655	46355392	1	protein_coding	si:ch1073-340i21.2	si:ch1073-340i21.2 [Source:ZFIN;Acc:ZDB-GENE-131121-430]	58	166	26	42	125	77	101	172	172	149	113	258	64.6313799942463	133.5909056757034	29.3969788897449	52.549243202603265	164.44100280304198	57.666393778267675	73.78491364143792	170.5087177336879	122.14747178808251	152.52670807618742	153.32013990977438	268.41124608892267	0.586091671778656
ENSDARG00000104436	0.30188537201396254	0.9997058626494543	0.727834580058735	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	1693	2651	2964	1520	2697	2508	641	1821	5238	440	337	1594	1886.5676953492928	2133.4306683511427	3351.2555934309185	1901.7821349513563	3547.979076478434	1878.2768259207185	468.27851132833376	1805.211482517707	3719.8166117789315	450.4144399565266	457.24678893445986	1658.323745216057	0.5860291952582263
ENSDARG00000093405	0.4902546873621524	0.9997058626494543	1.264802633526927	3	32961488	32965848	-1	protein_coding	casp6a	caspase 6, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-030825-4]	56	79	135	56	122	118	0	70	102	0	0	155	62.40271171858264	63.57639486976246	152.63815961982928	70.06565760347102	160.49441873576896	88.37187617968293	0	69.39308279859391	72.43629140921172	0	0	161.25481838675586	0.5807870899079247
ENSDARG00000096242	0.371661919367668	0.9997058626494543	-0.6410865364577331	3	28822065	28828569	-1	protein_coding	si:ch211-76l23.4	si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]	202	220	46	119	39	373	439	177	215	266	170	28	225.0954958420302	177.04818824490812	52.010039574164054	148.88952240737592	51.3055928745491	279.34499843238757	320.7086840454579	175.46536650501602	152.68433973510315	272.2960023373547	230.6586175633774	29.129902676317187	0.5598772828783128
ENSDARG00000003132	0.6586249399351127	0.9997058626494543	0.4529939777107194	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	2	5	8	5	2	3	2	5	241	190	150	5	2.2286682756636655	4.023822460111548	9.045224273767662	6.255862286024199	2.6310560448486715	2.2467426147377014	1.461087398840355	4.956648771328136	171.14849244725514	194.49714452668195	203.52230961474476	5.201768335056641	0.5515141545718119
ENSDARG00000007769	5.769790090648878e-11	1.894247172803899e-8	3.398082088213204	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	13	35	246	40	304	611	41	154	13	12	82	364	14.486343791813825	28.166757220780838	278.1406464183556	50.04689828819359	399.9205188169981	457.58657920157856	29.952291676227276	152.6647821569066	9.232076356076004	12.284030180632543	111.2588625893938	378.6887347921234	0.5444808318501109
ENSDARG00000038643	0.5349434691366066	0.9997058626494543	-0.27253897657981385	8	21353878	21369028	1	protein_coding	alas2	aminolevulinate, delta-, synthase 2 [Source:NCBI gene;Acc:64607]	258	781	530	578	316	416	436	297	445	616	963	547	287.49820756061285	628.5210682694238	599.2461081371076	723.1776802643973	415.7068550860901	311.54830924362795	318.5170529471974	294.42493701689125	316.0210752656786	630.5802159391372	1306.6132277266613	569.0734558551965	0.5324485202805697
ENSDARG00000079463	0.42343695698867423	0.9997058626494543	-0.6253061879984839	7	19509888	19526721	-1	protein_coding	man2b2	mannosidase, alpha, class 2B, member 2 [Source:ZFIN;Acc:ZDB-GENE-140106-166]	17	153	33	99	23	201	161	30	323	145	133	32	18.943680343141157	123.12896727941337	37.311550129291604	123.86607326327912	30.257144515759723	150.531755187426	117.61753560664857	29.739892627968814	229.3815894625038	148.4320313493099	180.45644785840702	33.2913173443625	0.5234380201674752
ENSDARG00000101621	0.40995913845956605	0.9997058626494543	-0.9728060317751482	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	125	53	31	55	21	120	73	2	119	2	101	7	139.2917672289791	42.652518077182414	35.050244060849685	68.81448514626618	27.626088470911053	89.86970458950806	53.329690057672956	1.9826595085312544	84.50900664408034	2.047338363438757	137.0383551405948	7.282475669079297	0.5221267823636179
ENSDARG00000062788	1.9444341111698493e-23	1.8353027466804415e-20	3.576621420649644	14	11427052	11430610	-1	protein_coding	irg1l	immunoresponsive gene 1, like [Source:ZFIN;Acc:ZDB-GENE-061103-301]	70	112	1961	110	865	1522	180	728	175	104	984	923	78.00338964822829	90.13362310649869	2217.210600107298	137.62897029253236	1137.9317393970505	1139.8474198769272	131.49786589563195	721.6880611053766	124.27795094717698	106.46159489881538	1335.1063510727256	960.2464346514558	0.5215114133579555
ENSDARG00000070057	0.09389120956853426	0.8745950435198449	-0.8601348035824318	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]	563	378	279	225	207	143	384	130	296	128	71	302	627.3701195993218	304.20097798443305	315.4521965476472	281.5138028710889	272.3143006418375	107.09473130249711	280.52878057734813	128.87286805453152	210.20727703065361	131.02965526008046	96.33389321764585	314.18680743742107	0.5076904919562495
ENSDARG00000007906	0.17553740816820282	0.9855960177673065	-0.6462474771249962	12	16132612	16229402	1	protein_coding	lrp2b	low density lipoprotein receptor-related protein 2b [Source:ZFIN;Acc:ZDB-GENE-111115-1]	121	361	107	325	160	137	173	180	74	83	240	118	134.83443067765177	290.5199816200538	120.97987466164247	406.6310485915729	210.48448358789372	102.60124607302171	126.3840599996907	178.43935576781288	52.551819257663404	84.96454208270843	325.6356953835916	122.76173270733672	0.49617022527070453
ENSDARG00000115161	0.08928711560910008	0.8630419577074278	-0.6203286156114235	KN149950.1	74	5493	1	protein_coding	CABZ01069162.1	NA	507	443	355	253	128	457	660	208	563	460	824	448	564.9674078807392	356.51066996588315	401.38182714844	316.54663167282445	168.38758687031498	342.25379164504324	482.15884161731714	206.19658888725044	399.81992219006077	470.8878235909142	1118.0158874836645	466.078442821075	0.4960788397473259
ENSDARG00000087301	0.5210242964181472	0.9997058626494543	-0.2308029572566017	9	22146301	22158784	-1	protein_coding	crygm2d14	crystallin, gamma M2d14 [Source:ZFIN;Acc:ZDB-GENE-070822-20]	1914	2019	1466	1354	1451	1224	1667	1212	2733	950	594	1745	2132.835539810128	1624.8195093930433	1657.537348167924	1694.087507055353	1908.8311605377112	916.6709868129823	1217.8163469334359	1201.4916621699401	1940.8665139350553	972.4857226334098	805.9483460743892	1815.4171489347675	0.49408848809002204
ENSDARG00000105265	0.8981583966788339	0.9997058626494543	-0.26545490659294785	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	0	342	279	222	282	0	899	323	328	0	248	311	0	275.2294562716299	315.4521965476472	277.7602854994744	370.9789023236627	0	656.7587857787396	320.19951062779757	232.93238806099455	0	336.49021856304466	323.549990440523	0.4909831956990436
ENSDARG00000079227	3.8881275128438437e-16	2.0017671033739e-13	4.120322210380877	12	30517386	30523229	-1	protein_coding	plekhs1	pleckstrin homology domain containing, family S member 1 [Source:ZFIN;Acc:ZDB-GENE-080204-50]	61	39	878	44	383	943	14	638	8	12	405	408	67.9743824077418	31.385815188870076	992.7133640460008	55.05158811701295	503.8472325885206	706.2260952325508	10.227611791882484	632.4683832214702	5.681277757585233	12.284030180632543	549.5102359598109	424.46429614062185	0.48796379795457734
ENSDARG00000056909	0.8751403520385367	0.9997058626494543	-0.11134574933688592	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	522	114	292	55	89	398	576	334	358	343	127	496	581.6824199482166	91.7431520905433	330.15068599251964	68.81448514626618	117.08199399576588	298.06785355520174	420.79317086602225	331.10413792471945	254.2371796519392	351.1185293297469	172.31555547381723	516.0154188376188	0.48370682766626544
ENSDARG00000091783	0.4735914646778746	0.9997058626494543	-0.5058000377908476	3	30998362	31019832	-1	protein_coding	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN;Acc:ZDB-GENE-131121-547]	197	100	64	140	95	92	239	193	458	32	95	32	219.52382515287104	80.47644920223097	72.3617941901413	175.16414400867754	124.9751621303119	68.90010685195618	174.59994416142243	191.32664257326604	325.25315162175457	32.757413815020115	128.897462756005	33.2913173443625	0.47544109661102074
ENSDARG00000037873	0.05292454180915606	0.7277941097841174	-0.8829086078402971	3	40947961	40955780	-1	protein_coding	cyp3c3	cytochrome P450, family 3, subfamily c, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-041114-102]	339	381	104	209	81	322	618	294	284	405	405	176	377.7592727249913	306.61527146049997	117.5879155589796	261.4950435558115	106.5577698163712	241.15037398184663	451.47600624166967	291.4509477540944	201.68536039427576	414.58601859634837	549.5102359598109	183.10224539399374	0.472382415255149
ENSDARG00000077504	0.5909244400069587	0.9997058626494543	0.45351639020043566	8	29718692	29719393	-1	protein_coding	si:ch211-103n10.5	si:ch211-103n10.5 [Source:ZFIN;Acc:ZDB-GENE-030131-5155]	31	65	168	63	33	13	34	18	110	130	206	114	34.544358272786816	52.30969198145013	189.9497097491209	78.8238648039049	43.41242474000308	9.735884663863374	24.838485780286035	17.843935576781288	78.11756916679695	133.07699362351923	279.50397187091613	118.6003180392914	0.47128423103774364
ENSDARG00000103277	0.7267781719179072	0.9997058626494543	0.2586874837183319	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	358	64	416	79	43	281	250	139	204	60	49	60	398.9316213437961	51.50492748942782	470.3516622359184	98.84262411918233	56.56770496424644	210.44489158043137	182.63592485504438	137.79483584292217	144.87258281842344	61.42015090316272	66.48395447414995	62.421220020679684	0.46567016595937233
ENSDARG00000117625	0.6169699100575603	0.9997058626494543	1.191683107708466	3	58210305	58212028	-1	lincRNA	CABZ01038493.1	NA	81	100	207	83	161	242	0	0	298	0	0	98	90.26106516437845	80.47644920223097	234.04517808373825	103.8473139480017	211.80001161031805	181.23723758884125	0	0	211.62759647004992	0	0	101.95465936711015	0.4524516949045965
ENSDARG00000091801	0.5498996856263623	0.9997058626494543	0.5728863635368123	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	15	469	246	121	269	243	30	31	634	359	110	182	16.715012067477492	377.4345467584632	278.1406464183556	151.3918673217856	353.87703803214634	181.98615179375383	21.916310982605324	30.731222382234442	450.24126228862974	367.4972362372569	149.2496937174795	189.3443673960617	0.44954109736050085
ENSDARG00000011519	0.33106506800389485	0.9997058626494543	0.4039355612398778	3	22222244	22242868	-1	protein_coding	myl4	myosin, light chain 4, alkali; atrial, embryonic [Source:ZFIN;Acc:ZDB-GENE-050626-112]	475	369	514	264	318	565	389	487	858	237	164	683	529.3087154701205	296.95809755623225	581.1556595895722	330.30952870207767	418.3379111309388	423.1365257756005	284.18149907444905	482.77759032736043	609.3170395010162	242.60959606749273	222.5177251787876	710.561554568737	0.4493833646380076
ENSDARG00000113599	0.6748526328120564	0.9997058626494543	-0.1748507345176145	3	55114097	55114874	1	protein_coding	hbbe1.1	hemoglobin beta embryonic-1.1 [Source:ZFIN;Acc:ZDB-GENE-030616-7]	2141	7796	5252	5446	3282	4074	4227	3164	6325	7495	8024	5581	2385.789389097954	6273.943979805927	5938.18973572847	6813.885201937557	4317.56296959667	3051.076470813799	3088.0082174490904	3136.5673424964443	4491.760227090825	7672.400516986743	10887.086748991413	5806.213815590222	0.4413128596722049
ENSDARG00000090901	0.2967732617871712	0.9997058626494543	1.03571003863814	3	58197025	58205045	-1	protein_coding	si:ch211-256e16.11	si:ch211-256e16.11 [Source:ZFIN;Acc:ZDB-GENE-131127-41]	120	180	297	114	226	350	34	19	381	18	19	141	133.72009653981993	144.85760856401575	335.80395116362445	142.6336601213517	297.3093330678999	262.1199717193985	24.838485780286035	18.835265331046916	270.5708532049967	18.426045270948816	25.779492551201002	146.68986704859725	0.43804751749198956
ENSDARG00000068951	5.84674707422381e-20	4.1389487960122486e-17	4.826835825815893	18	15758375	15768336	1	protein_coding	si:ch211-219a15.4	si:ch211-219a15.4 [Source:ZFIN;Acc:ZDB-GENE-060503-308]	8	14	412	9	190	243	7	130	7	13	160	112	8.914673102654662	11.266702888312336	465.8290500990346	11.260552114843557	249.9503242606238	181.98615179375383	5.113805895941242	128.87286805453152	4.971118037887079	13.307699362351922	217.09046358906107	116.51961070526875	0.4253687999310185
