Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000092044	0.4141266708277727	0.9997058626486705	0.40749488050139027	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	875	210	342	1342	552	604	427	586	247	403	565	687	910.3094586349121	237.43713718640112	464.03086592161804	1005.0428629926652	547.2140243546262	794.5789255442988	534.2506392264665	599.8701404875559	175.40945076544406	449.0766575462286	412.75719017240027	552.8732060193267	0.7059973613049764
ENSDARG00000104172	0.7090828154180907	0.9997058626486705	-0.2087853351624284	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	726	1132	394	1087	923	319	477	551	1186	1858	1295	435	755.2967622502242	1279.899234738124	534.5852665880628	814.0697407399606	914.9973631871738	419.65343915336314	596.8092620867085	564.0417191273776	842.2494275620109	2070.432828091545	946.0540907491298	350.0725540297047	0.6882809895272463
ENSDARG00000111240	0.1279522823531172	0.9375551815522333	-0.5160145659136103	10	36784756	36793412	-1	protein_coding	dhrs13a.2	dehydrogenase/reductase (SDR family) member 13a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040912-69]	792	280	573	840	461	321	732	378	707	292	722	1048	823.9601042729719	316.5828495818682	777.4552227283249	629.0879321265564	457.0030167164541	422.2844951982118	915.8582386739427	386.94695068992513	502.082921826595	325.38556824689516	527.4525509813682	843.3931876393805	0.6728059173625904
ENSDARG00000061274	0.35963354704696476	0.9997058626486705	-0.6476933503567894	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	62	280	43	540	73	128	356	85	300	594	85	421	64.50192735470235	316.5828495818682	58.34306208956016	404.41367065278627	72.36707206139079	168.38758687031498	445.4173947649229	87.01188044614719	213.04791590944623	661.9144778721087	62.09621445071509	338.8058511413924	0.6706206220175801
ENSDARG00000079544	0.7245342857592925	0.9997058626486705	0.13111942931640652	3	1015867	1029876	1	protein_coding	si:ch1073-464p5.5	si:ch1073-464p5.5 [Source:ZFIN;Acc:ZDB-GENE-091116-35]	1959	3248	1246	2647	2477	1925	1217	1421	1239	3901	3048	2015	2038.0528336751918	3672.3610551496704	1690.591985199813	1982.3759004035653	2455.5238013159587	2532.3914431668463	1522.6768804182898	1454.633907223237	879.887892706013	4347.017471681979	2226.697195832701	1621.600451424954	0.6672600905393318
ENSDARG00000079463	0.4234369569886729	0.9997058626486705	-0.6253061879984833	7	19509888	19526721	-1	protein_coding	man2b2	mannosidase, alpha, class 2B, member 2 [Source:ZFIN;Acc:ZDB-GENE-140106-166]	32	33	133	201	30	23	99	145	323	17	161	153	33.2913173443625	37.311550129291604	180.45644785840702	150.531755187426	29.739892627968814	30.257144515759723	123.86607326327912	148.4320313493099	229.3815894625038	18.943680343141157	117.61753560664857	123.12896727941337	0.6365472509933761
ENSDARG00000091801	0.5498996856263625	0.9997058626486705	0.5728863635368117	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	182	246	110	243	31	269	121	359	634	15	30	469	189.3443673960617	278.1406464183556	149.2496937174795	181.98615179375383	30.731222382234442	353.87703803214634	151.3918673217856	367.4972362372569	450.24126228862974	16.715012067477492	21.916310982605324	377.4345467584632	0.6276961387623331
ENSDARG00000054753	0.05664101716573039	0.7433254291774963	-0.537043642120999	17	15542077	15546862	-1	protein_coding	col10a1a	collagen, type X, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-8373]	4230	1448	3122	6056	3474	2045	3952	3374	6598	3980	5084	5925	4400.696011457918	1637.1855935519468	4235.977670781554	4535.424424950507	3443.879566318789	2690.2548058577668	4944.6335508735265	3453.8598191211836	4685.633830568421	4435.049868570694	3714.0841678521824	4768.229615232185	0.6271100629428763
ENSDARG00000117609	0.7824554485190238	0.9997058626486705	-0.13009816589291123	KN150127.1	27702	32057	-1	lincRNA	CABZ01079281.1	NA	132	148	303	347	119	168	185	258	481	148	132	430	137.3266840454953	167.33664906470173	411.1150654217844	259.8732291046608	117.96824075760964	221.00870776728843	231.46690458289532	264.1066488835997	341.58682517481213	164.92145239911125	96.43176832346343	346.04873156959314	0.6173773340870031
ENSDARG00000103285	0.9016098624434045	0.9997058626486705	-0.1710173336887926	KN149948.1	69090	81179	-1	protein_coding	CCDC134	si:dkey-167k11.5 [Source:ZFIN;Acc:ZDB-GENE-091204-218]	126	5	106	177	89	1	4	87	207	1	140	184	131.08456204342733	5.653265171104788	143.82243212775296	132.55781426952439	88.22834812964082	1.3155280224243358	5.004689828819359	89.05921880958594	147.00306197751792	1.1143341378318328	102.27611791882485	148.07666653210498	0.6140394621439426
ENSDARG00000103277	0.7267781719179085	0.9997058626486705	0.25868748371833056	6	55852274	55864687	-1	protein_coding	cyp24a1	cytochrome P450, family 24, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-060825-1]	60	416	49	281	139	43	79	60	204	358	250	64	62.421220020679684	470.3516622359184	66.48395447414995	210.44489158043137	137.79483584292217	56.56770496424644	98.84262411918233	61.42015090316272	144.87258281842344	398.9316213437961	182.63592485504438	51.50492748942782	0.6096348590110019
ENSDARG00000086569	0.8933862670142316	0.9997058626486705	-0.05401577576446638	3	1005059	1012673	1	protein_coding	zgc:172051	zgc:172051 [Source:ZFIN;Acc:ZDB-GENE-080219-23]	595	698	464	659	622	449	324	412	255	1040	874	475	619.0104318717403	789.1958178862285	629.5623444082771	493.5344610373818	616.6071071532201	590.6720820685267	405.37987613436803	421.751702868384	181.0907285230293	1158.907503345106	638.4951932932352	382.2631337105971	0.6037300922231352
ENSDARG00000070057	0.09389120956853411	0.8745950435022005	-0.860134803582434	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]	302	279	71	143	130	207	225	128	296	563	384	378	314.18680743742107	315.4521965476472	96.33389321764585	107.09473130249711	128.87286805453152	272.3143006418375	281.5138028710889	131.02965526008046	210.20727703065361	627.3701195993218	280.52878057734813	304.20097798443305	0.6025437090763777
ENSDARG00000009443	0.4186748105792424	0.9997058626486705	-0.49710859697140963	17	42983983	42988356	-1	protein_coding	zgc:92137	zgc:92137 [Source:ZFIN;Acc:ZDB-GENE-040801-179]	7177	3375	4507	2034	1329	1111	1267	2538	2684	6329	1628	2027	7466.618268140302	3815.9539904957323	6115.166996224364	1523.2914927921618	1317.4772434190186	1461.551632913437	1585.235503278532	2598.072383203783	1906.0686876698458	7052.62075833767	1189.325142656049	1631.2576253292216	0.5986956815600044
ENSDARG00000052917	0.9831727849521764	0.9997058626486705	0.012390242314808253	17	45577326	45599190	1	protein_coding	si:ch211-202f3.3	si:ch211-202f3.3 [Source:ZFIN;Acc:ZDB-GENE-080917-19]	589	228	146	1325	226	219	289	502	504	667	450	392	612.7683098696723	257.7888918023784	198.09504802501823	992.3113215091515	224.04052446403173	288.10063691092955	361.58884013219864	513.881929223128	357.9204987278697	743.2608699338324	328.74466473907984	315.4676808727454	0.5877393924230876
ENSDARG00000101484	0.542205347920676	0.9997058626486705	0.40318087630758276	4	68922112	68965221	1	protein_coding	si:dkey-264f17.2	si:dkey-264f17.2 [Source:ZFIN;Acc:ZDB-GENE-110913-14]	81	145	51	16	51	107	58	49	133	87	67	73	84.26864702791758	163.94468996203886	69.19758526901322	11.982627278601075	50.55781746754698	140.76149839940393	72.5680025178807	50.15978990424955	94.4512427198545	96.94706999136945	48.94642786115189	58.747807917628606	0.5843928397115883
ENSDARG00000094990	0.05857090178787678	0.749564290292861	0.8766992347575112	6	21053548	21066911	1	protein_coding	si:dkey-91f15.1	si:dkey-91f15.1 [Source:ZFIN;Acc:ZDB-GENE-060601-4]	400	120	130	598	197	169	78	148	100	151	142	219	416.1414668045312	135.67836410651492	176.38600166611212	447.8506945377152	195.29196159032855	222.32423578971276	97.59145166197749	151.50303889446803	71.01597196981541	168.26445481260674	103.7372053176652	176.2434237528858	0.572952510530746
ENSDARG00000070000	0.9329588252667069	0.9997058626486705	0.026563169875727675	16	42869054	42872572	-1	protein_coding	txnipb	thioredoxin interacting protein b [Source:ZFIN;Acc:ZDB-GENE-040917-1]	493	668	324	342	384	312	376	258	414	500	560	413	512.8943578365847	755.2762268595998	439.6081887678487	256.128658080098	380.67062563800084	410.4447429963928	470.4408439090197	264.1066488835997	294.00612395503583	557.1670689159164	409.1044716752994	332.3677352052139	0.5711266923743542
ENSDARG00000100311	0.1889804503101703	0.9922051626367521	2.779026823618427	4	51542447	51598177	1	protein_coding	si:dkey-165e24.1	si:dkey-165e24.1 [Source:ZFIN;Acc:ZDB-GENE-081103-19]	125	4	81	289	191	0	0	74	2	3	77	0	130.044208376416	4.522612136883831	109.90204719196217	216.43620521973193	189.3439830647348	0	0	75.75151944723402	1.4203194393963083	3.343002413495498	56.251864855353666	0	0.5663048934925498
ENSDARG00000023759	0.27309932419053007	0.9997058626486705	-0.35893767028857204	5	6350328	6377865	-1	protein_coding	zgc:73226	zgc:73226 [Source:NCBI gene;Acc:402792]	216	211	166	152	363	221	191	192	217	311	556	362	224.71639207444687	238.56779022062207	225.23135597365086	113.83495914671022	359.8527007984227	290.7316929557782	238.97393932612437	196.5444828901207	154.10465917449946	346.5579168657	406.1822968776187	291.32474611207607	0.56573232995257
ENSDARG00000059163	0.9014631717376212	0.9997058626486705	0.03934911886473255	12	2665081	2670156	1	protein_coding	rbp3	retinol binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-990415-132]	2821	4584	2224	4690	3539	3885	2456	6018	4199	3647	8783	4091	2934.8376946389567	5182.91350886887	3017.557443887949	3512.4076210399403	3508.3160003460544	5110.826367118545	3072.879554895086	6160.441135587221	2981.960663012549	4063.976600672694	6416.365312007419	3292.291536863269	0.5556692704283337
ENSDARG00000089781	0.13299023009152833	0.9446292494608481	0.7376012659936624	5	1239657	1274811	-1	protein_coding	ciz1a	cdkn1a interacting zinc finger protein 1a [Source:ZFIN;Acc:ZDB-GENE-100922-222]	76	133	136	380	61	121	61	171	313	73	99	202	79.06687869286094	150.37685355138737	184.5268940507019	284.5873978667755	60.471115010203256	159.17889071334463	76.32151988949522	175.04743007401376	222.27999226552225	81.34639206172379	72.32382624259758	162.56242738850656	0.5419943400726778
ENSDARG00000042641	0.634112884846433	0.9997058626486705	-0.31288312847292726	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	303	2200	374	2153	456	811	1748	538	985	2513	427	2089	315.2271611044324	2487.436675286107	507.44895863943026	1612.4122831767572	452.046367945126	1066.8932261861364	2187.0494551940596	550.7340197650257	699.5073239026818	2800.321688371396	311.9421596524158	1681.153023834605	0.5358662808422012
ENSDARG00000069630	0.11180620270347537	0.908918135938061	-0.4208254982559679	18	13162728	13179510	1	protein_coding	tat	tyrosine aminotransferase [Source:ZFIN;Acc:ZDB-GENE-030131-1144]	370	833	313	678	653	534	457	349	344	828	1723	1229	384.9308567941914	941.8339775060577	424.6832193961007	507.7638309307206	647.3383295354546	702.4919639745954	571.7858129426118	357.2605444200631	244.29494357616502	922.6686661247575	1258.726794100966	989.0555606954185	0.5133912978703983
ENSDARG00000098256	5.190522059188857e-8	1.171153773798213e-5	1.6258773755635472	12	43730276	43819253	-1	protein_coding	si:ch73-329n5.6	si:ch73-329n5.6 [Source:ZFIN;Acc:ZDB-GENE-131121-171]	1077	489	632	1387	975	389	238	328	278	156	336	346	1120.4608993712004	552.8893337340484	857.5073311767912	1038.7440022137307	966.5465104089865	511.7404007230666	297.77904481475184	335.7634916039562	197.42440207608684	173.8361255017659	245.46268300517963	278.44851423971915	0.5092848958620966
ENSDARG00000088589	0.38972946581558393	0.9997058626486705	-0.3700529429777059	7	22675475	22677211	1	protein_coding	ponzr3	plac8 onzin related protein 3 [Source:ZFIN;Acc:ZDB-GENE-050506-38]	147	111	185	222	107	46	181	158	398	77	128	235	152.93198905066524	125.5024867985263	251.01084852485187	166.25895349058993	106.07228370642211	60.514289031519446	226.46221475407597	161.73973071166182	282.64356843986536	85.80372861305112	93.50959352578272	189.11965562524276	0.49998336847330277
ENSDARG00000113274	0.7359028704264416	0.9997058626486705	0.16791699237606664	13	835390	840787	1	protein_coding	AL929536.3	NA	101	99	88	267	105	87	106	191	234	168	36	159	105.07572036814413	111.93465038787481	119.39975497398359	199.96009271165545	104.08962419789086	114.45093795091721	132.624280463713	195.5208137084013	166.17737440936807	187.2081351557479	26.29957317912639	127.95755423154723	0.4822948174764503
ENSDARG00000103013	0.20836728871814353	0.9997058626486705	0.6781783277445659	10	21730585	21820133	1	protein_coding	pcdh1g22	protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695]	70	122	116	220	269	209	41	297	464	179	303	68	72.82475669079297	137.93967017495683	157.39058610206928	164.76112508076477	266.6677038974537	274.9453566866862	51.29807074539843	304.0297469706555	329.5141099399435	199.46581067189805	221.35474092431377	54.72398545751706	0.48103367647752243
ENSDARG00000099336	0.6479976833809129	0.9997058626486705	-0.21165799022812334	18	31056645	31068755	1	protein_coding	mvda	mevalonate (diphospho) decarboxylase a [Source:NCBI gene;Acc:492781]	103	218	92	463	99	146	201	146	247	349	132	358	107.1564277021668	246.48236146016876	124.82701656371012	346.7472768745186	98.14164567229709	192.06709127395303	251.48566389817276	149.4557005310293	175.40945076544406	388.90261410330965	96.43176832346343	288.10568814398687	0.47926748443051503
ENSDARG00000052734	0.5811641484272254	0.9997058626486705	-0.2837511532640005	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	434	1244	353	1746	470	728	1232	881	609	1669	516	1566	451.5134914829164	1406.5323745708713	478.95583529336596	1307.6042017773423	465.92498450484476	957.7044003249165	1541.4444672763625	901.8525490947726	432.48726929617584	1859.8236760413288	376.9605489008116	1260.2611945069368	0.4773115613608627
ENSDARG00000098174	0.9683279921997217	0.9997058626486705	0.039868361581128595	KN150631.1	20777	25082	1	protein_coding	ACADSB	acyl-CoA dehydrogenase, short/branched chain-like [Source:NCBI gene;Acc:100037342]	11	146	17	16	15	100	10	14	15	135	24	166	11.443890337124609	165.07534299625982	23.06586175633774	11.982627278601075	14.869946313984407	131.5528022424336	12.511724572048397	14.331368544071301	10.652395795472312	150.43510860729742	17.533048786084258	133.5909056757034	0.47448493260465
ENSDARG00000100131	0.686156264173035	0.9997058626486705	0.2946771158444274	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	561	124	76	818	291	173	93	300	72	332	351	363	583.6384071933551	140.20097624339874	103.11797020480401	612.61181961848	288.4769584912975	227.58634787941008	116.35903852005009	307.1007545158136	51.131499818267095	369.95893376016846	256.4208384964823	292.1295106040984	0.47185236729703806
ENSDARG00000042010	0.4286993816465151	0.9997058626486705	-0.3188719520984188	16	54450407	54455573	-1	protein_coding	pklr	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	5670	3444	3824	3588	4677	4183	5043	7414	2816	4867	7716	4331	5898.805291954231	3893.9690498569785	5188.462079778559	2687.1041672262913	4636.4492607003385	5502.8537178009965	6309.662701684007	7589.483313267473	1999.809770670002	5423.46424882753	5636.875184726089	3485.435014948623	0.46914299634614726
ENSDARG00000115701	0.6101452676098241	0.9997058626486705	-0.33353510030097533	9	22239013	22240052	-1	protein_coding	crygm2d9	crystallin, gamma M2d9 [Source:ZFIN;Acc:ZDB-GENE-081105-81]	831	677	163	267	268	632	547	267	1098	834	366	891	864.5338972864137	765.4521041675883	221.16090978135597	199.96009271165545	265.67637414318807	831.4137101721802	684.3913340910473	273.3196715190741	779.7553722285733	929.3546709517485	267.37899398778495	717.0451623918779	0.4529716711640316
ENSDARG00000068006	0.012939800886061836	0.3583976406261922	-2.810455590810596	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	210	32	55	55	30	24	65	44	75	779	19	13	218.47427007237889	36.18089709507065	74.62484685873974	41.19028127019119	29.739892627968814	31.572672538184058	81.32620971831457	45.041443995652664	53.26197897736156	868.0662933709978	13.880330288983371	10.461938396290025	0.44156313727953267
ENSDARG00000052779	6.130491582390624e-8	1.3226097696751884e-5	3.4962888676530564	12	46120836	46145909	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	1772	1395	959	2443	1459	1093	98	152	39	214	35	213	1843.5066979440733	1577.260982738236	1301.1859661369347	1829.5974026014017	1446.35011147355	1437.872128509799	122.61490080607429	155.59771562134554	27.69622906822801	238.46750549601222	25.569029479706213	171.41483680075197	0.4345965970467548
ENSDARG00000101557	0.6351576023845669	0.9997058626486705	0.229261879877273	10	44699734	44748270	1	protein_coding	scarb1	scavenger receptor class B, member 1 [Source:ZFIN;Acc:ZDB-GENE-031126-1]	108	567	90	840	884	509	130	166	627	634	1242	776	112.35819603722344	641.080270403283	122.11338576884685	629.0879321265564	876.3355027708144	669.6037634139869	162.65241943662915	169.92908416541687	445.27014425074265	706.487843385382	907.3352746798604	624.4972458093123	0.4335428054132833
ENSDARG00000021924	0.18502609173812737	0.9898196379356865	0.5709218388629627	3	26123736	26127091	1	protein_coding	hsp70.3	heat shock cognate 70-kd protein, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-110713-1]	104	91	88	484	142	97	92	149	146	84	257	122	108.19678136917813	102.88942611410715	119.39975497398359	362.4744751776825	140.76882510571906	127.60621817516058	115.10786606284525	152.52670807618742	103.6833190759305	93.60406757787395	187.7497307509856	98.18126802672178	0.4300649620410561
ENSDARG00000026764	0.9313185818127847	0.9997058626486705	-0.05982978663255586	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	576	517	422	444	563	529	340	585	36	686	672	723	599.2437121985249	584.5476186922351	572.5760977161485	332.51790698117986	558.1186516515481	695.9143238624737	425.3986354496455	598.8464713058365	25.565749909133547	764.4332185526373	490.92536601035926	581.8447277321299	0.42754218025987484
ENSDARG00000055876	0.4300381013209563	0.9997058626486705	-0.514827041075097	1	20916551	20928772	-1	protein_coding	msmo1	methylsterol monooxygenase 1 [Source:NCBI gene;Acc:406662]	248	1464	215	1460	292	525	1292	363	448	2092	356	1393	258.0077094188094	1655.276042099482	291.7153104478008	1093.4147391723482	289.46828824556314	690.6522117727762	1616.514814708653	371.59191296413445	318.15155442477305	2331.187016344194	260.07355699358317	1121.0369373870774	0.4217012297868592
ENSDARG00000026403	0.07617516108814133	0.8256190892925627	-1.3565668752437021	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	318	164	97	221	22	12	298	20	22	144	242	356	330.8324661096023	185.42709761223705	131.61109355086828	165.51003928567735	21.809254593843796	15.786336269092029	372.8493922470422	20.473383634387574	15.623513833359391	160.46411584778392	176.79157525968296	286.49615915994224	0.4188011902131643
ENSDARG00000101026	0.352010586636523	0.9997058626486705	-0.7626047410092076	KN150709.1	28312	30914	-1	protein_coding	CABZ01038709.1	NA	29	27	109	44	38	117	161	17	37	36	39	201	30.170256343328514	30.527631923965856	147.89287832004786	32.95222501615296	37.67053066209383	153.91677862364728	201.43876560997919	17.40237608922944	26.275909628831702	40.11602896194598	28.49120427738692	161.75766289648425	0.41817846547319537
ENSDARG00000020711	NA	NA	-0.18771733473707067	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	303	351	480	7	5	9	361	395	491	11	14	4	315.2271611044324	396.85921501155616	651.2713907671832	5.242399434387971	4.956648771328136	11.839752201819023	451.67325705094714	404.3493267791546	348.68842237179365	12.25767551615016	10.227611791882484	3.219057968089239	0.4079582434959997
ENSDARG00000099351	0.7327000505272163	0.9997058626486705	-0.1276229388501316	20	6808774	6812688	-1	protein_coding	igfbp1a	insulin-like growth factor binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-021231-1]	350	640	278	419	504	218	279	317	915	651	569	624	364.12378345396485	723.6179419014129	377.1946804859936	313.79505185836564	499.6301961498761	286.7851088885052	349.0771155601503	324.50313060504305	649.796143523811	725.4315237285231	415.679364970081	502.1730430219212	0.40256491146415585
ENSDARG00000043770	0.20212719385016886	0.9997058626486705	-0.3177287529993765	7	3597413	3611842	1	protein_coding	si:dkey-192d15.2	si:dkey-192d15.2 [Source:ZFIN;Acc:ZDB-GENE-040724-74]	360	148	358	299	232	158	351	341	438	144	231	335	374.52732012407813	167.33664906470173	485.73991228052415	223.9253472688576	229.98850298962552	207.85342754304506	439.1615324788987	349.0711909663081	311.0499572277915	160.46411584778392	168.755594566061	269.5961048274737	0.4009739316639684
