Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count	% variance explained
ENSDARG00000114910	0.797597931814575	0.992880156517376	-0.12889884556234274	7	7653	7987	1	pseudogene	FO704772.2	NA	1416	1679	1141	4662	2857	1231	803	1464	9651	1030	3278	1447	1473.1407924880405	1898.366444456988	1548.1263684694918	3491.4380233023885	2832.229107936897	1619.4149956043573	1004.6914831354862	1498.6516820371703	6853.751454806886	1147.7641619667877	2394.7222466993417	1164.494219956282	0.6578510347296286
ENSDARG00000052734	0.48507698438739166	0.9637165112252023	-0.3299389878671075	5	50972485	50992775	-1	protein_coding	hmgcra	3-hydroxy-3-methylglutaryl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-040401-2]	434	1244	353	1746	470	728	1232	881	609	1669	516	1566	451.5134914829164	1406.5323745708713	478.95583529336596	1307.6042017773423	465.92498450484476	957.7044003249165	1541.4444672763625	901.8525490947726	432.48726929617584	1859.8236760413288	376.9605489008116	1260.2611945069368	0.6279938807271999
ENSDARG00000100792	0.6636501069042762	0.9809909892422722	-0.21316745566826073	1	50794669	50838160	-1	protein_coding	zgc:154142	zgc:154142 [Source:ZFIN;Acc:ZDB-GENE-070615-2]	361	712	300	1131	604	557	530	443	131	1055	1104	1460	375.5676737910894	805.0249603653218	407.0446192294895	847.0219657561136	598.7631715764388	732.7491084903551	663.1214023185651	453.48544750168475	93.0309232804582	1175.6225154125837	806.5202441598759	1174.9561583525722	0.625102746765758
ENSDARG00000115978	0.6094646171951588	0.9809909892422722	-0.4123478938241003	4	77561226	77561679	-1	protein_coding	AL935186.10	NA	43	71	25	345	223	70	35	45	927	48	176	52	44.735207681487104	80.276365429688	33.92038493579079	258.37540069483566	221.06653520123487	92.0869615697035	43.791036002169385	46.06511317737204	658.3180601601889	53.48803861592797	128.57569109795125	41.8477535851601	0.6192985612434693
ENSDARG00000019532	0.6879295722686816	0.9819917874083464	-0.20899062914151711	25	4133488	4148719	-1	protein_coding	fads2	fatty acid desaturase 2 [Source:NCBI gene;Acc:140615]	190	1049	225	712	329	526	717	289	356	713	424	1486	197.66719673215235	1186.0550328977847	305.2834644221171	533.2269138977479	326.14748915339135	691.9677397952006	897.09065181587	295.8403935169004	252.81686021254288	794.52024027409675	309.75052855415527	1195.880035145152	0.6160598017408082
ENSDARG00000061274	0.2735363607413122	0.9015357372411245	-0.7358271680070033	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	62	280	43	540	73	128	356	85	300	594	85	421	64.50192735470235	316.5828495818682	58.34306208956016	404.41367065278627	72.36707206139079	168.38758687031498	445.4173947649229	87.01188044614719	213.04791590944623	661.9144778721087	62.09621445071509	338.8058511413924	0.6096525988665619
ENSDARG00000026403	0.7424150852312612	0.9869165064988026	-0.27829780316244657	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	318	164	97	221	22	12	298	20	22	144	242	356	330.8324661096023	185.42709761223705	131.61109355086828	165.51003928567735	21.809254593843796	15.786336269092029	372.8493922470422	20.473383634387574	15.623513833359391	160.46411584778392	176.79157525968296	286.49615915994224	0.6029842030633622
ENSDARG00000007080	0.7635067085785956	0.9888352548818189	0.1701965768337872	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	807	646	527	955	815	628	847	588	35	815	1099	897	839.5654092781417	730.4018601067387	715.0417144464699	715.2130656915017	807.9337497264861	826.1515980824829	1059.7430712524992	601.9174788509946	24.855590189435393	908.1823223329437	802.867525662775	721.8737493440118	0.5871928899591549
ENSDARG00000089382	0.6124710134510309	0.9809909892422722	-0.33073063628029187	5	824709	825920	-1	protein_coding	zgc:158463	zgc:158463 [Source:ZFIN;Acc:ZDB-GENE-070410-9]	142	190	58	558	299	105	68	133	1340	102	326	127	147.7302207156086	214.82407650198195	78.69529305103464	417.8941263412125	296.40759652542255	138.13044235455527	85.0797270899291	136.14800116867735	951.6140243955265	113.66208205884693	238.15724601097784	102.20509048683333	0.5854012902399728
ENSDARG00000068006	NA	NA	-1.3110422027398423	8	40476811	40490593	1	protein_coding	gck	glucokinase (hexokinase 4) [Source:ZFIN;Acc:ZDB-GENE-060825-204]	210	32	55	55	30	24	65	44	75	779	19	13	218.47427007237889	36.18089709507065	74.62484685873974	41.19028127019119	29.739892627968814	31.572672538184058	81.32620971831457	45.041443995652664	53.26197897736156	868.0662933709978	13.880330288983371	10.461938396290025	0.584727744026417
ENSDARG00000053526	0.7305487341600169	0.9865492491609602	-0.15796776567095472	12	32413524	32421046	-1	protein_coding	enpp7.1	ectonucleotide pyrophosphatase/phosphodiesterase 7, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-040724-13]	860	774	604	973	657	427	934	871	122	728	1147	1566	894.7041536297421	875.1254484870212	819.5165000487056	728.6935213799279	651.3036485525171	561.7304655751914	1168.5950750293202	891.6158572775788	86.63948580317481	811.2352523415742	837.9336232349435	1260.2611945069368	0.5559828198448935
ENSDARG00000008029	0.4734808853410954	0.9621115102460797	-0.3138168885139227	20	35484070	35496459	1	protein_coding	mep1a.2	meprin A, alpha (PABA peptide hydrolase), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-041001-208]	369	505	170	667	553	411	468	371	142	775	890	1080	383.89050312718007	570.9797822815837	230.6586175633774	499.5257746766823	548.2053541088918	540.682017216402	585.5487099718649	379.78126641788947	100.84268019713788	863.6089568196704	650.183892483958	869.1456513840944	0.5524735573864288
ENSDARG00000032816	0.4109154520715109	0.9524132245830201	-0.3480487253152671	10	26972755	26978376	1	protein_coding	tm7sf2	transmembrane 7 superfamily member 2 [Source:ZFIN;Acc:ZDB-GENE-041212-19]	299	508	232	635	176	167	568	192	277	551	392	786	311.0657464363871	574.3717413842465	314.78117220413856	475.5605201194802	174.47403675075037	219.69317974486407	710.6659556923489	196.5444828901207	196.7142423563887	613.9981099453398	286.3731301727096	632.5448907295354	0.5463873680336777
ENSDARG00000093844	0.474510757490401	0.9621115102460797	0.3878640362959105	7	35068036	35069807	1	protein_coding	zgc:136461	zgc:136461 [Source:ZFIN;Acc:ZDB-GENE-060519-7]	8194	3436	5431	2674	2792	1197	4235	3385	1601	5742	1782	2939	8524.657947490823	3884.9238255832106	7368.864423451191	2002.5965839362048	2767.792673909631	1574.68704284193	5298.715356262496	3465.120180120097	1136.9657112367447	6398.506619430384	1301.8288723667563	2365.202842053568	0.5297399337979994
ENSDARG00000041433	0.17062185276793282	0.8274762284895505	0.9255626273671445	20	46039591	46043405	1	protein_coding	si:dkey-7c18.24	si:dkey-7c18.24 [Source:ZFIN;Acc:ZDB-GENE-041014-63]	1144	399	170	783	199	743	171	276	44	584	164	764	1190.1645950609593	451.13056065416214	230.6586175633774	586.3998224465402	197.2746210988598	977.4373206612815	213.95049018202758	282.5326941545485	31.247027666718783	650.7711364937903	119.8091667049091	614.8400719050446	0.527760907672692
ENSDARG00000069029	0.4497753165782889	0.9602767100427697	-0.3191557224936856	2	54586647	54639964	-1	protein_coding	acss2l	acyl-CoA synthetase short chain family member 2 like [Source:ZFIN;Acc:ZDB-GENE-130530-723]	133	290	99	284	118	159	296	141	118	390	203	301	138.36703771250663	327.88937992407773	134.32472434573154	212.6916341951691	116.976911003344	209.1689555654694	370.34704733263254	144.3373546224324	83.79884692438219	434.59031375441475	148.30037098229602	242.2341120987152	0.5006352919549999
ENSDARG00000026764	0.6955483398827322	0.9819917874083464	0.21164732462333988	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	576	517	422	444	563	529	340	585	36	686	672	723	599.2437121985249	584.5476186922351	572.5760977161485	332.51790698117986	558.1186516515481	695.9143238624737	425.3986354496455	598.8464713058365	25.565749909133547	764.4332185526373	490.92536601035926	581.8447277321299	0.4919669624332635
ENSDARG00000044642	0.6533006598289921	0.9809909892422722	-0.25508211038736134	21	24531679	24535510	-1	protein_coding	sc5d	sterol-C5-desaturase [Source:ZFIN;Acc:ZDB-GENE-040912-56]	57	305	64	348	68	133	247	75	174	332	96	296	59.3001590196457	344.8491754373921	86.83618543562443	260.6221433095734	67.41042329006265	174.96522698243666	309.0395969295954	76.7751886289534	123.56779122747882	369.95893376016846	70.13219514433703	238.21028963860365	0.4843955093311791
ENSDARG00000040683	0.7081034509848155	0.9833971595049181	-0.13855694309359184	2	283764	293793	-1	protein_coding	MEP1B	si:ch73-40a17.3 [Source:ZFIN;Acc:ZDB-GENE-030131-5797]	521	722	348	656	494	427	534	472	191	667	977	1205	542.024260512902	816.3314907075314	472.17175830620783	491.2877184226441	489.71689860721983	561.7304655751914	668.1260921473844	483.1718537715467	135.64050646234745	743.2608699338324	713.7411943335134	969.7412128868831	0.4783769052086267
ENSDARG00000092404	0.04912935039488622	0.5380859088708317	-1.0874633948486028	9	46387419	46399611	-1	protein_coding	LCT	si:dkey-79p17.3 [Source:ZFIN;Acc:ZDB-GENE-081105-132]	31	77	25	78	74	74	77	70	25	231	173	302	32.25096367735117	87.06028363501375	33.92038493579079	58.41530798318024	73.3584018156564	97.34907365940084	96.34027920477266	71.65684272035651	17.753992992453853	257.41118583915335	126.3840599996907	243.03887659073752	0.4746874535227791
ENSDARG00000078674	3.730526581939272e-57	2.3646875371267564e-53	4.855833795918717	3	33300522	33301321	1	protein_coding	hspb9	heat shock protein, alpha-crystallin-related, 9 [Source:ZFIN;Acc:ZDB-GENE-080214-6]	1072	1949	570	2881	1277	1316	35	37	104	39	57	96	1115.2591310361438	2203.6427636966464	773.38477653603	2157.621824353106	1265.9280961972058	1731.2348775104258	43.791036002169385	37.87575972361701	73.85661084860803	43.45903137544148	41.64099086695012	77.25739123414172	0.47268135915173315
ENSDARG00000007344	4.472893043194945e-115	1.1341020311020783e-110	3.3926219088421097	3	21240594	21242460	-1	protein_coding	tcap	titin-cap (telethonin) [Source:ZFIN;Acc:ZDB-GENE-070501-5]	1893	2984	1373	3956	2652	1886	208	270	386	153	296	319	1969.3894916524441	3373.868654115338	1862.9075406736301	2962.704594634116	2629.006508312443	2481.0858502922974	260.24387109860663	276.39067906423224	274.1216518034875	170.4931230882704	216.24093502837252	256.7198729551168	0.47207678843033163
ENSDARG00000029747	0.46952642375625425	0.9621115102460797	-0.2298471302652193	20	35473288	35481584	1	protein_coding	mep1a.1	meprin A, alpha (PABA peptide hydrolase), tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-041001-209]	493	657	351	706	584	434	607	488	284	863	881	1162	512.8943578365847	742.8390434831692	476.2422044985027	528.7334286682725	578.9365764911263	570.9391617321618	759.4616815233377	499.5505606790568	201.68536039427576	961.6703609488717	643.6089991891763	935.1363397299239	0.4716537079920342
ENSDARG00000003132	0.596425212598116	0.979485744205432	-0.7415478383923779	7	49901483	49908518	1	polymorphic_pseudogene	apip	APAF1 interacting protein [Source:NCBI gene;Acc:447941]	5	8	150	3	5	2	5	190	241	2	2	5	5.201768335056641	9.045224273767662	203.52230961474476	2.2467426147377014	4.956648771328136	2.6310560448486715	6.255862286024199	194.49714452668195	171.14849244725514	2.2286682756636655	1.461087398840355	4.023822460111548	0.4708462242636809
ENSDARG00000096445	0.5740835929257906	0.9778897882857521	0.25363174234012087	17	25649939	25737452	-1	protein_coding	si:ch211-214p16.3	si:ch211-214p16.3 [Source:ZFIN;Acc:ZDB-GENE-120709-93]	899	1114	690	1093	923	510	801	759	132	606	1053	1648	935.2779466431839	1259.547480122147	936.2026242278258	818.563225969436	914.9973631871738	670.9192914364113	1002.1891382210765	776.9649089250083	93.74108300015635	675.2864875260907	769.2625154894469	1326.2518828527664	0.4680216282492202
ENSDARG00000099185	0.925414321126072	0.9993590626662642	0.030842805329480985	11	24001993	24008739	1	protein_coding	chia.2	chitinase, acidic.2 [Source:ZFIN;Acc:ZDB-GENE-040426-2014]	10889	12705	9404	16336	11429	9320	10103	12070	3893	14087	18500	19551	11328.411080086351	14364.946799777268	12759.491997447063	12234.262451451697	11329.907761501852	12260.721168994809	12640.595335140495	12355.6870233529	2764.651788784914	15697.624999637028	13515.058439273284	15733.950583528176	0.4679138809882284
ENSDARG00000104540	0.06522268145197384	0.6115832426829869	-0.9507975544148263	23	42336142	42409339	1	protein_coding	cyp2aa8	cytochrome P450, family 2, subfamily AA, polypeptide 8 [Source:ZFIN;Acc:ZDB-GENE-041010-183]	170	39	189	333	330	194	97	480	1234	291	685	268	176.86012339192578	44.09546833461735	256.43811011457836	249.38843023588487	327.13881890765697	255.21243635032116	121.36372834886944	491.36120722530177	876.3370941075221	324.27123410906336	500.42243410282157	215.67688386197898	0.4632028722766299
ENSDARG00000087359	0.04273157859501198	0.5048738002220544	0.7579020899603076	1	56229674	56266731	1	protein_coding	c3a.2	complement component c3a, duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-990415-36]	1380	1315	1563	4214	2500	1276	258	1627	2472	1262	1819	1028	1435.6880604756327	1486.8087400005593	2120.7024661856403	3155.924459501558	2478.324385664068	1678.6137566134526	322.80249395884863	1665.509758657429	1755.514827093837	1406.2896819437728	1328.8589892453028	827.2978977989343	0.4628210097184842
ENSDARG00000103457	0.948787219885885	0.9993590626662642	0.08380844664436367	15	32798333	32818871	1	protein_coding	spartb	spartin b [Source:ZFIN;Acc:ZDB-GENE-060825-146]	5	218	2	144	0	84	92	1	7	97	145	138	5.201768335056641	246.48236146016876	2.7136307948632634	107.84364550740968	0	110.50435388364421	115.10786606284525	1.0236691817193786	4.971118037887079	108.09041136968777	105.92883641592573	111.05749989907873	0.4625276037597702
ENSDARG00000115988	0.6065249213373448	0.9809909892422722	-0.34367411977277185	4	77557112	77557279	-1	protein_coding	AL935186.11	NA	38	52	31	236	106	50	38	46	518	31	122	41	39.53343934643047	58.7939577794898	42.06127732038058	176.74375235936586	105.08095395215648	65.7764011212168	47.544553373783906	47.08878235909142	367.86273480364383	34.544358272786816	89.12633132926165	32.9953441729147	0.4552348226402479
ENSDARG00000020866	0.8805733347964848	0.9963242510651837	0.05256511685467308	16	23947196	23948538	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	2394	3732	1876	5545	2498	3199	2252	3100	1435	4045	3472	6612	2490.6066788251196	4219.597123712614	2545.3856855817407	4152.729266240185	2476.341726155537	4208.37414373545	2817.6403736252987	3173.374463330074	1019.0791977668512	4507.481587529764	2536.4477243868564	5321.102821251511	0.45156095799802204
ENSDARG00000087178	0.67004105268404	0.9816763487116511	0.3291349200326906	1	43969797	43973068	-1	protein_coding	scpp9	secretory calcium-binding phosphoprotein 9 [Source:ZFIN;Acc:ZDB-GENE-090424-3]	242	262	185	477	415	113	198	125	1	348	459	332	251.7655874167414	296.2310949658909	251.01084852485187	357.23207574329456	411.40184802023526	148.65466653394995	247.73214652655824	127.95864771492234	0.7101597196981542	387.7882799654778	335.3195580338615	267.1818113514068	0.44461193302405505
ENSDARG00000075600	0.6953417363838414	0.9819917874083464	-0.20930172553960713	10	9105007	9115383	-1	protein_coding	si:dkeyp-41f9.3	si:dkeyp-41f9.3 [Source:ZFIN;Acc:ZDB-GENE-091118-56]	68	127	137	372	199	233	53	366	465	138	526	71	70.7440493567703	143.59293534606164	185.88370944813354	278.596084227475	197.2746210988598	306.51802922487025	66.3121402318565	374.6629205092926	330.22426965964166	153.77811102079292	384.26598589501333	57.13827893358398	0.4440344004200509
ENSDARG00000061858	0.7223568496821964	0.9850673868494643	0.1243872776872153	3	21225750	21230668	1	protein_coding	zgc:153968	zgc:153968 [Source:ZFIN;Acc:ZDB-GENE-061027-211]	857	1030	694	1343	818	762	871	802	282	871	1138	1770	891.5830926287082	1164.5726252475863	941.6298858175523	1005.7917771975777	810.9077389892831	1002.4323530873439	1089.7712102254154	820.9826837389417	200.26504095487945	970.5850340515263	831.358729940162	1424.433150879488	0.43612308445804737
ENSDARG00000103295	0.9576216314591165	0.9993590626662642	0.018144709610458064	1	59338175	59348118	-1	protein_coding	cyp3a65	cytochrome P450, family 3, subfamily A, polypeptide 65 [Source:ZFIN;Acc:ZDB-GENE-050604-1]	3797	7371	3075	7020	5515	4975	4194	4452	2276	6631	10294	8666	3950.222873642013	8334.04351524268	4172.207347102268	5257.377718486222	5467.183594774934	6544.75191156107	5247.417285517097	4557.375197014674	1616.3235220329989	7389.149667962883	7520.216841831307	6974.089087865335	0.4315237696652376
ENSDARG00000045442	0.5177211352613803	0.969329532812638	0.4081944085125266	24	4755391	4765740	-1	protein_coding	cpb1	carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]	8414	3662	5135	2473	2065	787	3343	1919	3352	6907	1302	1877	8753.535754233315	4140.451411317147	6967.247065811429	1852.0648287487786	2047.0959425585202	1035.3205536479522	4182.669524435779	1964.4211597194876	2380.4553804282127	7696.7058900044685	951.1678966450711	1510.5429515258752	0.4263712284892534
ENSDARG00000094929	0.5313523916707875	0.9703525534525678	0.3316143212625971	16	23921610	23922868	1	protein_coding	apoa4b.2	apolipoprotein A-IV b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-3143]	283	497	252	735	452	448	230	318	55	360	356	1119	294.42008776420585	561.934558007816	341.9174801527712	550.4519406107369	448.08104892806347	589.3565540461025	287.76966515711314	325.5267997867624	39.05878458339848	401.1602896194598	260.07355699358317	900.5314665729645	0.42620064597467344
ENSDARG00000059914	0.25755747057605416	0.8931639317690357	-0.8994835820980186	3	58379450	58416968	1	protein_coding	sdr42e2	short chain dehydrogenase/reductase family 42E, member 2 [Source:ZFIN;Acc:ZDB-GENE-101203-3]	33	5	30	71	33	64	17	32	458	28	47	27	34.33167101137383	5.653265171104788	40.70446192294895	53.17290854879227	32.7138818907657	84.19379343515749	21.269931772482273	32.757413815020115	325.25315162175457	31.20135585929132	34.33555387274834	21.72864128460236	0.42483876728296793
ENSDARG00000042613	0.10819401998953154	0.7310841227666841	0.5842158425431248	24	38092608	38097305	-1	protein_coding	crp3	C-reactive protein 3 [Source:ZFIN;Acc:ZDB-GENE-060503-220]	471	205	346	754	450	225	112	293	524	175	714	169	490.00657716233553	231.78387201529634	469.45812751134457	564.6813105040757	446.0983894195322	295.99380504547554	140.13131520694205	299.93507024377794	372.1236931218328	195.00847412057072	521.6082013860067	136.00519915177034	0.42151556220726216
ENSDARG00000030915	0.777107798016403	0.9906977740208256	0.1805093695927618	25	18448186	18454016	-1	protein_coding	cpa1	carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]	478	178	331	180	151	79	160	190	107	637	93	134	497.28905283141484	201.25624009133045	449.10589654987007	134.8045568842621	149.6907928941097	103.92671377152253	200.18759315277435	194.49714452668195	75.98709000770249	709.8308457988775	67.9405640460765	107.83844193098949	0.4212146665492218
ENSDARG00000101051	0.38250979510688854	0.9470506903143678	-0.27211259949084465	20	52886927	52902720	-1	protein_coding	ctsbb	cathepsin Bb [Source:ZFIN;Acc:ZDB-GENE-070323-1]	268	305	279	315	270	228	415	281	186	444	344	617	278.81478275903595	344.8491754373921	378.5514958834252	235.90797454745868	267.6590336517193	299.94038911274856	519.2365697400085	287.6510400631454	132.08970786385666	494.76435719733377	251.30703260054105	496.53969157776504	0.41969235837567953
ENSDARG00000070057	0.18661900541291676	0.8424076346836064	-0.5719900859620848	9	11587629	11595736	1	protein_coding	si:dkey-69o16.5	si:dkey-69o16.5 [Source:ZFIN;Acc:ZDB-GENE-081104-432]	302	279	71	143	130	207	225	128	296	563	384	378	314.18680743742107	315.4521965476472	96.33389321764585	107.09473130249711	128.87286805453152	272.3143006418375	281.5138028710889	131.02965526008046	210.20727703065361	627.3701195993218	280.52878057734813	304.20097798443305	0.41589565087091684
ENSDARG00000055539	0.5033790846928154	0.9642774775148334	-0.1826894211669448	21	28513057	28523548	-1	protein_coding	epdl2	ependymin-like 2 [Source:ZFIN;Acc:ZDB-GENE-091204-250]	1285	1331	1010	1038	1086	883	1431	1140	841	1525	1500	2304	1336.8544621095566	1504.8991885480946	1370.3835514059479	777.3729446992447	1076.5841131324712	1161.6112438006885	1790.4277862601255	1166.9828671600917	597.2443242661476	1699.359560193545	1095.8155491302662	1854.1773896194015	0.41470545376470186
ENSDARG00000098174	0.9344459796825924	0.9993590626662642	0.07703589749459329	KN150631.1	20777	25082	1	protein_coding	ACADSB	acyl-CoA dehydrogenase, short/branched chain-like [Source:NCBI gene;Acc:100037342]	11	146	17	16	15	100	10	14	15	135	24	166	11.443890337124609	165.07534299625982	23.06586175633774	11.982627278601075	14.869946313984407	131.5528022424336	12.511724572048397	14.331368544071301	10.652395795472312	150.43510860729742	17.533048786084258	133.5909056757034	0.41114423272973444
