Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000036457	5.124149928134344e-10	1.5005535345104522e-7	0.4450900917961626	19	9786722	9798248	1	protein_coding	cacng6a	calcium channel, voltage-dependent, gamma subunit 6a [Source:ZFIN;Acc:ZDB-GENE-060503-440]	219	381	298	267	245	285	304	246	233	348	305	218	215	183	145	281	219	235	170	209	343	177	296	223	248.79396706706706	307.7808347792687	296.5589490127655	366.6331300942203	224.84913781330997	275.00003670274106	307.18355104166403	269.4781078194655	307.6700488966909	252.76511423309793	293.57996288380076	278.98388973383356	232.72436380019795	220.09131987408293	216.44334019890218	233.38344893306714	212.82183951504115	175.37700513050547	206.20087862478402	207.28621181123154	235.81730764119487	191.12336444379113	210.007610297111	173.71342260419098
ENSDARG00000008384	5.465646496905457e-10	1.5810382305682613e-7	-0.3443859498642986	8	7393435	7444390	-1	protein_coding	hdac6	histone deacetylase 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3232]	231	316	288	176	333	303	246	250	203	385	254	210	340	280	213	445	341	494	271	362	488	322	383	472	262.42651320772825	255.27229341272675	286.60730642844453	241.67577114825008	305.6112771095193	292.3684600734405	248.57616301397815	273.8598656701885	268.0558795108509	279.6395660337434	244.48954286060786	268.74594882617	368.0292264747316	336.7517462554274	317.94780318873217	369.5930063174907	331.38012454168506	368.66485333816894	328.7084594548028	359.0316204577312	335.50684002595654	347.69335226497594	271.7328200803835	367.68042811290644
ENSDARG00000053483	6.105882006456156e-10	1.7449580866643376e-7	-0.4933976680209522	6	43450221	43474757	1	protein_coding	zgc:113054	zgc:113054 [Source:ZFIN;Acc:ZDB-GENE-050320-9]	353	541	514	296	592	479	527	324	366	815	459	337	655	447	454	846	675	770	577	667	945	793	873	711	401.0240656377839	437.03262891229485	511.5144288340989	406.45470602205694	543.3089370835899	462.1930441425016	532.5188532860426	354.9223859085643	483.2928665072484	591.9642761493529	441.8137802087362	431.2732607353299	708.9974804145565	537.6001092006288	677.6915617262179	702.6419850440384	655.9577245326611	574.639548725486	699.87004097941406	661.5306376942174	649.7007455420675	856.2758644289624	619.3805533424929	553.8575940429587
ENSDARG00000014975	6.60254712276797e-10	1.8644335446673364e-7	1.6657791494323195	16	25975426	25978063	-1	protein_coding	irge1	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]	67	84	64	54	97	62	64	80	50	66	67	40	49	7	32	23	30	32	18	17	4	19	14	10	76.11504928535841	67.85719191983875	63.690512539654335	74.1505206932131	89.02190354241252	59.82456938796472	64.67022127192928	87.63515701446032	66.02361564306672	47.938211320070295	64.4913361089005	51.18970453831809	53.039506168417205	8.418793656385686	47.76680611286117	19.102559877083788	29.15367664589605	23.88112410287734	21.833034207330073	16.860600960722184	2.750056065786529	20.516067369672495	9.932792378917412	7.789839578663273
ENSDARG00000053113	6.724355472272936e-10	1.8764907270860477e-7	0.36883295669372534	11	11120532	11193205	1	protein_coding	ly75	lymphocyte antigen 75 [Source:ZFIN;Acc:ZDB-GENE-050309-166]	424	544	401	338	471	448	488	414	332	492	418	344	333	335	237	311	369	464	272	325	494	299	478	411	481.68329697002935	439.4561000522891	399.0608676312717	464.1273332278894	432.260995551302	432.2807594485193	493.1104371984607	453.51193754983217	438.396807869963	357.35757529506947	402.3489327391105	440.2314590295356	360.45215416495773	402.8994106984578	353.77290777337805	258.2998313814373	358.5902227445214	346.27629949172143	329.92140579965445	322.33501836674765	339.6319241246363	322.85811281747766	339.13391122303733	320.1624066830605
ENSDARG00000053803	8.410772651516824e-10	2.319808456906733e-7	0.6182015121003723	19	43790932	43819610	-1	protein_coding	klhl43	kelch-like family member 43 [Source:ZFIN;Acc:ZDB-GENE-141212-285]	803	1393	932	672	897	901	873	792	718	934	947	669	665	524	334	415	568	638	691	636	775	495	748	903	912.2445459125792	1125.2984326706594	927.4930888587163	922.7620352933185	823.223169871588	869.386080944455	882.1422370374103	867.5880544431571	948.0991206344381	678.39832383251	911.5417208228174	856.14780840337	719.8218694285192	630.2068394208713	498.5660388029885	344.67662386912053	551.9762778289652	476.1299118011169	838.1459242925046	630.7848359423123	532.82336274614	534.4975446309413	530.6949071021588	703.4225139532936
ENSDARG00000005916	9.92467136658917e-10	2.705898905925231e-7	0.253644490170166	8	8291492	8339372	1	protein_coding	srpk3	SRSF protein kinase 3 [Source:ZFIN;Acc:ZDB-GENE-101025-2]	349	521	423	278	445	442	437	383	331	587	429	311	333	306	247	446	368	449	319	308	508	316	459	436	396.4798835908968	420.8761546456666	420.9544813167779	381.7378657909859	408.3994543956038	426.49128499161947	441.5763546223921	419.55331420672877	437.0763355571017	426.3595461345646	412.93706254803453	397.99995278542315	360.45215416495773	368.02155126485997	368.7000346836472	370.423552399103	357.61843352299155	335.0820225684977	386.929884007683	305.47441740602545	349.2571203548892	341.21459414823727	325.65369299450657	339.63700562971866
ENSDARG00000091253	1.0173361062341153e-9	2.7421832318037745e-7	0.5317220482336179	8	1015243	1051527	-1	protein_coding	smyd1b	SET and MYND domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-060522-1]	493	1044	620	509	690	574	606	666	592	796	612	410	452	363	338	605	508	679	346	419	484	475	487	500	560.0704372788313	843.367956717996	617.0018402279014	698.9373154230641	633.2485922089138	553.8597230434153	612.3461576685803	729.5626821453822	781.71960921391	578.1638819814539	589.085040278315	524.6944715177605	489.26238343111385	436.57458532400057	504.5368895670961	502.48037937546485	493.6689245371731	506.72760205792855	419.6794353186781	415.5642236789762	332.75678396017	512.9016842418123	345.5192777523414	389.49197893316364
ENSDARG00000076182	1.1003060245130128e-9	2.9325010001627717e-7	1.1484871532917065	9	41218967	41247197	1	protein_coding	stat1b	signal transducer and activator of transcription 1b [Source:ZFIN;Acc:ZDB-GENE-030616-23]	89	148	61	114	83	66	118	101	47	79	40	71	39	31	34	42	43	58	24	56	57	41	55	25	101.1080505432373	119.55790957304924	60.70501976435804	156.53998813011654	76.17338138165195	63.684219025897924	119.2357204701196	110.63938573075616	62.06219870448272	57.38058627705384	38.50229021426895	90.86172555551461	42.21511715445451	37.283229049708034	50.752231494914994	34.88293542771822	41.786936525784334	43.28453743646518	29.110712276440097	55.5408031647319	39.18829893745804	44.27151379771433	39.021684345746976	19.47459894665818
ENSDARG00000043562	1.1168895137352868e-9	2.943624362866778e-7	-0.664158919170364	17	23549117	23552068	1	protein_coding	zgc:65997	zgc:65997 [Source:ZFIN;Acc:ZDB-GENE-040426-1502]	108	141	113	95	99	79	123	125	111	152	118	83	165	187	125	238	186	199	133	176	164	222	306	217	122.69291526595087	113.90314357972935	112.45356120282719	130.44999010843043	90.85740670823546	76.22808034918086	124.28808150698907	136.92993283509426	146.57242672760813	110.4031533431922	113.5817561320934	106.21863691701003	178.60241873038447	224.9020591063033	186.58908637836396	197.66996742373658	180.7527952045555	148.51074051476846	161.3218638652722	174.55680994630026	112.7522986972477	239.71405031933125	217.10246199633772	169.03951885699303
ENSDARG00000060498	1.368701845018473e-9	3.5676492048173827e-7	0.9617747168575295	23	30006206	30010042	1	protein_coding	tnfrsf9a	tumor necrosis factor receptor superfamily, member 9a [Source:ZFIN;Acc:ZDB-GENE-060421-8213]	74	102	71	33	107	91	66	87	72	137	74	96	49	38	56	55	46	78	25	44	48	26	50	36	84.06736786741078	82.3980187598042	70.65666234867903	45.31420709029689	98.19941937152721	87.80702926298048	66.69116568667707	95.3032332532256	95.07400652601608	99.50810531590349	71.22923689639757	122.85529089196342	53.039506168417205	45.70202270609372	83.59191069750705	45.68003448867862	44.702304190373944	58.21024000076351	30.32365862129177	43.639202486575066	33.00067278943835	28.074618505867623	35.474258496133615	28.043422483187783
ENSDARG00000028731	1.3965879420491141e-09	3.6007680418918463e-7	1.0397833197463782	9	41156287	41208343	1	protein_coding	stat4	signal transducer and activator of transcription 4 [Source:ZFIN;Acc:ZDB-GENE-030616-264]	360	462	236	218	305	277	319	439	227	358	316	218	283	89	192	189	147	249	96	122	150	107	142	150	408.97638421983623	373.21455555911314	234.85876498997536	299.34839835408246	279.9142327879981	267.2807374268746	322.34063415227246	480.897924116851	299.7472150195229	260.0284795846237	304.1680926927247	278.98388973383356	306.33020909514426	107.03894791690371	286.600836677167	156.97320942473198	142.85301556489063	185.82499692551428	116.44284910576039	120.99960689459449	103.12710246699484	115.53785308183983	100.74689412901947	116.84759367994909
ENSDARG00000030494	1.4544046810500793e-9	3.709513874678267e-7	0.7127554882158805	16	42883799	42894628	-1	protein_coding	hjv	hemojuvelin BMP co-receptor [Source:ZFIN;Acc:ZDB-GENE-030131-651]	256	246	271	244	170	185	259	216	162	266	258	148	171	147	87	153	148	152	137	171	159	129	167	149	290.82765100077245	198.7246334795278	269.68951403509885	335.050500910074	156.01776909494978	178.50879575441087	261.71230170983875	236.61492393904288	213.91651468353618	193.20551835058635	248.33977188203474	189.40190679177692	185.09705213876208	176.7946667840994	129.8660041193413	127.07355048668781	143.82480478642051	113.43533948866735	166.1736492446789	169.5978096637349	109.31472861501453	139.29329950988168	118.48402337708627	116.06860972208275
ENSDARG00000087641	1.7842054181968838e-9	4.5022715446414984e-7	0.5707922420328952	23	934927	969844	-1	protein_coding	cdh26.2	cadherin 26, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-100922-183]	134	148	165	118	158	132	114	148	108	165	168	93	98	96	65	107	81	133	88	74	114	119	124	107	152.23009857071682	119.55790957304924	164.20210264129634	162.03261929257675	145.00475010001216	127.36843805179585	115.19383164062403	162.1250404767516	142.6110097890241	119.84552830017574	161.7096188999296	119.01606305158955	106.07901233683441	115.4577415732894	97.02632491674925	88.86843073252022	78.71492694391934	99.25592205258394	106.73927834694703	73.39320418196715	78.37659787491609	128.4953693153172	87.97616107041137	83.35128349169702
ENSDARG00000003632	1.8310387651353626e-9	4.552762351106071e-7	0.7473025166149123	11	36243774	36249902	1	protein_coding	zgc:172270	zgc:172270 [Source:ZFIN;Acc:ZDB-GENE-080204-67]	56	113	86	79	126	83	79	86	74	131	71	86	66	52	33	95	59	79	44	46	62	50	58	46	63.61854865641897	91.28407960644975	85.58412622516052	108.47946545858953	115.63669944684513	80.08772998711406	79.8273043825377	94.20779379054484	97.71495115173875	95.150086104988	68.3415651303274	110.0578647573839	71.44096749215379	62.53961001886509	49.259518803888085	78.90187775317216	57.33556407026223	58.95652512897843	53.369639173473516	45.6228025996012	42.6258690196912	53.98965097282235	41.15013985551499	35.83326206185105
ENSDARG00000078878	1.8426019633481567e-9	4.552762351106071e-7	-1.5031860195828537	1	454315	462165	-1	protein_coding	METTL21C	si:ch73-244f7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-178]	10	6	9	8	12	3	11	7	9	3	15	7	39	28	14	20	33	17	23	18	41	16	37	26	11.360455117217674	4.8469422799884825	8.956478325888892	10.985262324920457	11.013018994937632	2.8947372284499058	11.115194281112844	7.668076238765278	11.88425081575201	2.1790096054577406	14.438358830350857	8.958198294205665	42.21511715445451	33.675174625542745	20.89797767437676	16.61092163224677	32.06904431048565	12.686847179653586	27.897765931588427	17.852401017235252	28.188074674311924	17.276688311303154	26.250951287138875	20.25358290452451
ENSDARG00000042630	1.9050129608517807e-9	4.6584440650932207e-7	-0.5325447388991614	20	30894093	30901034	-1	protein_coding	hebp2	heme binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-040426-914]	295	441	414	270	399	311	436	398	401	502	386	311	683	652	323	677	552	699	450	512	699	528	707	688	335.13342595792136	356.25025757915347	411.998002990889	370.75260346606547	366.18288158167627	300.0877593493069	440.56588241501817	435.9849061469401	529.5093974573952	364.6209406465953	371.5471005676954	397.99995278542315	739.3057696536521	784.1504948519239	482.14619920169247	562.2796972515532	536.4276502844873	521.6533046222269	545.8258551832519	507.8016289346916	480.572297496196	570.1307142730041	501.6060151353293	535.9409630120332
ENSDARG00000043502	2.326678712059007e-9	5.631512147963229e-7	0.3164434775909795	8	13351698	13364879	-1	protein_coding	ccdc124	coiled-coil domain containing 124 [Source:NCBI gene;Acc:393537]	783	1245	905	593	1003	955	869	848	681	1171	939	731	655	578	567	910	664	1124	502	666	944	768	1095	902	889.5236356781438	1005.7405230976101	900.6236538810496	814.282569834729	920.5048376602037	921.4913510565533	878.1003482079146	928.9326643532794	899.2416450585688	850.5400826636715	903.8412627799637	935.4918504377631	708.9974804145565	695.1518190558465	846.3680958122588	755.7969342672282	645.2680430958326	838.8244841135665	608.8990651155387	660.5388376377043	649.0132315256209	829.2810389425513	776.8862610653262	702.6435299954272
ENSDARG00000012600	4.6060443681632345e-9	1.1035896203316356e-6	0.5457985802428872	2	41949186	41964402	-1	protein_coding	si:dkey-97a13.6	si:dkey-97a13.6 [Source:ZFIN;Acc:ZDB-GENE-070912-617]	122	130	99	91	146	115	149	120	84	150	101	79	103	71	56	78	81	94	73	78	114	80	113	88	138.59755243005563	105.0170827330838	98.5212615847778	124.95735894597021	133.9917311050745	110.96492709057972	150.56035889871035	131.45273552169047	110.9196742803521	108.95048027288703	97.2182827910291	101.09966646317822	111.49120684381576	85.39062137191195	83.59191069750705	64.7825943657624	78.71492694391934	70.15080205220218	88.54508317417196	77.36040440801943	78.37659787491609	86.38344155651576	80.17182420126197	68.5505882922368
ENSDARG00000035178	5.5424747104106305e-9	1.3144094266532061e-6	1.0427333950809285	5	55543580	55560937	-1	protein_coding	gna14	guanine nucleotide binding protein (G protein), alpha 14 [Source:ZFIN;Acc:ZDB-GENE-040808-7]	443	521	251	336	477	346	382	459	233	396	274	269	233	99	218	281	241	352	92	115	177	164	148	168	503.2681616927429	420.8761546456666	249.78622886645684	461.38101764665925	437.76750504877083	333.8596936812225	386.00038321682786	502.80671337046607	307.6700488966909	287.6292679204218	263.7406879677423	344.25076302018914	252.2082640253308	119.0657959974547	325.4113666438667	233.38344893306714	234.20120238869825	262.6923651316507	111.59106372635371	114.05700649900301	121.68998091105391	177.0860551908573	105.0038051485555	130.86930492154298
ENSDARG00000075015	5.596768637941561e-9	1.3144094266532061e-6	-0.38851924330723897	3	53476155	53486169	-1	protein_coding	soul5	heme-binding protein soul5 [Source:ZFIN;Acc:ZDB-GENE-110718-2]	404	684	481	416	532	511	535	479	405	710	570	350	615	633	404	852	613	933	533	666	689	740	1034	920	458.962386735594	552.551419918687	478.6740083058396	571.2336408958638	488.2438421089017	493.0702412459673	540.6026309450338	524.7155026240812	534.7912867088404	515.698939958332	548.6576355533325	447.90991471028326	665.6999243587057	761.299483498877	603.0559271748723	707.6252615337124	595.7067927978093	696.2840246245174	646.5004018059406	660.5388376377043	473.6971573317296	799.0468343977708	733.6076657000432	716.6652412370211
ENSDARG00000008433	6.072427425341647e-9	1.4121370444029792e-6	0.5648968907891587	8	11204059	11229523	-1	protein_coding	unc45b	unc-45 myosin chaperone B [Source:NCBI gene;Acc:266640]	321	752	523	323	610	567	466	535	524	915	549	380	370	265	268	438	352	626	325	372	416	400	367	449	364.6706092626873	607.4834324252231	520.4709071599877	443.5299663686635	559.8284655759962	547.1053361770322	470.880048636235	586.0601125342034	691.9274919393392	664.5979296646109	528.4439331908413	486.30219311402186	400.50239351661975	318.71147413460096	400.0470011952123	363.7791837462043	342.0698059785136	467.1744902625379	394.207562076793	368.9496210228619	286.005830841799	431.9172077825788	260.3810573616207	349.76379708198095
ENSDARG00000094678	7.775222087525362e-9	1.775570446294399e-6	1.0988415108301315	1	44784793	44796531	-1	protein_coding	si:dkey-9i23.6	si:dkey-9i23.6 [Source:ZFIN;Acc:ZDB-GENE-090313-365]	85	80	49	39	63	59	65	81	41	107	62	57	49	18	44	38	47	39	12	17	30	18	44	35	96.56386849635022	64.6258970665131	48.76304866317285	53.55315383398723	57.818349723422564	56.92983215951482	65.68069347930317	88.73059647714108	54.13936482731471	77.71800926132609	59.67854983211688	72.94532896710328	53.039506168417205	21.64832654499176	65.6793584051841	31.560751101268867	45.67409341190381	29.105120000381756	14.555356138220048	16.860600960722184	20.62542049339897	19.436274350216046	31.21734747659758	27.264438525321452
ENSDARG00000099129	7.784963170936657e-9	1.775570446294399e-6	0.7738609568296485	4	2349335	2350371	-1	protein_coding	phlda1	pleckstrin homology-like domain, family A, member 1 [Source:ZFIN;Acc:ZDB-GENE-041010-103]	59	110	85	31	108	100	93	136	77	174	105	95	53	45	33	85	49	80	47	73	71	52	81	72	67.02668519158428	88.86060846645552	84.58896196672842	42.567891509066776	99.11717095443868	96.49124094833019	93.97391528577222	148.97976692458255	101.67636809032275	126.38255711654897	101.068511812456	121.57554827850547	57.36926177400228	54.12081636247941	49.259518803888085	70.59641693704877	47.61767185496355	59.70281025719335	57.00847820802853	72.40140412545408	48.81349516771089	56.149237011735245	57.468298763736456	56.086844966375565
ENSDARG00000088549	8.745289901185665e-9	1.9756026329154664e-6	-0.5740445034603747	18	6126506	6143192	1	protein_coding	si:ch1073-390k14.1	si:ch1073-390k14.1 [Source:ZFIN;Acc:ZDB-GENE-141215-14]	69	101	79	58	85	110	77	90	77	134	124	84	112	120	74	115	131	193	131	171	181	150	224	163	78.38714030880195	81.59019504647279	78.61797641613582	79.64315185567332	78.00888454747489	106.14036504316321	77.8063599677899	98.58955164126786	101.67636809032275	97.32909571044576	119.35709966423376	107.49837953046799	121.23315695638219	144.32217696661175	110.46073913599146	95.51279938541893	127.30438802041274	144.03302974547896	158.89597117556886	169.5978096637349	124.44003697684045	161.96895291846707	158.9246780626786	126.97438513221134
ENSDARG00000007125	1.0065405497844695e-8	2.2523718717818507e-6	0.5779795852155685	8	6903327	6918721	-1	protein_coding	asb6	ankyrin repeat and SOCS box containing 6 [Source:ZFIN;Acc:ZDB-GENE-050522-338]	69	120	88	61	98	101	82	106	59	126	80	70	62	53	40	58	68	76	47	34	94	63	108	71	78.38714030880195	96.93884559976965	87.57445474202471	83.7626252275185	89.939655125324	97.45615335781349	82.85872100465939	116.11658304415992	77.90786645881873	91.5184034292251	77.0045804285379	89.58198294205665	67.11121188656871	63.74229482692019	59.708507641076466	48.171672733515635	66.08166706403104	56.717669744333676	57.00847820802853	33.72120192144437	64.62631754598344	68.02696022575616	76.62439835164861	55.307861008509235
ENSDARG00000093316	1.0275186290030997e-8	2.27782634392089e-6	1.1276582117457712	20	35719375	35750810	-1	protein_coding	adgrf8	adhesion G protein-coupled receptor F8 [Source:ZFIN;Acc:ZDB-GENE-130531-41]	173	259	132	109	188	181	130	181	88	199	135	144	103	30	112	59	112	125	45	42	51	65	91	79	196.53587352786576	209.22634175283616	131.36168211303706	149.67419917704123	172.53729758735622	174.64914611647765	131.36138695860635	198.27454274521648	116.20156353179743	144.54097049536347	129.94522947315772	184.28293633794513	111.49120684381576	36.08054424165294	167.1838213950141	49.002218815127975	108.84039281134525	93.28564102686461	54.58258551832518	41.65560237354892	35.063214838778244	70.18654626466906	64.56315046296318	61.53973267143985
ENSDARG00000079634	1.0562921857350635e-8	2.3199306153366395e-6	0.5362222903085229	20	49719141	49729446	-1	protein_coding	filip1b	filamin A interacting protein 1b [Source:ZFIN;Acc:ZDB-GENE-030131-1935]	210	274	172	221	246	204	199	224	183	462	246	203	141	160	147	164	162	218	143	168	244	145	230	185	238.56955746157115	221.34369745280736	171.16825245032103	303.46787172592764	225.76688939622144	196.8421315345936	201.08396926740508	245.3784396404889	241.6464332536242	335.56747924049205	236.78908481775406	259.7877505319643	152.623885096874	192.42956928881566	219.428765580956	136.20955738442353	157.42985388783868	162.69015795085187	173.4513273137889	166.6224094941957	167.75342001297827	156.5699878211848	163.18158908221463	144.11203220527054
ENSDARG00000019342	1.0691729636660271e-8	2.32667731175763e-6	0.3473265928561765	24	25683071	25691020	-1	protein_coding	chrnd	cholinergic receptor, nicotinic, delta (muscle) [Source:ZFIN;Acc:ZDB-GENE-030131-6665]	263	482	325	250	324	327	340	297	282	542	337	243	252	200	176	374	302	364	228	227	375	220	357	351	298.77996958282483	389.37102982574146	323.42838399043217	343.28944765376434	297.35151286331603	315.5263579010397	343.5605505071243	325.34552041618394	372.3731922268963	393.6744020526985	324.38179505521595	310.9774550702824	272.77460315185994	240.5369616110196	262.7174336207364	310.62423452301465	293.4803449020202	271.6477866702297	276.55176662618095	225.1386128284668	257.8177561674871	237.55446428041836	253.286205662394	273.42336921108085
ENSDARG00000002084	1.3507325303314914e-8	2.9126705108602704e-6	0.28353370074805684	23	20180159	20258490	-1	protein_coding	lamb2	laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]	1455	2200	1574	1106	1977	1934	1568	1769	1248	2298	2017	1290	1181	1210	982	1751	1375	1922	1338	1253	2275	1259	1846	1842	1652.9462195551716	1777.2121693291103	1566.3885427721239	1518.7125164202532	1814.3948794159749	1866.140599940706	1584.4204211622673	1937.832409482254	1647.9494464509453	1669.1213577806293	1941.4779840545118	1650.8679713607585	1278.3603425489944	1455.2486177466685	1465.843862588427	1454.286188903205	1336.2101796035688	1434.3600164290701	1622.9222094115355	1242.7254708108762	1564.0943874160885	1359.4594114956667	1309.7096236772531	1434.8884503897748
ENSDARG00000076914	1.511015614849432e-8	3.2289450796602277e-6	1.32970842564199	9	18572970	18587754	1	protein_coding	lacc1	laccase (multicopper oxidoreductase) domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081104-155]	95	102	72	62	127	105	71	68	77	155	99	72	57	15	79	35	38	68	20	18	29	22	40	27	107.9243236135679	82.3980187598042	71.65182660711113	85.13578301813355	116.5544510297566	101.31580299574671	71.74352672354654	74.48988346229127	101.67636809032275	112.58216294864994	95.29316828031565	92.14146816897257	61.69901737958736	18.04027212082647	117.92430259112602	29.06911285643185	36.927990418134996	50.747388718614346	24.258926897033415	17.852401017235252	19.937906476952335	23.755446428041836	28.379406796906892	21.032566862390837
ENSDARG00000001431	1.848354793943222e-8	3.892394917526386e-6	0.241742803497745	7	6969909	7133475	1	protein_coding	actn3b	actinin alpha 3b [Source:ZFIN;Acc:ZDB-GENE-030131-2040]	9608	16602	13550	9119	13832	12867	11533	12006	8803	15791	12810	8996	9891	9032	7164	12215	11480	11826	9344	9460	15207	9365	14175	13825	10915.12527662274	13411.489288728131	13484.475701754942	12521.825892618706	12694.339894831443	12415.527972821646	11653.77596764313	13151.846188945134	11624.117770118326	11469.580226594395	12330.358441119632	11512.56455066774	10706.403173710502	10862.649186353645	10693.793718516794	10145.120386894716	11156.140263162888	8825.567926269607	11333.770646294011	9382.428534613638	10455.025648103938	10112.261627209626	10056.95228365388	10769.453217501974
ENSDARG00000100252	1.854302806410125e-8	3.892394917526386e-6	-0.1939516941661004	22	396840	410544	1	protein_coding	capzb	capping actin protein of muscle Z-line subunit beta [Source:ZFIN;Acc:ZDB-GENE-030131-7023]	3019	4207	3688	2541	3411	3224	3316	3034	2629	4417	3381	2427	3678	3316	2605	5136	4017	4856	3040	3571	5564	3383	5054	4806	3429.7213998880156	3398.514361985258	3670.165785097581	3489.1939459528603	3130.4506493110216	3110.8776081741653	3350.7258396518355	3323.5633297734075	3471.521710512448	3208.2284757689467	3254.4060803610832	3105.93532286245	3981.2102793354793	3988.1028235107046	3888.5165601251047	4265.684675160971	3903.677302885481	3623.9605826116363	3687.3568883490793	3541.7180018081717	3825.327987509062	3652.93978482116	3585.7380487891855	3743.7969015055687
ENSDARG00000002295	1.9766764158135236e-8	4.11287408623656e-6	0.6776987395078805	8	14855471	14883692	1	protein_coding	si:dkey-21p1.3	si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]	191	199	167	104	155	188	163	193	126	280	241	187	84	83	90	92	106	192	79	99	182	142	236	131	216.98469273885758	160.75691895295134	166.19243115816053	142.80841022396595	142.25149535127775	181.40353298286075	164.70696980194487	211.41981629738552	166.37951142052813	203.37422984272246	231.97629854097045	239.31186871663706	90.92486771728665	99.82283906857313	134.34414219242205	76.41023950833515	103.00965748216603	143.28674461726402	95.82276124328199	98.18820559479389	125.12755099328707	153.33060876281547	167.43850010175066	102.04689848048888
ENSDARG00000009280	2.511799331369185e-8	5.1808591426153974e-6	0.36717008527895234	5	72106837	72126424	-1	protein_coding	smyd1a	SET and MYND domain containing 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9825]	3642	5507	3967	3555	4284	3915	3984	3676	3364	4693	4199	3231	2974	3131	2147	4501	3328	3873	2623	2451	3868	2687	4658	4638	4137.477753690677	4448.685189316096	3947.8166132001365	4881.575945636529	3931.6477811927343	3777.632083127127	4025.7212741775975	4026.835464814452	4442.068860465529	3408.697359471059	4041.7779152428834	4134.848384082644	3219.1732927525054	3765.6061340205115	3204.854147634779	3738.2879133371357	3234.1145292514016	2890.362301576373	3181.5582625459324	2430.9019385135334	2659.304215615574	2901.403843279473	3304.7819214998076	3612.9275965840257
ENSDARG00000036414	2.701209315164219e-8	5.523507323766834e-6	0.33757578521415427	7	20147202	20225261	1	protein_coding	si:ch73-335l21.1	si:ch73-335l21.1 [Source:ZFIN;Acc:ZDB-GENE-130530-591]	1316	1698	1376	1166	1472	1387	1290	1228	1040	1659	1578	992	1066	1123	656	1057	1258	1351	899	1184	1346	996	1544	1463	1495.0358934258459	1371.6846652367406	1369.3460196025683	1601.1019838571567	1350.9303300456827	1338.3335119533397	1303.5091475123245	1345.199660171966	1373.2912053757877	1204.9923118181307	1518.91534895291	1269.5046725502887	1153.8798688884233	1350.615039445875	979.219525313654	877.8872082642418	1222.5108406845743	1008.2312082183527	1090.438764021652	1174.2912669114744	925.393866137167	1075.4738473786213	1095.445102360606	1139.6535303584367
