Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000104436	0.9474233861410315	0.9998557456288198	-0.050765616497245786	3	49559261	49566364	-1	protein_coding	zgc:153426	zgc:153426 [Source:ZFIN;Acc:ZDB-GENE-060929-220]	3571	1129	4490	2535	2039	2208	1503	3589	2940	1862	310	3129.1687451283697	1610.1129916269	3199.3767383399545	1956.9500834360479	1879.7120871417414	2890.873517333998	1727.157236691093	3332.2742582663727	3040.0203164374307	1770.6806989886727	336.4696142905501	0.7453810261913623
ENSDARG00000042010	0.8070869873884263	0.9998557456288198	0.11939062503257064	16	54450407	54455573	-1	protein_coding	pklr	pyruvate kinase L/R [Source:ZFIN;Acc:ZDB-GENE-010907-1]	3400	2049	5498	6953	3036	2803	6774	3224	3455	5656	5336	2979.3261645019484	2922.1625507914246	3917.633253316942	5367.524232793231	2798.825844316982	3669.890610999636	7784.273533829318	2993.3831732100266	3572.5408820718785	5378.6090405370205	5791.618909207662	0.73300642097605
ENSDARG00000026403	0.14477062280182693	0.9998557456288198	-1.6737559894271445	10	24394023	24416471	-1	protein_coding	hephl1b	hephaestin-like 1b [Source:ZFIN;Acc:ZDB-GENE-091204-388]	26	225	205	28	190	19	308	34	301	24	10	22.783082434426664	320.88168566523694	146.07399362131196	21.61522774603919	175.15708511865174	24.876176100247264	353.9350824356997	31.56793669018018	311.2401752543084	22.82295208148665	10.853858525501616	0.694507702341586
ENSDARG00000006588	0.5674717606388588	0.9998557456288198	0.4120615454920095	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]	6021	3376	1814	6402	2135	1617	659	2748	1528	1292	2135	5276.0361283724205	4814.651425803733	1292.5767045319994	4942.16742964796	1968.2125090964287	2117.0935133736753	757.2831796270328	2551.4320595475037	1579.983348134828	1228.6355870533648	2317.298795194595	0.6874939356559375
ENSDARG00000096655	0.9573911178526704	0.9998557456288198	-0.053899888701180274	20	14657141	14661432	1	antisense	BX901920.1	NA	887	721	130	737	295	332	131	413	141	463	93	777.2536199744789	1028.247534953937	92.63228863790515	568.9436731725315	271.95442163159083	434.6784455411627	150.53732402297618	383.457583913071	145.79689272710127	440.29278390534665	100.94088428716503	0.6434703876248902
ENSDARG00000089245	0.8379161665543803	0.9998557456288198	0.5690998780032157	17	6276559	6282608	1	protein_coding	dusp23b	dual specificity phosphatase 23b [Source:ZFIN;Acc:ZDB-GENE-040718-163]	1	0	2	1	2	2	75	0	0	90	97	0.8762724013241024	0	1.4251121328908483	0.7719724195013995	1.8437587907226498	2.6185448526576067	86.18549085284896	0	0	85.58607030557495	105.28242769736568	0.6387147329184071
ENSDARG00000056909	0.6358732094404136	0.9998557456288198	-0.3930512275751073	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	507	316	623	112	533	350	279	64	271	447	224	444.27010747131993	450.66050075651054	443.92242939549925	86.46091098415675	491.36171772758615	458.2453492150812	320.6100259725981	59.42199847563328	280.2195597804571	425.0774825176889	243.1264309712362	0.6216187798303213
ENSDARG00000092578	0.3825304445267076	0.9998557456288198	-1.9034389462773578	10	28428222	28431809	1	protein_coding	si:ch211-222e20.4	si:ch211-222e20.4 [Source:ZFIN;Acc:ZDB-GENE-091118-60]	0	77	84	1	73	2	145	3	151	0	2	0	109.81284353876998	59.854709581415634	0.7719724195013995	67.29719586137672	2.6185448526576067	166.62528231550797	2.78540617854531	156.1370978850517	0	2.1707717051003232	0.6031143547530602
ENSDARG00000115405	0.7992111657388561	0.9998557456288198	0.3160353384643826	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	158	23	166	137	42	107	85	243	305	118	2	138.4510394092082	32.80123897911311	118.28430702994041	105.76022147169174	38.71893460517565	140.09214961718197	97.67688963322881	225.6179004621701	315.3762573174886	112.21284773397603	2.1707717051003232	0.6004746829812774
ENSDARG00000094215	0.8018213802892508	0.9998557456288198	-0.16219938022578986	4	76988215	77004811	-1	antisense	BX005417.1	uncharacterized LOC108183423 [Source:NCBI gene;Acc:108183423]	25	32	20	37	30	8	22	153	46	20	31	21.906810033102563	45.636506405722585	14.251121328908484	28.56297952155178	27.656381860839748	10.474179410630427	25.28107731683569	142.0557151058108	47.56494372657205	19.01912673457221	33.64696142905501	0.5979181159357752
ENSDARG00000089475	0.782353831593112	0.9998557456288198	0.33149568420082287	3	55120330	55121125	-1	protein_coding	hbae1.1	hemoglobin, alpha embryonic 1.1 [Source:ZFIN;Acc:ZDB-GENE-980526-80]	141	29	154	141	58	131	67	217	209	108	2	123.55440858669844	41.3580839301861	109.73363423259532	108.84811114969733	53.46900493095684	171.51468784907325	76.99237182854506	201.47771358144408	216.1102878011643	102.70328436668993	2.1707717051003232	0.5846915870966881
ENSDARG00000070107	0.5194978400439101	0.9998557456288198	-0.26863331487767483	7	7401692	7420301	-1	protein_coding	six7	SIX homeobox 7 [Source:ZFIN;Acc:ZDB-GENE-990825-28]	598	365	944	737	427	401	771	381	598	462	749	524.0108959918133	520.5414011902733	672.6529267244804	568.9436731725315	393.6425018192857	525.0182429578501	885.9868459672872	353.7465846752544	618.3442684454366	439.34182756861804	812.9540035600711	0.5798362156221046
ENSDARG00000043663	0.1030819950968402	0.9998557456288198	1.2217934354984443	10	26990095	26992003	1	protein_coding	faub	FAU ubiquitin like and ribosomal protein S30 fusion b [Source:ZFIN;Acc:ZDB-GENE-050417-416]	353	44	240	410	212	245	52	345	75	281	188	309.32415766740814	62.750196307868556	171.01345594690181	316.5086919955738	195.43843181660088	320.77174445055687	59.75527365797527	320.32171053271065	77.55153868462834	267.21873062073956	204.0525402794304	0.5693827487569563
ENSDARG00000104773	NA	NA	0.512412938272742	3	7654655	7656059	-1	protein_coding	junbb	JunB proto-oncogene, AP-1 transcription factor subunit b [Source:ZFIN;Acc:ZDB-GENE-040426-2666]	2	0	333	332	271	282	0	274	0	0	310	1.752544802648205	0	237.28117012632626	256.29484327446465	249.82931614291903	369.2148242247226	0	254.400430973805	0	0	336.4696142905501	0.5564852833677253
ENSDARG00000037873	0.04877263339189471	0.9998557456288198	1.198703660948519	3	40947961	40955780	-1	protein_coding	cyp3c3	cytochrome P450, family 3, subfamily c, polypeptide 3 [Source:ZFIN;Acc:ZDB-GENE-041114-102]	371	124	149	454	321	77	169	74	126	108	292	325.097060891242	176.84146232217503	106.1708539003682	350.4754784536354	295.92328591098527	100.81397682731786	194.20463938841965	68.70668573745098	130.2865849901756	102.70328436668993	316.93266894464716	0.548331617354567
ENSDARG00000026764	0.3556391322234022	0.9998557456288198	0.3717940548675288	22	37874691	37881714	1	protein_coding	ahsg1	alpha-2-HS-glycoprotein 1 [Source:ZFIN;Acc:ZDB-GENE-041114-50]	832	359	707	926	572	304	552	236	397	329	253	729.0586379016532	511.9845562392003	503.7771389769149	714.846460458296	527.3150141466779	398.0188176039562	634.3252126769682	219.11861937889773	410.50614477063266	312.86463478371286	274.60262069519086	0.5441840010944677
ENSDARG00000092044	0.13073172683592257	0.9998557456288198	0.9134167129460774	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	845	352	578	1073	1098	158	778	408	303	805	368	740.4501791188666	502.00157046294845	411.85740640545515	828.3264061250017	1012.2235761067348	206.86504335995093	894.0308251135532	378.81524028216216	313.3082162858985	765.5198510665315	399.4219937384595	0.5415016809122772
ENSDARG00000039099	0.2902693895896579	0.9998557456288198	0.5889675521577374	7	8373025	8374950	-1	protein_coding	aep1	aerolysin-like protein [Source:NCBI gene;Acc:503710]	1065	389	1018	1013	1274	1630	621	1717	573	2491	697	933.2301074101691	554.7687809945652	725.3820756414418	782.0080609549177	1174.474349690328	2134.1140549159495	713.6158642615893	1594.180802854099	592.4937555505604	2368.832234790969	756.5139392274626	0.5345692870669062
ENSDARG00000088330	0.5314099014594045	0.9998557456288198	0.4692349879564684	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	196	42	212	247	84	147	165	378	326	160	31	171.74939065952407	59.897914657510896	151.06188608642992	190.67718761684569	77.4378692103513	192.4630466703341	189.6080798762677	350.96117849670907	337.0906881491845	152.1530138765777	33.64696142905501	0.5333235710717673
ENSDARG00000071644	0.8146209607130313	0.9998557456288198	-0.4817952568822094	22	6487048	6499077	-1	protein_coding	si:dkey-19a16.7	si:dkey-19a16.7 [Source:ZFIN;Acc:ZDB-GENE-060503-903]	152	204	149	215	138	138	0	132	120	0	132	133.19340500126359	290.9327283364815	106.1708539003682	165.9740701928009	127.21935655986283	180.67959483337486	0	122.55787185599364	124.08246189540533	0	143.27093253662133	0.5331168687624317
ENSDARG00000089310	0.7615927915543272	0.9998557456288198	-0.12083878845632996	5	45677781	45725008	1	protein_coding	gc	GC vitamin D binding protein [Source:ZFIN;Acc:ZDB-GENE-040718-307]	2890	1949	3888	3174	2900	2917	2191	1208	1437	2134	1829	2532.427239826656	2779.5484682735414	2770.417986339809	2450.2404594974423	2673.450246547842	3819.14766760112	2517.7654727812273	1121.5902212275782	1485.8874811974788	2029.3408225788548	1985.1707243142455	0.5322619937160584
ENSDARG00000113274	0.9363517798928472	0.9998557456288198	0.06558534184540285	13	835390	840787	1	protein_coding	AL929536.3	NA	96	120	27	139	114	166	93	276	87	184	95	84.12215052711383	171.1368990214597	19.23901379402645	107.30416631069454	105.09425107119104	217.33922277058136	106.87000865753271	256.2573684261685	89.95978487416888	174.97596595806434	103.11165599226536	0.5270375570195355
ENSDARG00000058794	0.6185857555186378	0.9998557456288198	-0.46757728190616216	22	6073628	6082447	-1	protein_coding	si:dkey-19a16.2	si:dkey-19a16.2 [Source:ZFIN;Acc:ZDB-GENE-050208-493]	174	209	181	194	174	105	18	172	132	22	140	152.4713978303938	298.06343246237566	128.97264802662178	149.7626493832715	160.4070147928705	137.47360476452437	20.68451780468375	159.69662090326443	136.49070808494588	20.92103940802943	151.95401935702262	0.5264925475285224
ENSDARG00000023759	0.6308383719855992	0.9998557456288198	0.2734584846390164	5	6350328	6377865	-1	protein_coding	zgc:73226	zgc:73226 [Source:NCBI gene;Acc:402792]	327	149	166	180	187	103	255	94	137	197	222	286.5410752329815	212.4949829516458	118.28430702994041	138.95503551025192	172.39144693256776	134.85505991186676	293.0306688996864	87.27606026108639	141.6608106639211	187.33839833553625	240.95565926613588	0.5034078307809301
ENSDARG00000069630	0.6207572825947654	0.9998557456288198	-0.25039506363871367	18	13162728	13179510	1	protein_coding	tat	tyrosine aminotransferase [Source:ZFIN;Acc:ZDB-GENE-030131-1144]	540	473	807	692	616	576	637	270	659	464	278	473.18709671501534	674.564610309587	575.0327456214573	534.2049142949685	567.8777075425761	754.1409175653907	732.0021023101971	250.6865560690779	681.4195199089343	441.24374024207526	301.7372670089449	0.5023499270617103
ENSDARG00000057035	0.2154995355907479	0.9998557456288198	-0.5750061522030219	10	24641229	24648231	-1	protein_coding	stoml3b	stomatin (EPB72)-like 3b [Source:ZFIN;Acc:ZDB-GENE-050417-366]	489	654	1273	739	926	355	1111	490	1287	465	363	428.4972042474861	932.6960996669554	907.083872585025	570.4876180115342	853.6603201045868	464.7917113467252	1276.6944045002024	454.9496758290673	1330.7844038282221	442.19469657880387	393.99506447570866	0.49637974169869953
ENSDARG00000035602	0.9665999287312235	0.9998557456288198	-0.04809646348358132	5	20188438	20195350	-1	protein_coding	dao.1	D-amino-acid oxidase, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050913-127]	369	218	171	205	158	272	84	8	6	121	104	323.3445160885938	310.8986998889851	121.84708736216753	158.2543459977869	145.65694446708932	356.1220999614345	96.52774975519083	7.42774980945416	6.204123094770266	115.06571674416186	112.8801286652168	0.49102017165948236
ENSDARG00000041645	0.2315844046187644	0.9998557456288198	0.5621674794487875	15	21137046	21155657	-1	protein_coding	sb:cb37	sb:cb37 [Source:ZFIN;Acc:ZDB-GENE-030131-9800]	673	224	617	1005	344	459	563	395	459	595	1045	589.731326091121	319.4555448400581	439.6470929968267	775.8322815989065	317.12651200429576	600.9560436849208	646.9657513353861	366.74514684179917	474.61541674992543	565.8190203535232	1134.2282159149188	0.48482692276665035
ENSDARG00000038643	0.3721080468948941	0.9998557456288198	0.3713454196000753	8	21353878	21369028	1	protein_coding	alas2	aminolevulinate, delta-, synthase 2 [Source:NCBI gene;Acc:64607]	400	253	519	947	364	403	520	1284	666	645	467	350.508960529641	360.8136287702442	369.8165984851751	731.0578812678253	335.56409991152225	527.6367878105078	597.5527365797527	1192.1538444173927	688.6576635194996	613.3668371899538	506.8751931409255	0.4808218265825659
ENSDARG00000091187	0.8666455200018057	0.9998557456288198	-0.08192518508724264	21	37049427	37075542	-1	protein_coding	BX649250.2	ubiquitin interaction motif containing 1 [Source:NCBI gene;Acc:100535018]	341	194	722	676	328	433	472	276	546	311	481	298.80888885151893	276.6713200846932	514.4654799735963	521.853355582946	302.37644167851454	566.9149606003718	542.3940224339294	256.2573684261685	564.5752016240942	295.74742072259784	522.0705950766277	0.47998057433261676
ENSDARG00000068431	0.6634992143162467	0.9998557456288198	-0.3970600254152277	2	43920461	43955410	1	protein_coding	si:ch211-195h23.3	si:ch211-195h23.3 [Source:ZFIN;Acc:ZDB-GENE-070912-174]	262	172	98	90	64	55	74	198	368	76	174	229.58336914691483	245.29622193075892	69.83049451165157	69.47751775512596	59.000281303124794	72.00998344808418	85.03635097481097	183.83680778399045	380.5195498125764	72.2726815913744	188.8571383437281	0.46320203845081387
ENSDARG00000003197	0.01542745363625695	0.7105467755971228	-4.276722633404061	16	3185541	3189799	1	protein_coding	wdr21	WD repeat domain 21 [Source:ZFIN;Acc:ZDB-GENE-040109-2]	3	2	90	1	2	2	74	7	108	2	55	2.6288172039723072	2.8522816503576616	64.13004598008817	0.7719724195013995	1.8437587907226498	2.6185448526576067	85.03635097481097	6.49928108327239	111.6742157058648	1.901912673457221	59.69622189025889	0.45281937813062173
ENSDARG00000104734	0.7234911700565669	0.9998557456288198	-0.20699211124336891	3	17653784	17680114	1	protein_coding	kat2a	K(lysine) acetyltransferase 2A [Source:NCBI gene;Acc:555517]	219	125	240	203	114	53	45	207	77	60	119	191.90365588997844	178.26760314735387	171.01345594690181	156.7104011587841	105.09425107119104	69.39143859542658	51.71129451170937	192.1930263196264	79.61957971621842	57.057380203716626	129.16091645346924	0.43623378789762124
ENSDARG00000094990	0.5245947281063892	0.9998557456288198	-0.35782981504154626	6	21053548	21066911	1	protein_coding	si:dkey-91f15.1	si:dkey-91f15.1 [Source:ZFIN;Acc:ZDB-GENE-060601-4]	147	161	119	159	124	190	98	279	361	170	258	128.81204299464306	229.60867285379177	84.79417190700548	122.74361470072253	114.31304502480428	248.76176100247267	112.61570804772263	259.0427746047138	373.28140620201106	161.66257724386378	280.0295499579417	0.43467025720044267
ENSDARG00000009001	0.46118251205021327	0.9998557456288198	0.25638475493251695	20	31217495	31231122	1	protein_coding	pdia6	protein disulfide isomerase family A, member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-879]	1268	764	1226	1419	1420	667	412	1190	579	1113	720	1111.113404878962	1089.5715904366268	873.5937374620901	1095.4288632724858	1309.0687414130814	873.2847083613119	473.44562975165024	1104.8777841563062	598.6978786453308	1058.4144027789434	781.4778138361164	0.43443881574011567
ENSDARG00000087390	0.273369898838027	0.9998557456288198	0.6043622383795398	3	55131289	55132052	1	protein_coding	hbbe1.3	hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]	286	74	284	446	119	231	343	651	545	349	138	250.6139067786933	105.53442106323348	202.36592287050047	344.29969909762417	109.70364804799766	302.4419304819536	394.1549781670292	604.4331407443323	563.5411811082993	331.88376151828504	149.7832476519223	0.4329695737948484
ENSDARG00000103013	0.15898528173799267	0.9998557456288198	1.0307686677691377	10	21730585	21820133	1	protein_coding	pcdh1g22	protocadherin 1 gamma 22 [Source:ZFIN;Acc:ZDB-GENE-030131-2695]	307	37	217	281	166	147	60	300	57	259	249	269.01562720649946	52.76721053161674	154.62466641865706	216.92424987989327	153.03197962997993	192.4630466703341	68.94839268227916	278.540617854531	58.93916940031753	246.2976912127101	270.2610772849902	0.4322722150656735
ENSDARG00000103634	NA	NA	-1.5125695652179874	12	43701777	43711918	-1	protein_coding	CU914622.2	si:ch73-329n5.6 [Source:NCBI gene;Acc:101883339]	0	427	635	723	0	0	0	0	0	0	0	0	608.9621323513608	452.47310219284435	558.1360592995119	0	0	0	0	0	0	0	0.4314147974756832
ENSDARG00000043770	0.3186335354545887	0.9998557456288198	-0.4515463186762024	7	3597413	3611842	1	protein_coding	si:dkey-192d15.2	si:dkey-192d15.2 [Source:ZFIN;Acc:ZDB-GENE-040724-74]	227	174	637	504	199	138	377	230	325	243	229	198.91383510057125	248.14850358111656	453.8982143257352	389.0740994287054	183.45399967690363	180.67959483337486	433.2257340203207	213.5478070218071	336.05666763338945	231.08238982505236	248.553360233987	0.4225046067440899
ENSDARG00000055618	5.202247524878066e-24	3.623885625830061e-20	-1.3659305471220933	13	24279021	24284442	1	protein_coding	acta1b	actin alpha 1, skeletal muscle b [Source:ZFIN;Acc:ZDB-GENE-030131-55]	5819	10513	20897	8048	6594	4007	15808	23124	23317	6657	4583	5099.0291033049525	14993.018495105049	14890.284120510029	6212.834032147263	6078.872733012576	5246.254612299515	18165.603192024482	21469.91082422725	24110.25636679305	6330.51633360236	4974.323362237391	0.4206771892291584
ENSDARG00000003244	0.6686818246472975	0.9998557456288198	-0.4310129731165707	2	43894368	43918874	1	protein_coding	gbp3	guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]	112	78	38	33	32	25	29	107	204	34	98	98.14250894829948	111.2389843639488	27.07713052492612	25.475089843546186	29.500140651562397	32.731810658220084	33.325056463101596	99.3461537014494	210.94018522218906	32.33251544877275	106.36781354991584	0.41829078155494814
ENSDARG00000069018	0.09217472144398646	0.9998557456288198	0.9509363200789793	2	22150134	22152797	-1	protein_coding	cyp7a1	cytochrome P450, family 7, subfamily A, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1296]	1639	579	620	1468	1196	607	285	783	856	309	792	1436.2104657702039	825.7355377785431	441.784761196163	1133.2555118280545	1102.5677568521446	794.7283627815837	327.504865240826	726.9910126003259	885.1215615205581	293.8455080491406	859.625595219728	0.4182403645385667
ENSDARG00000045015	0.005077271754025648	0.3963176330560552	1.6388655945098254	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	352	87	102	352	363	191	122	367	77	161	251	308.4478852660841	124.07425179055828	72.68071877743327	271.7342916644926	334.64222051616093	250.07103342880146	140.1950651206343	340.7480225087096	79.61957971621842	153.1039702133063	272.43184899009054	0.41112535925157506
ENSDARG00000094809	0.20837967258898105	0.9998557456288198	0.6221630360593142	4	76575585	76588333	1	protein_coding	ms4a17a.11	membrane-spanning 4-domains, subfamily A, member 17A.11 [Source:ZFIN;Acc:ZDB-GENE-050417-157]	760	424	344	858	682	206	553	1163	622	701	555	665.9670250063178	604.6837098758243	245.11928685722592	662.3523359322008	628.7217476364235	269.7101198237335	635.4743525550062	1079.8091285493986	643.1607608245176	666.6203920467559	602.3891481653397	0.4098957190496728
ENSDARG00000090600	0.3244919581984149	0.9998557456288198	0.9762785764311365	22	8979955	8996337	1	protein_coding	si:ch211-213a13.1	si:ch211-213a13.1 [Source:ZFIN;Acc:ZDB-GENE-050208-471]	155	3	186	201	126	94	214	117	122	274	125	135.82222220523587	4.278422475536493	132.5354283588489	155.1664563197813	116.15680381552693	123.07160807490753	245.915933900129	108.63084096326709	126.15050292699543	260.56203626363924	135.6732315687702	0.40887343708805685
ENSDARG00000055518	0.8697706315317195	0.9998557456288198	0.06936439173389781	21	28445052	28472239	1	protein_coding	pygma	phosphorylase, glycogen, muscle A [Source:ZFIN;Acc:ZDB-GENE-050522-482]	1023	806	1673	2449	974	1926	1465	1083	1532	1498	1802	896.4266665545568	1149.4695050941377	1192.1062991631945	1890.5604553589274	897.9105310819305	2521.6586931092756	1683.4899213256494	1005.5316304548569	1584.119430198008	1424.5325924194585	1955.8653062953913	0.4030086612728443
ENSDARG00000103950	0.07381811699250557	0.9998557456288198	-1.722873662704452	10	21793670	21820057	1	protein_coding	pcdh1gc6	protocadherin 1 gamma c 6 [Source:ZFIN;Acc:ZDB-GENE-041118-17]	17	81	106	18	63	9	115	18	120	26	7	14.896630822509742	115.5174068394853	75.53094304321496	13.895503551025191	58.078401907763464	11.78345183695923	132.15108597436839	16.71243707127186	124.08246189540533	24.724864754943873	7.597700967851131	0.4026950100820671
ENSDARG00000103973	NA	NA	-1.2370856936886516	KN150654.1	8142	14617	-1	protein_coding	CABZ01051602.1	sushi, nidogen and EGF-like domain-containing protein 1 [Source:NCBI gene;Acc:103910028]	4	428	435	754	0	0	2	2	1	1	4	3.50508960529641	610.3882731765397	309.96188890375953	582.0672043040553	0	0	2.298279756075972	1.85693745236354	1.0340205157950444	0.9509563367286105	4.3415434102006465	0.4021676448631034
