Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000094077	0.2468964564270471	0.9998557456288198	1.3675642617654717	22	19311411	19313738	1	protein_coding	si:dkey-21e2.16	si:dkey-21e2.16 [Source:ZFIN;Acc:ZDB-GENE-050208-698]	41	70	4	354	92	191	155	261	181	116	239	35.9271684542882	99.82985776251816	2.8502242657816965	273.2782365034954	84.81290437324189	250.07103342880146	178.11668109588783	242.33033753344196	187.15771335890304	110.31093506051882	259.4072187594886	0.6217780060406446
ENSDARG00000052207	0.7577840009611985	0.9998557456288198	0.31350020491134384	1	56274613	56320569	1	protein_coding	c3a.3	complement component c3a, duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-990415-37]	295	103	1530	288	1982	2353	2062	2196	1943	2342	3290	258.50035839061024	146.89250499341958	1090.210781661499	222.32805681640306	1827.1649616061459	3080.7180191516745	2369.526428514327	2038.9173226951668	2009.1018621897713	2227.1397406184055	3570.919454890032	0.5942212872577439
ENSDARG00000091847	0.7126592942263127	0.9998557456288198	-0.7925585937325025	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	130	235	334	155	285	283	147	151	0	0	171	113.91541217213332	335.1430939170252	237.99372619277167	119.65572502271692	262.73562767797756	370.52409665105137	168.92356207158394	140.19877765344728	0	0	185.60098078607763	0.590802155209508
ENSDARG00000056909	0.6358732094404136	0.9998557456288198	-0.3930512275751073	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	507	316	623	112	533	350	279	64	271	447	224	444.27010747131993	450.66050075651054	443.92242939549925	86.46091098415675	491.36171772758615	458.2453492150812	320.6100259725981	59.42199847563328	280.2195597804571	425.0774825176889	243.1264309712362	0.5761524236565272
ENSDARG00000056587	0.003180619848642398	0.29686704565078054	1.7886429287017793	7	27455321	27697234	1	protein_coding	cyp2r1	cytochrome P450, family 2, subfamily R, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-110114-1]	103	34	66	279	205	204	137	316	96	105	198	90.25605733638255	48.488788056080246	47.028700385398	215.38030504089048	188.9852760490716	267.0915749710759	157.4321632912041	293.39611747343935	99.26596951632426	99.8504153565041	214.906398804932	0.5753873651075978
ENSDARG00000101621	0.8186285220211037	0.9998557456288198	-0.30087608364625723	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	114	129	82	90	136	59	89	80	3	4	72	99.89505375094768	183.97216644806917	58.42959744852478	69.47751775512596	125.37559776914019	77.2470731533994	102.27344914538075	74.2774980945416	3.102061547385133	3.803825346914442	78.14778138361163	0.5725939026411765
ENSDARG00000012366	0.23616735638643194	0.9998557456288198	-0.539686829214139	5	44814064	44829719	-1	protein_coding	fbp2	fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]	686	722	748	596	596	491	687	529	489	269	335	601.1228673083343	1029.673675779116	532.9919377011773	460.09556202283414	549.4401196353496	642.8527613274425	789.4590962120964	491.15995615015635	505.63603222377674	255.80725457999623	363.60426060430416	0.5695410564539624
ENSDARG00000057365	0.31081616347941593	0.9998557456288198	1.0443851288492598	8	18200331	18203342	-1	protein_coding	elovl8b	ELOVL fatty acid elongase 8b [Source:ZFIN;Acc:ZDB-GENE-050522-453]	77	39	66	154	142	39	8	5	76	143	52	67.4729749019559	55.6194921819744	47.028700385398	118.88375260321553	130.90687414130812	51.06162462682333	9.193119024303888	4.64234363090885	78.58555920042338	135.9867561521913	56.4400643326084	0.5694224403907734
ENSDARG00000073820	0.9349360048494545	0.9998557456288198	0.07976820557192482	14	11504504	11507426	-1	protein_coding	zgc:174917	zgc:174917 [Source:ZFIN;Acc:ZDB-GENE-070928-42]	149	191	89	299	184	144	15	130	303	210	210	130.56458779729127	272.3928976091567	63.417489913642754	230.81975343091847	169.62580874648378	188.53522939134768	17.23709817056979	120.7009344036301	313.3082162858985	199.7008307130082	227.93102903553392	0.568207305052253
ENSDARG00000020711	NA	NA	-4.521465753579436	20	29492469	29499426	-1	protein_coding	rrm2	ribonucleotide reductase regulatory subunit M2 [Source:NCBI gene;Acc:100330864]	5	2	540	14	11	7	584	15	681	10	255	4.381362006620512	2.8522816503576616	384.7802758805291	10.807613873019594	10.140673348974573	9.164906984301624	671.0976887741839	13.92703089272655	704.1679712564253	9.509563367286106	276.7733924002912	0.5564742824716644
ENSDARG00000068621	0.8585943026623554	0.9998557456288198	-0.38113071332318305	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	191	199	450	285	335	307	134	154	0	0	196	167.36802865290358	283.8020242105873	320.6502299004409	220.01213955789888	308.8295974460438	401.94663488294265	153.98474365709012	142.98418383199257	0	0	212.73562709983167	0.5505964621106971
ENSDARG00000101890	0.8309955498434611	0.9998557456288198	-0.19793165597741022	2	51613453	51634431	-1	protein_coding	pigr	polymeric immunoglobulin receptor [Source:ZFIN;Acc:ZDB-GENE-060503-327]	138	86	174	131	109	81	151	119	24	15	136	120.92559138272614	122.64811096537946	123.9847555615038	101.12838695468334	100.4848540943844	106.05106653263307	173.5201215837359	110.48777841563063	24.816492379081065	14.264345050929156	147.61247594682197	0.5504915614529434
ENSDARG00000077169	0.6095386957934954	0.9998557456288198	0.32470046248010986	14	11450498	11456724	-1	protein_coding	si:ch211-153b23.4	si:ch211-153b23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-7332]	327	273	257	582	366	284	78	136	384	300	394	286.5410752329815	389.3364452738208	183.12690907647402	449.28794814981455	337.4078587022449	371.83336907738015	89.63291048696291	126.27174676072072	397.06387806529705	285.28690101858314	427.64202590476367	0.5477464579991005
ENSDARG00000091783	0.059181774299580096	0.9998557456288198	-1.6914215900500789	3	30998362	31019832	-1	protein_coding	si:dkeyp-71f10.5	si:dkeyp-71f10.5 [Source:ZFIN;Acc:ZDB-GENE-131121-547]	67	244	72	68	80	405	328	177	241	87	366	58.71025088871487	347.97836134363473	51.30403678407054	52.49412452609517	73.75035162890599	530.2553326631654	376.9178799964594	164.3389645341733	249.1989443066057	82.73320129538911	397.25122203335917	0.5450973022278957
ENSDARG00000090526	0.929391992093478	0.9998557456288198	0.028267167362744035	12	30540911	30549022	-1	protein_coding	zgc:158404	zgc:158404 [Source:ZFIN;Acc:ZDB-GENE-070112-592]	277	163	280	264	231	134	75	79	199	203	236	242.72745516677637	232.46095450414944	199.51569860471878	203.8007187483695	212.95414032846605	175.44250512805965	86.18549085284896	73.34902936835984	205.77008264321384	193.04413635590794	256.15106120183816	0.531793326897092
ENSDARG00000004748	0.7440540138658481	0.9998557456288198	0.1447048166968947	3	39472342	39488639	-1	protein_coding	zgc:100868	zgc:100868 [Source:ZFIN;Acc:ZDB-GENE-040801-33]	3150	2439	2375	3888	3047	2360	777	1460	1960	2195	3890	2760.258064170923	3478.3574726111683	1692.3206578078823	3001.428767021441	2808.966517665957	3089.882926135976	892.8816852355152	1355.5643402253843	2026.680210958287	2087.3491591193	4222.1509664201285	0.5259493269145104
ENSDARG00000043722	0.39436811540432876	0.9998557456288198	-0.5171195286194401	25	16582172	16589461	-1	protein_coding	cpa4	carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]	1186	1121	2097	556	1924	333	691	911	1558	472	804	1039.2590679703856	1598.7038650254694	1494.2300713360544	429.21666524277816	1773.695956675189	435.98771796749156	794.0556557242484	845.8350095515925	1611.0039636086792	448.85139093590413	872.6502254503299	0.5199117881396782
ENSDARG00000109626	0.5016460745393057	0.9998557456288198	0.3400550132224195	12	46283843	46315898	-1	protein_coding	si:ch211-226h7.3	si:ch211-226h7.3 [Source:ZFIN;Acc:ZDB-GENE-130531-9]	179	122	183	199	289	172	72	198	284	230	287	156.85275983701433	173.98918067181737	130.39776015951261	153.6225114807785	266.4231452594229	225.19485732855418	82.738071218735	183.83680778399045	293.66182648579263	218.7199574475804	311.5057396818964	0.516604054842763
ENSDARG00000029718	0.0025622111199128557	0.2561965932245878	1.6845268028744176	1	44746154	44758388	1	protein_coding	p2rx3b	purinergic receptor P2X, ligand-gated ion channel, 3b [Source:ZFIN;Acc:ZDB-GENE-030319-3]	136	16	43	130	44	26	36	135	25	28	32	119.17304658007794	22.818253202861293	30.63991085715324	100.35641453518194	40.56269339589829	34.04108308454889	41.3690356093675	125.34327803453895	25.85051289487611	26.626777428401095	34.73234728160517	0.5122008663067364
ENSDARG00000003902	0.8610135963781531	0.9998557456288198	-0.04986177281113534	17	27456804	27461321	1	protein_coding	ctsl.1	cathepsin L.1 [Source:ZFIN;Acc:ZDB-GENE-040718-61]	2373	1755	2166	2982	1601	1020	2420	2105	2323	1223	1510	2079.394408342095	2502.877148188848	1543.3964399207887	2302.0217549531735	1475.928911973481	1335.4578748553795	2780.918504851926	1954.426668612626	2402.0296581918883	1163.0195998190907	1638.932637350744	0.5091023678818601
ENSDARG00000045015	0.005077271754025648	0.3963176330560552	1.6388655945098254	11	329687	339847	1	protein_coding	cyp27b1	cytochrome P450, family 27, subfamily B, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-111005-2]	352	87	102	352	363	191	122	367	77	161	251	308.4478852660841	124.07425179055828	72.68071877743327	271.7342916644926	334.64222051616093	250.07103342880146	140.1950651206343	340.7480225087096	79.61957971621842	153.1039702133063	272.43184899009054	0.5081225270707128
ENSDARG00000087390	0.273369898838027	0.9998557456288198	0.6043622383795398	3	55131289	55132052	1	protein_coding	hbbe1.3	hemoglobin, beta embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-131120-128]	286	74	284	446	119	231	343	651	545	349	138	250.6139067786933	105.53442106323348	202.36592287050047	344.29969909762417	109.70364804799766	302.4419304819536	394.1549781670292	604.4331407443323	563.5411811082993	331.88376151828504	149.7832476519223	0.4829922168154156
ENSDARG00000117625	0.46813445292991496	0.9998557456288198	0.9851926657392529	3	58210305	58212028	-1	lincRNA	CABZ01038493.1	NA	209	52	108	227	98	136	93	88	128	89	0	183.1409318767374	74.1593229092992	76.9560551761058	175.2377392268177	90.34418074540983	178.06104998071726	106.87000865753271	81.70524790399575	132.35462602176568	84.63511396884633	0	0.48230770930707006
ENSDARG00000100131	0.39913088369662453	0.9998557456288198	-0.7415809930038764	7	53152108	53210386	1	protein_coding	cdh29	cadherin 29 [Source:ZFIN;Acc:ZDB-GENE-141212-240]	285	484	124	434	122	45	300	446	407	241	230	249.7376343773692	690.2521593865541	88.3569522392326	335.03603006360737	112.46928623408164	58.91725918479616	344.74196341139583	414.0970518770694	420.8463499285831	229.1804771515951	249.63874608653717	0.482042652729423
ENSDARG00000117450	2.976285005087117e-4	0.060386800035252985	1.6872407400036282	1	40683491	40692718	1	lincRNA	FO834828.2	NA	111	28	38	153	112	156	68	89	35	55	84	97.26623654697538	39.931943105007264	27.07713052492612	118.11178018371413	103.25049228046838	204.24649850729332	78.14151170658305	82.63371663017753	36.190718052826554	52.30259852007357	91.17241161421357	0.4811025737416307
ENSDARG00000092898	0.1593693200135859	0.9998557456288198	1.1740322323933454	24	5789582	5798424	1	protein_coding	si:ch211-157j23.3	si:ch211-157j23.3 [Source:ZFIN;Acc:ZDB-GENE-091117-36]	64	20	19	79	25	10	94	112	47	31	85	56.08143368474256	28.522816503576617	13.53856526246306	60.98582114061056	23.046984884033122	13.092724263288034	108.0191485355707	103.98849733235824	48.59896424236709	29.479646438586926	92.25779746676373	0.4803529104090022
ENSDARG00000007080	0.619867989527676	0.9998557456288198	-0.10695399233206347	6	36381709	36391687	1	protein_coding	rhcgl1	Rh family, C glycoprotein, like 1 [Source:ZFIN;Acc:ZDB-GENE-060209-2]	890	776	1018	1236	878	315	997	818	712	456	540	779.8824371784511	1106.6852803387728	725.3820756414418	954.1579105037298	809.4101091272432	412.4208142935731	1145.692458403872	759.4874180166879	736.2226072460717	433.6360895482464	586.1083603770873	0.47237045656867177
ENSDARG00000031588	0.48585419291285376	0.9998557456288198	0.26733513774327705	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	6376	3392	4907	6342	4947	3014	1384	2880	3940	3265	4681	5587.112830842477	4837.469679006595	3496.5126180476964	4895.849084477876	4560.537368852474	3946.1470929550137	1590.4095912045727	2673.9899314034974	4074.040832232475	3104.872439418913	5080.691175787307	0.47182730163995296
ENSDARG00000041540	0.9651670212424329	0.9998557456288198	-0.020693228006302623	8	46513743	46525092	-1	protein_coding	sult1st2	sulfotransferase family 1, cytosolic sulfotransferase 2 [Source:NCBI gene;Acc:791732]	221	170	515	492	357	175	107	195	223	368	126	193.65620069262664	242.44394028040125	366.96637421939346	379.8104303946886	329.110944143993	229.1226746075406	122.9579669500645	181.05140160544514	230.5865750222949	349.9519319161287	136.75861742132037	0.4643261597356869
ENSDARG00000069471	0.46287297045247555	0.9998557456288198	0.6977118593537103	1	47140788	47151790	-1	protein_coding	mhc1zca	major histocompatibility complex class I ZCA [Source:ZFIN;Acc:ZDB-GENE-070424-4]	108	48	33	147	15	31	19	79	17	20	26	94.63741934300306	68.45475960858388	23.514350192699	113.47994566670573	13.828190930419874	40.587445216192904	21.833657682721736	73.34902936835984	17.578348768515756	19.01912673457221	28.2200321663042	0.4629120398227524
ENSDARG00000105265	0.9892205749732105	0.9998557456288198	-0.04704764856330939	13	330611	337318	-1	protein_coding	zgc:171534	zgc:171534 [Source:ZFIN;Acc:ZDB-GENE-080218-6]	336	0	825	279	373	0	234	0	246	0	175	294.4275268448984	0	587.858754817475	215.38030504089048	343.86101446977415	0	268.8987314608887	0	254.36904688558093	0	189.94252419627827	0.4565517668935768
ENSDARG00000036371	4.136479331348301e-21	1.728882901330336e-17	-1.1857477726743348	1	53945934	53953532	1	protein_coding	acta1a	actin alpha 1, skeletal muscle a [Source:ZFIN;Acc:ZDB-GENE-050417-267]	1193	1641	3664	1310	1315	743	2800	3129	2956	762	785	1045.3929747796542	2340.2970941184612	2610.805427456034	1011.2838695468334	1212.2714049001422	972.7894127623009	3217.591658506361	2905.1786442227585	3056.5646446901515	724.6287285872012	852.0278942518769	0.45645512129414856
ENSDARG00000113274	0.9363517798928472	0.9998557456288198	0.06558534184540285	13	835390	840787	1	protein_coding	AL929536.3	NA	96	120	27	139	114	166	93	276	87	184	95	84.12215052711383	171.1368990214597	19.23901379402645	107.30416631069454	105.09425107119104	217.33922277058136	106.87000865753271	256.2573684261685	89.95978487416888	174.97596595806434	103.11165599226536	0.45558183652229184
ENSDARG00000102175	4.3681370928994113e-10	4.346920427019614e-7	-3.286308880994267	16	50289916	50292583	1	protein_coding	hamp	hepcidin antimicrobial peptide [Source:NCBI gene;Acc:402837]	24	132	214	10	26	4	8	10	6	6	25	21.030537631778458	188.25058892360568	152.48699821932078	7.719724195013995	23.968864279394445	5.2370897053152135	9.193119024303888	9.2846872618177	6.204123094770266	5.705738020371663	27.13464631375404	0.4552568597277093
ENSDARG00000056498	0.00903812678349942	0.5516674485866194	2.321053725646563	24	38109799	38113208	-1	protein_coding	crp2	C-reactive protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5826]	131	82	139	1351	499	365	226	287	73	626	192	114.79168457345742	116.94354766466412	99.04529323591396	1042.9347387463908	460.01781828530113	477.88443561001327	259.70561243658483	266.470524414168	75.48349765303824	595.2986667921101	208.39408368963103	0.4530728329287449
ENSDARG00000058206	0.9052876567827047	0.9998557456288198	0.05576044407262722	14	11457500	11461002	1	protein_coding	si:ch211-153b23.5	si:ch211-153b23.5 [Source:ZFIN;Acc:ZDB-GENE-030131-9744]	1183	1020	1085	1622	1282	1203	374	845	1232	1013	1371	1036.6302507664132	1454.6636416824074	773.1233320932852	1252.13926443127	1181.8493848532185	1575.0547288735506	429.7783143862068	784.5560736235957	1273.9132754594948	963.3187691060824	1488.0640038462716	0.44885921184265587
ENSDARG00000062087	0.11982719923874449	0.9998557456288198	0.557196885695058	24	26895748	26902697	1	protein_coding	nceh1b.1	neutral cholesterol ester hydrolase 1b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-061110-43]	86	44	137	240	105	106	183	229	147	84	134	75.3594265138728	62.750196307868556	97.62018110302311	185.2733806803359	96.79733651293911	138.78287719085316	210.29259768095145	212.61933829562534	152.00101582187153	79.88033228520328	145.44170424172165	0.44846465983391004
ENSDARG00000040738	0.6711460424838198	0.9998557456288198	-0.4457595344982123	9	22017368	22018304	1	protein_coding	zgc:153846	zgc:153846 [Source:ZFIN;Acc:ZDB-GENE-060929-898]	166	208	45	37	203	177	178	104	49	194	78	145.461218619801	296.6372916371968	32.065022990044085	28.56297952155178	187.14151725834896	231.7412194601982	204.5468982907615	96.56074752290408	50.66700527395718	184.48552932535043	84.66009649891261	0.44526358599501137
ENSDARG00000090901	0.4785323168545735	0.9998557456288198	0.6395716286424873	3	58197025	58205045	-1	protein_coding	si:ch211-256e16.11	si:ch211-256e16.11 [Source:ZFIN;Acc:ZDB-GENE-131127-41]	289	107	183	380	124	235	132	144	232	166	17	253.2427239826656	152.5970682941349	130.39776015951261	293.3495194105318	114.31304502480428	307.6790201872688	151.68646390101415	133.6994965701749	239.89275966445032	157.85875189694934	18.451559493352747	0.44460478221909894
ENSDARG00000019763	0.9649488222720605	0.9998557456288198	0.04545544868345319	6	8355122	8362516	-1	protein_coding	acp5a	acid phosphatase 5a, tartrate resistant [Source:ZFIN;Acc:ZDB-GENE-040426-2864]	116	93	52	51	131	151	141	120	54	22	309	101.64759855359588	132.63109674163127	37.05291545516206	39.37059339457138	120.76620079233356	197.70013637564932	162.02872280335603	111.4162471418124	55.8371078529324	20.92103940802943	335.3842284379999	0.440092139796316
ENSDARG00000088330	0.5314099014594045	0.9998557456288198	0.4692349879564684	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	196	42	212	247	84	147	165	378	326	160	31	171.74939065952407	59.897914657510896	151.06188608642992	190.67718761684569	77.4378692103513	192.4630466703341	189.6080798762677	350.96117849670907	337.0906881491845	152.1530138765777	33.64696142905501	0.4389335809872894
ENSDARG00000113315	0.5673640081164417	0.9998557456288198	0.32988001707888964	12	46098784	46112892	-1	protein_coding	zgc:153932	zgc:153932 [Source:ZFIN;Acc:ZDB-GENE-070209-223]	418	278	275	550	351	276	69	193	333	265	398	366.2818637534748	396.46714939971497	195.95291827249164	424.58483072576973	323.57966777182503	361.3591896667497	79.29065158462103	179.1944641530816	344.3288317597498	252.0034292330818	431.9835693149643	0.4249171763663952
