Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count	% variance explained
ENSDARG00000023587	0.2694740176636229	0.8288834339861423	-0.9254654194788551	17	48683769	48705993	-1	protein_coding	kcnk5a	potassium channel, subfamily K, member 5a [Source:ZFIN;Acc:ZDB-GENE-051113-112]	55	396	345	535	500	66	50	345	685	731	850	664	48.68229751425895	418.3449097506253	425.51134941154686	374.18001493208857	388.7651319300055	61.51319661640141	46.466566767580176	455.4762062314845	872.4361902632895	711.9782127590864	817.5831008904461	727.1915495131955	0.6846833309018893
ENSDARG00000007708	0.596874638743875	0.948835652356294	0.3170142866042986	21	3789839	3796461	-1	protein_coding	nsa2	NSA2 ribosome biogenesis homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-488]	4202	3673	3176	4678	5078	3689	880	675	5256	4064	3826	3392	3719.327530089384	3880.254680591027	3917.171147046588	3271.8020744902997	3948.298679881136	3438.214883604618	817.811575109411	891.1490991485567	6694.196519742846	3958.2482307153587	3680.085816478643	3714.809843296324	0.6582916197528227
ENSDARG00000079544	0.6887701897684331	0.9634699725385188	0.16539227711959065	3	1015867	1029876	1	protein_coding	si:ch1073-464p5.5	si:ch1073-464p5.5 [Source:ZFIN;Acc:ZDB-GENE-091116-35]	4625	3248	1925	2647	2355	2630	2477	2412	1246	1959	2037	854	4093.738654608139	3431.273401186947	2374.2299930934137	1851.3168215425019	1831.083771390326	2451.2076833505407	2301.953717665922	3184.3727809575093	1586.942325646801	1908.0236919220933	1959.3138547221633	935.2734688016099	0.6575114690670514
ENSDARG00000089781	0.44224101363835644	0.9110279879600262	-0.40902154950385566	5	1239657	1274811	-1	protein_coding	ciz1a	cdkn1a interacting zinc finger protein 1a [Source:ZFIN;Acc:ZDB-GENE-100922-222]	67	133	121	380	182	156	61	131	136	76	133	120	59.303889699188176	140.50472978998275	149.237313851586	265.7727208863433	141.510508022522	145.3948283660397	56.68921145644781	172.94893627920138	173.213608577821	74.02235864526753	127.92770872756392	131.4201595505775	0.6380906163219273
ENSDARG00000039682	0.7022195814397973	0.9641693990910817	0.5823728135303895	20	7070634	7080470	-1	protein_coding	si:ch211-121a2.2	si:ch211-121a2.2 [Source:ZFIN;Acc:ZDB-GENE-070705-21]	173	14	18	44	1	32	103	22	0	2	18	0	153.12795399939634	14.789971556840289	22.200592143211143	30.773683471050276	0.7775302638600111	29.824580177649167	95.72112754121515	29.04485952780481	0	1.9479568064544088	17.31352448944474	0	0.6008912368640631
ENSDARG00000100442	0.8341083581643601	0.9801767649448905	-0.08994341470687253	22	23641801	23668468	-1	protein_coding	cfh	complement factor H [Source:ZFIN;Acc:ZDB-GENE-050208-661]	585	620	1004	1450	1418	861	572	1166	925	587	741	1421	517.8026190152997	654.9844546600699	1238.2996950991103	1014.1327507505205	1102.5379141534956	802.4676104048729	531.5775238211172	1539.377554973655	1178.1072642241502	571.725322694369	712.7400914821419	1556.2337226780885	0.5722150101535567
ENSDARG00000023759	0.5862486101517163	0.9463262357051949	-0.2210591652080557	5	6350328	6377865	-1	protein_coding	zgc:73226	zgc:73226 [Source:NCBI gene;Acc:402792]	327	211	221	152	180	187	363	103	166	216	197	222	289.4383870393214	222.90599989237865	272.57393686942567	106.30908835453731	139.955447494802	174.28739041313733	337.34727473263206	135.98275142563162	211.42249282292855	210.37933509707614	189.48690691225633	243.12729516856837	0.5667896958299239
ENSDARG00000068621	0.9015893048097261	0.988198540620437	-0.20875051775383968	15	42741272	42760110	-1	protein_coding	si:ch211-181d7.3	si:ch211-181d7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-30]	191	398	149	468	285	335	163	307	132	0	0	196	169.06034227679018	420.4577628301739	183.7715682965811	327.32008782844383	221.59612520010316	312.2260737347647	151.48100766231136	405.30781250163983	168.1190906784733	0	0	214.65292726594325	0.5587083906120602
ENSDARG00000009153	0.19830015652292587	0.7915408948976749	0.8068777369395683	8	39724138	39733667	1	protein_coding	pla2g1b	phospholipase A2, group IB (pancreas) [Source:ZFIN;Acc:ZDB-GENE-070117-1]	375	132	51	72	95	127	158	77	165	179	70	194	331.92475577903826	139.44830325020843	62.90167773909823	50.35693658899136	73.86537506670105	118.36630258004513	146.83435098555336	101.65700834731683	210.14886334809165	174.34213417766958	67.33037301450733	212.46259127343362	0.5562573261866779
ENSDARG00000038424	0.4597183266840066	0.9136890857299862	-0.2475340447389063	16	16665203	16701718	-1	protein_coding	c4b	complement 4B (Chido blood group) [Source:ZFIN;Acc:ZDB-GENE-100805-2]	653	1055	561	1915	997	1211	840	925	742	706	945	1532	577.9916413965653	1114.529999461893	691.9184551300806	1339.3546328877562	775.1976730684311	1128.6739560979106	780.6383216953469	1221.2043210554295	945.033070328994	687.6287526784063	908.9600356958489	1677.7973702623726	0.547634626038519
ENSDARG00000003244	0.5956279584407784	0.948835652356294	-0.3670542238484238	2	43894368	43918874	1	protein_coding	gbp3	guanylate binding protein 3 [Source:ZFIN;Acc:ZDB-GENE-070912-176]	112	80	32	46	33	32	118	25	90	231	34	98	99.13486039267276	84.5141231819445	39.467719365708696	32.17248726518893	25.658498707380364	29.824580177649167	109.66109757148921	33.00552219068729	114.62665273532271	224.9890111454842	32.70332403561785	107.32646363297162	0.540413487541453
ENSDARG00000104172	0.19486347367856352	0.7885793745609461	-0.6993944870691663	15	14854666	14858189	1	protein_coding	diabloa	diablo, IAP-binding mitochondrial protein a [Source:ZFIN;Acc:ZDB-GENE-040426-1303]	706	1132	319	1087	378	604	923	1023	394	726	500	307	624.9036735466694	1195.8748430245148	393.44382742690857	760.2498621143557	293.9064397390842	562.9389508531281	857.77282252953	1350.5859680429237	501.8100130857461	707.1083207429504	480.9312358179095	336.2165748502274	0.5198400844648217
ENSDARG00000101816	0.7618692765882589	0.9719362520319865	0.15319563024035113	1	59252435	59287507	-1	protein_coding	col5a3b	collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]	1133	2611	1006	3155	3491	2667	1325	1162	1351	2741	3325	978	1002.8553287937343	2758.329695350714	1240.766427559467	2206.6129852537188	2714.3581511352986	2485.692354180948	1231.3640193408746	1534.096671423145	1720.6734205046776	2669.674803245767	3198.192718189098	1071.0743003372065	0.5135189438259472
ENSDARG00000023495	0.5268679622719885	0.9321134238525763	-0.19503759757292138	5	457729	478627	1	protein_coding	ift74	intraflagellar transport 74 [Source:NCBI gene;Acc:436658]	426	578	509	1224	755	698	397	537	443	375	611	490	377.0665225649875	610.614539989549	627.7834111608039	856.0679220128532	587.0353492143083	650.5486551249725	368.9445401345866	708.9586166559628	564.2178573527551	365.24190121020166	587.6979701694854	536.6323181648581	0.5110232009736484
ENSDARG00000021720	0.7613581717604927	0.9719362520319865	-0.1269791860405761	6	40184235	40312091	-1	protein_coding	col7a1	collagen, type VII, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2427]	269	568	263	946	668	580	326	289	393	647	731	325	238.10069147883013	600.050274591806	324.3753185369183	661.6341946275809	519.3902162584874	540.5705157198911	302.9620153246227	381.543836524345	500.5363836109092	630.1640268880012	703.1214667657837	355.929598782814	0.5098521257858977
ENSDARG00000094854	0.6014940045596833	0.9495132980116421	0.266126314987017	4	76608282	76633286	1	protein_coding	ms4a17a.9	membrane-spanning 4-domains, subfamily A, member 17A.9 [Source:ZFIN;Acc:ZDB-GENE-050320-79]	354	315	80	545	439	381	329	102	242	124	336	302	313.33696945541215	332.77436002890647	98.66929841427174	381.17403390278184	341.3357858345449	355.0989077401354	305.75000933067753	134.66253053800412	308.2183329105344	120.77332200017334	323.18579046963515	330.7407348689533	0.503659299763106
ENSDARG00000096242	0.9452597689584384	0.9945512932121877	0.06141560760579561	3	28822065	28828569	-1	protein_coding	si:ch211-76l23.4	si:ch211-76l23.4 [Source:ZFIN;Acc:ZDB-GENE-030131-8310]	207	46	39	373	209	68	177	34	170	28	32	145	183.22246519002914	48.59562082961809	48.10128297695747	260.876907606858	162.50382514674232	63.377232877504476	164.4916463572338	44.887510179334704	216.51701072227624	27.27139529036172	30.779599092346206	158.7993594569478	0.498520534507269
ENSDARG00000033227	0.5851052246877397	0.9463262357051949	-0.20838363505546212	14	36885524	36887063	1	protein_coding	lect2l	leukocyte cell-derived chemotaxin 2 like [Source:ZFIN;Acc:ZDB-GENE-070127-4]	125	164	128	535	340	241	233	355	143	258	606	395	110.64158525967943	173.25395252298622	157.87087746283478	374.18001493208857	264.36028971240376	224.6163694629203	216.5342011369236	468.67841510775946	182.12901490167943	251.28642803261872	582.8886578113063	432.5913585206509	0.49345532860280705
ENSDARG00000105422	0.1738256810983174	0.7725386557621952	-1.2168012720671464	5	15841523	15851953	-1	protein_coding	si:dkey-1k23.3	si:dkey-1k23.3 [Source:ZFIN;Acc:ZDB-GENE-160113-121]	69	179	14	241	50	148	389	214	112	387	90	57	61.07415506334304	189.10035061960082	17.267127222497553	168.5558571937072	38.876513193000555	137.9386833216274	361.50988945177374	282.5272699522832	142.64650118173492	376.9296420489281	86.56762244722371	62.42457578652431	0.4915916341565264
ENSDARG00000115405	0.9527843227805476	0.9958537143737634	-0.08057295023937934	3	55122662	55123439	1	protein_coding	hbbe1.2	hemoglobin beta embryonic-1.2 [Source:ZFIN;Acc:ZDB-GENE-090501-3]	158	240	92	30	137	42	16	107	1	64	118	2	139.8509637682348	253.5423695458335	113.4696931764125	20.982056912079734	106.52164614882152	39.14476148316453	14.869301365625656	141.2636349761416	1.273629474836919	62.33461780654108	113.49977165302664	2.190335992509625	0.4885332259687663
ENSDARG00000031776	0.7809082552027927	0.9720243973441844	0.19460813475938543	3	32099507	32100999	1	protein_coding	fthl27	ferritin, heavy polypeptide-like 27 [Source:ZFIN;Acc:ZDB-GENE-040718-72]	1381	487	370	1923	1835	483	1393	474	1741	481	478	1374	1222.3682339489383	514.4797248700871	456.3455051660068	1344.9498480643108	1426.7680341831203	450.1647570563921	1294.5585501447836	625.7847007354309	2217.388915691076	468.4836119522853	459.7702614419215	1504.7608268541123	0.4885103711120664
ENSDARG00000030722	0.10437632177758607	0.6881317871292505	-0.5284566334968068	2	23749614	23768832	-1	protein_coding	xirp1	xin actin binding repeat containing 1 [Source:NCBI gene;Acc:497637]	1420	1971	1273	3523	1586	1186	858	542	587	613	875	654	1256.8884085499583	2082.2167098951577	1570.075211017099	2463.99288337523	1233.1629984819776	1105.3735028341223	797.3662857316758	715.5597210941004	747.6205017292715	597.0487611782763	841.6296626813416	716.2398695506473	0.4884325619216351
ENSDARG00000056909	0.4805545469450689	0.9174313652003959	0.45012915948530996	24	33552198	33578392	-1	protein_coding	LO018309.1	epidermal growth factor receptor-like [Source:NCBI gene;Acc:571431]	507	292	89	398	112	533	334	350	127	496	447	224	448.76226981325976	308.47654961409745	109.7695944858773	278.36195503359113	87.08338955232124	496.76566358396894	310.39666600743556	462.07731066962197	161.7509433042887	483.09328800069335	429.95252482121106	245.317631161078	0.4870295627060368
ENSDARG00000022614	0.05475267479722361	0.5854104903098533	0.8439842894218474	13	27332656	27354033	-1	protein_coding	ddx43	DEAD (Asp-Glu-Ala-Asp) box polypeptide 43 [Source:ZFIN;Acc:ZDB-GENE-080204-77]	55	40	35	153	194	120	40	97	38	37	68	36	48.68229751425895	42.25706159097225	43.16781805624389	107.00849025160664	150.84087118884216	111.84217566618437	37.173253414064135	128.06142609986668	48.39792004380292	36.03720091940656	65.4066480712357	39.426047865173246	0.48607032037741627
ENSDARG00000101621	0.22708040980391134	0.8069526366342549	1.4546219582287347	KN150636.1	2551	13087	1	protein_coding	CABZ01040054.1	CD59B glycoprotein-like [Source:NCBI gene;Acc:100535643]	114	31	21	120	90	136	2	59	101	7	4	72	100.90512575682764	32.7492227330035	25.90069083374633	83.92822764831894	69.977723747401	126.75446575500895	1.858662670703207	77.893032370022	128.63657695852882	6.81784882259043	3.847449886543276	78.85209573034649	0.4836721749423644
ENSDARG00000021924	0.6621828732860835	0.9618391317345242	-0.18579001532784795	3	26123736	26127091	1	protein_coding	hsp70.3	heat shock cognate 70-kd protein, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-110713-1]	148	91	97	484	182	195	142	110	88	104	97	120	130.99963694746046	96.13481511946188	119.63652432730449	338.51051818155304	141.510508022522	181.7435354575496	131.9650496199277	145.22429763902406	112.07939378564888	101.29375393562925	93.30065974867443	131.4201595505775	0.47786621982055433
ENSDARG00000019521	0.04023040542432203	0.5510915103094908	0.6836772927229372	10	7778870	7785945	-1	protein_coding	mpx	myeloid-specific peroxidase [Source:ZFIN;Acc:ZDB-GENE-030131-9460]	275	182	155	416	498	425	190	221	173	328	196	416	243.41148757129474	192.26963023892375	191.17176567765148	290.951189180839	387.2100714022855	396.10770548440297	176.57295371680465	291.7688161656756	220.33789914678698	319.46491625852303	188.52504444062052	455.58988644200195	0.46951973796467456
ENSDARG00000088330	0.9404700240909044	0.9938610030134176	0.06458636640853462	3	55127549	55128258	-1	protein_coding	hbae1.3	hemoglobin, alpha embryonic 1.3 [Source:ZFIN;Acc:ZDB-GENE-061207-39]	196	324	109	50	247	84	59	147	29	138	160	31	173.48600568717734	342.2821988868752	134.43691908944524	34.97009485346622	192.04997517342272	78.28952296632906	54.830548785744604	194.07247048124123	36.93525477027065	134.4090196453542	153.89799546173103	33.95020788389918	0.4642599944969403
ENSDARG00000103025	0.26745868867143263	0.827558415871224	0.41739714475270984	10	6010570	6034397	1	protein_coding	hmgcs1	3-hydroxy-3-methylglutaryl-CoA synthase 1 (soluble) [Source:ZFIN;Acc:ZDB-GENE-040426-1042]	4177	2558	1367	4326	3235	2311	1009	440	634	727	721	536	3697.199213037448	2702.3390887426754	1686.0116366538684	3025.6126067218975	2515.3104035871356	2153.8938997046007	937.6953173697678	580.8971905560962	807.4810870466067	708.0822991461775	693.5028420494255	587.0100459925794	0.4636569760896595
ENSDARG00000091801	0.3864578563108784	0.8889485818076653	-0.6465471929712507	16	51244297	51254694	-1	protein_coding	serpinb14	serpin peptidase inhibitor, clade B (ovalbumin), member 14 [Source:ZFIN;Acc:ZDB-GENE-050506-148]	39	246	269	243	236	172	31	412	110	182	319	357	34.52017460101998	259.88092878447935	331.77551591798874	169.95466098784584	183.4971422709626	160.30711845486428	28.809271395899707	543.9310057025265	140.0992422320611	177.26406938735119	306.83412845182625	390.974974662968	0.4568559531085835
ENSDARG00000099099	0.2963527231002917	0.8457317477949845	0.7927909678525112	4	76838989	76891899	1	lincRNA	CABZ01015815.1	NA	286	208	29	224	325	263	178	26	153	46	211	230	253.14794707414654	219.7367202730557	35.767620675173504	156.66602494352867	252.6973357545036	245.1207683350541	165.4209776925854	34.32574307831478	194.8653096500486	44.8030065484514	202.9529815151578	251.88863913860686	0.4560997388834832
ENSDARG00000061274	0.36873745557264026	0.8813630009156227	0.45643484772297843	9	38481780	38500391	1	protein_coding	lss	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase) [Source:ZFIN;Acc:ZDB-GENE-050119-7]	466	280	128	540	317	287	73	42	43	62	66	38	412.4718298480849	295.79943113680577	157.87087746283478	377.6770244174352	246.4770936436235	267.48920346829095	67.84118748066706	55.449277280354636	54.76606741798752	60.38666100008667	63.48292312796405	41.61638385768287	0.4548717980177361
ENSDARG00000052917	0.21523004007164628	0.8020868569496541	-0.7114681371050472	17	45577326	45599190	1	protein_coding	si:ch211-202f3.3	si:ch211-202f3.3 [Source:ZFIN;Acc:ZDB-GENE-080917-19]	321	228	219	1325	279	273	226	190	146	589	307	274	284.1275909468568	240.86525106854185	270.10720440906886	926.7075136168548	216.9309436169431	254.44094964056944	210.0288817894624	250.84196864922336	185.94990332619017	573.6732795008234	295.2917787921964	300.0760309738186	0.45223880848055475
ENSDARG00000042641	0.6810218198272613	0.9629808476335433	0.20654381406484099	19	598657	617246	-1	protein_coding	cyp51	cytochrome P450, family 51 [Source:NCBI gene;Acc:414331]	2334	2200	811	2153	1773	1183	456	176	374	303	309	257	2065.8996799687343	2324.138387503474	1000.2600126746797	1505.8122843902556	1378.5611578237997	1102.5774484424676	423.7750889203312	232.35887622243848	476.3374235890077	295.11545617784293	297.2155037354681	281.4581750374868	0.44300542363191414
ENSDARG00000042667	0.12974289258771202	0.7238324607074376	-0.5355327431821341	22	15898221	15900919	1	protein_coding	klf2a	Kruppel-like factor 2a [Source:ZFIN;Acc:ZDB-GENE-011109-1]	292	241	312	1020	458	313	427	262	333	412	302	504	258.45874316661116	254.59879608560783	384.81026381565977	713.3899350107109	356.10886084788507	291.7216748626309	396.8244801951347	345.89787255840275	424.118615120694	401.2791021296082	290.48246643401734	551.9646701124254	0.4427221833527239
ENSDARG00000092788	0.5525774593188033	0.9398401241499403	0.5083885159021458	22	19289970	19291261	1	protein_coding	si:dkey-21e2.15	si:dkey-21e2.15 [Source:ZFIN;Acc:ZDB-GENE-050208-780]	38	35	43	196	502	133	308	228	275	356	170	361	33.63504191894255	36.97492889210072	53.03474789767106	137.0827718255876	390.32019245772557	123.95841136335434	286.23405128829387	301.01036237906806	350.24810558015275	346.73631154888477	163.51662017808923	395.35564664798727	0.4389642626943408
ENSDARG00000091847	0.7684707007740318	0.9719362520319865	-0.4978087730625141	15	42723126	42736433	-1	protein_coding	si:ch211-181d7.1	si:ch211-181d7.1 [Source:ZFIN;Acc:ZDB-GENE-121214-14]	130	310	124	423	155	285	180	283	144	0	0	171	115.0672486700666	327.49222733003495	152.9374125421212	295.84700246032423	120.51719089830172	265.62516720718787	167.27964036328862	373.62251119858007	183.40264437651635	0	0	187.27372735957292	0.4311017969093454
ENSDARG00000069381	0.9760516007893333	0.9968273844792352	0.015199407023244817	9	33061564	33063083	-1	protein_coding	si:ch211-125e6.5	si:ch211-125e6.5 [Source:ZFIN;Acc:ZDB-GENE-070912-39]	296	211	199	217	188	161	126	181	97	315	97	67	261.9992738949209	222.90599989237865	245.43987980550094	151.77021166404342	146.1756896056821	150.05491901879736	117.09574825430204	238.95998066057595	123.54205905918114	306.80319701656936	93.30065974867443	73.37625574907243	0.4285674227277162
ENSDARG00000074322	0.10342684543357354	0.6878950632577201	0.5901491670274372	25	13191391	13194926	1	protein_coding	si:ch211-194m7.3	si:ch211-194m7.3 [Source:ZFIN;Acc:ZDB-GENE-131121-19]	87	106	35	150	157	155	46	78	44	104	115	181	77.00654334073688	111.98121321607647	43.16781805624389	104.91028456039867	122.07225142602174	144.46281023548815	42.74924142617376	102.97722923494433	56.03969689282444	101.29375393562925	110.61418423811918	198.22540732212104	0.42832730690854204
ENSDARG00000036171	0.8830066883941416	0.986829245010871	0.030366668058919258	14	38654300	38656463	1	protein_coding	rnasel3	ribonuclease like 3 [Source:NCBI gene;Acc:798787]	384	468	301	781	622	589	406	412	431	527	717	944	339.8909499177352	494.40762061437533	371.2432352836974	546.2328816111424	483.6238241209269	548.958678894855	377.308522152751	543.9310057025265	548.9343036547122	513.2866185007367	689.6553921628822	1033.838588464543	0.4282622754087668
ENSDARG00000097533	0.29872567136885814	0.8465725384640381	-0.44149793779550994	15	36141669	36146007	1	lincRNA	BX571880.1	NA	125	214	178	384	321	94	105	89	115	150	110	134	110.64158525967943	226.07527951170155	219.5391889717546	268.57032847462057	249.58721469906357	87.60970427184442	97.57979021191836	117.49965899884674	146.4673896062457	146.09676048408065	105.80487187994008	146.75251149814486	0.42717739041630953
ENSDARG00000079946	0.38817380949757335	0.8893550724679641	0.4571744152737362	16	43401005	43413293	1	protein_coding	sqlea	squalene epoxidase a [Source:ZFIN;Acc:ZDB-GENE-071004-98]	933	612	244	821	675	374	138	46	69	69	68	37	825.8287923782473	646.5330423418754	300.9413601635288	574.2089574939154	524.8329281055074	348.57478082627466	128.24772427852128	60.730160830864605	87.88043376374742	67.2045098226771	65.4066480712357	40.52121586142806	0.4236222037032057
ENSDARG00000076321	0.43927809313612803	0.9089690300523866	-0.5850027858427541	9	48297412	48371379	-1	protein_coding	col28a2a	collagen, type XXVIII, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4444]	79	526	44	394	507	97	241	294	283	333	462	304	69.9254818841174	555.6803599212851	54.26811412784946	275.56434744531384	394.20784377702563	90.40575866349904	223.96885181973644	388.14494096248245	360.4371413788481	324.33480827465905	444.38046189574834	332.93107086146296	0.4207913837990624
ENSDARG00000092044	0.3436311733362621	0.8703799655514348	0.5222396708866809	21	30651064	30658520	-1	protein_coding	si:dkey-22f5.9	si:dkey-22f5.9 [Source:ZFIN;Acc:ZDB-GENE-091204-260]	845	210	604	1342	1073	1098	552	158	342	875	805	368	747.937116355433	221.84957335260432	744.9532030277517	938.5973458670334	834.2899731217918	1023.3559073455871	512.9908971140851	208.59490024514363	435.5812803942263	852.2311028238038	774.2992896668343	403.021822621771	0.4199102507657599
